,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.2505872311099193,0.22157840591600547
1,astro,1,0.1469355674214187,0.05469055572338059
2,astro,2,0.2710584589791935,0.176175726085798
3,astro,3,0.1811683084810202,0.4544343663391282
4,astro,4,0.14637050001967172,0.08006216637598434
5,endo,0,0.3387639477501591,0.3980035014849603
6,endo,1,0.3049471346475017,0.2040277802066913
7,endo,2,0.3487486150298277,0.2780556232439781
8,endo,3,0.23562858067020373,0.263962151889738
9,endo,4,0.3467461537342154,0.36754186491317037
10,excitatory,0,0.4790841542989637,0.475
11,excitatory,1,0.7462763281108205,0.6430735930735931
12,excitatory,2,0.8013712555729364,0.6031746031746031
13,excitatory,3,0.9884615384615385,0.5757142857142857
14,excitatory,4,0.8813556667085893,0.8555555555555556
15,inhibitory,0,0.9283230775586012,0.5597435897435897
16,inhibitory,1,0.8357739592567203,1.0
17,inhibitory,2,0.8482283664015167,0.6551908444947494
18,inhibitory,3,0.7843027117992483,0.7947635135135135
19,inhibitory,4,0.868574821436676,0.9467813051146385
20,micro,0,0.5283596409700502,0.6086489631759101
21,micro,1,0.5099817952873217,0.5516939422783568
22,micro,2,0.5656295427263628,0.6856305016765236
23,micro,3,0.6560236239097635,0.4631893573716288
24,micro,4,0.5809086480470704,0.3773167037429182
25,oligo,0,0.3261198923790833,0.16192200892941522
26,oligo,1,0.2686450906666874,0.33748525357028836
27,oligo,2,0.25588988593717066,0.3542574045067383
28,oligo,3,0.16739874664006216,0.1459459914338755
29,oligo,4,0.2420295129185973,0.3890140425135409
30,opc,0,0.5985249751428935,0.6420485494816097
31,opc,1,0.6041441663531921,0.6451592914069462
32,opc,2,0.6722527574251503,0.3688814606302291
33,opc,3,0.66002181231089,0.5282919366222809
34,opc,4,0.5718489296567036,0.6467305236270753
35,vlmc,0,0.09283741089533726,0.05497023951614484
36,vlmc,1,0.3048310225174422,0.11744292004463802
37,vlmc,2,0.2781365255914382,0.05685696131863181
38,vlmc,3,0.21061476547106084,0.12833609626459916
39,vlmc,4,0.1610751819130768,0.15134342361173025
