_BACKGROUND,5p,10p,15p
NAP1L1,NAP1L1,NAP1L1,NAP1L1
PIK3R1,PIK3R1,PIK3R1,PIK3R1
MLLT10,MLLT10,MLLT10,MLLT10
ATRNL1,ATRNL1,ATRNL1,ATRNL1
NCOR1,NCOR1,NCOR1,NCOR1
NR2F1-AS1,NR2F1-AS1,NR2F1-AS1,NR2F1-AS1
CLOCK,CLOCK,CLOCK,CLOCK
STAU2,STAU2,STAU2,STAU2
HCN1,HCN1,HCN1,HCN1
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
MIR124-2HG,MIR124-2HG,MIR124-2HG,MIR124-2HG
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
FOXP1,FOXP1,FOXP1,FOXP1
NR3C1,NR3C1,NR3C1,NR3C1
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
RYR2,RYR2,RYR2,RYR2
SATB2,SATB2,SATB2,SATB2
NLGN1,NLGN1,NLGN1,NLGN1
GTF2I,GTF2I,GTF2I,GTF2I
UBE2E3,UBE2E3,UBE2E3,UBE2E3
HMBOX1,HMBOX1,HMBOX1,HMBOX1
THRB,THRB,THRB,THRB
ZNF148,ZNF148,ZNF148,ZNF148
TSHZ1,TSHZ1,TSHZ1,TSHZ1
PRKAA2,PRKAA2,PRKAA2,PRKAA2
JAZF1,JAZF1,JAZF1,JAZF1
HECW1,HECW1,HECW1,HECW1
KCTD1,KCTD1,KCTD1,KCTD1
MAGI2,MAGI2,MAGI2,MAGI2
NCOA2,NCOA2,NCOA2,NCOA2
AFF4,AFF4,AFF4,AFF4
FOXJ3,FOXJ3,FOXJ3,FOXJ3
TSC22D1,TSC22D1,TSC22D1,TSC22D1
ATF2,ATF2,ATF2,ATF2
ZEB1,ZEB1,ZEB1,ZEB1
CNTN1,CNTN1,CNTN1,CNTN1
KCNB2,KCNB2,KCNB2,KCNB2
RUFY3,RUFY3,RUFY3,RUFY3
CUX2,CUX2,CUX2,CUX2
MARCH1,MARCH1,MARCH1,MARCH1
NUTM2A-AS1,NUTM2A-AS1,NUTM2A-AS1,NUTM2A-AS1
AUTS2,AUTS2,AUTS2,AUTS2
HIVEP1,HIVEP1,HIVEP1,HIVEP1
CHSY3,CHSY3,CHSY3,CHSY3
MEF2C,MEF2C,MEF2C,MEF2C
