_BACKGROUND,5p,10p,15p
MIR646HG,MIR646HG,MIR646HG,MIR646HG
PCDH15,PCDH15,PCDH15,PCDH15
PVT1,PVT1,PVT1,PVT1
MKRN3,MKRN3,MKRN3,MKRN3
TMEM108,TMEM108,TMEM108,TMEM108
PHLPP1,PHLPP1,PHLPP1,PHLPP1
DNAH6,DNAH6,DNAH6,DNAH6
CXADR,CXADR,CXADR,CXADR
OSTM1,OSTM1,OSTM1,OSTM1
SLC24A4,SLC24A4,SLC24A4,SLC24A4
GAREM1,GAREM1,GAREM1,GAREM1
COL19A1,COL19A1,COL19A1,COL19A1
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
LINC01115,LINC01115,LINC01115,LINC01115
GLRA2,GLRA2,GLRA2,GLRA2
PLOD2,PLOD2,PLOD2,PLOD2
ANKFN1,ANKFN1,ANKFN1,ANKFN1
SEMA3C,SEMA3C,SEMA3C,SEMA3C
FHOD3,FHOD3,FHOD3,FHOD3
IRX4,IRX4,IRX4,IRX4
FGF10-AS1,FGF10-AS1,FGF10-AS1,FGF10-AS1
GPC6,GPC6,GPC6,GPC6
ZNF700,ZNF700,ZNF700,ZNF700
TRPC4,TRPC4,TRPC4,TRPC4
CNTNAP3,CNTNAP3,CNTNAP3,CNTNAP3
PDE1C,PDE1C,PDE1C,PDE1C
RELN,RELN,RELN,RELN
SPATA13,SPATA13,SPATA13,SPATA13
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
FOXA2,FOXA2,FOXA2,FOXA2
SCN7A,SCN7A,SCN7A,SCN7A
ANKRD34B,ANKRD34B,ANKRD34B,ANKRD34B
PBX1,PBX1,PBX1,PBX1
MPP5,MPP5,MPP5,MPP5
PRKG1,PRKG1,PRKG1,PRKG1
ANXA11,ANXA11,ANXA11,ANXA11
KLHL29,KLHL29,KLHL29,KLHL29
KLHL13,KLHL13,KLHL13,KLHL13
KLF3-AS1,KLF3-AS1,KLF3-AS1,KLF3-AS1
ETS1,ETS1,ETS1,ETS1
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
IFT88,IFT88,IFT88,IFT88
MMP16,MMP16,MMP16,MMP16
PLCE1,PLCE1,PLCE1,PLCE1
SSTR1,SSTR1,SSTR1,SSTR1
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
LINC00472,LINC00472,LINC00472,LINC00472
SEMA5A,SEMA5A,SEMA5A,SEMA5A
GABPB1,GABPB1,GABPB1,GABPB1
