_BACKGROUND,5p,10p,15p
PLEKHH2,PLEKHH2,PLEKHH2,PLEKHH2
SREBF2,SREBF2,SREBF2,SREBF2
TLE1,TLE1,TLE1,TLE1
CAPN9,CAPN9,CAPN9,CAPN9
ANKRD44,ANKRD44,ANKRD44,ANKRD44
DYRK3,DYRK3,DYRK3,DYRK3
JUNB,JUNB,JUNB,JUNB
CORO2B,CORO2B,CORO2B,CORO2B
NKAIN3,NKAIN3,NKAIN3,NKAIN3
CRYBG3,CRYBG3,CRYBG3,CRYBG3
EPB41,EPB41,EPB41,EPB41
AP2A2,AP2A2,AP2A2,AP2A2
XKR4,XKR4,XKR4,XKR4
ADAMTSL3,ADAMTSL3,ADAMTSL3,ADAMTSL3
DSCAM,DSCAM,DSCAM,DSCAM
MYOG,MYOG,MYOG,MYOG
DPF2,DPF2,DPF2,DPF2
PTPRO,PTPRO,PTPRO,PTPRO
NIFK,NIFK,NIFK,NIFK
GRIN2B,GRIN2B,GRIN2B,GRIN2B
TTYH2,TTYH2,TTYH2,TTYH2
ZNF804B,ZNF804B,ZNF804B,ZNF804B
SH2D5,SH2D5,SH2D5,SH2D5
ELK4,ELK4,ELK4,ELK4
PTCHD1-AS,PTCHD1-AS,PTCHD1-AS,PTCHD1-AS
RPH3AL,RPH3AL,RPH3AL,RPH3AL
NFIX,NFIX,NFIX,NFIX
NUP210L,NUP210L,NUP210L,NUP210L
ZSCAN12,ZSCAN12,ZSCAN12,ZSCAN12
HEXB,HEXB,HEXB,HEXB
CDK8,CDK8,CDK8,CDK8
HS3ST3B1,HS3ST3B1,HS3ST3B1,HS3ST3B1
ZBTB2,ZBTB2,ZBTB2,ZBTB2
CABP7,CABP7,CABP7,CABP7
HUNK,HUNK,HUNK,HUNK
BOC,BOC,BOC,BOC
NEDD9,NEDD9,NEDD9,NEDD9
TMEM64,TMEM64,TMEM64,TMEM64
RGN,RGN,RGN,RGN
TMEM164,TMEM164,TMEM164,TMEM164
ANAPC10,ANAPC10,ANAPC10,ANAPC10
SLC47A1,SLC47A1,SLC47A1,SLC47A1
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
CTCFL,CTCFL,CTCFL,CTCFL
LMF1,LMF1,LMF1,LMF1
GFRA1,GFRA1,GFRA1,GFRA1
INPP5A,INPP5A,INPP5A,INPP5A
CALN1,CALN1,CALN1,CALN1
FBXO32,FBXO32,FBXO32,FBXO32
MICAL3,MICAL3,MICAL3,MICAL3
SALL3,SALL3,SALL3,SALL3
LINC01208,LINC01208,LINC01208,LINC01208
FAM153B,FAM153B,FAM153B,FAM153B
ITPR2,ITPR2,ITPR2,ITPR2
ZNF267,ZNF267,ZNF267,ZNF267
CRISPLD1,CRISPLD1,CRISPLD1,CRISPLD1
AGBL3,AGBL3,AGBL3,AGBL3
ZBTB5,ZBTB5,ZBTB5,ZBTB5
PLOD2,PLOD2,PLOD2,PLOD2
CD55,CD55,CD55,CD55
CLSTN2,CLSTN2,CLSTN2,CLSTN2
CADM1,CADM1,CADM1,CADM1
HSPA8,HSPA8,HSPA8,HSPA8
NHS,NHS,NHS,NHS
TRAF5,TRAF5,TRAF5,TRAF5
KCNAB1,KCNAB1,KCNAB1,KCNAB1
OCA2,OCA2,OCA2,OCA2
XRCC1,XRCC1,XRCC1,XRCC1
CEBPB,CEBPB,CEBPB,CEBPB
NIPAL2,NIPAL2,NIPAL2,NIPAL2
PELI1,PELI1,PELI1,PELI1
MYO5B,MYO5B,MYO5B,MYO5B
ZNF14,ZNF14,ZNF14,ZNF14
COL21A1,COL21A1,COL21A1,COL21A1
CBFA2T3,CBFA2T3,CBFA2T3,CBFA2T3
SOX2-OT,SOX2-OT,SOX2-OT,SOX2-OT
GPR39,GPR39,GPR39,GPR39
SPIB,SPIB,SPIB,SPIB
GADD45A,GADD45A,GADD45A,GADD45A
NOL4,NOL4,NOL4,NOL4
ZFP82,ZFP82,ZFP82,ZFP82
GALNT9,GALNT9,GALNT9,GALNT9
LINC01215,LINC01215,LINC01215,LINC01215
CPNE5,CPNE5,CPNE5,CPNE5
CEBPG,CEBPG,CEBPG,CEBPG
ZNF689,ZNF689,ZNF689,ZNF689
IL23R,IL23R,IL23R,IL23R
RAPGEF1,RAPGEF1,RAPGEF1,RAPGEF1
AMIGO2,AMIGO2,AMIGO2,AMIGO2
CTBP2,CTBP2,CTBP2,CTBP2
OTOF,,OTOF,OTOF
P3H2,,P3H2,P3H2
ADARB1,,ADARB1,ADARB1
CCDC170,,CCDC170,CCDC170
EGR2,,EGR2,EGR2
ZNF322,,ZNF322,ZNF322
CPLX1,,CPLX1,CPLX1
LINC01182,,LINC01182,LINC01182
PDE4DIP,,PDE4DIP,PDE4DIP
SLIT2,,SLIT2,SLIT2
IL15,,IL15,IL15
COL27A1,,COL27A1,COL27A1
KCNH5,,KCNH5,KCNH5
PAMR1,,PAMR1,PAMR1
CEMIP,,CEMIP,CEMIP
LINC00683,,LINC00683,LINC00683
JAK2,,JAK2,JAK2
EFR3B,,EFR3B,EFR3B
CTNNA3,,CTNNA3,CTNNA3
KLF7,,KLF7,KLF7
DNMT1,,DNMT1,DNMT1
VEGFC,,VEGFC,VEGFC
ZNF883,,ZNF883,ZNF883
PDE8A,,PDE8A,PDE8A
GALNT10,,GALNT10,GALNT10
SLC14A2,,SLC14A2,SLC14A2
PPP2R2C,,PPP2R2C,PPP2R2C
KLF3,,KLF3,KLF3
FAM110A,,FAM110A,FAM110A
TFRC,,TFRC,TFRC
SLC12A6,,SLC12A6,SLC12A6
SEMA4A,,SEMA4A,SEMA4A
BPTF,,BPTF,BPTF
PAX7,,PAX7,PAX7
KCTD12,,KCTD12,KCTD12
PKIB,,PKIB,PKIB
RAVER2,,RAVER2,RAVER2
ADAMTSL1,,ADAMTSL1,ADAMTSL1
ZFHX4,,ZFHX4,ZFHX4
SAMD9,,SAMD9,SAMD9
CTNND2,,CTNND2,CTNND2
PTPRZ1,,PTPRZ1,PTPRZ1
GFPT2,,GFPT2,GFPT2
HNRNPC,,HNRNPC,HNRNPC
TBR1,,TBR1,TBR1
NUTM2B-AS1,,NUTM2B-AS1,NUTM2B-AS1
GABPA,,GABPA,GABPA
NR2C1,,NR2C1,NR2C1
SFMBT2,,SFMBT2,SFMBT2
MAML3,,MAML3,MAML3
ULK3,,ULK3,ULK3
LRRFIP1,,LRRFIP1,LRRFIP1
PLCG2,,PLCG2,PLCG2
TFAP4,,TFAP4,TFAP4
APBA1,,APBA1,APBA1
DPYD,,DPYD,DPYD
GLIS1,,GLIS1,GLIS1
C8orf87,,C8orf87,C8orf87
SYCP2,,SYCP2,SYCP2
THEMIS,,THEMIS,THEMIS
MYO16,,MYO16,MYO16
SFMBT1,,SFMBT1,SFMBT1
DIAPH2,,DIAPH2,DIAPH2
SPATA7,,SPATA7,SPATA7
CHSY1,,CHSY1,CHSY1
SIL1,,SIL1,SIL1
TUBA1B,,TUBA1B,TUBA1B
WIPF3,,WIPF3,WIPF3
S1PR3,,S1PR3,S1PR3
NAMPT,,NAMPT,NAMPT
ZNF138,,ZNF138,ZNF138
NOX5,,NOX5,NOX5
EPHB2,,EPHB2,EPHB2
CCDC3,,CCDC3,CCDC3
TAF1,,TAF1,TAF1
EPHB6,,EPHB6,EPHB6
XIST,,XIST,XIST
RASGEF1B,,RASGEF1B,RASGEF1B
TMEM158,,TMEM158,TMEM158
TIGD4,,TIGD4,TIGD4
MEIS3,,MEIS3,MEIS3
DGCR8,,DGCR8,DGCR8
UBC,,UBC,UBC
ZNF71,,ZNF71,ZNF71
IGSF21,,IGSF21,IGSF21
TAGLN3,,TAGLN3,TAGLN3
LRRC1,,LRRC1,LRRC1
KLHL1,,KLHL1,KLHL1
VPS4B,,VPS4B,VPS4B
PCSK5,,PCSK5,PCSK5
SLIT3,,,SLIT3
MEI4,,,MEI4
PCBP3,,,PCBP3
SSRP1,,,SSRP1
RAB27B,,,RAB27B
COL4A5,,,COL4A5
SLCO5A1,,,SLCO5A1
SGCZ,,,SGCZ
LINC00472,,,LINC00472
METTL24,,,METTL24
ETV2,,,ETV2
CNTNAP3B,,,CNTNAP3B
UIMC1,,,UIMC1
PDLIM1,,,PDLIM1
STK17B,,,STK17B
NTM,,,NTM
DUSP2,,,DUSP2
IQSEC1,,,IQSEC1
STARD4-AS1,,,STARD4-AS1
TEX36,,,TEX36
PLS3-AS1,,,PLS3-AS1
POT1-AS1,,,POT1-AS1
KIAA0513,,,KIAA0513
KLF16,,,KLF16
NTNG1,,,NTNG1
DR1,,,DR1
WASF3,,,WASF3
SAMD4A,,,SAMD4A
MIR137HG,,,MIR137HG
FZD6,,,FZD6
GRM5-AS1,,,GRM5-AS1
ODC1,,,ODC1
PLA2R1,,,PLA2R1
HSPA4L,,,HSPA4L
AHDC1,,,AHDC1
PCDH7,,,PCDH7
ZNF841,,,ZNF841
HRH2,,,HRH2
PLG,,,PLG
CRADD,,,CRADD
CSMD2,,,CSMD2
TPK1,,,TPK1
B3GALNT2,,,B3GALNT2
CDH11,,,CDH11
GPR158,,,GPR158
SLC16A2,,,SLC16A2
GRASP,,,GRASP
COL12A1,,,COL12A1
CTBP1,,,CTBP1
USP6NL,,,USP6NL
ZNF343,,,ZNF343
ZNF778,,,ZNF778
EPHA6,,,EPHA6
CREBL2,,,CREBL2
LINC01301,,,LINC01301
PTPRG,,,PTPRG
GATAD2A,,,GATAD2A
RAPGEF5,,,RAPGEF5
PALLD,,,PALLD
GFI1B,,,GFI1B
PHYHIPL,,,PHYHIPL
FOXP4,,,FOXP4
RASA3,,,RASA3
PACERR,,,PACERR
ATP1A1-AS1,,,ATP1A1-AS1
ACER1,,,ACER1
RFX2,,,RFX2
TBL1X,,,TBL1X
SNAP25-AS1,,,SNAP25-AS1
PCOLCE2,,,PCOLCE2
FAM66D,,,FAM66D
FANCB,,,FANCB
SNED1,,,SNED1
STXBP6,,,STXBP6
STON1-GTF2A1L,,,STON1-GTF2A1L
RAI14,,,RAI14
GPC6,,,GPC6
ZNF337,,,ZNF337
NLK,,,NLK
LIN54,,,LIN54
KNCN,,,KNCN
SEMA5B,,,SEMA5B
KLHL13,,,KLHL13
TRIM2,,,TRIM2
HOMER1,,,HOMER1
REL,,,REL
FBXL14,,,FBXL14
RPL15,,,RPL15
FANCC,,,FANCC
LPXN,,,LPXN
ROPN1B,,,
DPH6,,,
SEMA3E,,,
KCNH1,,,
KCNJ6,,,
KLHL14,,,
KBTBD12,,,
GTF2A1,,,
SMARCC2,,,
ZNF334,,,
QKI,,,
RUNX2,,,
IL17D,,,
NR2C2,,,
RPS16,,,
SLC16A10,,,
SLC5A3,,,
MYH9,,,
RHBDD1,,,
TMEM132D,,,
HMGN5,,,
RAI2,,,
ZNF510,,,
PCDH11Y,,,
MARCH10,,,
JARID2,,,
ZFP90,,,
PHF12,,,
CPEB2,,,
TTC39C-AS1,,,
KDM2B,,,
THRB-AS1,,,
ZSWIM6,,,
MXI1,,,
ZNF706,,,
SETD7,,,
LRRC8C,,,
RAP1GAP,,,
FLT3,,,
BCL11B,,,
SLC6A15,,,
L3MBTL3,,,
FANK1,,,
NRXN3,,,
ITGAV,,,
VOPP1,,,
GPR176,,,
SLC24A4,,,
UBE2V1,,,
FAM53B,,,
NWD2,,,
JUND,,,
ZNF654,,,
PACRG,,,
ETV5,,,
ABL1,,,
DYSF,,,
PLEKHA2,,,
SMAD5,,,
SMAP2,,,
POPDC3,,,
BEND6,,,
GMEB2,,,
ATP11B,,,
SAP18,,,
KCNMA1,,,
DOK6,,,
ZNF783,,,
VSTM2L,,,
KLF2,,,
ZNF682,,,
ZNF441,,,
BAZ1A,,,
ARHGEF28,,,
FSTL4,,,
BCAR3,,,
TOPORS,,,
ZNF746,,,
HLTF,,,
SOX30,,,
DISP1,,,
TET1,,,
ADD3,,,
METTL3,,,
SPRED2,,,
AKAP13,,,
JAM2,,,
TBX15,,,
LCORL,,,
ZNF518A,,,
ZNF577,,,
C16orf95,,,
PKNOX2,,,
CA3,,,
CERS5,,,
SYNDIG1,,,
CRHR2,,,
KLF6,,,
MYO6,,,
LINC01412,,,
ANKRD30B,,,
ZFP64,,,
ZSCAN18,,,
VEGFA,,,
SEMA5A,,,
ALDH1A2,,,
ZFP69B,,,
KREMEN1,,,
ZNF432,,,
LINC01006,,,
SERTAD2,,,
ENOX1,,,
SIK2,,,
TRIM36,,,
PRKCQ,,,
KDM3A,,,
CIC,,,
LYNX1,,,
ING3,,,
ACTN2,,,
ZBTB21,,,
RPSA,,,
FKBP5,,,
SLC4A7,,,
RUNX1T1,,,
PKM,,,
ZBTB17,,,
FUBP1,,,
ZNF451,,,
ATG10,,,
PUM3,,,
HMGCR,,,
NFYA,,,
MLXIP,,,
ZNF484,,,
ERBIN,,,
KIF6,,,
PTK2,,,
FBN1,,,
ARMC3,,,
SEMA6A,,,
KRT17,,,
LINC01138,,,
GMDS,,,
NECTIN3,,,
TPTE2,,,
LRRN2,,,
LRRC4C,,,
NEK10,,,
ZNF131,,,
SPATS2L,,,
HDAC2,,,
BSN,,,
CDH7,,,
MDM2,,,
BICC1,,,
E2F3,,,
KCTD8,,,
CPEB1,,,
NUP93,,,
VSTM2B,,,
GNAI1,,,
GAS2,,,
NEUROD2,,,
BVES-AS1,,,
SLC7A5,,,
DPP6,,,
PRRG1,,,
RPL13A,,,
RFFL,,,
RASSF8,,,
HMGXB4,,,
CD59,,,
P4HA1,,,
ZDHHC14,,,
DUS3L,,,
ZXDC,,,
ZNF30,,,
U2AF1,,,
SMAD3,,,
HIVEP3,,,
MTF2,,,
CCDC6,,,
TERF1,,,
CASC15,,,
CTCF,,,
ANKMY2,,,
ZNF785,,,
MTA3,,,
ATP8B1,,,
GRID2,,,
ZNF623,,,
RSPO2,,,
RPL21,,,
USP3-AS1,,,
KCNN2,,,
MAN2A1,,,
NR1D2,,,
FIP1L1,,,
CDYL2,,,
ZNF592,,,
FRAS1,,,
CELF4,,,
TBCEL,,,
ZNF329,,,
AHRR,,,
NLGN4Y,,,
ZNF813,,,
ZNF821,,,
RPS5,,,
TTN-AS1,,,
WDFY2,,,
GNG4,,,
ZFAT,,,
ZNF207,,,
TAF6,,,
ENPP1,,,
ZEB2,,,
YY1,,,
STK3,,,
GRM3,,,
