_BACKGROUND,5p,10p,15p
GNG12-AS1,GNG12-AS1,GNG12-AS1,GNG12-AS1
STAU2,STAU2,STAU2,STAU2
UGP2,UGP2,UGP2,UGP2
KDM4C,KDM4C,KDM4C,KDM4C
HS6ST3,HS6ST3,HS6ST3,HS6ST3
GALNTL6,GALNTL6,GALNTL6,GALNTL6
SOX2,SOX2,SOX2,SOX2
ASB7,ASB7,ASB7,ASB7
ZNF706,ZNF706,ZNF706,ZNF706
APP,APP,APP,APP
GULP1,GULP1,GULP1,GULP1
SNTG1,SNTG1,SNTG1,SNTG1
RBMS1,RBMS1,RBMS1,RBMS1
CTNNB1,CTNNB1,CTNNB1,CTNNB1
GRIA4,GRIA4,GRIA4,GRIA4
DPY19L1,DPY19L1,DPY19L1,DPY19L1
LRRFIP2,LRRFIP2,LRRFIP2,LRRFIP2
GRM5,GRM5,GRM5,GRM5
KCNC2,KCNC2,KCNC2,KCNC2
FAM155A,FAM155A,FAM155A,FAM155A
RUFY3,RUFY3,RUFY3,RUFY3
YWHAZ,YWHAZ,YWHAZ,YWHAZ
GALNT7,GALNT7,GALNT7,GALNT7
FAR2,FAR2,FAR2,FAR2
ERC2,ERC2,ERC2,ERC2
THRB,THRB,THRB,THRB
RSPO3,RSPO3,RSPO3,RSPO3
GRIK4,GRIK4,GRIK4,GRIK4
CDH20,CDH20,CDH20,CDH20
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
AHRR,AHRR,AHRR,AHRR
CXXC5,CXXC5,CXXC5,CXXC5
ZNF704,ZNF704,ZNF704,ZNF704
HDAC2,HDAC2,HDAC2,HDAC2
KIAA1958,KIAA1958,KIAA1958,KIAA1958
PLD5,PLD5,PLD5,PLD5
LIN7A,LIN7A,LIN7A,LIN7A
EPS15,EPS15,EPS15,EPS15
ADGRL3,ADGRL3,ADGRL3,ADGRL3
MIR4500HG,MIR4500HG,MIR4500HG,MIR4500HG
LRRC8B,LRRC8B,LRRC8B,LRRC8B
SV2C,SV2C,SV2C,SV2C
TMEM47,TMEM47,TMEM47,TMEM47
FAT4,FAT4,FAT4,FAT4
FAM117B,FAM117B,FAM117B,FAM117B
HIF1A,HIF1A,HIF1A,HIF1A
RND3,RND3,RND3,RND3
SEMA6D,SEMA6D,SEMA6D,SEMA6D
DPP6,DPP6,DPP6,DPP6
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
TOX,TOX,TOX,TOX
TRPS1,TRPS1,TRPS1,TRPS1
NFIB,NFIB,NFIB,NFIB
ZEB2,ZEB2,ZEB2,ZEB2
BRF1,BRF1,BRF1,BRF1
LINGO2,LINGO2,LINGO2,LINGO2
SNAP25,SNAP25,SNAP25,SNAP25
ATF2,ATF2,ATF2,ATF2
HMBOX1,HMBOX1,HMBOX1,HMBOX1
VGLL3,VGLL3,VGLL3,VGLL3
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
HIVEP1,HIVEP1,HIVEP1,HIVEP1
MTHFD1,MTHFD1,MTHFD1,MTHFD1
RFX3,RFX3,RFX3,RFX3
ZNF462,ZNF462,ZNF462,ZNF462
PLEKHA6,PLEKHA6,PLEKHA6,PLEKHA6
KLF13,KLF13,KLF13,KLF13
ZNF148,ZNF148,ZNF148,ZNF148
ZNF607,ZNF607,ZNF607,ZNF607
LINC00894,LINC00894,LINC00894,LINC00894
HP1BP3,HP1BP3,HP1BP3,HP1BP3
CACNA1C,CACNA1C,CACNA1C,CACNA1C
MAPK4,MAPK4,MAPK4,MAPK4
LPIN2,LPIN2,LPIN2,LPIN2
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
LSM6,LSM6,LSM6,LSM6
INPP1,INPP1,INPP1,INPP1
MXD1,MXD1,MXD1,MXD1
DCC,DCC,DCC,DCC
PRRG1,PRRG1,PRRG1,PRRG1
DOCK10,DOCK10,DOCK10,DOCK10
MSI2,MSI2,MSI2,MSI2
NR2C2,NR2C2,NR2C2,NR2C2
SMPD3,SMPD3,SMPD3,SMPD3
INPP4B,INPP4B,INPP4B,INPP4B
NCOA2,NCOA2,NCOA2,NCOA2
TMOD1,TMOD1,TMOD1,TMOD1
ZNF322,ZNF322,ZNF322,ZNF322
CACNG4,CACNG4,CACNG4,CACNG4
ERBB4,ERBB4,ERBB4,ERBB4
KCNJ6,KCNJ6,KCNJ6,KCNJ6
TASP1,TASP1,TASP1,TASP1
FOXR1,FOXR1,FOXR1,FOXR1
PCMTD1,PCMTD1,PCMTD1,PCMTD1
RALA,RALA,RALA,RALA
EPHA6,EPHA6,EPHA6,EPHA6
GPR158,GPR158,GPR158,GPR158
LINC00472,LINC00472,LINC00472,LINC00472
KIF13B,KIF13B,KIF13B,KIF13B
OSBPL3,OSBPL3,OSBPL3,OSBPL3
ZNF652,ZNF652,ZNF652,ZNF652
KIAA0319,KIAA0319,KIAA0319,KIAA0319
AHDC1,AHDC1,AHDC1,AHDC1
IGF2BP2,IGF2BP2,IGF2BP2,IGF2BP2
ZBTB2,ZBTB2,ZBTB2,ZBTB2
THRB-AS1,THRB-AS1,THRB-AS1,THRB-AS1
KITLG,KITLG,KITLG,KITLG
HAS2,HAS2,HAS2,HAS2
FOXO1,FOXO1,FOXO1,FOXO1
RAB7A,RAB7A,RAB7A,RAB7A
TJP1,TJP1,TJP1,TJP1
GRIN2B,GRIN2B,GRIN2B,GRIN2B
MTM1,MTM1,MTM1,MTM1
MATN2,MATN2,MATN2,MATN2
NCAM2,NCAM2,NCAM2,NCAM2
RASSF8,RASSF8,RASSF8,RASSF8
CELF2,CELF2,CELF2,CELF2
KLF3,KLF3,KLF3,KLF3
KCNMB4,KCNMB4,KCNMB4,KCNMB4
RAD21,RAD21,RAD21,RAD21
HIVEP3,HIVEP3,HIVEP3,HIVEP3
PPP1R16B,PPP1R16B,PPP1R16B,PPP1R16B
PRR16,PRR16,PRR16,PRR16
SMAD4,SMAD4,SMAD4,SMAD4
EPHA5,EPHA5,EPHA5,EPHA5
SNAP25-AS1,SNAP25-AS1,SNAP25-AS1,SNAP25-AS1
ZNF280D,ZNF280D,ZNF280D,ZNF280D
ZBTB37,ZBTB37,ZBTB37,ZBTB37
ZNF804B,ZNF804B,ZNF804B,ZNF804B
PCSK2,PCSK2,PCSK2,PCSK2
PKIA,PKIA,PKIA,PKIA
