_BACKGROUND,5p,10p,15p
MCHR2,MCHR2,MCHR2,MCHR2
NCAM2,NCAM2,NCAM2,NCAM2
IQCA1,IQCA1,IQCA1,IQCA1
DAB2IP,DAB2IP,DAB2IP,DAB2IP
DLG2,DLG2,DLG2,DLG2
SGCZ,SGCZ,SGCZ,SGCZ
LRRC4C,LRRC4C,LRRC4C,LRRC4C
CXXC4,CXXC4,CXXC4,CXXC4
DENND1B,DENND1B,DENND1B,DENND1B
BMPER,BMPER,BMPER,BMPER
FANCM,FANCM,FANCM,FANCM
LINC01139,LINC01139,LINC01139,LINC01139
PAX6,PAX6,PAX6,PAX6
FAM153B,FAM153B,FAM153B,FAM153B
CHODL,CHODL,CHODL,CHODL
CDH11,CDH11,CDH11,CDH11
TCF4,TCF4,TCF4,TCF4
RASA2,RASA2,RASA2,RASA2
ITPR1,ITPR1,ITPR1,ITPR1
ABCA5,ABCA5,ABCA5,ABCA5
LRRN1,LRRN1,LRRN1,LRRN1
HOMER1,HOMER1,HOMER1,HOMER1
FUT8,FUT8,FUT8,FUT8
SOGA3,SOGA3,SOGA3,SOGA3
MAPK8,MAPK8,MAPK8,MAPK8
CYP46A1,CYP46A1,CYP46A1,CYP46A1
KCND2,KCND2,KCND2,KCND2
TBC1D32,TBC1D32,TBC1D32,TBC1D32
HPYR1,HPYR1,HPYR1,HPYR1
MYT1L,MYT1L,MYT1L,MYT1L
CENPC,CENPC,CENPC,CENPC
ASIC2,ASIC2,ASIC2,ASIC2
GJB6,GJB6,GJB6,GJB6
TENM1,TENM1,TENM1,TENM1
SYT7,SYT7,SYT7,SYT7
CACNA1I,CACNA1I,CACNA1I,CACNA1I
DSE,DSE,DSE,DSE
PTPRR,PTPRR,PTPRR,PTPRR
FRMPD4,FRMPD4,FRMPD4,FRMPD4
TEX26,TEX26,TEX26,TEX26
GRM5,GRM5,GRM5,GRM5
MAPK10,MAPK10,MAPK10,MAPK10
KCTD1,KCTD1,KCTD1,KCTD1
ROBO1,ROBO1,ROBO1,ROBO1
ANK2,ANK2,ANK2,ANK2
KCNJ6,KCNJ6,KCNJ6,KCNJ6
PAK3,PAK3,PAK3,PAK3
SLC2A13,SLC2A13,SLC2A13,SLC2A13
ARHGAP42,ARHGAP42,ARHGAP42,ARHGAP42
AFF4,AFF4,AFF4,AFF4
RAI1,RAI1,RAI1,RAI1
CDH10,CDH10,CDH10,CDH10
SATB2,SATB2,SATB2,SATB2
NEK10,NEK10,NEK10,NEK10
SORCS2,SORCS2,SORCS2,SORCS2
SCN2A,SCN2A,SCN2A,SCN2A
SHC3,SHC3,SHC3,SHC3
ROBO2,ROBO2,ROBO2,ROBO2
PDZRN4,PDZRN4,PDZRN4,PDZRN4
SLC12A2,SLC12A2,SLC12A2,SLC12A2
ZNF821,ZNF821,ZNF821,ZNF821
NYAP2,NYAP2,NYAP2,NYAP2
DGKI,DGKI,DGKI,DGKI
GRIA4,GRIA4,GRIA4,GRIA4
TENM3,TENM3,TENM3,TENM3
HUNK,HUNK,HUNK,HUNK
EPSTI1,EPSTI1,EPSTI1,EPSTI1
SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2
LRRC4B,LRRC4B,LRRC4B,LRRC4B
BCL11B,BCL11B,BCL11B,BCL11B
KLHL24,KLHL24,KLHL24,KLHL24
MAP6,MAP6,MAP6,MAP6
MMP17,MMP17,MMP17,MMP17
JAKMIP3,JAKMIP3,JAKMIP3,JAKMIP3
DCC,DCC,DCC,DCC
NCKAP1,NCKAP1,NCKAP1,NCKAP1
TFDP2,TFDP2,TFDP2,TFDP2
WDR17,WDR17,WDR17,WDR17
ZBBX,ZBBX,ZBBX,ZBBX
NFASC,NFASC,NFASC,NFASC
TACR1,TACR1,TACR1,TACR1
ALDH1A1,ALDH1A1,ALDH1A1,ALDH1A1
CDH18,CDH18,CDH18,CDH18
MIR137HG,MIR137HG,MIR137HG,MIR137HG
NCAM1,NCAM1,NCAM1,NCAM1
ZIK1,ZIK1,ZIK1,ZIK1
GAS2,GAS2,GAS2,GAS2
NWD2,NWD2,NWD2,NWD2
CAP2,CAP2,CAP2,CAP2
NTRK3,NTRK3,NTRK3,NTRK3
GABRB2,GABRB2,GABRB2,GABRB2
SCML2,SCML2,SCML2,SCML2
CDC42BPA,CDC42BPA,CDC42BPA,CDC42BPA
CCPG1,CCPG1,CCPG1,CCPG1
SLC16A9,SLC16A9,SLC16A9,SLC16A9
INTS6,INTS6,INTS6,INTS6
KCNJ3,KCNJ3,KCNJ3,KCNJ3
