_BACKGROUND,5p,10p,15p
TENM2,TENM2,TENM2,TENM2
FOXP1,FOXP1,FOXP1,FOXP1
CNTN4,CNTN4,CNTN4,CNTN4
NLGN1,NLGN1,NLGN1,NLGN1
CNTN3,CNTN3,CNTN3,CNTN3
EFNA5,EFNA5,EFNA5,EFNA5
SNTG1,SNTG1,SNTG1,SNTG1
THRB,THRB,THRB,THRB
CDH8,CDH8,CDH8,CDH8
NLK,NLK,NLK,NLK
JAZF1,JAZF1,JAZF1,JAZF1
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
RAB3C,RAB3C,RAB3C,RAB3C
MARCH1,MARCH1,MARCH1,MARCH1
KCND2,KCND2,KCND2,KCND2
CADM1,CADM1,CADM1,CADM1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
RORA,RORA,RORA,RORA
OLFM3,OLFM3,OLFM3,OLFM3
LCOR,LCOR,LCOR,LCOR
MEF2C,MEF2C,MEF2C,MEF2C
FBXL2,FBXL2,FBXL2,FBXL2
SOX5,SOX5,SOX5,SOX5
LINGO2,LINGO2,LINGO2,LINGO2
GALNT13,GALNT13,GALNT13,GALNT13
SCMH1,SCMH1,SCMH1,SCMH1
EPHA6,EPHA6,EPHA6,EPHA6
FNDC3B,FNDC3B,FNDC3B,FNDC3B
SLIT2,SLIT2,SLIT2,SLIT2
PPP4R4,PPP4R4,PPP4R4,PPP4R4
AHCTF1,AHCTF1,AHCTF1,AHCTF1
NCOR1,NCOR1,NCOR1,NCOR1
IL1RAPL1,IL1RAPL1,IL1RAPL1,IL1RAPL1
HS6ST3,HS6ST3,HS6ST3,HS6ST3
TMEM132D,TMEM132D,TMEM132D,TMEM132D
NFAT5,NFAT5,NFAT5,NFAT5
CBLN2,CBLN2,CBLN2,CBLN2
ATF2,ATF2,ATF2,ATF2
ZEB2,ZEB2,ZEB2,ZEB2
PARP8,PARP8,PARP8,PARP8
KLF12,KLF12,KLF12,KLF12
NOL4,NOL4,NOL4,NOL4
