_BACKGROUND,5p,10p,15p
CALB1,CALB1,CALB1,CALB1
FHOD3,FHOD3,FHOD3,FHOD3
SLCO1C1,SLCO1C1,SLCO1C1,SLCO1C1
EVA1C,EVA1C,EVA1C,EVA1C
GAP43,GAP43,GAP43,GAP43
DOK5,DOK5,DOK5,DOK5
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
PARVA,PARVA,PARVA,PARVA
NTNG1,NTNG1,NTNG1,NTNG1
NTNG2,NTNG2,NTNG2,NTNG2
TCEAL6,TCEAL6,TCEAL6,TCEAL6
CEBPA,CEBPA,CEBPA,CEBPA
EGR2,EGR2,EGR2,EGR2
NFIX,NFIX,NFIX,NFIX
MEGF11,MEGF11,MEGF11,MEGF11
PTPRB,PTPRB,PTPRB,PTPRB
TWIST2,TWIST2,TWIST2,TWIST2
POMC,POMC,POMC,POMC
DYRK2,DYRK2,DYRK2,DYRK2
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
ZNF436,ZNF436,ZNF436,ZNF436
PTGFRN,PTGFRN,PTGFRN,PTGFRN
RFX5,RFX5,RFX5,RFX5
DENND2C,DENND2C,DENND2C,DENND2C
CDH4,CDH4,CDH4,CDH4
RELN,RELN,RELN,RELN
ZCCHC2,ZCCHC2,ZCCHC2,ZCCHC2
LINC01497,LINC01497,LINC01497,LINC01497
ALX4,ALX4,ALX4,ALX4
RGN,RGN,RGN,RGN
SORCS3,SORCS3,SORCS3,SORCS3
SP4,SP4,SP4,SP4
KCNJ2,KCNJ2,KCNJ2,KCNJ2
CACNB4,CACNB4,CACNB4,CACNB4
PHACTR3,PHACTR3,PHACTR3,PHACTR3
DMD,DMD,DMD,DMD
B3GAT2,B3GAT2,B3GAT2,B3GAT2
ZNF780B,ZNF780B,ZNF780B,ZNF780B
ZNF711,ZNF711,ZNF711,ZNF711
PCLO,PCLO,PCLO,PCLO
EFCAB10,EFCAB10,EFCAB10,EFCAB10
DLGAP1-AS4,DLGAP1-AS4,DLGAP1-AS4,DLGAP1-AS4
ZNF423,ZNF423,ZNF423,ZNF423
STXBP6,STXBP6,STXBP6,STXBP6
RUNX2,RUNX2,RUNX2,RUNX2
PCSK5,PCSK5,PCSK5,PCSK5
ZNF592,ZNF592,ZNF592,ZNF592
FADS2,FADS2,FADS2,FADS2
ZMYM3,ZMYM3,ZMYM3,ZMYM3
SPATS2L,SPATS2L,SPATS2L,SPATS2L
FAM160A1,FAM160A1,FAM160A1,FAM160A1
TCF3,TCF3,TCF3,TCF3
COL5A2,COL5A2,COL5A2,COL5A2
CEMIP,CEMIP,CEMIP,CEMIP
ZNF480,ZNF480,ZNF480,ZNF480
GPC4,GPC4,GPC4,GPC4
IGF2BP2,IGF2BP2,IGF2BP2,IGF2BP2
LRRC3B,LRRC3B,LRRC3B,LRRC3B
FRAS1,FRAS1,FRAS1,FRAS1
TUBGCP4,TUBGCP4,TUBGCP4,TUBGCP4
ARNT2,ARNT2,ARNT2,ARNT2
BRF1,BRF1,BRF1,BRF1
LINC01266,LINC01266,LINC01266,LINC01266
SOX4,SOX4,SOX4,SOX4
OPRK1,OPRK1,OPRK1,OPRK1
PDGFC,PDGFC,PDGFC,PDGFC
MOB3B,MOB3B,MOB3B,MOB3B
STX1B,STX1B,STX1B,STX1B
AIM2,AIM2,AIM2,AIM2
ZSCAN21,ZSCAN21,ZSCAN21,ZSCAN21
CFAP47,CFAP47,CFAP47,CFAP47
ADAMTS2,ADAMTS2,ADAMTS2,ADAMTS2
CTNND2,CTNND2,CTNND2,CTNND2
TNFRSF11A,TNFRSF11A,TNFRSF11A,TNFRSF11A
TBP,TBP,TBP,TBP
TRPC4,TRPC4,TRPC4,TRPC4
WDTC1,WDTC1,WDTC1,WDTC1
TMEM236,,TMEM236,TMEM236
CPM,,CPM,CPM
CPNE7,,CPNE7,CPNE7
ZEB2,,ZEB2,ZEB2
SYNJ2,,SYNJ2,SYNJ2
PPARG,,PPARG,PPARG
PCSK6,,PCSK6,PCSK6
CDYL2,,CDYL2,CDYL2
YOD1,,YOD1,YOD1
CUX1,,CUX1,CUX1
STK39,,STK39,STK39
FAM222A-AS1,,FAM222A-AS1,FAM222A-AS1
KCNN2,,KCNN2,KCNN2
PTPRJ,,PTPRJ,PTPRJ
LIN7A,,LIN7A,LIN7A
ZNF131,,ZNF131,ZNF131
ELMO1-AS1,,ELMO1-AS1,ELMO1-AS1
GRM8,,GRM8,GRM8
CACNG5,,CACNG5,CACNG5
TJP1,,TJP1,TJP1
CABP7,,CABP7,CABP7
ZFHX4-AS1,,ZFHX4-AS1,ZFHX4-AS1
PDE4D,,PDE4D,PDE4D
NDNF,,NDNF,NDNF
PPFIA2,,PPFIA2,PPFIA2
SLC4A9,,SLC4A9,SLC4A9
CXCL17,,CXCL17,CXCL17
IRAK2,,IRAK2,IRAK2
BHLHE40,,BHLHE40,BHLHE40
ENOX1,,ENOX1,ENOX1
GPR156,,GPR156,GPR156
MEIS1,,MEIS1,MEIS1
AKAP13,,AKAP13,AKAP13
ADAM12,,ADAM12,ADAM12
PTGIS,,PTGIS,PTGIS
ARHGEF28,,ARHGEF28,ARHGEF28
RNF217,,RNF217,RNF217
NXPH2,,NXPH2,NXPH2
PPM1E,,PPM1E,PPM1E
CIC,,CIC,CIC
HSF1,,HSF1,HSF1
ATP8B1,,ATP8B1,ATP8B1
TSN,,TSN,TSN
JARID2,,JARID2,JARID2
LRIG3,,LRIG3,LRIG3
NFE2L2,,NFE2L2,NFE2L2
JAG1,,JAG1,JAG1
SLC22A3,,SLC22A3,SLC22A3
ECT2,,ECT2,ECT2
KIAA1217,,KIAA1217,KIAA1217
RUFY3,,RUFY3,RUFY3
ZNF554,,ZNF554,ZNF554
AP1S2,,AP1S2,AP1S2
WIPF1,,WIPF1,WIPF1
FAM110B,,FAM110B,FAM110B
PTPDC1,,PTPDC1,PTPDC1
SH3RF2,,SH3RF2,SH3RF2
LINC01551,,LINC01551,LINC01551
ERC2,,ERC2,ERC2
FGFR3,,FGFR3,FGFR3
GAL3ST2,,GAL3ST2,GAL3ST2
TFEB,,TFEB,TFEB
CDC14B,,CDC14B,CDC14B
TMEFF2,,TMEFF2,TMEFF2
CNR1,,CNR1,CNR1
RALYL,,RALYL,RALYL
VSNL1,,VSNL1,VSNL1
ANXA11,,ANXA11,ANXA11
ZSCAN9,,ZSCAN9,ZSCAN9
ATP1B3,,ATP1B3,ATP1B3
WWC3,,WWC3,WWC3
SIX4,,SIX4,SIX4
CPEB2,,CPEB2,CPEB2
DPYSL2,,DPYSL2,DPYSL2
JPH1,,JPH1,JPH1
ST8SIA6,,ST8SIA6,ST8SIA6
ROBO2,,ROBO2,ROBO2
PDE4B,,PDE4B,PDE4B
MMP2,,,MMP2
ARHGAP6,,,ARHGAP6
LYPD6,,,LYPD6
TEF,,,TEF
MPPED2,,,MPPED2
ZNF804B,,,ZNF804B
SLC39A10,,,SLC39A10
CNTNAP3,,,CNTNAP3
STUM,,,STUM
KIAA0355,,,KIAA0355
RHOU,,,RHOU
KLHL1,,,KLHL1
LINC00624,,,LINC00624
PRDM15,,,PRDM15
ZNF846,,,ZNF846
BRINP1,,,BRINP1
MYO16,,,MYO16
IRF9,,,IRF9
KCTD15,,,KCTD15
PBX1,,,PBX1
VEZF1,,,VEZF1
RIMS1,,,RIMS1
NETO1,,,NETO1
MROH2B,,,MROH2B
GLIS3,,,GLIS3
FANK1,,,FANK1
ARMC2,,,ARMC2
CCDC81,,,CCDC81
C1orf61,,,C1orf61
FTCDNL1,,,FTCDNL1
LINC01322,,,LINC01322
PLCB4,,,PLCB4
CNKSR2,,,CNKSR2
PPP2R5A,,,PPP2R5A
TNFRSF19,,,TNFRSF19
DTNA,,,DTNA
FLRT2,,,FLRT2
ATP11C,,,ATP11C
RALGPS2,,,RALGPS2
EXTL3,,,EXTL3
MC4R,,,MC4R
PNOC,,,PNOC
PRLHR,,,PRLHR
SKIDA1,,,SKIDA1
RBPMS,,,RBPMS
MECOM,,,MECOM
MIR137HG,,,MIR137HG
PDS5A,,,PDS5A
ZFPM2,,,ZFPM2
CDKL5,,,CDKL5
KBTBD12,,,KBTBD12
TENM4,,,TENM4
FOXK1,,,FOXK1
ADAM23,,,ADAM23
BCL11B,,,BCL11B
ETV4,,,ETV4
FNDC3B,,,FNDC3B
CTNNA2,,,CTNNA2
EDIL3,,,EDIL3
PTPRK,,,PTPRK
PIP4K2A,,,PIP4K2A
ANK1,,,ANK1
PTPRD,,,PTPRD
RORA,,,RORA
ZBED3,,,ZBED3
CHL1,,,CHL1
ZBTB25,,,ZBTB25
LINC01138,,,LINC01138
TWIST1,,,TWIST1
CDC42EP3,,,CDC42EP3
CCDC178,,,CCDC178
MNT,,,MNT
STMN2,,,STMN2
PRSS12,,,PRSS12
FYN,,,FYN
ZNF816,,,ZNF816
CPTP,,,CPTP
DARS-AS1,,,
NR1D1,,,
ZNF438,,,
RAP1GDS1,,,
AGTPBP1,,,
KCNIP4,,,
NFAT5,,,
LUZP2,,,
COL19A1,,,
GAD1,,,
CTTNBP2,,,
LRRFIP1,,,
OLFML3,,,
SLC26A4,,,
ARNTL,,,
CACHD1,,,
MYEF2,,,
EPHA6,,,
SCN9A,,,
ZNF804A,,,
CCSER1,,,
CDH11,,,
TLE1,,,
ZSCAN2,,,
DPYSL5,,,
ZNF704,,,
COLEC12,,,
ZNF358,,,
PARD6B,,,
SCRT1,,,
NUDT10,,,
ATG10,,,
GRM5,,,
PIP5K1B,,,
HDAC2,,,
DKK2,,,
SCMH1,,,
PLPPR1,,,
RAI2,,,
SFMBT2,,,
FIGN,,,
ZNF880,,,
ATF2,,,
ZEB1,,,
ZNF841,,,
ELAVL4,,,
DGKH,,,
UPP2,,,
KIF26B,,,
ATRNL1,,,
SOX2,,,
CNTN4,,,
PACRG,,,
FAT4,,,
PDE4DIP,,,
MAZ,,,
SERPINI1,,,
PRR16,,,
GRIN3A,,,
NPHS1,,,
PDLIM5,,,
NECTIN3,,,
UBL3,,,
NCOR1,,,
FIP1L1,,,
PLS3,,,
LINC01505,,,
MLLT3,,,
DPP6,,,
KLHL5,,,
ZNF462,,,
DNM3,,,
NCAM1,,,
TTC5,,,
FAM155A,,,
LEF1,,,
ZNF813,,,
PKN2,,,
MYO7B,,,
ACVR1C,,,
B4GALT6,,,
SSBP3,,,
PLAG1,,,
BCL11A,,,
SEMA5A,,,
DAPK1,,,
GTPBP2,,,
PDPN,,,
DLG1,,,
RAB27A,,,
DCHS2,,,
ARL4C,,,
SLC35F1,,,
PCDH9,,,
BEX1,,,
PHF21A,,,
ZNF557,,,
ADGRL3,,,
FNBP1,,,
EML6,,,
PLPPR5,,,
SORT1,,,
SLC16A7,,,
ARMC3,,,
RFNG,,,
NFIB,,,
GRID2,,,
SYBU,,,
SCML2,,,
TCF7L1,,,
WRAP73,,,
ASCC1,,,
TMTC2,,,
SMC6,,,
FAM189A1,,,
HTR4,,,
THOC2,,,
KCNB2,,,
GAS2L3,,,
ARID5B,,,
WASF3,,,
AMOTL1,,,
ESRRG,,,
GPBP1L1,,,
ZNF610,,,
DNALI1,,,
ZNF362,,,
SPAG7,,,
FAR2,,,
GAS2,,,
RAPGEF5,,,
MAFK,,,
ROBO1,,,
TMEM196,,,
CHRM5,,,
RCAN3,,,
BRINP3,,,
KLHL13,,,
SRBD1,,,
GATAD2A,,,
FAM107B,,,
KDM3A,,,
PARP12,,,
PRKAA2,,,
KLHL8,,,
FUT9,,,
HDAC9,,,
CSMD1,,,
SPRED2,,,
KCNC2,,,
ZBTB41,,,
MITF,,,
SPRED1,,,
EPHA7,,,
DIAPH2,,,
SH3GL2,,,
GJC2,,,
ADD3,,,
LCORL,,,
UBXN10,,,
ANKRD30B,,,
RNF144A-AS1,,,
THSD7B,,,
TCAF2,,,
NR5A2,,,
SCTR,,,
CASK,,,
ESR2,,,
NIPAL3,,,
F3,,,
GNAI1,,,
PRDM10,,,
ZNF75A,,,
VGLL4,,,
NCOA3,,,
MAML3,,,
HMBOX1,,,
ZNF706,,,
ZFHX3,,,
TESPA1,,,
TTC39C,,,
ZNF827,,,
HDAC4,,,
NR6A1,,,
TNS1,,,
GFOD1,,,
ZFP64,,,
PUM3,,,
MDGA2,,,
ZNF398,,,
SYT1,,,
CCDC6,,,
GUCY1A2,,,
STAT6,,,
CDK14,,,
CALN1,,,
CHSY3,,,
PRIM2,,,
MAP2K4,,,
HIVEP1,,,
USP53,,,
IL15,,,
CNTN1,,,
MAP2,,,
CLCF1,,,
MARCH3,,,
RARG,,,
ZNF620,,,
NR3C1,,,
GSTCD,,,
MAPK4,,,
PLAC8,,,
SDK2,,,
SOX5,,,
YY1,,,
VEGFA,,,
ACVR2B,,,
PECAM1,,,
ZNF396,,,
GPRASP2,,,
ZNF485,,,
ATP2B4,,,
ST6GAL2,,,
LRTM1,,,
ADNP,,,
TMEM132E,,,
NPAS2,,,
SYNPO2,,,
LRP12,,,
ANKRD50,,,
AHDC1,,,
NANOG,,,
ACER3,,,
YWHAB,,,
FOXN3,,,
PDZD2,,,
ERG,,,
DMRTA2,,,
ELOVL6,,,
RGS17,,,
GFI1B,,,
CADM2,,,
MLX,,,
MARCH1,,,
RXRB,,,
ZFP41,,,
PUDP,,,
FMNL3,,,
MKX,,,
STARD4-AS1,,,
TMEM151A,,,
ANO6,,,
POU2F1,,,
NFIA,,,
MARCH4,,,
SLITRK1,,,
RFX3,,,
HIVEP2,,,
GNG12,,,
SALL2,,,
PLEKHA7,,,
PRLR,,,
SPDEF,,,
EGFR,,,
OCA2,,,
GPANK1,,,
ROBO3,,,
DZANK1,,,
PHEX,,,
C5orf30,,,
MYO1B,,,
NCOA2,,,
SGK1,,,
CD63,,,
ANXA4,,,
ARHGAP12,,,
XPR1,,,
NDST3,,,
STK3,,,
ESRRA,,,
DOK6,,,
NFKB1,,,
EPHA4,,,
ZNF16,,,
APBB2,,,
ELF2,,,
NRGN,,,
TMTC1,,,
ZNF273,,,
ZHX1,,,
LINC01237,,,
KCTD8,,,
SNAP25-AS1,,,
PREX2,,,
PRKCQ,,,
KCNQ5,,,
JAZF1-AS1,,,
KIF16B,,,
RELA,,,
PAX8,,,
OVOL2,,,
GULP1,,,
SYT14,,,
ETV6,,,
ENAH,,,
MACC1,,,
IRF2,,,
AHRR,,,
SDK1,,,
ZSCAN5A,,,
MXRA8,,,
NR2F1,,,
ZC3H6,,,
BTBD9,,,
CXXC4,,,
EXOC6,,,
CTCF,,,
SLC1A2,,,
PSMC2,,,
EPHA3,,,
B3GLCT,,,
ATF7IP2,,,
PCDH20,,,
STAT5B,,,
BHLHE41,,,
ZNF518A,,,
IL1RAPL1,,,
ADGRL2,,,
AGGF1,,,
TEAD1,,,
NF1,,,
TAPT1-AS1,,,
DNAH7,,,
KCNMB4,,,
TFDP2,,,
PAX3,,,
RBMS1,,,
GTF2I,,,
LINC00472,,,
AHCYL2,,,
LCOR,,,
GRIK4,,,
UNC5D,,,
NLGN4Y,,,
CECR2,,,
SEMA6A,,,
AK5,,,
XRCC4,,,
RUNX1T1,,,
FAM71D,,,
ZNF613,,,
MYLPF,,,
SCML1,,,
SH3RF1,,,
SLC2A13,,,
ZNF471,,,
MARK1,,,
SRGAP1,,,
HBP1,,,
CCND2-AS1,,,
PHF12,,,
SLIT3,,,
GPR158,,,
GNAO1,,,
CRIM1,,,
NETO2,,,
AHCTF1,,,
SCUBE2,,,
MAN1A1,,,
DNAH14,,,
SGCZ,,,
C1QTNF4,,,
ADAMTS16,,,
CREB1,,,
CEBPB,,,
SPTSSB,,,
ITGB1,,,
ELAVL2,,,
ZNF280D,,,
KHDRBS2,,,
SESN3,,,
BSN,,,
GTDC1,,,
SORBS3,,,
NAP1L1,,,
SMAD5,,,
PIK3C3,,,
CAB39,,,
GOLM1,,,
KCNS3,,,
SCAF1,,,
RUVBL1,,,
FOXP1,,,
ME1,,,
ZNF623,,,
NRF1,,,
ZNF445,,,
ZNF800,,,
GRM1,,,
CRADD,,,
MEF2C,,,
TAF6,,,
JAZF1,,,
ADAMTS19,,,
EPHA5,,,
SYNE2,,,
SETBP1,,,
TP53BP2,,,
AGPAT1,,,
SERTAD2,,,
DPF1,,,
ZNF808,,,
PAIP2B,,,
SLC14A2-AS1,,,
FAM153A,,,
LRRC8C,,,
HIVEP3,,,
BACH2,,,
GABPB1,,,
NRG1,,,
ARSG,,,
CLOCK,,,
HS6ST3,,,
GPCPD1,,,
TRPS1,,,
NNAT,,,
TSHZ1,,,
CACNA2D1,,,
CPE,,,
NR1D2,,,
TET1,,,
U2AF1,,,
ABHD17C,,,
NCALD,,,
ARL1,,,
UBP1,,,
FAM126A,,,
TRIM5,,,
ZDHHC11,,,
VAX2,,,
TCF24,,,
NFYC,,,
AATF,,,
LGR5,,,
ZNF331,,,
LHX6,,,
RCAN2,,,
FOXM1,,,
PLXNA2,,,
MLLT10,,,
CARF,,,
RIMKLB,,,
ZNF135,,,
TANGO2,,,
MAPT,,,
CDH8,,,
CTNNB1,,,
CDK6,,,
PSD3,,,
ZFP2,,,
SLAIN1,,,
NR2C2,,,
SUPT3H,,,
SLC26A5,,,
KDM4C,,,
ZNF736,,,
ZNF207,,,
FNBP1L,,,
CADM1,,,
CA2,,,
HELLS,,,
EEF1A1,,,
NREP,,,
ZNF778,,,
PIK3CA,,,
AFF4,,,
CHD1,,,
SLX4IP,,,
PCDH19,,,
CDC42SE2,,,
EPHA5-AS1,,,
LDLRAD4,,,
CDH23,,,
PSMA6,,,
SLC16A10,,,
BCL6,,,
SLC4A4,,,
TPK1,,,
MIR4500HG,,,
TGFB2,,,
TMEM98,,,
ZNF697,,,
THSD7A,,,
OPN3,,,
NLK,,,
SOCS5,,,
KMT2B,,,
RHOBTB1,,,
FOXJ3,,,
TOX,,,
HNRNPH3,,,
GALNTL6,,,
PDE1C,,,
FERMT2,,,
ATOH8,,,
ZBTB8A,,,
MEF2A,,,
UBE2G1,,,
SERP1,,,
NABP1,,,
KIAA0319,,,
SCX,,,
NTN4,,,
PCDH8,,,
PRKD1,,,
SMARCA5,,,
CENPJ,,,
CACNA1D,,,
CFAP44,,,
RPL15,,,
ZNF687,,,
ZNF148,,,
CDC14A,,,
CNOT4,,,
CUEDC1,,,
CGNL1,,,
ADNP2,,,
SP8,,,
UGP2,,,
USP45,,,
BBX,,,
TBL1XR1,,,
ZNF644,,,
TMEM243,,,
CTXN1,,,
CREB3,,,
FKBP5,,,
DPYD,,,
AGAP2,,,
IRS2,,,
LRRN1,,,
STS,,,
ENC1,,,
TP73,,,
RBPJ,,,
PDE11A,,,
APP,,,
DISC1FP1,,,
GSAP,,,
LRRC37A3,,,
NFYB,,,
DIAPH3,,,
ZNF34,,,
STAU2,,,
PHKA1,,,
MMP16,,,
KDM7A,,,
TMEM267,,,
CAMK2D,,,
LIN9,,,
PARD3,,,
EEA1,,,
PLCH2,,,
TPPP,,,
DSCAS,,,
ZFX,,,
GLP1R,,,
CALCR,,,
KCNJ6,,,
MRAS,,,
DDT,,,
FREM2,,,
PDCD2,,,
VCAN,,,
TEK,,,
FANCM,,,
OTP,,,
STAT3,,,
CELSR1,,,
WT1,,,
ZDHHC24,,,
GHR,,,
SF1,,,
TBPL2,,,
SEL1L2,,,
PKNOX2,,,
MORN1,,,
HTR2C,,,
GALNT13,,,
METTL3,,,
MYL12A,,,
JUND,,,
ULK4,,,
GABRA2,,,
RHBDD2,,,
CASZ1,,,
MAK,,,
SLC22A15,,,
LAMB1,,,
FSTL4,,,
EDNRA,,,
CDH7,,,
FAM78B,,,
PGM2L1,,,
BOC,,,
C18orf25,,,
PPP1R26-AS1,,,
ZNF821,,,
ZNF483,,,
MYRIP,,,
RBFOX2,,,
ZNF226,,,
KCNMA1,,,
MECP2,,,
RGS6,,,
CLIC4,,,
ZSCAN18,,,
ZNF558,,,
MAP1B,,,
MIOS,,,
SPICE1,,,
ZNF395,,,
PAX5,,,
MYOM2,,,
EIF1B,,,
HAPLN1,,,
ZNF503,,,
NXN,,,
ITGA11,,,
SLC9A3,,,
RAB14,,,
NELL1,,,
BASP1,,,
LANCL2,,,
LHX1,,,
THRB,,,
XXYLT1,,,
SMAD2,,,
PHF8,,,
IRF1,,,
AGTR1,,,
JDP2,,,
SV2B,,,
NHS,,,
ZNF45,,,
CALB2,,,
E2F1,,,
PROX1,,,
TP53INP1,,,
HMGA1,,,
CNTNAP3B,,,
ELOVL5,,,
PLD1,,,
OTUD4,,,
CNGA3,,,
PROX1-AS1,,,
SFPQ,,,
NLRC5,,,
FOXP2,,,
EMX2OS,,,
EPS15,,,
INTS6,,,
LHFPL2,,,
DCDC2C,,,
FBN2,,,
PLCL1,,,
LDHC,,,
HPCAL1,,,
NUP107,,,
ZNF727,,,
HCFC1,,,
RPS2,,,
ZDHHC2,,,
LINC00378,,,
SNCA,,,
RNF217-AS1,,,
FOXP4,,,
RAP1A,,,
TBPL1,,,
MIR3681HG,,,
EPHB6,,,
SLITRK4,,,
ZNF532,,,
BICDL1,,,
LRP1B,,,
TTTY14,,,
CHRNA4,,,
HNRNPA1,,,
ACTB,,,
ZNF414,,,
PLXDC1,,,
YES1,,,
HP1BP3,,,
GABBR1,,,
RARRES1,,,
BMPER,,,
RNH1,,,
ZSWIM6,,,
ANOS1,,,
ZNF83,,,
TCF4,,,
ZNF665,,,
PYGO1,,,
ZNF770,,,
ARHGAP42,,,
COBLL1,,,
ZFP30,,,
CADPS2,,,
SAMD3,,,
ZBTB43,,,
SLC41A3,,,
NR3C2,,,
HMGXB4,,,
ZNF516,,,
LONRF2,,,
MT3,,,
UACA,,,
SEMA3C,,,
ZNF573,,,
FAM133A,,,
NAB1,,,
FHL1,,,
TOX3,,,
NPY1R,,,
ZNF84,,,
CBX5,,,
CANX,,,
YWHAZ,,,
ZBTB20,,,
ZNF618,,,
IL1RAPL2,,,
TMEM132D,,,
ANKIB1,,,
BRI3,,,
P4HB,,,
SMAD7,,,
ZNF367,,,
RASGEF1B,,,
CSRP2,,,
DHX36,,,
HEATR5A,,,
GTF2A2,,,
KCNJ3,,,
TMEM97,,,
EFNA5,,,
OSBPL8,,,
HEY2,,,
LIFR,,,
L3MBTL3,,,
CACNA1G,,,
HIPK2,,,
ZDHHC23,,,
NFYA,,,
KCNK10,,,
NRP1,,,
PEA15,,,
ZBTB33,,,
DLEU2,,,
MME,,,
PEG10,,,
SMARCA1,,,
ZSCAN25,,,
PHF24,,,
FANCC,,,
TUNAR,,,
MSANTD3,,,
SMAD1,,,
ZNF580,,,
SERGEF,,,
NR2F2,,,
KLF3-AS1,,,
SYT10,,,
ELOVL7,,,
SVIL,,,
SORBS2,,,
TBL1X,,,
SNX25,,,
TMEM266,,,
MAP4K1,,,
NFKB2,,,
KLHL29,,,
ZNF319,,,
SRF,,,
RCBTB2,,,
SEMA6D,,,
BNC1,,,
NR4A2,,,
ZNF420,,,
SFRP4,,,
PARD3B,,,
ZNF266,,,
SNCAIP,,,
RNF152,,,
RHBDD1,,,
ZBTB22,,,
LIX1,,,
SCRN1,,,
EPS8,,,
THRA,,,
TRIM24,,,
ARFGEF1,,,
DNAJB6,,,
ABL1,,,
ZBTB44,,,
NMT2,,,
ZNF599,,,
MYB,,,
CATSPER4,,,
ENO4,,,
GPR176,,,
PLPP1,,,
IMPACT,,,
FRMD6,,,
NKX6-2,,,
RGMB,,,
ZNF248,,,
TMTC4,,,
ARMCX4,,,
MDM2,,,
NUB1,,,
ING1,,,
PELI2,,,
BEX3,,,
KMT2A,,,
PDE7B,,,
TOX2,,,
UPB1,,,
GLRA2,,,
MEIG1,,,
KLF3,,,
CFL1,,,
ZNF322,,,
FAT1,,,
ZBTB26,,,
KCNT2,,,
GPR161,,,
DGKK,,,
STXBP5-AS1,,,
TSC22D4,,,
NEDD4L,,,
RPS19,,,
TASP1,,,
ACAP1,,,
RARB,,,
NBL1,,,
KLF12,,,
FOXO1,,,
MGA,,,
BEND4,,,
GPR155,,,
LINC00271,,,
ZNF213,,,
ZIC2,,,
GRIA4,,,
ZNF510,,,
NOS1AP,,,
FXYD6,,,
PCDH10,,,
SYNRG,,,
RNF220,,,
POU2F3,,,
HTR1E,,,
ZNF740,,,
ZNF521,,,
GZF1,,,
ITPR2,,,
CDK2AP1,,,
SOX10,,,
PRKCH,,,
PLEKHG1,,,
PAX6,,,
AHR,,,
SMAD9,,,
FRMPD1,,,
DMC1,,,
SOCS4,,,
MPP5,,,
ZNF202,,,
SPATS2,,,
SMAD4,,,
PTBP3,,,
RBBP8,,,
LDB1,,,
CALY,,,
IQCH-AS1,,,
KCTD1,,,
ZNF584,,,
PDE10A,,,
TUBB4B,,,
ARSJ,,,
ZNF782,,,
CFAP97,,,
BCLAF1,,,
ARHGAP26,,,
SLC4A7,,,
C16orf87,,,
KIF26A,,,
PRDM12,,,
STAT4,,,
ZNF470,,,
