_BACKGROUND,5p,10p,15p
ATP9B,ATP9B,ATP9B,ATP9B
KIRREL3,KIRREL3,KIRREL3,KIRREL3
CNTNAP3,CNTNAP3,CNTNAP3,CNTNAP3
HHAT,HHAT,HHAT,HHAT
NR3C1,NR3C1,NR3C1,NR3C1
AMFR,AMFR,AMFR,AMFR
ZNF618,ZNF618,ZNF618,ZNF618
PHF12,PHF12,PHF12,PHF12
NCALD,NCALD,NCALD,NCALD
SH3BP4,SH3BP4,SH3BP4,SH3BP4
TGFBR3,TGFBR3,TGFBR3,TGFBR3
GRM1,GRM1,GRM1,GRM1
FOSL2,FOSL2,FOSL2,FOSL2
ANO10,ANO10,ANO10,ANO10
MAK,MAK,MAK,MAK
RGS6,RGS6,RGS6,RGS6
SIK2,SIK2,SIK2,SIK2
SLC35F3,SLC35F3,SLC35F3,SLC35F3
PHACTR2,PHACTR2,PHACTR2,PHACTR2
SLC4A8,SLC4A8,SLC4A8,SLC4A8
RTN4RL1,RTN4RL1,RTN4RL1,RTN4RL1
FGF9,FGF9,FGF9,FGF9
EVA1C,EVA1C,EVA1C,EVA1C
PFKFB3,PFKFB3,PFKFB3,PFKFB3
ZNF891,ZNF891,ZNF891,ZNF891
MAML3,MAML3,MAML3,MAML3
ZNF607,ZNF607,ZNF607,ZNF607
ZNF764,ZNF764,ZNF764,ZNF764
KCNIP3,KCNIP3,KCNIP3,KCNIP3
RAB37,RAB37,RAB37,RAB37
FHL2,FHL2,FHL2,FHL2
ZNF248,ZNF248,ZNF248,ZNF248
LINC01551,LINC01551,LINC01551,LINC01551
GAREM1,GAREM1,GAREM1,GAREM1
SNED1,SNED1,SNED1,SNED1
LINC00884,LINC00884,LINC00884,LINC00884
NTNG2,NTNG2,NTNG2,NTNG2
SYNJ2,SYNJ2,SYNJ2,SYNJ2
DAPK1,DAPK1,DAPK1,DAPK1
JARID2,JARID2,JARID2,JARID2
RCAN2,RCAN2,RCAN2,RCAN2
CELF2,CELF2,CELF2,CELF2
DMRTA1,DMRTA1,DMRTA1,DMRTA1
SFMBT1,SFMBT1,SFMBT1,SFMBT1
NFE2L2,NFE2L2,NFE2L2,NFE2L2
ZNF592,ZNF592,ZNF592,ZNF592
ZNF354C,ZNF354C,ZNF354C,ZNF354C
PAPSS2,PAPSS2,PAPSS2,PAPSS2
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
RAB3C,RAB3C,RAB3C,RAB3C
SATB2,SATB2,SATB2,SATB2
C3orf67,C3orf67,C3orf67,C3orf67
DLG2,DLG2,DLG2,DLG2
NT5DC1,NT5DC1,NT5DC1,NT5DC1
DNAJC21,DNAJC21,DNAJC21,DNAJC21
PITPNC1,PITPNC1,PITPNC1,PITPNC1
TMEM200C,TMEM200C,TMEM200C,TMEM200C
PHF21B,PHF21B,PHF21B,PHF21B
SLC12A8,SLC12A8,SLC12A8,SLC12A8
PRKAG2,PRKAG2,PRKAG2,PRKAG2
IGSF3,IGSF3,IGSF3,IGSF3
KCNMB4,KCNMB4,KCNMB4,KCNMB4
SAMD4A,SAMD4A,SAMD4A,SAMD4A
CRYBG3,CRYBG3,CRYBG3,CRYBG3
CADM2,CADM2,CADM2,CADM2
RUNX2,RUNX2,RUNX2,RUNX2
STK3,STK3,STK3,STK3
SHB,SHB,SHB,SHB
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
PRR5L,PRR5L,PRR5L,PRR5L
SLC39A10,SLC39A10,SLC39A10,SLC39A10
PLD1,PLD1,PLD1,PLD1
SLC17A7,SLC17A7,SLC17A7,SLC17A7
ZBTB26,ZBTB26,ZBTB26,ZBTB26
IKZF1,IKZF1,IKZF1,IKZF1
MGAT4A,MGAT4A,MGAT4A,MGAT4A
LRRK2,LRRK2,LRRK2,LRRK2
ASXL3,ASXL3,ASXL3,ASXL3
ELK4,ELK4,ELK4,ELK4
MMP16,MMP16,MMP16,MMP16
PLCE1,PLCE1,PLCE1,PLCE1
BFSP2-AS1,BFSP2-AS1,BFSP2-AS1,BFSP2-AS1
PCDHGA12,PCDHGA12,PCDHGA12,PCDHGA12
SMAD3,SMAD3,SMAD3,SMAD3
PDE10A,PDE10A,PDE10A,PDE10A
ZFP90,ZFP90,ZFP90,ZFP90
PTPRR,PTPRR,PTPRR,PTPRR
SVIL,SVIL,SVIL,SVIL
ZRANB2-AS2,ZRANB2-AS2,ZRANB2-AS2,ZRANB2-AS2
FAR2,FAR2,FAR2,FAR2
GSAP,GSAP,GSAP,GSAP
ASIC2,ASIC2,ASIC2,ASIC2
ZNF135,ZNF135,ZNF135,ZNF135
ESR2,ESR2,ESR2,ESR2
TTC28,TTC28,TTC28,TTC28
VANGL1,VANGL1,VANGL1,VANGL1
IKZF2,IKZF2,IKZF2,IKZF2
UCK2,UCK2,UCK2,UCK2
ZNF195,ZNF195,ZNF195,ZNF195
DOK6,DOK6,DOK6,DOK6
EFNB2,,EFNB2,EFNB2
ZCCHC2,,ZCCHC2,ZCCHC2
HDAC2,,HDAC2,HDAC2
ZNF322,,ZNF322,ZNF322
PEX5L,,PEX5L,PEX5L
ANKRD50,,ANKRD50,ANKRD50
C5orf30,,C5orf30,C5orf30
MTMR10,,MTMR10,MTMR10
NTN4,,NTN4,NTN4
AGBL4,,AGBL4,AGBL4
ERBB3,,ERBB3,ERBB3
ZNF320,,ZNF320,ZNF320
SEMA5A,,SEMA5A,SEMA5A
TMTC1,,TMTC1,TMTC1
PRKG1,,PRKG1,PRKG1
KCNK1,,KCNK1,KCNK1
DPP10,,DPP10,DPP10
ICA1,,ICA1,ICA1
APP,,APP,APP
JAK1,,JAK1,JAK1
SV2C,,SV2C,SV2C
SH3BGRL2,,SH3BGRL2,SH3BGRL2
SLC37A1,,SLC37A1,SLC37A1
ZBTB21,,ZBTB21,ZBTB21
GNG12-AS1,,GNG12-AS1,GNG12-AS1
ZSWIM6,,ZSWIM6,ZSWIM6
SLC22A23,,SLC22A23,SLC22A23
NGLY1,,NGLY1,NGLY1
ATG5,,ATG5,ATG5
PCDH9,,PCDH9,PCDH9
ADNP2,,ADNP2,ADNP2
CDC42EP3,,CDC42EP3,CDC42EP3
LIN54,,LIN54,LIN54
TEX2,,TEX2,TEX2
ABLIM2,,ABLIM2,ABLIM2
CUX1,,CUX1,CUX1
SERTAD2,,SERTAD2,SERTAD2
