_BACKGROUND,5p,10p,15p
NFAT5,NFAT5,NFAT5,NFAT5
MTF2,MTF2,MTF2,MTF2
NECTIN3,NECTIN3,NECTIN3,NECTIN3
PPP4R4,PPP4R4,PPP4R4,PPP4R4
NF1,NF1,NF1,NF1
TLN2,TLN2,TLN2,TLN2
TMEM179,TMEM179,TMEM179,TMEM179
GALNT17,GALNT17,GALNT17,GALNT17
MBNL2,MBNL2,MBNL2,MBNL2
ADAMTS9-AS1,ADAMTS9-AS1,ADAMTS9-AS1,ADAMTS9-AS1
PLCB1,PLCB1,PLCB1,PLCB1
RBFOX2,RBFOX2,RBFOX2,RBFOX2
E2F3,E2F3,E2F3,E2F3
MYEF2,MYEF2,MYEF2,MYEF2
ELMO1,ELMO1,ELMO1,ELMO1
NKAIN2,NKAIN2,NKAIN2,NKAIN2
RFX7,RFX7,RFX7,RFX7
PDZRN3,PDZRN3,PDZRN3,PDZRN3
RCOR1,RCOR1,RCOR1,RCOR1
TOX2,TOX2,TOX2,TOX2
PTPRN2,PTPRN2,PTPRN2,PTPRN2
DLGAP2,DLGAP2,DLGAP2,DLGAP2
NR6A1,NR6A1,NR6A1,NR6A1
ZNF248,ZNF248,ZNF248,ZNF248
RTKN2,RTKN2,RTKN2,RTKN2
NOVA1,NOVA1,NOVA1,NOVA1
PDZD2,PDZD2,PDZD2,PDZD2
ZBTB43,ZBTB43,ZBTB43,ZBTB43
GALNT18,GALNT18,GALNT18,GALNT18
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
ZNF385B,ZNF385B,ZNF385B,ZNF385B
FRMD6-AS2,FRMD6-AS2,FRMD6-AS2,FRMD6-AS2
NUP93,NUP93,NUP93,NUP93
TSC22D1,TSC22D1,TSC22D1,TSC22D1
PDIA5,PDIA5,PDIA5,PDIA5
CCDC85A,CCDC85A,CCDC85A,CCDC85A
BCHE,BCHE,BCHE,BCHE
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
FGF5,FGF5,FGF5,FGF5
DSCAS,DSCAS,DSCAS,DSCAS
SFPQ,SFPQ,SFPQ,SFPQ
NRIP3,NRIP3,NRIP3,NRIP3
KCNC2,KCNC2,KCNC2,KCNC2
RBM17,RBM17,RBM17,RBM17
SMARCA1,SMARCA1,SMARCA1,SMARCA1
STS,STS,STS,STS
CNTN3,CNTN3,CNTN3,CNTN3
ATP8B4,ATP8B4,ATP8B4,ATP8B4
ZNF84,ZNF84,ZNF84,ZNF84
ADARB1,ADARB1,ADARB1,ADARB1
CCDC175,CCDC175,CCDC175,CCDC175
CFAP161,CFAP161,CFAP161,CFAP161
CHAMP1,CHAMP1,CHAMP1,CHAMP1
CCDC85B,CCDC85B,CCDC85B,CCDC85B
LINC00535,LINC00535,LINC00535,LINC00535
PRKCB,PRKCB,PRKCB,PRKCB
HUNK,HUNK,HUNK,HUNK
PRAG1,PRAG1,PRAG1,PRAG1
TSN,TSN,TSN,TSN
RFX8,RFX8,RFX8,RFX8
PBX3,PBX3,PBX3,PBX3
NECTIN3-AS1,NECTIN3-AS1,NECTIN3-AS1,NECTIN3-AS1
TRIM54,TRIM54,TRIM54,TRIM54
LINC00511,LINC00511,LINC00511,LINC00511
SPATS2,SPATS2,SPATS2,SPATS2
HHAT,HHAT,HHAT,HHAT
ZNF438,ZNF438,ZNF438,ZNF438
ADAM32,ADAM32,ADAM32,ADAM32
SLC16A9,SLC16A9,SLC16A9,SLC16A9
CSGALNACT1,CSGALNACT1,CSGALNACT1,CSGALNACT1
OPRM1,OPRM1,OPRM1,OPRM1
KCNJ16,KCNJ16,KCNJ16,KCNJ16
MCHR2,MCHR2,MCHR2,MCHR2
MPPED2,MPPED2,MPPED2,MPPED2
ZCCHC17,ZCCHC17,ZCCHC17,ZCCHC17
LINC02389,LINC02389,LINC02389,LINC02389
ZNF746,ZNF746,ZNF746,ZNF746
NEK10,NEK10,NEK10,NEK10
ITGA9,ITGA9,ITGA9,ITGA9
RMST,RMST,RMST,RMST
LDB1,LDB1,LDB1,LDB1
PDS5A,PDS5A,PDS5A,PDS5A
LRRC9,LRRC9,LRRC9,LRRC9
LINC02359,LINC02359,LINC02359,LINC02359
NAP1L2,NAP1L2,NAP1L2,NAP1L2
CCDC158,CCDC158,CCDC158,CCDC158
SLC17A6,SLC17A6,SLC17A6,SLC17A6
LINC02458,LINC02458,LINC02458,LINC02458
NPHP3-AS1,NPHP3-AS1,NPHP3-AS1,NPHP3-AS1
LINC00939,LINC00939,LINC00939,LINC00939
C5orf30,C5orf30,C5orf30,C5orf30
TEC,TEC,TEC,TEC
BTC,BTC,BTC,BTC
LLGL1,LLGL1,LLGL1,LLGL1
ADGRL3,ADGRL3,ADGRL3,ADGRL3
NOS1,NOS1,NOS1,NOS1
SYCP2,SYCP2,SYCP2,SYCP2
SATB2,SATB2,SATB2,SATB2
IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1
HHLA1,HHLA1,HHLA1,HHLA1
MXD1,MXD1,MXD1,MXD1
MAST4,MAST4,MAST4,MAST4
ARNT2,ARNT2,ARNT2,ARNT2
PARM1,PARM1,PARM1,PARM1
KIF19,KIF19,KIF19,KIF19
ZFP91,ZFP91,ZFP91,ZFP91
LIN28B,LIN28B,LIN28B,LIN28B
ABL1,ABL1,ABL1,ABL1
TRHDE-AS1,TRHDE-AS1,TRHDE-AS1,TRHDE-AS1
SORBS2,SORBS2,SORBS2,SORBS2
RALYL,RALYL,RALYL,RALYL
VWA1,VWA1,VWA1,VWA1
BATF3,BATF3,BATF3,BATF3
HAPLN1,HAPLN1,HAPLN1,HAPLN1
CDH9,CDH9,CDH9,CDH9
BMP7,BMP7,BMP7,BMP7
HECA,HECA,HECA,HECA
PLAG1,PLAG1,PLAG1,PLAG1
DAB1,DAB1,DAB1,DAB1
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
BEST3,BEST3,BEST3,BEST3
WIPF3,WIPF3,WIPF3,WIPF3
MYT1,MYT1,MYT1,MYT1
CCDC178,CCDC178,CCDC178,CCDC178
ZBTB2,ZBTB2,ZBTB2,ZBTB2
MEF2C,MEF2C,MEF2C,MEF2C
SHROOM3,SHROOM3,SHROOM3,SHROOM3
RSPO2,RSPO2,RSPO2,RSPO2
RTN3,RTN3,RTN3,RTN3
KIFC2,KIFC2,KIFC2,KIFC2
ANKRD7,ANKRD7,ANKRD7,ANKRD7
SPRED2,SPRED2,SPRED2,SPRED2
NOL4,NOL4,NOL4,NOL4
GATAD1,GATAD1,GATAD1,GATAD1
TAB3,TAB3,TAB3,TAB3
MID1IP1,MID1IP1,MID1IP1,MID1IP1
MEIS1,MEIS1,MEIS1,MEIS1
MXI1,MXI1,MXI1,MXI1
PHACTR1,PHACTR1,PHACTR1,PHACTR1
NAV1,NAV1,NAV1,NAV1
NUAK1,NUAK1,NUAK1,NUAK1
LINC01954,LINC01954,LINC01954,LINC01954
PTPRR,PTPRR,PTPRR,PTPRR
DNAH9,DNAH9,DNAH9,DNAH9
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
TOM1L1,TOM1L1,TOM1L1,TOM1L1
PHACTR3,PHACTR3,PHACTR3,PHACTR3
ASB2,ASB2,ASB2,ASB2
MEG8,MEG8,MEG8,MEG8
COBLL1,COBLL1,COBLL1,COBLL1
PCDH15,PCDH15,PCDH15,PCDH15
DOCK11,DOCK11,DOCK11,DOCK11
BCAN,BCAN,BCAN,BCAN
RFC3,RFC3,RFC3,RFC3
ZNF398,ZNF398,ZNF398,ZNF398
MSI2,MSI2,MSI2,MSI2
GPSM2,GPSM2,GPSM2,GPSM2
PTPN3,PTPN3,PTPN3,PTPN3
HGSNAT,HGSNAT,HGSNAT,HGSNAT
ZNF385A,ZNF385A,ZNF385A,ZNF385A
KCNH7,KCNH7,KCNH7,KCNH7
COL23A1,COL23A1,COL23A1,COL23A1
HSPA2,HSPA2,HSPA2,HSPA2
PKNOX2,PKNOX2,PKNOX2,PKNOX2
E2F6,E2F6,E2F6,E2F6
PDGFD,PDGFD,PDGFD,PDGFD
COL5A2,COL5A2,COL5A2,COL5A2
SCRG1,SCRG1,SCRG1,SCRG1
HILPDA,HILPDA,HILPDA,HILPDA
TESPA1,TESPA1,TESPA1,TESPA1
ZNF596,ZNF596,ZNF596,ZNF596
CAMK2B,CAMK2B,CAMK2B,CAMK2B
FGD5,FGD5,FGD5,FGD5
ZNF519,ZNF519,ZNF519,ZNF519
CDH12,CDH12,CDH12,CDH12
MPP7,MPP7,MPP7,MPP7
VRK1,VRK1,VRK1,VRK1
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
ENG,ENG,ENG,ENG
PRDM10,PRDM10,PRDM10,PRDM10
SLC24A4,SLC24A4,SLC24A4,SLC24A4
SHISA9,SHISA9,SHISA9,SHISA9
CARF,CARF,CARF,CARF
TMEM117,TMEM117,TMEM117,TMEM117
DCDC1,DCDC1,DCDC1,DCDC1
ZSCAN12,ZSCAN12,ZSCAN12,ZSCAN12
TFDP1,TFDP1,TFDP1,TFDP1
BTBD2,BTBD2,BTBD2,BTBD2
CCDC3,CCDC3,CCDC3,CCDC3
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
SORCS1,SORCS1,SORCS1,SORCS1
TMEM87B,TMEM87B,TMEM87B,TMEM87B
HSF2,HSF2,HSF2,HSF2
TSPAN9,TSPAN9,TSPAN9,TSPAN9
TRERF1,TRERF1,TRERF1,TRERF1
MARCKSL1,MARCKSL1,MARCKSL1,MARCKSL1
GDF7,GDF7,GDF7,GDF7
TNK2,TNK2,TNK2,TNK2
DNAJC21,DNAJC21,DNAJC21,DNAJC21
UBAC2,UBAC2,UBAC2,UBAC2
