_BACKGROUND,5p,10p,15p
CLOCK,CLOCK,CLOCK,CLOCK
PRKAA2,PRKAA2,PRKAA2,PRKAA2
SLC7A14,SLC7A14,SLC7A14,SLC7A14
ZNF644,ZNF644,ZNF644,ZNF644
PDE4D,PDE4D,PDE4D,PDE4D
RFX3,RFX3,RFX3,RFX3
POU2F1,POU2F1,POU2F1,POU2F1
LCORL,LCORL,LCORL,LCORL
TSC22D2,TSC22D2,TSC22D2,TSC22D2
ELAVL2,ELAVL2,ELAVL2,ELAVL2
BCLAF1,BCLAF1,BCLAF1,BCLAF1
NFIB,NFIB,NFIB,NFIB
KDM4C,KDM4C,KDM4C,KDM4C
FOXJ3,FOXJ3,FOXJ3,FOXJ3
ZNF148,ZNF148,ZNF148,ZNF148
THRB,THRB,THRB,THRB
ELF2,ELF2,ELF2,ELF2
GTF2I,GTF2I,GTF2I,GTF2I
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
SCMH1,SCMH1,SCMH1,SCMH1
PPM1L,PPM1L,PPM1L,PPM1L
CADM1,CADM1,CADM1,CADM1
L3MBTL4,L3MBTL4,L3MBTL4,L3MBTL4
RAB14,RAB14,RAB14,RAB14
JAZF1,JAZF1,JAZF1,JAZF1
AFF4,AFF4,AFF4,AFF4
NFKB1,NFKB1,NFKB1,NFKB1
CNTN1,CNTN1,CNTN1,CNTN1
RGMB,RGMB,RGMB,RGMB
CREB1,CREB1,CREB1,CREB1
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
MAP2,MAP2,MAP2,MAP2
APP,APP,APP,APP
NPAS2,NPAS2,NPAS2,NPAS2
CDH2,CDH2,CDH2,CDH2
LCOR,LCOR,LCOR,LCOR
PDE4B,PDE4B,PDE4B,PDE4B
GNAO1,GNAO1,GNAO1,GNAO1
FAM110B,FAM110B,FAM110B,FAM110B
HMBOX1,HMBOX1,HMBOX1,HMBOX1
KMT2A,KMT2A,KMT2A,KMT2A
CNKSR2,CNKSR2,CNKSR2,CNKSR2
GABRA2,GABRA2,GABRA2,GABRA2
ANKRD30B,ANKRD30B,ANKRD30B,ANKRD30B
SCRN1,SCRN1,SCRN1,SCRN1
CEP112,CEP112,CEP112,CEP112
OSBPL8,OSBPL8,OSBPL8,OSBPL8
SEMA6D,SEMA6D,SEMA6D,SEMA6D
SCML2,SCML2,SCML2,SCML2
LINC01138,LINC01138,LINC01138,LINC01138
KIAA0319,KIAA0319,KIAA0319,KIAA0319
DCAF5,DCAF5,DCAF5,DCAF5
TMEFF2,TMEFF2,TMEFF2,TMEFF2
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
DPYSL5,DPYSL5,DPYSL5,DPYSL5
NETO1,NETO1,NETO1,NETO1
ZNF532,ZNF532,ZNF532,ZNF532
TFDP2,TFDP2,TFDP2,TFDP2
FBXO32,FBXO32,FBXO32,FBXO32
EFNB2,EFNB2,EFNB2,EFNB2
KATNAL1,KATNAL1,KATNAL1,KATNAL1
MARK1,MARK1,MARK1,MARK1
GRID2,GRID2,GRID2,GRID2
NCOR1,NCOR1,NCOR1,NCOR1
CHD1,CHD1,CHD1,CHD1
ADNP2,ADNP2,ADNP2,ADNP2
HS6ST3,HS6ST3,HS6ST3,HS6ST3
DPP6,DPP6,DPP6,DPP6
GALNT13,GALNT13,GALNT13,GALNT13
RBPJ,RBPJ,RBPJ,RBPJ
ANKRD50,ANKRD50,ANKRD50,ANKRD50
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
ZBTB20,ZBTB20,ZBTB20,ZBTB20
PTPRN2,PTPRN2,PTPRN2,PTPRN2
HP1BP3,HP1BP3,HP1BP3,HP1BP3
PLPPR1,PLPPR1,PLPPR1,PLPPR1
NAP1L1,NAP1L1,NAP1L1,NAP1L1
CDH8,CDH8,CDH8,CDH8
ATF2,ATF2,ATF2,ATF2
MAML3,MAML3,MAML3,MAML3
PAM,PAM,PAM,PAM
MEF2A,MEF2A,MEF2A,MEF2A
CDK14,CDK14,CDK14,CDK14
HDAC9,HDAC9,HDAC9,HDAC9
SETBP1,SETBP1,SETBP1,SETBP1
FOXN3,FOXN3,FOXN3,FOXN3
MLLT10,MLLT10,MLLT10,MLLT10
STAT5B,STAT5B,STAT5B,STAT5B
CTNNB1,CTNNB1,CTNNB1,CTNNB1
PHF21A,PHF21A,PHF21A,PHF21A
ARHGAP12,ARHGAP12,ARHGAP12,ARHGAP12
STAU2,STAU2,STAU2,STAU2
SLC38A1,SLC38A1,SLC38A1,SLC38A1
CNOT4,CNOT4,CNOT4,CNOT4
KCNQ5,KCNQ5,KCNQ5,KCNQ5
ZFP30,ZFP30,ZFP30,ZFP30
FUT9,FUT9,FUT9,FUT9
NCOA2,NCOA2,NCOA2,NCOA2
NR3C2,NR3C2,NR3C2,NR3C2
NFYC,NFYC,NFYC,NFYC
MBNL1,MBNL1,MBNL1,MBNL1
FAM102B,FAM102B,FAM102B,FAM102B
IRF2,IRF2,IRF2,IRF2
SSBP2,SSBP2,SSBP2,SSBP2
EPB41L3,,EPB41L3,EPB41L3
RTN1,,RTN1,RTN1
RBMS1,,RBMS1,RBMS1
ENAH,,ENAH,ENAH
GLCE,,GLCE,GLCE
FRMD5,,FRMD5,FRMD5
SMURF1,,SMURF1,SMURF1
FNDC3B,,FNDC3B,FNDC3B
NR2C2,,NR2C2,NR2C2
NR6A1,,NR6A1,NR6A1
ACSL3,,ACSL3,ACSL3
SH3RF1,,SH3RF1,SH3RF1
APBB2,,APBB2,APBB2
EPN2,,EPN2,EPN2
LONRF1,,LONRF1,LONRF1
PLS3,,PLS3,PLS3
SNAP25,,SNAP25,SNAP25
HIVEP3,,HIVEP3,HIVEP3
EPS15,,EPS15,EPS15
ADGRL3,,ADGRL3,ADGRL3
FBXO34,,FBXO34,FBXO34
SMAD5,,SMAD5,SMAD5
CDC14B,,CDC14B,CDC14B
KLF3-AS1,,KLF3-AS1,KLF3-AS1
ESRRG,,ESRRG,ESRRG
RORA,,RORA,RORA
TCF7L2,,TCF7L2,TCF7L2
HIVEP1,,HIVEP1,HIVEP1
OTUD4,,OTUD4,OTUD4
PROX1,,PROX1,PROX1
KCNB2,,KCNB2,KCNB2
DCLK1,,DCLK1,DCLK1
PIK3CA,,PIK3CA,PIK3CA
ZBTB25,,ZBTB25,ZBTB25
ZHX1,,ZHX1,ZHX1
ZNF891,,ZNF891,ZNF891
PRKD1,,PRKD1,PRKD1
HIVEP2,,HIVEP2,HIVEP2
SMAD4,,SMAD4,SMAD4
PPFIA2,,PPFIA2,PPFIA2
HFM1,,HFM1,HFM1
MLLT3,,MLLT3,MLLT3
CHL1,,CHL1,CHL1
KCNT2,,KCNT2,KCNT2
PDE1C,,PDE1C,PDE1C
NAB1,,NAB1,NAB1
MARCH3,,MARCH3,MARCH3
HDAC2,,HDAC2,HDAC2
FIGN,,FIGN,FIGN
SLC7A2,,SLC7A2,SLC7A2
CDH7,,CDH7,CDH7
CACNA1D,,CACNA1D,CACNA1D
PLPP1,,PLPP1,PLPP1
GALNT7,,GALNT7,GALNT7
B4GALT6,,B4GALT6,B4GALT6
FAM53B-AS1,,FAM53B-AS1,FAM53B-AS1
SPOPL,,SPOPL,SPOPL
TRHDE-AS1,,TRHDE-AS1,TRHDE-AS1
DOK6,,DOK6,DOK6
NDNF,,NDNF,NDNF
RALGPS2,,RALGPS2,RALGPS2
ZNF516,,ZNF516,ZNF516
XKR6,,XKR6,XKR6
ELOVL6,,ELOVL6,ELOVL6
SMAD1,,SMAD1,SMAD1
KIAA1217,,KIAA1217,KIAA1217
TEAD1,,TEAD1,TEAD1
VEPH1,,VEPH1,VEPH1
MARCH1,,MARCH1,MARCH1
NFIX,,NFIX,NFIX
SIK2,,SIK2,SIK2
TRAF6,,TRAF6,TRAF6
RMDN2,,RMDN2,RMDN2
ARNT2,,ARNT2,ARNT2
HAPLN1,,HAPLN1,HAPLN1
EFCAB2,,EFCAB2,EFCAB2
PRR16,,PRR16,PRR16
RND2,,RND2,RND2
PACRG,,PACRG,PACRG
OSBPL3,,OSBPL3,OSBPL3
VCAN,,VCAN,VCAN
CASC15,,CASC15,CASC15
PLAG1,,PLAG1,PLAG1
ASIC4,,ASIC4,ASIC4
ZFPM2,,ZFPM2,ZFPM2
BBX,,BBX,BBX
PDE10A,,PDE10A,PDE10A
PPP1R9B,,PPP1R9B,PPP1R9B
NYX,,NYX,NYX
CHRM2,,CHRM2,CHRM2
NTN4,,NTN4,NTN4
DNM3,,DNM3,DNM3
SNAP25-AS1,,SNAP25-AS1,SNAP25-AS1
CUX2,,CUX2,CUX2
STXBP6,,STXBP6,STXBP6
KPNA1,,KPNA1,KPNA1
FAM162B,,FAM162B,FAM162B
HRK,,HRK,HRK
MEF2C,,MEF2C,MEF2C
GALNTL6,,GALNTL6,GALNTL6
NR1D2,,NR1D2,NR1D2
BACH2,,BACH2,BACH2
PLCB4,,PLCB4,PLCB4
IRS1,,IRS1,IRS1
DUSP16,,,DUSP16
YWHAZ,,,YWHAZ
TC2N,,,TC2N
TMEM47,,,TMEM47
HOMER1,,,HOMER1
BACH1,,,BACH1
CTNNA2,,,CTNNA2
FAR2,,,FAR2
NCALD,,,NCALD
CELF2,,,CELF2
HERC4,,,HERC4
EXTL3,,,EXTL3
SCN9A,,,SCN9A
HNRNPH3,,,HNRNPH3
RHOBTB1,,,RHOBTB1
NRF1,,,NRF1
FOXP1,,,FOXP1
ZNF827,,,ZNF827
CDH11,,,CDH11
RASSF8,,,RASSF8
GAS2,,,GAS2
CADPS2,,,CADPS2
SNCA,,,SNCA
ARNTL,,,ARNTL
SMAD2,,,SMAD2
KANSL1L,,,KANSL1L
PRKG1,,,PRKG1
SAMD12-AS1,,,SAMD12-AS1
ROBO2,,,ROBO2
MAPK4,,,MAPK4
ATG10,,,ATG10
ZDHHC2,,,ZDHHC2
ERC2,,,ERC2
FAT4,,,FAT4
TCF4,,,TCF4
RAD21,,,RAD21
ACTB,,,ACTB
ST6GALNAC5,,,ST6GALNAC5
SOX6,,,SOX6
SMAD9,,,SMAD9
NXPH1,,,NXPH1
LRRC8B,,,LRRC8B
LYPD6,,,LYPD6
XPO1,,,XPO1
ZNF652,,,ZNF652
LAMC1,,,LAMC1
GNB4,,,GNB4
HBP1,,,HBP1
CRISPLD1,,,CRISPLD1
SLC35F4,,,SLC35F4
FOXN2,,,FOXN2
ZIM2,,,ZIM2
PKIA,,,PKIA
DSE,,,DSE
ZNF706,,,ZNF706
KLHL13,,,KLHL13
FRAS1,,,FRAS1
ZNF821,,,ZNF821
TET1,,,TET1
ROBO1,,,ROBO1
DLEU2,,,DLEU2
RAB27A,,,RAB27A
NCOA3,,,NCOA3
GPR139,,,GPR139
ZC4H2,,,ZC4H2
USF2,,,USF2
SNTG1,,,SNTG1
ITGB8,,,ITGB8
IL1RAPL2,,,IL1RAPL2
TMEM266,,,TMEM266
ZNF704,,,ZNF704
SAMD3,,,SAMD3
DGKH,,,DGKH
ZSWIM6,,,ZSWIM6
GRM3,,,GRM3
TBC1D1,,,TBC1D1
TTTY14,,,TTTY14
SPATS2L,,,SPATS2L
CCBE1,,,CCBE1
ATP2B4,,,ATP2B4
CDH6,,,CDH6
COCH,,,COCH
ADNP,,,ADNP
NKX2-2,,,NKX2-2
ZEB1,,,ZEB1
NFE2L2,,,NFE2L2
POU3F3,,,POU3F3
MGA,,,MGA
BCL11B,,,BCL11B
FOXO1,,,FOXO1
RND3,,,RND3
MAP2K4,,,MAP2K4
CXXC5,,,CXXC5
XYLT1,,,XYLT1
KCNH3,,,KCNH3
RNF138,,,RNF138
CHSY3,,,CHSY3
ANKRD6,,,ANKRD6
ZFX,,,ZFX
ZNF462,,,ZNF462
NCK2,,,NCK2
KDM7A,,,KDM7A
DTNA,,,DTNA
GSAP,,,GSAP
FOXP2,,,FOXP2
FBXW7,,,
TESPA1,,,
RCAN3,,,
BASP1,,,
LEPR,,,
TMEM200A,,,
AP1S2,,,
RNF152,,,
COL11A1,,,
SYT1,,,
FAM78B,,,
RNF2,,,
SLFN5,,,
RGS7,,,
LRFN5,,,
ZNF639,,,
CAMK2D,,,
SFMBT2,,,
BCL6,,,
PPARG,,,
COL23A1,,,
ZNF804A,,,
TANC1,,,
GATAD2A,,,
NR1H3,,,
ZBTB21,,,
THOC2,,,
PRDM6,,,
SLC4A4,,,
IQCH,,,
FOXO3,,,
