_BACKGROUND,5p,10p,15p
GAD2,GAD2,GAD2,GAD2
COL25A1,COL25A1,COL25A1,COL25A1
GRIN2A,GRIN2A,GRIN2A,GRIN2A
VIM,VIM,VIM,VIM
SP1,SP1,SP1,SP1
CD99L2,CD99L2,CD99L2,CD99L2
PDGFD,PDGFD,PDGFD,PDGFD
TAC4,TAC4,TAC4,TAC4
TRPC5,TRPC5,TRPC5,TRPC5
STAU1,STAU1,STAU1,STAU1
PER2,PER2,PER2,PER2
MRAP2,MRAP2,MRAP2,MRAP2
LINC01182,LINC01182,LINC01182,LINC01182
KIT,KIT,KIT,KIT
EXTL1,EXTL1,EXTL1,EXTL1
RIF1,RIF1,RIF1,RIF1
WDR49,WDR49,WDR49,WDR49
SCARB1,SCARB1,SCARB1,SCARB1
LRCH1,LRCH1,LRCH1,LRCH1
SPOPL,SPOPL,SPOPL,SPOPL
ZBED3,ZBED3,ZBED3,ZBED3
RPS6KA2,RPS6KA2,RPS6KA2,RPS6KA2
DDX17,DDX17,DDX17,DDX17
CNOT6L,CNOT6L,CNOT6L,CNOT6L
BOD1L1,BOD1L1,BOD1L1,BOD1L1
SERGEF,SERGEF,SERGEF,SERGEF
STXBP5L,STXBP5L,STXBP5L,STXBP5L
KAT6A,KAT6A,KAT6A,KAT6A
MIR3681HG,MIR3681HG,MIR3681HG,MIR3681HG
GRB2,GRB2,GRB2,GRB2
ZNF449,ZNF449,ZNF449,ZNF449
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
PROM1,PROM1,PROM1,PROM1
NRIP3,NRIP3,NRIP3,NRIP3
PALMD,PALMD,PALMD,PALMD
CDH6,CDH6,CDH6,CDH6
GPR22,GPR22,GPR22,GPR22
ZNF507,ZNF507,ZNF507,ZNF507
PARP14,PARP14,PARP14,PARP14
AIG1,AIG1,AIG1,AIG1
MALT1,MALT1,MALT1,MALT1
ANKRD46,ANKRD46,ANKRD46,ANKRD46
PHF24,PHF24,PHF24,PHF24
KRIT1,KRIT1,KRIT1,KRIT1
PUDP,PUDP,PUDP,PUDP
MAP3K5,MAP3K5,MAP3K5,MAP3K5
PDZRN4,PDZRN4,PDZRN4,PDZRN4
ASXL2,ASXL2,ASXL2,ASXL2
VSTM2B,VSTM2B,VSTM2B,VSTM2B
SLC35F1,SLC35F1,SLC35F1,SLC35F1
FIP1L1,FIP1L1,FIP1L1,FIP1L1
MYT1,MYT1,MYT1,MYT1
PACS1,PACS1,PACS1,PACS1
ANK1,ANK1,ANK1,ANK1
ZDHHC14,ZDHHC14,ZDHHC14,ZDHHC14
PDGFC,PDGFC,PDGFC,PDGFC
TIAM1,TIAM1,TIAM1,TIAM1
BCAS1,BCAS1,BCAS1,BCAS1
DNPEP,DNPEP,DNPEP,DNPEP
ADRA1A,ADRA1A,ADRA1A,ADRA1A
TBCA,TBCA,TBCA,TBCA
MYRIP,MYRIP,MYRIP,MYRIP
PRKCH,PRKCH,PRKCH,PRKCH
GNG7,GNG7,GNG7,GNG7
DDX46,DDX46,DDX46,DDX46
HSD17B12,HSD17B12,HSD17B12,HSD17B12
DACH1,DACH1,DACH1,DACH1
FBXL7,FBXL7,FBXL7,FBXL7
LPCAT1,LPCAT1,LPCAT1,LPCAT1
MPPE1,MPPE1,MPPE1,MPPE1
CPNE8,CPNE8,CPNE8,CPNE8
PABPC1,PABPC1,PABPC1,PABPC1
ITM2B,ITM2B,ITM2B,ITM2B
RHPN1,RHPN1,RHPN1,RHPN1
TENM4,TENM4,TENM4,TENM4
PHYHIPL,PHYHIPL,PHYHIPL,PHYHIPL
GRB10,GRB10,GRB10,GRB10
ZNF160,ZNF160,ZNF160,ZNF160
SMIM4,SMIM4,SMIM4,SMIM4
MAX,MAX,MAX,MAX
SULF1,SULF1,SULF1,SULF1
NGEF,NGEF,NGEF,NGEF
CPNE4,CPNE4,CPNE4,CPNE4
ADCY1,ADCY1,ADCY1,ADCY1
PKD2L2,PKD2L2,PKD2L2,PKD2L2
TBC1D4,TBC1D4,TBC1D4,TBC1D4
ANKH,ANKH,ANKH,ANKH
MAPK13,MAPK13,MAPK13,MAPK13
MAPK8IP3,MAPK8IP3,MAPK8IP3,MAPK8IP3
ST3GAL6,ST3GAL6,ST3GAL6,ST3GAL6
EYA4,EYA4,EYA4,EYA4
SACS,SACS,SACS,SACS
LINC01004,LINC01004,LINC01004,LINC01004
INTS6,INTS6,INTS6,INTS6
ZNF83,ZNF83,ZNF83,ZNF83
ATP2C1,ATP2C1,ATP2C1,ATP2C1
ZNF518A,ZNF518A,ZNF518A,ZNF518A
RAB11A,RAB11A,RAB11A,RAB11A
RAB11B,RAB11B,RAB11B,RAB11B
BBS9,BBS9,BBS9,BBS9
GAL3ST1,GAL3ST1,GAL3ST1,GAL3ST1
UNC80,UNC80,UNC80,UNC80
KLHL2,KLHL2,KLHL2,KLHL2
TASP1,TASP1,TASP1,TASP1
B3GALNT2,B3GALNT2,B3GALNT2,B3GALNT2
SLC7A1,SLC7A1,SLC7A1,SLC7A1
MPPED2,MPPED2,MPPED2,MPPED2
GRM8,GRM8,GRM8,GRM8
DAZAP2,DAZAP2,DAZAP2,DAZAP2
SV2C,SV2C,SV2C,SV2C
PAPOLA,PAPOLA,PAPOLA,PAPOLA
BAHCC1,BAHCC1,BAHCC1,BAHCC1
PRKAR2B,PRKAR2B,PRKAR2B,PRKAR2B
NXPH1,NXPH1,NXPH1,NXPH1
CEBPG,CEBPG,CEBPG,CEBPG
GBE1,GBE1,GBE1,GBE1
ALK,ALK,ALK,ALK
TLE4,TLE4,TLE4,TLE4
NLK,NLK,NLK,NLK
ZNF804A,ZNF804A,ZNF804A,ZNF804A
LEPROTL1,LEPROTL1,LEPROTL1,LEPROTL1
SCARF2,SCARF2,SCARF2,SCARF2
C2orf88,C2orf88,C2orf88,C2orf88
SEC14L1,SEC14L1,SEC14L1,SEC14L1
DENND2C,DENND2C,DENND2C,DENND2C
ZNF821,ZNF821,ZNF821,ZNF821
SRGAP1,SRGAP1,SRGAP1,SRGAP1
HECTD1,HECTD1,HECTD1,HECTD1
TICAM2,TICAM2,TICAM2,TICAM2
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
ATP13A3,ATP13A3,ATP13A3,ATP13A3
TTL,TTL,TTL,TTL
TRAF3,TRAF3,TRAF3,TRAF3
