_BACKGROUND,5p,10p,15p
EYS,EYS,EYS,EYS
PHACTR3,PHACTR3,PHACTR3,PHACTR3
ZNF780B,ZNF780B,ZNF780B,ZNF780B
PCLO,PCLO,PCLO,PCLO
CACNB4,CACNB4,CACNB4,CACNB4
DMD,DMD,DMD,DMD
MOB3B,MOB3B,MOB3B,MOB3B
CACHD1,CACHD1,CACHD1,CACHD1
KCNN2,KCNN2,KCNN2,KCNN2
ZNF592,ZNF592,ZNF592,ZNF592
SORCS3,SORCS3,SORCS3,SORCS3
ZNF532,ZNF532,ZNF532,ZNF532
DGKH,DGKH,DGKH,DGKH
SPATS2L,SPATS2L,SPATS2L,SPATS2L
MAML3,MAML3,MAML3,MAML3
ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28
OPRK1,OPRK1,OPRK1,OPRK1
JARID2,JARID2,JARID2,JARID2
BRF1,BRF1,BRF1,BRF1
RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1
CTNND2,CTNND2,CTNND2,CTNND2
TRPC4,TRPC4,TRPC4,TRPC4
FYN,FYN,FYN,FYN
NFKB1,NFKB1,NFKB1,NFKB1
ARNT2,ARNT2,ARNT2,ARNT2
SYBU,SYBU,SYBU,SYBU
PPFIA2,PPFIA2,PPFIA2,PPFIA2
CCSER1,CCSER1,CCSER1,CCSER1
SMAD2,SMAD2,SMAD2,SMAD2
CHL1,CHL1,CHL1,CHL1
RALGPS2,RALGPS2,RALGPS2,RALGPS2
MPPED2,MPPED2,MPPED2,MPPED2
RNF217,RNF217,RNF217,RNF217
CUX1,CUX1,CUX1,CUX1
ROBO2,ROBO2,ROBO2,ROBO2
PDE4B,PDE4B,PDE4B,PDE4B
LRP12,LRP12,LRP12,LRP12
KIAA0319,KIAA0319,KIAA0319,KIAA0319
GLIS3,GLIS3,GLIS3,GLIS3
NCOA3,NCOA3,NCOA3,NCOA3
TENM4,TENM4,TENM4,TENM4
CNR1,CNR1,CNR1,CNR1
CDKL5,CDKL5,CDKL5,CDKL5
MLLT3,MLLT3,MLLT3,MLLT3
FOXK1,FOXK1,FOXK1,FOXK1
FLRT2,FLRT2,FLRT2,FLRT2
ZNF644,ZNF644,ZNF644,ZNF644
RALYL,RALYL,RALYL,RALYL
CDC14B,CDC14B,CDC14B,CDC14B
DTNA,DTNA,DTNA,DTNA
PUM3,PUM3,PUM3,PUM3
ZFP30,ZFP30,ZFP30,ZFP30
CTTNBP2,CTTNBP2,CTTNBP2,CTTNBP2
ADGRL3,ADGRL3,ADGRL3,ADGRL3
LINC01505,LINC01505,LINC01505,LINC01505
DNM3,DNM3,DNM3,DNM3
PRKAA2,PRKAA2,PRKAA2,PRKAA2
PCSK5,PCSK5,PCSK5,PCSK5
ST6GAL2,ST6GAL2,ST6GAL2,ST6GAL2
LINC01551,LINC01551,LINC01551,LINC01551
TMEFF2,TMEFF2,TMEFF2,TMEFF2
