_BACKGROUND,5p,10p,15p
ZFP90,ZFP90,ZFP90,ZFP90
GRM3,GRM3,GRM3,GRM3
DSCAM,DSCAM,DSCAM,DSCAM
RRAS2,RRAS2,RRAS2,RRAS2
PTPRF,PTPRF,PTPRF,PTPRF
GCHFR,GCHFR,GCHFR,GCHFR
ZNF772,ZNF772,ZNF772,ZNF772
SOX5,SOX5,SOX5,SOX5
LDAH,LDAH,LDAH,LDAH
ZNF148,ZNF148,ZNF148,ZNF148
LRP8,LRP8,LRP8,LRP8
DGKI,DGKI,DGKI,DGKI
SGK3,SGK3,SGK3,SGK3
GALNT13,GALNT13,GALNT13,GALNT13
TAB2,TAB2,TAB2,TAB2
NPNT,NPNT,NPNT,NPNT
FNDC3B,FNDC3B,FNDC3B,FNDC3B
ETNK1,ETNK1,ETNK1,ETNK1
MBD2,MBD2,MBD2,MBD2
FOXJ3,FOXJ3,FOXJ3,FOXJ3
PTPRG,PTPRG,PTPRG,PTPRG
KDM2A,KDM2A,KDM2A,KDM2A
NRXN3,NRXN3,NRXN3,NRXN3
PDGFA,PDGFA,PDGFA,PDGFA
MIR137HG,MIR137HG,MIR137HG,MIR137HG
TGFBR3,TGFBR3,TGFBR3,TGFBR3
CNRIP1,CNRIP1,CNRIP1,CNRIP1
CDH10,CDH10,CDH10,CDH10
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
JAZF1,JAZF1,JAZF1,JAZF1
UNC13B,UNC13B,UNC13B,UNC13B
FLNA,FLNA,FLNA,FLNA
ZNF706,ZNF706,ZNF706,ZNF706
RPH3A,RPH3A,RPH3A,RPH3A
CELF4,CELF4,CELF4,CELF4
LUZP2,LUZP2,LUZP2,LUZP2
INPP4B,INPP4B,INPP4B,INPP4B
KIAA0319,KIAA0319,KIAA0319,KIAA0319
TRPC4,TRPC4,TRPC4,TRPC4
ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5
LINC-PINT,LINC-PINT,LINC-PINT,LINC-PINT
CECR2,CECR2,CECR2,CECR2
CDYL,CDYL,CDYL,CDYL
AACS,AACS,AACS,AACS
C5orf66,C5orf66,C5orf66,C5orf66
NLGN4X,NLGN4X,NLGN4X,NLGN4X
POU2F1,POU2F1,POU2F1,POU2F1
SCAI,SCAI,SCAI,SCAI
DAB1,DAB1,DAB1,DAB1
BCL6,BCL6,BCL6,BCL6
PHF21A,PHF21A,PHF21A,PHF21A
MGAT4C,MGAT4C,MGAT4C,MGAT4C
RNF146,RNF146,RNF146,RNF146
ZNF273,ZNF273,ZNF273,ZNF273
PUM3,PUM3,PUM3,PUM3
TMEM266,TMEM266,TMEM266,TMEM266
SOS2,SOS2,SOS2,SOS2
PRKCE,PRKCE,PRKCE,PRKCE
MIR29B2CHG,MIR29B2CHG,MIR29B2CHG,MIR29B2CHG
NEURL1,NEURL1,NEURL1,NEURL1
PEX5L,PEX5L,PEX5L,PEX5L
NUDT4,NUDT4,NUDT4,NUDT4
UACA,UACA,UACA,UACA
PRKAG2,PRKAG2,PRKAG2,PRKAG2
FOXO3,FOXO3,FOXO3,FOXO3
ANKRD44,ANKRD44,ANKRD44,ANKRD44
NETO1,NETO1,NETO1,NETO1
PDZRN3,PDZRN3,PDZRN3,PDZRN3
ASB8,ASB8,ASB8,ASB8
LCOR,LCOR,LCOR,LCOR
FOXP1,FOXP1,FOXP1,FOXP1
SP3,SP3,SP3,SP3
ZFP1,ZFP1,ZFP1,ZFP1
GPR158,GPR158,GPR158,GPR158
CANX,CANX,CANX,CANX
ASAP2,ASAP2,ASAP2,ASAP2
AEBP2,AEBP2,AEBP2,AEBP2
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
PDGFC,PDGFC,PDGFC,PDGFC
COL23A1,COL23A1,COL23A1,COL23A1
MBNL3,MBNL3,MBNL3,MBNL3
STAU2,STAU2,STAU2,STAU2
PTPRR,PTPRR,PTPRR,PTPRR
