_BACKGROUND,5p,10p,15p
KCNK2,KCNK2,KCNK2,KCNK2
DPP6,DPP6,DPP6,DPP6
ARID5B,ARID5B,ARID5B,ARID5B
HMBOX1,HMBOX1,HMBOX1,HMBOX1
ENOX1,ENOX1,ENOX1,ENOX1
PKP4,PKP4,PKP4,PKP4
MPPED2,MPPED2,MPPED2,MPPED2
STAT5B,STAT5B,STAT5B,STAT5B
ZNF112,ZNF112,ZNF112,ZNF112
ZNF562,ZNF562,ZNF562,ZNF562
ZNF202,ZNF202,ZNF202,ZNF202
CBLB,CBLB,CBLB,CBLB
TBL1X,TBL1X,TBL1X,TBL1X
SSBP2,SSBP2,SSBP2,SSBP2
DCLK1,DCLK1,DCLK1,DCLK1
ZNF432,ZNF432,ZNF432,ZNF432
ZNF717,ZNF717,ZNF717,ZNF717
ZNF441,ZNF441,ZNF441,ZNF441
PRDM10,PRDM10,PRDM10,PRDM10
CTNND2,CTNND2,CTNND2,CTNND2
ZFP90,ZFP90,ZFP90,ZFP90
ARNT,ARNT,ARNT,ARNT
BMPER,BMPER,BMPER,BMPER
LRRC8B,LRRC8B,LRRC8B,LRRC8B
HTR1E,HTR1E,HTR1E,HTR1E
XRCC1,XRCC1,XRCC1,XRCC1
TMEM164,TMEM164,TMEM164,TMEM164
SNTG1,SNTG1,SNTG1,SNTG1
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
ARNT2,ARNT2,ARNT2,ARNT2
VEGFC,VEGFC,VEGFC,VEGFC
ZNF506,ZNF506,ZNF506,ZNF506
MARK1,MARK1,MARK1,MARK1
ZNF737,ZNF737,ZNF737,ZNF737
JAZF1,JAZF1,JAZF1,JAZF1
ZNF763,ZNF763,ZNF763,ZNF763
ZNF766,ZNF766,ZNF766,ZNF766
ZNF678,ZNF678,ZNF678,ZNF678
KCNJ6,KCNJ6,KCNJ6,KCNJ6
CDH2,CDH2,CDH2,CDH2
ZNF451,ZNF451,ZNF451,ZNF451
SP1,SP1,SP1,SP1
ZNF429,ZNF429,ZNF429,ZNF429
ATP8A1,ATP8A1,ATP8A1,ATP8A1
ZNF680,ZNF680,ZNF680,ZNF680
CBLN2,CBLN2,CBLN2,CBLN2
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
NPAS1,NPAS1,NPAS1,NPAS1
SLIT2,SLIT2,SLIT2,SLIT2
FIGN,FIGN,FIGN,FIGN
ZNF283,ZNF283,ZNF283,ZNF283
ANKS1A,ANKS1A,ANKS1A,ANKS1A
ZNF236,ZNF236,ZNF236,ZNF236
ZNF69,ZNF69,ZNF69,ZNF69
TFDP2,TFDP2,TFDP2,TFDP2
KCTD8,KCTD8,KCTD8,KCTD8
ZNF626,ZNF626,ZNF626,ZNF626
PAM,PAM,PAM,PAM
ZNF334,ZNF334,ZNF334,ZNF334
THRB,THRB,THRB,THRB
ZNF800,ZNF800,ZNF800,ZNF800
SH3GL3,SH3GL3,SH3GL3,SH3GL3
QRFPR,QRFPR,QRFPR,QRFPR
ZFX,ZFX,ZFX,ZFX
GNB4,GNB4,GNB4,GNB4
LRRC8C,LRRC8C,LRRC8C,LRRC8C
ZNF790,ZNF790,ZNF790,ZNF790
GTF3A,GTF3A,GTF3A,GTF3A
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
ASCC1,ASCC1,ASCC1,ASCC1
ZNF546,ZNF546,ZNF546,ZNF546
WASF3,WASF3,WASF3,WASF3
ZNF417,ZNF417,ZNF417,ZNF417
TRHDE,TRHDE,TRHDE,TRHDE
CELF2,CELF2,CELF2,CELF2
ZNF420,ZNF420,ZNF420,ZNF420
KCNK12,KCNK12,KCNK12,KCNK12
RNF144A,RNF144A,RNF144A,RNF144A
ERBIN,ERBIN,ERBIN,ERBIN
ZBTB5,ZBTB5,ZBTB5,ZBTB5
MTF1,MTF1,MTF1,MTF1
TLE1,TLE1,TLE1,TLE1
ENOX2,ENOX2,ENOX2,ENOX2
PDE10A,PDE10A,PDE10A,PDE10A
ZNF235,ZNF235,ZNF235,ZNF235
MAGI2,MAGI2,MAGI2,MAGI2
IGSF21,IGSF21,IGSF21,IGSF21
KCNC2,KCNC2,KCNC2,KCNC2
GAS7,GAS7,GAS7,GAS7
AHCTF1,AHCTF1,AHCTF1,AHCTF1
ZNF691,ZNF691,ZNF691,ZNF691
ZNF823,ZNF823,ZNF823,ZNF823
ZNF260,ZNF260,ZNF260,ZNF260
CELF4,CELF4,CELF4,CELF4
ARHGEF4,ARHGEF4,ARHGEF4,ARHGEF4
ADCY7,ADCY7,ADCY7,ADCY7
ZNF224,ZNF224,ZNF224,ZNF224
SERPINI1,SERPINI1,SERPINI1,SERPINI1
ZNF689,ZNF689,ZNF689,ZNF689
ZNF337,ZNF337,ZNF337,ZNF337
FARP2,FARP2,FARP2,FARP2
ZNF433,ZNF433,ZNF433,ZNF433
PSMD12,PSMD12,PSMD12,PSMD12
ZNF284,ZNF284,ZNF284,ZNF284
ZNF615,ZNF615,ZNF615,ZNF615
TMEM150C,TMEM150C,TMEM150C,TMEM150C
ANKRD6,ANKRD6,ANKRD6,ANKRD6
