_BACKGROUND,5p,10p,15p
NRCAM,NRCAM,NRCAM,NRCAM
SEMA5A,SEMA5A,SEMA5A,SEMA5A
PDE4B,PDE4B,PDE4B,PDE4B
ARHGEF6,ARHGEF6,ARHGEF6,ARHGEF6
NTNG1,NTNG1,NTNG1,NTNG1
TOX,TOX,TOX,TOX
PRKAA2,PRKAA2,PRKAA2,PRKAA2
CCSER1,CCSER1,CCSER1,CCSER1
AGAP1,AGAP1,AGAP1,AGAP1
PTPRM,PTPRM,PTPRM,PTPRM
CDH11,CDH11,CDH11,CDH11
EDIL3,EDIL3,EDIL3,EDIL3
CTNNA2,CTNNA2,CTNNA2,CTNNA2
NOVA1,NOVA1,NOVA1,NOVA1
NFIA,NFIA,NFIA,NFIA
ZFPM2,ZFPM2,ZFPM2,ZFPM2
ZEB1,ZEB1,ZEB1,ZEB1
FOXO3,FOXO3,FOXO3,FOXO3
DTNA,DTNA,DTNA,DTNA
SH3RF1,SH3RF1,SH3RF1,SH3RF1
CNOT4,CNOT4,CNOT4,CNOT4
CHST9,CHST9,CHST9,CHST9
SOX5,SOX5,SOX5,SOX5
CLOCK,CLOCK,CLOCK,CLOCK
EGFR,EGFR,EGFR,EGFR
NFIB,NFIB,NFIB,NFIB
CREB1,CREB1,CREB1,CREB1
SSBP2,SSBP2,SSBP2,SSBP2
KIAA1217,KIAA1217,KIAA1217,KIAA1217
HP1BP3,HP1BP3,HP1BP3,HP1BP3
KCNIP1,KCNIP1,KCNIP1,KCNIP1
PDE4D,PDE4D,PDE4D,PDE4D
STAT5B,STAT5B,STAT5B,STAT5B
NRF1,NRF1,NRF1,NRF1
RFX3,RFX3,RFX3,RFX3
SNCA,SNCA,SNCA,SNCA
SETBP1,SETBP1,SETBP1,SETBP1
KLHL32,KLHL32,KLHL32,KLHL32
RBMS1,RBMS1,RBMS1,RBMS1
RORA,RORA,RORA,RORA
ZNF462,ZNF462,ZNF462,ZNF462
ARPP21,ARPP21,ARPP21,ARPP21
MEF2A,MEF2A,MEF2A,MEF2A
KCNT2,KCNT2,KCNT2,KCNT2
SCMH1,SCMH1,SCMH1,SCMH1
ANKS1B,ANKS1B,ANKS1B,ANKS1B
KCTD8,KCTD8,KCTD8,KCTD8
CDH20,CDH20,CDH20,CDH20
WIPF1,WIPF1,WIPF1,WIPF1
PTPRD,PTPRD,PTPRD,PTPRD
KCNIP4,KCNIP4,KCNIP4,KCNIP4
PIK3R1,PIK3R1,PIK3R1,PIK3R1
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
CACHD1,CACHD1,CACHD1,CACHD1
NR3C2,NR3C2,NR3C2,NR3C2
THRB,THRB,THRB,THRB
GALNT7,GALNT7,GALNT7,GALNT7
PAM,PAM,PAM,PAM
SGCZ,SGCZ,SGCZ,SGCZ
ZNF846,ZNF846,ZNF846,ZNF846
TTTY14,TTTY14,TTTY14,TTTY14
FOXJ3,FOXJ3,FOXJ3,FOXJ3
SYT14,SYT14,SYT14,SYT14
NPAS2,NPAS2,NPAS2,NPAS2
VCAN,VCAN,VCAN,VCAN
NLGN4Y,NLGN4Y,NLGN4Y,NLGN4Y
HDAC9,HDAC9,HDAC9,HDAC9
CDK19,CDK19,CDK19,CDK19
KDM4C,KDM4C,KDM4C,KDM4C
NCOA1,NCOA1,NCOA1,NCOA1
ST6GAL2,ST6GAL2,ST6GAL2,ST6GAL2
FNDC3B,FNDC3B,FNDC3B,FNDC3B
ADCY2,ADCY2,ADCY2,ADCY2
RBPJ,RBPJ,RBPJ,RBPJ
