_BACKGROUND,5p,10p,15p
IL4I1,IL4I1,IL4I1,IL4I1
IQGAP2,IQGAP2,IQGAP2,IQGAP2
GBE1,GBE1,GBE1,GBE1
LIMK2,LIMK2,LIMK2,LIMK2
PDZD8,PDZD8,PDZD8,PDZD8
RGS1,RGS1,RGS1,RGS1
HIC1,HIC1,HIC1,HIC1
XYLT1,XYLT1,XYLT1,XYLT1
IRF4,IRF4,IRF4,IRF4
BCAS3,BCAS3,BCAS3,BCAS3
LAIR1,LAIR1,LAIR1,LAIR1
ZNF84,ZNF84,ZNF84,ZNF84
LINC00485,LINC00485,LINC00485,LINC00485
EREG,EREG,EREG,EREG
ZNF484,ZNF484,ZNF484,ZNF484
ATP1B1,ATP1B1,ATP1B1,ATP1B1
KDM5A,KDM5A,KDM5A,KDM5A
ATP6V1B2,ATP6V1B2,ATP6V1B2,ATP6V1B2
SPP2,SPP2,SPP2,SPP2
ALCAM,ALCAM,ALCAM,ALCAM
CLVS2,CLVS2,CLVS2,CLVS2
TFAP4,TFAP4,TFAP4,TFAP4
ZNF280B,ZNF280B,ZNF280B,ZNF280B
LCLAT1,LCLAT1,LCLAT1,LCLAT1
CDR2L,CDR2L,CDR2L,CDR2L
PPP2R2B,PPP2R2B,PPP2R2B,PPP2R2B
ZNF354C,ZNF354C,ZNF354C,ZNF354C
CYTL1,CYTL1,CYTL1,CYTL1
MBNL2,MBNL2,MBNL2,MBNL2
PALM2-AKAP2,PALM2-AKAP2,PALM2-AKAP2,PALM2-AKAP2
VIM-AS1,VIM-AS1,VIM-AS1,VIM-AS1
TMEM179,TMEM179,TMEM179,TMEM179
F8,F8,F8,F8
HMGXB3,HMGXB3,HMGXB3,HMGXB3
C8orf34,C8orf34,C8orf34,C8orf34
CADM2,CADM2,CADM2,CADM2
PLD1,PLD1,PLD1,PLD1
KCNIP4,KCNIP4,KCNIP4,KCNIP4
FUT9,FUT9,FUT9,FUT9
DIS3L,DIS3L,DIS3L,DIS3L
JUNB,JUNB,JUNB,JUNB
ZNF213,ZNF213,ZNF213,ZNF213
PHLDB2,PHLDB2,PHLDB2,PHLDB2
CD74,CD74,CD74,CD74
C11orf87,C11orf87,C11orf87,C11orf87
ZNF417,ZNF417,ZNF417,ZNF417
RFPL2,RFPL2,RFPL2,RFPL2
RTCB,RTCB,RTCB,RTCB
CRTC2,CRTC2,CRTC2,CRTC2
RNF144A,RNF144A,RNF144A,RNF144A
CCL4,CCL4,CCL4,CCL4
NFIX,NFIX,NFIX,NFIX
SH3GL2,SH3GL2,SH3GL2,SH3GL2
JMY,JMY,JMY,JMY
SNX32,SNX32,SNX32,SNX32
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
R3HDM1,R3HDM1,R3HDM1,R3HDM1
MYT1L-AS1,MYT1L-AS1,MYT1L-AS1,MYT1L-AS1
PRKAA2,PRKAA2,PRKAA2,PRKAA2
TOX2,TOX2,TOX2,TOX2
PODN,PODN,PODN,PODN
MDGA2,MDGA2,MDGA2,MDGA2
POU2F3,POU2F3,POU2F3,POU2F3
PAK6,PAK6,PAK6,PAK6
MAPK8,MAPK8,MAPK8,MAPK8
JUN,JUN,JUN,JUN
ELOVL4,ELOVL4,ELOVL4,ELOVL4
IL1RAPL2,IL1RAPL2,IL1RAPL2,IL1RAPL2
HLTF,HLTF,HLTF,HLTF
HES1,HES1,HES1,HES1
ATP8A1,ATP8A1,ATP8A1,ATP8A1
ABHD17C,ABHD17C,ABHD17C,ABHD17C
EML5,EML5,EML5,EML5
TP53,TP53,TP53,TP53
TPK1,TPK1,TPK1,TPK1
ZC3H12B,ZC3H12B,ZC3H12B,ZC3H12B
ZNF804B,ZNF804B,ZNF804B,ZNF804B
RTN1,RTN1,RTN1,RTN1
UNC5D,UNC5D,UNC5D,UNC5D
YWHAG,YWHAG,YWHAG,YWHAG
GTPBP2,GTPBP2,GTPBP2,GTPBP2
E4F1,E4F1,E4F1,E4F1
CYSTM1,CYSTM1,CYSTM1,CYSTM1
NEK10,NEK10,NEK10,NEK10
LHPP,LHPP,LHPP,LHPP
CLDN12,CLDN12,CLDN12,CLDN12
GNG4,GNG4,GNG4,GNG4
E2F3,E2F3,E2F3,E2F3
CSMD3,CSMD3,CSMD3,CSMD3
POC1A,POC1A,POC1A,POC1A
MTSS1,MTSS1,MTSS1,MTSS1
RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5
EFNA5,EFNA5,EFNA5,EFNA5
ZSWIM5,ZSWIM5,ZSWIM5,ZSWIM5
PARM1,PARM1,PARM1,PARM1
ZNF736,ZNF736,ZNF736,ZNF736
TRHDE,TRHDE,TRHDE,TRHDE
DSN1,DSN1,DSN1,DSN1
ZNF107,ZNF107,ZNF107,ZNF107
DPY19L2,DPY19L2,DPY19L2,DPY19L2
AMZ1,AMZ1,AMZ1,AMZ1
CACNA1B,CACNA1B,CACNA1B,CACNA1B
PDE1A,PDE1A,PDE1A,PDE1A
LIN52,LIN52,LIN52,LIN52
ZSCAN20,ZSCAN20,ZSCAN20,ZSCAN20
KCNH7,KCNH7,KCNH7,KCNH7
FSTL4,FSTL4,FSTL4,FSTL4
PCDH7,PCDH7,PCDH7,PCDH7
PPIA,PPIA,PPIA,PPIA
PURA,PURA,PURA,PURA
ZNF256,ZNF256,ZNF256,ZNF256
PPM1H,PPM1H,PPM1H,PPM1H
ZNF397,ZNF397,ZNF397,ZNF397
GBX1,GBX1,GBX1,GBX1
PLAC1,PLAC1,PLAC1,PLAC1
MAF,MAF,MAF,MAF
PLXNA2,PLXNA2,PLXNA2,PLXNA2
CMTM8,CMTM8,CMTM8,CMTM8
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
MYO7B,MYO7B,MYO7B,MYO7B
LRPAP1,LRPAP1,LRPAP1,LRPAP1
STXBP6,STXBP6,STXBP6,STXBP6
SMS,SMS,SMS,SMS
ZNF577,ZNF577,ZNF577,ZNF577
CADPS,CADPS,CADPS,CADPS
RPAP2,RPAP2,RPAP2,RPAP2
ZNF235,ZNF235,ZNF235,ZNF235
ZFP2,ZFP2,ZFP2,ZFP2
COL25A1,COL25A1,COL25A1,COL25A1
AEBP2,AEBP2,AEBP2,AEBP2
NTM,NTM,NTM,NTM
LINC00894,LINC00894,LINC00894,LINC00894
MBNL3,MBNL3,MBNL3,MBNL3
P3H1,P3H1,P3H1,P3H1
SLC44A5,SLC44A5,SLC44A5,SLC44A5
BBS9,BBS9,BBS9,BBS9
NR2E3,NR2E3,NR2E3,NR2E3
PKM,PKM,PKM,PKM
ERG,ERG,ERG,ERG
HIST3H2A,HIST3H2A,HIST3H2A,HIST3H2A
MBD2,MBD2,MBD2,MBD2
LRRTM3,LRRTM3,LRRTM3,LRRTM3
JAZF1-AS1,JAZF1-AS1,JAZF1-AS1,JAZF1-AS1
ZXDB,ZXDB,ZXDB,ZXDB
CCDC26,CCDC26,CCDC26,CCDC26
GRIN2B,GRIN2B,GRIN2B,GRIN2B
CNTN5,CNTN5,CNTN5,CNTN5
DNAH7,DNAH7,DNAH7,DNAH7
SGPP2,SGPP2,SGPP2,SGPP2
MIR137HG,MIR137HG,MIR137HG,MIR137HG
HNF4A,HNF4A,HNF4A,HNF4A
XIST,XIST,XIST,XIST
HECW2,HECW2,HECW2,HECW2
KLHL13,KLHL13,KLHL13,KLHL13
ENY2,ENY2,ENY2,ENY2
LIMCH1,LIMCH1,LIMCH1,LIMCH1
ZNF774,ZNF774,ZNF774,ZNF774
LCP2,LCP2,LCP2,LCP2
NSMAF,NSMAF,NSMAF,NSMAF
ZNF506,ZNF506,ZNF506,ZNF506
STRAP,STRAP,STRAP,STRAP
LRRC63,LRRC63,LRRC63,LRRC63
CLEC12A,CLEC12A,CLEC12A,CLEC12A
SSX2IP,SSX2IP,SSX2IP,SSX2IP
TBC1D19,TBC1D19,TBC1D19,TBC1D19
FGF2,FGF2,FGF2,FGF2
ZC3H6,ZC3H6,ZC3H6,ZC3H6
LMO3,LMO3,LMO3,LMO3
HACD3,HACD3,HACD3,HACD3
DIS3,DIS3,DIS3,DIS3
CLHC1,CLHC1,CLHC1,CLHC1
IGSF3,IGSF3,IGSF3,IGSF3
ZNF25,ZNF25,ZNF25,ZNF25
ANKRD30BL,ANKRD30BL,ANKRD30BL,ANKRD30BL
DPYD,DPYD,DPYD,DPYD
ZNF770,ZNF770,ZNF770,ZNF770
PPM1E,PPM1E,PPM1E,PPM1E
EPHA7,EPHA7,EPHA7,EPHA7
RNF152,RNF152,RNF152,RNF152
TEKT2,TEKT2,TEKT2,TEKT2
TRAF2,TRAF2,TRAF2,TRAF2
LNX2,LNX2,LNX2,LNX2
GPHN,GPHN,GPHN,GPHN
CASP8AP2,CASP8AP2,CASP8AP2,CASP8AP2
SLC39A14,SLC39A14,SLC39A14,SLC39A14
DNAH14,DNAH14,DNAH14,DNAH14
NFAT5,NFAT5,NFAT5,NFAT5
OR2L13,OR2L13,OR2L13,OR2L13
N4BP3,N4BP3,N4BP3,N4BP3
CAP2,CAP2,CAP2,CAP2
DGKA,DGKA,DGKA,DGKA
SIAH2,SIAH2,SIAH2,SIAH2
ZNF77,ZNF77,ZNF77,ZNF77
DLG2,DLG2,DLG2,DLG2
PSTPIP2,PSTPIP2,PSTPIP2,PSTPIP2
NR2F1-AS1,NR2F1-AS1,NR2F1-AS1,NR2F1-AS1
GPC6,GPC6,GPC6,GPC6
FGF12,FGF12,FGF12,FGF12
TSHZ3,TSHZ3,TSHZ3,TSHZ3
MOB3B,MOB3B,MOB3B,MOB3B
IRF9,IRF9,IRF9,IRF9
KIAA0319,KIAA0319,KIAA0319,KIAA0319
BANP,BANP,BANP,BANP
LCOR,LCOR,LCOR,LCOR
LINC01551,LINC01551,LINC01551,LINC01551
LINC01301,LINC01301,LINC01301,LINC01301
TDRD9,TDRD9,TDRD9,TDRD9
BPTF,BPTF,BPTF,BPTF
ZNF138,ZNF138,ZNF138,ZNF138
YWHAE,YWHAE,YWHAE,YWHAE
SORCS3,SORCS3,SORCS3,SORCS3
TREM2,TREM2,TREM2,TREM2
PDGFC,PDGFC,PDGFC,PDGFC
AJAP1,AJAP1,AJAP1,AJAP1
TOM1,TOM1,TOM1,TOM1
IPCEF1,IPCEF1,IPCEF1,IPCEF1
EGLN1,EGLN1,EGLN1,EGLN1
EDIL3,EDIL3,EDIL3,EDIL3
CLIP2,CLIP2,CLIP2,CLIP2
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
PSMG4,PSMG4,PSMG4,PSMG4
ADNP2,ADNP2,ADNP2,ADNP2
EPHB2,EPHB2,EPHB2,EPHB2
SYNE1,SYNE1,SYNE1,SYNE1
PUM3,PUM3,PUM3,PUM3
MICAL3,,MICAL3,MICAL3
SIM2,,SIM2,SIM2
ETV4,,ETV4,ETV4
STAM2,,STAM2,STAM2
SH3RF1,,SH3RF1,SH3RF1
ATP13A4,,ATP13A4,ATP13A4
UNC80,,UNC80,UNC80
SPIB,,SPIB,SPIB
LINC01184,,LINC01184,LINC01184
LHFPL3,,LHFPL3,LHFPL3
CDYL2,,CDYL2,CDYL2
MAPK10,,MAPK10,MAPK10
CSRNP3,,CSRNP3,CSRNP3
VWC2L,,VWC2L,VWC2L
TFEC,,TFEC,TFEC
PHF24,,PHF24,PHF24
RAB40B,,RAB40B,RAB40B
PPIP5K1,,PPIP5K1,PPIP5K1
MYT1L,,MYT1L,MYT1L
PDZRN3,,PDZRN3,PDZRN3
MED12L,,MED12L,MED12L
ABCG4,,ABCG4,ABCG4
PCLO,,PCLO,PCLO
SOCS6,,SOCS6,SOCS6
HMGCLL1,,HMGCLL1,HMGCLL1
ZNF528,,ZNF528,ZNF528
SLC35F1,,SLC35F1,SLC35F1
ST6GAL2,,ST6GAL2,ST6GAL2
HAGLR,,HAGLR,HAGLR
ZNF24,,ZNF24,ZNF24
PRR29-AS1,,PRR29-AS1,PRR29-AS1
DCPS,,DCPS,DCPS
TOX,,TOX,TOX
SOX2,,SOX2,SOX2
OSBPL6,,OSBPL6,OSBPL6
ZNF492,,ZNF492,ZNF492
ZNF300,,ZNF300,ZNF300
PRKCQ,,PRKCQ,PRKCQ
PCSK6,,PCSK6,PCSK6
AGAP1,,AGAP1,AGAP1
PRICKLE2,,PRICKLE2,PRICKLE2
ACYP2,,ACYP2,ACYP2
DPY30,,DPY30,DPY30
RAPGEF5,,RAPGEF5,RAPGEF5
MEF2D,,MEF2D,MEF2D
ROBO2,,ROBO2,ROBO2
ASIC2,,ASIC2,ASIC2
LGR4,,LGR4,LGR4
TRAF3IP2-AS1,,TRAF3IP2-AS1,TRAF3IP2-AS1
GTF3C5,,GTF3C5,GTF3C5
HNRNPA0,,HNRNPA0,HNRNPA0
GTF3A,,GTF3A,GTF3A
STK32B,,STK32B,STK32B
ALG14,,ALG14,ALG14
HERPUD1,,HERPUD1,HERPUD1
NCAM2,,NCAM2,NCAM2
SNAI3,,SNAI3,SNAI3
PTPN5,,PTPN5,PTPN5
HIST1H1E,,HIST1H1E,HIST1H1E
TCP11,,TCP11,TCP11
UTP18,,UTP18,UTP18
PEAK1,,PEAK1,PEAK1
SLC5A3,,SLC5A3,SLC5A3
IGLON5,,IGLON5,IGLON5
CYP27C1,,CYP27C1,CYP27C1
TRIM9,,TRIM9,TRIM9
WDR92,,WDR92,WDR92
USF1,,USF1,USF1
HESX1,,HESX1,HESX1
CRTAC1,,CRTAC1,CRTAC1
NOS1AP,,NOS1AP,NOS1AP
ZMAT2,,ZMAT2,ZMAT2
FGL1,,FGL1,FGL1
CD96,,CD96,CD96
FIZ1,,FIZ1,FIZ1
MYL4,,MYL4,MYL4
IL1RN,,IL1RN,IL1RN
ST8SIA3,,ST8SIA3,ST8SIA3
PPP1R9A,,PPP1R9A,PPP1R9A
SOBP,,SOBP,SOBP
PXK,,PXK,PXK
TEK,,TEK,TEK
RAVER2,,RAVER2,RAVER2
TNFRSF1B,,TNFRSF1B,TNFRSF1B
ZNF845,,ZNF845,ZNF845
XKR9,,XKR9,XKR9
ALG10B,,ALG10B,ALG10B
BRINP2,,BRINP2,BRINP2
FAM81A,,FAM81A,FAM81A
SUV39H2,,SUV39H2,SUV39H2
ZNF543,,ZNF543,ZNF543
XPNPEP1,,XPNPEP1,XPNPEP1
HSPA1A,,HSPA1A,HSPA1A
PKNOX1,,PKNOX1,PKNOX1
PHKA1,,PHKA1,PHKA1
PTPRZ1,,PTPRZ1,PTPRZ1
HSPG2,,HSPG2,HSPG2
SCN2A,,SCN2A,SCN2A
MAPRE2,,MAPRE2,MAPRE2
CYP4F11,,CYP4F11,CYP4F11
EPB41L4B,,EPB41L4B,EPB41L4B
PPARA,,PPARA,PPARA
DAAM2,,DAAM2,DAAM2
RNF150,,RNF150,RNF150
NTRK2,,NTRK2,NTRK2
ZNF660,,ZNF660,ZNF660
SASH1,,SASH1,SASH1
NFE2L2,,NFE2L2,NFE2L2
CD81,,CD81,CD81
SMAD6,,SMAD6,SMAD6
ASXL3,,ASXL3,ASXL3
CD82,,CD82,CD82
FEZ1,,FEZ1,FEZ1
ZNF462,,ZNF462,ZNF462
RALBP1,,RALBP1,RALBP1
ZNF85,,ZNF85,ZNF85
PLP1,,PLP1,PLP1
DANT2,,DANT2,DANT2
POLE2,,POLE2,POLE2
SYCP2,,SYCP2,SYCP2
TRMT11,,TRMT11,TRMT11
FAT1,,FAT1,FAT1
DOCK3,,DOCK3,DOCK3
PIK3C3,,PIK3C3,PIK3C3
RNF157,,RNF157,RNF157
RHD,,RHD,RHD
LRRCC1,,LRRCC1,LRRCC1
ZSCAN18,,ZSCAN18,ZSCAN18
AP3M2,,AP3M2,AP3M2
ZNF512,,ZNF512,ZNF512
ZNF451,,ZNF451,ZNF451
RPL12,,RPL12,RPL12
PHF1,,PHF1,PHF1
PERP,,PERP,PERP
CDC45,,CDC45,CDC45
WDR72,,WDR72,WDR72
MSH3,,MSH3,MSH3
S100A1,,S100A1,S100A1
TLE1,,TLE1,TLE1
DDIT4,,DDIT4,DDIT4
CDC14A,,CDC14A,CDC14A
CLU,,CLU,CLU
RNF217,,RNF217,RNF217
GZMA,,GZMA,GZMA
NIN,,NIN,NIN
STRBP,,STRBP,STRBP
ANK2,,ANK2,ANK2
VSIG4,,VSIG4,VSIG4
ZNF827,,ZNF827,ZNF827
ABLIM1,,ABLIM1,ABLIM1
SPDL1,,SPDL1,SPDL1
TTC39C,,TTC39C,TTC39C
ATP6V1E2,,ATP6V1E2,ATP6V1E2
ABHD17B,,ABHD17B,ABHD17B
MXI1,,MXI1,MXI1
TBPL1,,TBPL1,TBPL1
HAPLN4,,HAPLN4,HAPLN4
BMP6,,BMP6,BMP6
CEBPG,,CEBPG,CEBPG
LINC00472,,LINC00472,LINC00472
CNOT3,,CNOT3,CNOT3
IP6K1,,IP6K1,IP6K1
ZNF326,,ZNF326,ZNF326
LINC00467,,LINC00467,LINC00467
COL1A2,,COL1A2,COL1A2
HIST1H2AH,,HIST1H2AH,HIST1H2AH
ZNF141,,ZNF141,ZNF141
TMEM185B,,TMEM185B,TMEM185B
IER2,,IER2,IER2
LINC01426,,LINC01426,LINC01426
CAMK4,,CAMK4,CAMK4
ZNF682,,ZNF682,ZNF682
FRMPD4,,FRMPD4,FRMPD4
SLC33A1,,SLC33A1,SLC33A1
OTUD7B,,OTUD7B,OTUD7B
ZNF564,,ZNF564,ZNF564
VDR,,VDR,VDR
ANKH,,ANKH,ANKH
ARAP2,,ARAP2,ARAP2
E2F7,,E2F7,E2F7
MLLT3,,MLLT3,MLLT3
SMAD7,,SMAD7,SMAD7
HIST1H2BG,,HIST1H2BG,HIST1H2BG
ANXA11,,ANXA11,ANXA11
KLF10,,KLF10,KLF10
MIR181A1HG,,MIR181A1HG,MIR181A1HG
SMC6,,SMC6,SMC6
UBE2O,,UBE2O,UBE2O
ZNF792,,ZNF792,ZNF792
DNAH6,,DNAH6,DNAH6
SAPCD2,,SAPCD2,SAPCD2
KCTD18,,KCTD18,KCTD18
ZNF444,,ZNF444,ZNF444
TAGAP,,TAGAP,TAGAP
PDZRN4,,PDZRN4,PDZRN4
RPL39,,RPL39,RPL39
SCRG1,,SCRG1,SCRG1
UBB,,UBB,UBB
ZNF610,,ZNF610,ZNF610
IER3,,IER3,IER3
DSCAM,,DSCAM,DSCAM
NCAPD3,,NCAPD3,NCAPD3
FGFR1OP,,FGFR1OP,FGFR1OP
CENPF,,CENPF,CENPF
ARMC3,,ARMC3,ARMC3
SHANK2,,SHANK2,SHANK2
YY1,,YY1,YY1
SESTD1,,SESTD1,SESTD1
TIGD1,,TIGD1,TIGD1
NOD1,,NOD1,NOD1
USP39,,USP39,USP39
LPL,,LPL,LPL
ZNF483,,ZNF483,ZNF483
RGS6,,RGS6,RGS6
ADAM23,,ADAM23,ADAM23
DSCAML1,,DSCAML1,DSCAML1
E2F1,,E2F1,E2F1
NECTIN3,,NECTIN3,NECTIN3
UBE4B,,UBE4B,UBE4B
DNAJC9,,DNAJC9,DNAJC9
FOXJ3,,FOXJ3,FOXJ3
HES5,,HES5,HES5
RAPGEF4,,RAPGEF4,RAPGEF4
UHRF1,,UHRF1,UHRF1
PLCH1,,PLCH1,PLCH1
ST6GALNAC5,,ST6GALNAC5,ST6GALNAC5
TRPC5,,,TRPC5
MCC,,,MCC
PRR5,,,PRR5
FSIP1,,,FSIP1
ING3,,,ING3
ZNF711,,,ZNF711
HS6ST3,,,HS6ST3
KAT7,,,KAT7
ATP11A,,,ATP11A
ELOVL6,,,ELOVL6
EDA,,,EDA
DGCR9,,,DGCR9
RPS10,,,RPS10
NUCB1,,,NUCB1
RALYL,,,RALYL
DNAJC6,,,DNAJC6
FILIP1L,,,FILIP1L
CNTN3,,,CNTN3
RPS20,,,RPS20
LPAR1,,,LPAR1
ESRRB,,,ESRRB
KLF9,,,KLF9
