_BACKGROUND,5p,10p,15p
CLOCK,CLOCK,CLOCK,CLOCK
NCOR1,NCOR1,NCOR1,NCOR1
NCOA2,NCOA2,NCOA2,NCOA2
NUTM2A-AS1,NUTM2A-AS1,NUTM2A-AS1,NUTM2A-AS1
NAP1L1,NAP1L1,NAP1L1,NAP1L1
RUFY3,RUFY3,RUFY3,RUFY3
CUX2,CUX2,CUX2,CUX2
ADNP,ADNP,ADNP,ADNP
SNTG1,SNTG1,SNTG1,SNTG1
HP1BP3,HP1BP3,HP1BP3,HP1BP3
CACNA1C,CACNA1C,CACNA1C,CACNA1C
ATF2,ATF2,ATF2,ATF2
PIK3R1,PIK3R1,PIK3R1,PIK3R1
GTF2I,GTF2I,GTF2I,GTF2I
PLAGL1,PLAGL1,PLAGL1,PLAGL1
NR2F1-AS1,NR2F1-AS1,NR2F1-AS1,NR2F1-AS1
CNTN1,CNTN1,CNTN1,CNTN1
GABPB1,GABPB1,GABPB1,GABPB1
SORBS2,SORBS2,SORBS2,SORBS2
ATRNL1,ATRNL1,ATRNL1,ATRNL1
AFF4,AFF4,AFF4,AFF4
MLLT10,MLLT10,MLLT10,MLLT10
SHANK2,SHANK2,SHANK2,SHANK2
RAD21,RAD21,RAD21,RAD21
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
MIR124-2HG,MIR124-2HG,MIR124-2HG,MIR124-2HG
HMBOX1,HMBOX1,HMBOX1,HMBOX1
RBPJ,RBPJ,RBPJ,RBPJ
HCN1,HCN1,HCN1,HCN1
STAU2,STAU2,STAU2,STAU2
AUTS2,AUTS2,AUTS2,AUTS2
THOC2,THOC2,THOC2,THOC2
DLGAP4,DLGAP4,DLGAP4,DLGAP4
TMEM178B,TMEM178B,TMEM178B,TMEM178B
NR3C1,NR3C1,NR3C1,NR3C1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
FOXP1,FOXP1,FOXP1,FOXP1
UBE2E3,UBE2E3,UBE2E3,UBE2E3
MARCH1,MARCH1,MARCH1,MARCH1
ZNF664,ZNF664,ZNF664,ZNF664
PRKAA2,PRKAA2,PRKAA2,PRKAA2
SOX5,SOX5,SOX5,SOX5
PRKG1,PRKG1,PRKG1,PRKG1
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
TSC22D1,TSC22D1,TSC22D1,TSC22D1
TMEFF2,TMEFF2,TMEFF2,TMEFF2
ECE1,ECE1,ECE1,ECE1
FOXJ3,FOXJ3,FOXJ3,FOXJ3
SATB2,SATB2,SATB2,SATB2
NLGN1,NLGN1,NLGN1,NLGN1
OSBPL10,OSBPL10,OSBPL10,OSBPL10
APBB2,APBB2,APBB2,APBB2
CHD1,CHD1,CHD1,CHD1
THRB,THRB,THRB,THRB
ZNF704,ZNF704,ZNF704,ZNF704
LCOR,LCOR,LCOR,LCOR
PHACTR3,PHACTR3,PHACTR3,PHACTR3
JAZF1,JAZF1,JAZF1,JAZF1
ZNF148,ZNF148,ZNF148,ZNF148
BICD1,BICD1,BICD1,BICD1
HDAC9,HDAC9,HDAC9,HDAC9
NR2C2,NR2C2,NR2C2,NR2C2
HECW1,HECW1,HECW1,HECW1
EZH2,EZH2,EZH2,EZH2
NFYB,NFYB,NFYB,NFYB
SMAD5,SMAD5,SMAD5,SMAD5
CUX1,CUX1,CUX1,CUX1
NRXN3,NRXN3,NRXN3,NRXN3
YWHAZ,YWHAZ,YWHAZ,YWHAZ
CHSY3,CHSY3,CHSY3,CHSY3
PEG3,PEG3,PEG3,PEG3
