_BACKGROUND,5p,10p,15p
SPATA5,SPATA5,SPATA5,SPATA5
SREBF2,SREBF2,SREBF2,SREBF2
DMD,DMD,DMD,DMD
ZNF680,ZNF680,ZNF680,ZNF680
EHBP1,EHBP1,EHBP1,EHBP1
ZSWIM2,ZSWIM2,ZSWIM2,ZSWIM2
GADD45A,GADD45A,GADD45A,GADD45A
ERICH1,ERICH1,ERICH1,ERICH1
NTF3,NTF3,NTF3,NTF3
ZNF277,ZNF277,ZNF277,ZNF277
RAB40C,RAB40C,RAB40C,RAB40C
TMOD1,TMOD1,TMOD1,TMOD1
HTR7,HTR7,HTR7,HTR7
ASXL2,ASXL2,ASXL2,ASXL2
PYGL,PYGL,PYGL,PYGL
SLCO5A1,SLCO5A1,SLCO5A1,SLCO5A1
NDRG1,NDRG1,NDRG1,NDRG1
VPS33A,VPS33A,VPS33A,VPS33A
IGF1,IGF1,IGF1,IGF1
MAX,MAX,MAX,MAX
WIPI1,WIPI1,WIPI1,WIPI1
DCBLD2,DCBLD2,DCBLD2,DCBLD2
MECOM,MECOM,MECOM,MECOM
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
ZSCAN9,ZSCAN9,ZSCAN9,ZSCAN9
ZNF223,ZNF223,ZNF223,ZNF223
SLX4IP,SLX4IP,SLX4IP,SLX4IP
PPP1R14C,PPP1R14C,PPP1R14C,PPP1R14C
SH3BGRL2,SH3BGRL2,SH3BGRL2,SH3BGRL2
ADCY7,ADCY7,ADCY7,ADCY7
LDLR,LDLR,LDLR,LDLR
GLP1R,GLP1R,GLP1R,GLP1R
CPPED1,CPPED1,CPPED1,CPPED1
GLIS3,GLIS3,GLIS3,GLIS3
SAMD4A,SAMD4A,SAMD4A,SAMD4A
RHOBTB3,RHOBTB3,RHOBTB3,RHOBTB3
DLG1,DLG1,DLG1,DLG1
ZFPM1,ZFPM1,ZFPM1,ZFPM1
LYPD6B,LYPD6B,LYPD6B,LYPD6B
FRMD4A,FRMD4A,FRMD4A,FRMD4A
IL15,IL15,IL15,IL15
SYT9,SYT9,SYT9,SYT9
ANO1,ANO1,ANO1,ANO1
PDE8A,PDE8A,PDE8A,PDE8A
FGF2,FGF2,FGF2,FGF2
VSTM2B,VSTM2B,VSTM2B,VSTM2B
SCD,SCD,SCD,SCD
KCNIP1,KCNIP1,KCNIP1,KCNIP1
SIL1,SIL1,SIL1,SIL1
PDE4DIP,PDE4DIP,PDE4DIP,PDE4DIP
TSHZ3,TSHZ3,TSHZ3,TSHZ3
CELF5,CELF5,CELF5,CELF5
ZBTB37,ZBTB37,ZBTB37,ZBTB37
RASGRP1,RASGRP1,RASGRP1,RASGRP1
DUSP22,DUSP22,DUSP22,DUSP22
ZNF618,ZNF618,ZNF618,ZNF618
RARG,RARG,RARG,RARG
HSF5,HSF5,HSF5,HSF5
ABCB9,ABCB9,ABCB9,ABCB9
PARP8,PARP8,PARP8,PARP8
IRS1,IRS1,IRS1,IRS1
E2F5,E2F5,E2F5,E2F5
MTF2,MTF2,MTF2,MTF2
PBX1,PBX1,PBX1,PBX1
DCDC2C,DCDC2C,DCDC2C,DCDC2C
FOXF1,FOXF1,FOXF1,FOXF1
ZMAT4,ZMAT4,ZMAT4,ZMAT4
ZNF418,ZNF418,ZNF418,ZNF418
UNC13A,UNC13A,UNC13A,UNC13A
LIN28A,LIN28A,LIN28A,LIN28A
E2F6,E2F6,E2F6,E2F6
SKIDA1,SKIDA1,SKIDA1,SKIDA1
RAP1GAP,RAP1GAP,RAP1GAP,RAP1GAP
HHAT,HHAT,HHAT,HHAT
SQLE,SQLE,SQLE,SQLE
ARID3B,ARID3B,ARID3B,ARID3B
RGS17,RGS17,RGS17,RGS17
EVA1C,,EVA1C,EVA1C
BRINP1,,BRINP1,BRINP1
PLAG1,,PLAG1,PLAG1
SLIT2,,SLIT2,SLIT2
ATXN7,,ATXN7,ATXN7
EGLN3,,EGLN3,EGLN3
ESD,,ESD,ESD
TNPO1,,TNPO1,TNPO1
CBX7,,CBX7,CBX7
ZNF260,,ZNF260,ZNF260
ARNT2,,ARNT2,ARNT2
TIGAR,,TIGAR,TIGAR
FAM162B,,FAM162B,FAM162B
TOX3,,TOX3,TOX3
LIMS1,,LIMS1,LIMS1
NDNF,,NDNF,NDNF
EML6,,EML6,EML6
HMGB2,,HMGB2,HMGB2
LINC00511,,LINC00511,LINC00511
RFX1,,RFX1,RFX1
SMIM14,,SMIM14,SMIM14
UEVLD,,UEVLD,UEVLD
DDX20,,DDX20,DDX20
MARCH3,,MARCH3,MARCH3
LIMCH1,,LIMCH1,LIMCH1
VSNL1,,VSNL1,VSNL1
SLC7A2,,SLC7A2,SLC7A2
SLC22A1,,SLC22A1,SLC22A1
B3GLCT,,B3GLCT,B3GLCT
INSIG1,,INSIG1,INSIG1
DLX6-AS1,,DLX6-AS1,DLX6-AS1
STAT3,,STAT3,STAT3
ATF1,,ATF1,ATF1
C2,,C2,C2
ZNF124,,ZNF124,ZNF124
GLI3,,GLI3,GLI3
TDRD5,,TDRD5,TDRD5
GAN,,GAN,GAN
PDS5A,,PDS5A,PDS5A
TMTC1,,TMTC1,TMTC1
DRAM2,,DRAM2,DRAM2
UGT8,,UGT8,UGT8
TBPL1,,TBPL1,TBPL1
KIAA1210,,KIAA1210,KIAA1210
SMIM4,,SMIM4,SMIM4
CLDN1,,CLDN1,CLDN1
C12orf42,,C12orf42,C12orf42
PRDM4,,PRDM4,PRDM4
LINC01237,,LINC01237,LINC01237
ANKRD27,,ANKRD27,ANKRD27
ASAP1,,ASAP1,ASAP1
CDH7,,CDH7,CDH7
TMEM132C,,TMEM132C,TMEM132C
NEK10,,NEK10,NEK10
TMEM150C,,TMEM150C,TMEM150C
RAB3IP,,RAB3IP,RAB3IP
RND3,,RND3,RND3
PLAGL1,,PLAGL1,PLAGL1
ZSCAN18,,ZSCAN18,ZSCAN18
PAX2,,PAX2,PAX2
DOK7,,DOK7,DOK7
ZBTB7B,,ZBTB7B,ZBTB7B
CRISPLD1,,CRISPLD1,CRISPLD1
ZNF765,,ZNF765,ZNF765
ZNF57,,ZNF57,ZNF57
CCNI,,CCNI,CCNI
TFEB,,TFEB,TFEB
SP3,,SP3,SP3
TRIM39,,TRIM39,TRIM39
FOXK1,,FOXK1,FOXK1
TMEM266,,TMEM266,TMEM266
TOX2,,TOX2,TOX2
CCBE1,,CCBE1,CCBE1
PALLD,,PALLD,PALLD
ZNF333,,ZNF333,ZNF333
NUTM2A-AS1,,NUTM2A-AS1,NUTM2A-AS1
FOXK2,,FOXK2,FOXK2
LCA5,,LCA5,LCA5
ZNF398,,,ZNF398
LCLAT1,,,LCLAT1
NOS1AP,,,NOS1AP
SLC22A23,,,SLC22A23
ARHGEF11,,,ARHGEF11
MEIS2,,,MEIS2
ZEB2,,,ZEB2
ADAMTS17,,,ADAMTS17
HSF2,,,HSF2
MTHFD1,,,MTHFD1
ETV5,,,ETV5
MGA,,,MGA
ZNF592,,,ZNF592
PHC2,,,PHC2
FOXJ2,,,FOXJ2
EXOC6,,,EXOC6
KCNG2,,,KCNG2
CXXC5,,,CXXC5
DOK5,,,DOK5
ZNF485,,,ZNF485
ABCC1,,,ABCC1
FAM160A1,,,FAM160A1
CCDC85C,,,CCDC85C
CALCR,,,CALCR
TCF12,,,TCF12
LINC00939,,,LINC00939
INTS6,,,INTS6
ARNTL2,,,ARNTL2
ZFAT,,,ZFAT
