_BACKGROUND,5p,10p,15p
CNKSR2,CNKSR2,CNKSR2,CNKSR2
RGS6,RGS6,RGS6,RGS6
LINGO2,LINGO2,LINGO2,LINGO2
PCDH7,PCDH7,PCDH7,PCDH7
RIMS1,RIMS1,RIMS1,RIMS1
KCNIP4,KCNIP4,KCNIP4,KCNIP4
KCNJ6,KCNJ6,KCNJ6,KCNJ6
BRINP3,BRINP3,BRINP3,BRINP3
KIAA1549,KIAA1549,KIAA1549,KIAA1549
HS6ST3,HS6ST3,HS6ST3,HS6ST3
NWD2,NWD2,NWD2,NWD2
CDKL5,CDKL5,CDKL5,CDKL5
PPM1L,PPM1L,PPM1L,PPM1L
GRIK2,GRIK2,GRIK2,GRIK2
NECTIN3,NECTIN3,NECTIN3,NECTIN3
SYNGAP1,SYNGAP1,SYNGAP1,SYNGAP1
ZNF385B,ZNF385B,ZNF385B,ZNF385B
TMEM108,TMEM108,TMEM108,TMEM108
CNTN4,CNTN4,CNTN4,CNTN4
FBXW7,FBXW7,FBXW7,FBXW7
VSIG8,VSIG8,VSIG8,VSIG8
SYBU,SYBU,SYBU,SYBU
GRIN2B,GRIN2B,GRIN2B,GRIN2B
LRRC8B,LRRC8B,LRRC8B,LRRC8B
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
R3HDM1,R3HDM1,R3HDM1,R3HDM1
NRXN2,NRXN2,NRXN2,NRXN2
NEK10,NEK10,NEK10,NEK10
STYK1,STYK1,STYK1,STYK1
BRINP1,BRINP1,BRINP1,BRINP1
ARHGAP10,ARHGAP10,ARHGAP10,ARHGAP10
PAK1,PAK1,PAK1,PAK1
CELF5,CELF5,CELF5,CELF5
EFNB2,EFNB2,EFNB2,EFNB2
RAPGEF4,RAPGEF4,RAPGEF4,RAPGEF4
SPATS2L,SPATS2L,SPATS2L,SPATS2L
TRHDE-AS1,TRHDE-AS1,TRHDE-AS1,TRHDE-AS1
FZD3,FZD3,FZD3,FZD3
EPHA3,EPHA3,EPHA3,EPHA3
GULP1,GULP1,GULP1,GULP1
KATNAL1,KATNAL1,KATNAL1,KATNAL1
STXBP1,STXBP1,STXBP1,STXBP1
GLRB,GLRB,GLRB,GLRB
DOK6,DOK6,DOK6,DOK6
KCNH7,KCNH7,KCNH7,KCNH7
ERC2,ERC2,ERC2,ERC2
EPHA5,EPHA5,EPHA5,EPHA5
PTPRR,PTPRR,PTPRR,PTPRR
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
CADPS2,CADPS2,CADPS2,CADPS2
KCNT2,KCNT2,KCNT2,KCNT2
GLRA3,GLRA3,GLRA3,GLRA3
ZBBX,ZBBX,ZBBX,ZBBX
PTCHD1,PTCHD1,PTCHD1,PTCHD1
CSMD3,CSMD3,CSMD3,CSMD3
GPR63,GPR63,GPR63,GPR63
PAK3,PAK3,PAK3,PAK3
PKNOX2,PKNOX2,PKNOX2,PKNOX2
NPY1R,NPY1R,NPY1R,NPY1R
JMJD1C,JMJD1C,JMJD1C,JMJD1C
CASC15,CASC15,CASC15,CASC15
CCSER1,CCSER1,CCSER1,CCSER1
GPC6,GPC6,GPC6,GPC6
EPHA6,EPHA6,EPHA6,EPHA6
JPH4,JPH4,JPH4,JPH4
HERC1,HERC1,HERC1,HERC1
CHRM2,CHRM2,CHRM2,CHRM2
EPHA4,EPHA4,EPHA4,EPHA4
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
MMP17,MMP17,MMP17,MMP17
CDH8,CDH8,CDH8,CDH8
IL1RAPL2,IL1RAPL2,IL1RAPL2,IL1RAPL2
ATRNL1,ATRNL1,ATRNL1,ATRNL1
DLGAP3,DLGAP3,DLGAP3,DLGAP3
NIN,NIN,NIN,NIN
GRIA4,GRIA4,GRIA4,GRIA4
GABRA2,GABRA2,GABRA2,GABRA2
AFF3,AFF3,AFF3,AFF3
SSX2IP,SSX2IP,SSX2IP,SSX2IP
KIAA1549L,KIAA1549L,KIAA1549L,KIAA1549L
ADGRA1,ADGRA1,ADGRA1,ADGRA1
CPNE8,CPNE8,CPNE8,CPNE8
ATXN1,ATXN1,ATXN1,ATXN1
ATF2,ATF2,ATF2,ATF2
NTNG1,NTNG1,NTNG1,NTNG1
DAB1,DAB1,DAB1,DAB1
ARPP21,ARPP21,ARPP21,ARPP21
PDE10A,PDE10A,PDE10A,PDE10A
RAPGEF4-AS1,RAPGEF4-AS1,RAPGEF4-AS1,RAPGEF4-AS1
KIRREL3,KIRREL3,KIRREL3,KIRREL3
PPFIA2,PPFIA2,PPFIA2,PPFIA2
CPNE7,CPNE7,CPNE7,CPNE7
SLC4A10,SLC4A10,SLC4A10,SLC4A10
LIN28B-AS1,LIN28B-AS1,LIN28B-AS1,LIN28B-AS1
ZBTB45,ZBTB45,ZBTB45,ZBTB45
GRIA2,GRIA2,GRIA2,GRIA2
GUCY1A2,GUCY1A2,GUCY1A2,GUCY1A2
SERPINI1,SERPINI1,SERPINI1,SERPINI1
BCL11A,BCL11A,BCL11A,BCL11A
NYAP2,NYAP2,NYAP2,NYAP2
DANT2,DANT2,DANT2,DANT2
HECW1,HECW1,HECW1,HECW1
CACNA1G,CACNA1G,CACNA1G,CACNA1G
LIN28B,LIN28B,LIN28B,LIN28B
RAB23,RAB23,RAB23,RAB23
GRM5,GRM5,GRM5,GRM5
MED12L,MED12L,MED12L,MED12L
FAM135B,FAM135B,FAM135B,FAM135B
MYRIP,MYRIP,MYRIP,MYRIP
SYT1,SYT1,SYT1,SYT1
LIN7A,LIN7A,LIN7A,LIN7A
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
RARA,RARA,RARA,RARA
GABRB2,GABRB2,GABRB2,GABRB2
NAP1L1,NAP1L1,NAP1L1,NAP1L1
CDON,CDON,CDON,CDON
KCNB2,KCNB2,KCNB2,KCNB2
MYO1B,MYO1B,MYO1B,MYO1B
GOLM1,GOLM1,GOLM1,GOLM1
PLS3,PLS3,PLS3,PLS3
FLRT2,FLRT2,FLRT2,FLRT2
BICDL1,BICDL1,BICDL1,BICDL1
GRM8,GRM8,GRM8,GRM8
SPTSSB,SPTSSB,SPTSSB,SPTSSB
COL24A1,COL24A1,COL24A1,COL24A1
JPH1,JPH1,JPH1,JPH1
PPP3CA,PPP3CA,PPP3CA,PPP3CA
KCNJ3,KCNJ3,KCNJ3,KCNJ3
ASXL3,ASXL3,ASXL3,ASXL3
SMPD3,SMPD3,SMPD3,SMPD3
GABRA4,GABRA4,GABRA4,GABRA4
HOOK1,HOOK1,HOOK1,HOOK1
GRIK5,GRIK5,GRIK5,GRIK5
MAPK4,MAPK4,MAPK4,MAPK4
CDH11,CDH11,CDH11,CDH11
PCDH1,PCDH1,PCDH1,PCDH1
GPR158,GPR158,GPR158,GPR158
NOVA1,NOVA1,NOVA1,NOVA1
DLG3,DLG3,DLG3,DLG3
RSPO2,RSPO2,RSPO2,RSPO2
ADNP,ADNP,ADNP,ADNP
FGF5,FGF5,FGF5,FGF5
FGF14,FGF14,FGF14,FGF14
LRFN5,LRFN5,LRFN5,LRFN5
ANKS1B,ANKS1B,ANKS1B,ANKS1B
KCNQ5,KCNQ5,KCNQ5,KCNQ5
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
PDE4D,PDE4D,PDE4D,PDE4D
PDZD2,PDZD2,PDZD2,PDZD2
LONRF1,LONRF1,LONRF1,LONRF1
LNX1,LNX1,LNX1,LNX1
RYR2,RYR2,RYR2,RYR2
KCNN3,KCNN3,KCNN3,KCNN3
KLHL14,KLHL14,KLHL14,KLHL14
LMO7,LMO7,LMO7,LMO7
SYT7,SYT7,SYT7,SYT7
CHSY3,CHSY3,CHSY3,CHSY3
CADM2,CADM2,CADM2,CADM2
LARP1B,LARP1B,LARP1B,LARP1B
ZFYVE9,ZFYVE9,ZFYVE9,ZFYVE9
ELMOD1,ELMOD1,ELMOD1,ELMOD1
TBCEL,TBCEL,TBCEL,TBCEL
LMO3,LMO3,LMO3,LMO3
TRPC4,TRPC4,TRPC4,TRPC4
NRSN2,NRSN2,NRSN2,NRSN2
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
CLVS2,CLVS2,CLVS2,CLVS2
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
NPTN,NPTN,NPTN,NPTN
LINC00276,LINC00276,LINC00276,LINC00276
DPP10,DPP10,DPP10,DPP10
HHAT,HHAT,HHAT,HHAT
C3orf67,C3orf67,C3orf67,C3orf67
ARHGEF9,ARHGEF9,ARHGEF9,ARHGEF9
WASF1,WASF1,WASF1,WASF1
MCHR2,MCHR2,MCHR2,MCHR2
MFSD6,MFSD6,MFSD6,MFSD6
DPY19L1,DPY19L1,DPY19L1,DPY19L1
KCNK1,KCNK1,KCNK1,KCNK1
PGAP1,PGAP1,PGAP1,PGAP1
NPAS2,NPAS2,NPAS2,NPAS2
KALRN,KALRN,KALRN,KALRN
RAB27B,RAB27B,RAB27B,RAB27B
FAM189A1,FAM189A1,FAM189A1,FAM189A1
ENOX1,ENOX1,ENOX1,ENOX1
THRB,THRB,THRB,THRB
SNAP91,SNAP91,SNAP91,SNAP91
YWHAZ,YWHAZ,YWHAZ,YWHAZ
CACNG8,CACNG8,CACNG8,CACNG8
NLGN1,NLGN1,NLGN1,NLGN1
NRXN1,NRXN1,NRXN1,NRXN1
PHLPP2,PHLPP2,PHLPP2,PHLPP2
ADGRB3,ADGRB3,ADGRB3,ADGRB3
FAM169A,FAM169A,FAM169A,FAM169A
ANKH,ANKH,ANKH,ANKH
GABRG2,GABRG2,GABRG2,GABRG2
AFF2,AFF2,AFF2,AFF2
KITLG,KITLG,KITLG,KITLG
ICA1L,ICA1L,ICA1L,ICA1L
RORB,RORB,RORB,RORB
CSMD1,,CSMD1,CSMD1
RAI2,,RAI2,RAI2
MET,,MET,MET
AHRR,,AHRR,AHRR
SLITRK5,,SLITRK5,SLITRK5
CFAP46,,CFAP46,CFAP46
CDH18,,CDH18,CDH18
PATJ,,PATJ,PATJ
NDST3,,NDST3,NDST3
DCBLD2,,DCBLD2,DCBLD2
PTH2R,,PTH2R,PTH2R
CCNYL1,,CCNYL1,CCNYL1
ST6GAL2,,ST6GAL2,ST6GAL2
PTPRD,,PTPRD,PTPRD
FUT9,,FUT9,FUT9
KLF8,,KLF8,KLF8
ROCK2,,ROCK2,ROCK2
ZC4H2,,ZC4H2,ZC4H2
EPHA5-AS1,,EPHA5-AS1,EPHA5-AS1
CPEB1,,CPEB1,CPEB1
GTDC1,,GTDC1,GTDC1
ANK3,,ANK3,ANK3
PAM,,PAM,PAM
HIVEP2,,HIVEP2,HIVEP2
ACVR1C,,ACVR1C,ACVR1C
MAPK8,,MAPK8,MAPK8
C5orf30,,C5orf30,C5orf30
SCN8A,,SCN8A,SCN8A
STXBP5,,STXBP5,STXBP5
SLC20A2,,SLC20A2,SLC20A2
EPHB6,,EPHB6,EPHB6
VSNL1,,VSNL1,VSNL1
PHF24,,PHF24,PHF24
ZNF518A,,ZNF518A,ZNF518A
SPTBN1,,SPTBN1,SPTBN1
FAXC,,FAXC,FAXC
PRKAR2B,,PRKAR2B,PRKAR2B
PCMT1,,PCMT1,PCMT1
PXYLP1,,PXYLP1,PXYLP1
HIVEP3,,HIVEP3,HIVEP3
ADGRL2,,ADGRL2,ADGRL2
LRRC4C,,LRRC4C,LRRC4C
HIVEP1,,HIVEP1,HIVEP1
SATB2,,SATB2,SATB2
PCDH10,,PCDH10,PCDH10
ADAMTS17,,ADAMTS17,ADAMTS17
TBL1XR1,,TBL1XR1,TBL1XR1
KREMEN1,,KREMEN1,KREMEN1
TASP1,,TASP1,TASP1
PKIA,,PKIA,PKIA
ARL6,,ARL6,ARL6
SLC2A13,,SLC2A13,SLC2A13
SORCS3,,SORCS3,SORCS3
ZCCHC14,,ZCCHC14,ZCCHC14
ARNTL,,ARNTL,ARNTL
LSM6,,LSM6,LSM6
NAV2,,NAV2,NAV2
ANO5,,ANO5,ANO5
LINC01138,,LINC01138,LINC01138
CORO2B,,CORO2B,CORO2B
NETO1,,NETO1,NETO1
CHN1,,CHN1,CHN1
GRIK4,,GRIK4,GRIK4
LAMC1,,LAMC1,LAMC1
PUS7,,PUS7,PUS7
GTF2I,,GTF2I,GTF2I
PTK7,,PTK7,PTK7
SOBP,,SOBP,SOBP
CREB1,,CREB1,CREB1
IGSF11,,IGSF11,IGSF11
ZBED6,,ZBED6,ZBED6
MARCH11,,MARCH11,MARCH11
MAP2,,MAP2,MAP2
TCF24,,TCF24,TCF24
DKK2,,DKK2,DKK2
PLEKHA6,,PLEKHA6,PLEKHA6
PCLO,,PCLO,PCLO
WDR47,,WDR47,WDR47
ZNF711,,ZNF711,ZNF711
CLSTN3,,CLSTN3,CLSTN3
DTX4,,DTX4,DTX4
ANKRD30B,,ANKRD30B,ANKRD30B
PLAGL1,,PLAGL1,PLAGL1
UNC5D,,UNC5D,UNC5D
NCOR1,,NCOR1,NCOR1
ZFP69B,,ZFP69B,ZFP69B
CHD2,,CHD2,CHD2
TMEM63C,,TMEM63C,TMEM63C
SIK2,,SIK2,SIK2
GFOD1,,GFOD1,GFOD1
CDYL2,,CDYL2,CDYL2
RASGEF1A,,RASGEF1A,RASGEF1A
FSTL4,,FSTL4,FSTL4
TRHDE,,TRHDE,TRHDE
HOMER1,,HOMER1,HOMER1
ADCY2,,ADCY2,ADCY2
CELF2,,CELF2,CELF2
ZNF385A,,ZNF385A,ZNF385A
TNPO1,,TNPO1,TNPO1
SLIT2,,SLIT2,SLIT2
ARHGEF4,,ARHGEF4,ARHGEF4
TC2N,,TC2N,TC2N
LINC01551,,LINC01551,LINC01551
PHF21A,,PHF21A,PHF21A
ZNF175,,ZNF175,ZNF175
MPP6,,MPP6,MPP6
HP1BP3,,HP1BP3,HP1BP3
FGF12,,FGF12,FGF12
NCOA3,,NCOA3,NCOA3
CXXC4,,CXXC4,CXXC4
DPP6,,DPP6,DPP6
PEX5L,,PEX5L,PEX5L
MPP2,,MPP2,MPP2
COL12A1,,COL12A1,COL12A1
SPTAN1,,SPTAN1,SPTAN1
STOX2,,STOX2,STOX2
NRF1,,NRF1,NRF1
NOS1AP,,NOS1AP,NOS1AP
NR6A1,,NR6A1,NR6A1
TMEM196,,TMEM196,TMEM196
FSTL5,,FSTL5,FSTL5
PRKCG,,PRKCG,PRKCG
POU6F2,,POU6F2,POU6F2
ARHGAP44,,ARHGAP44,ARHGAP44
ESYT2,,ESYT2,ESYT2
RBMS1,,RBMS1,RBMS1
CACNA1D,,CACNA1D,CACNA1D
RCAN2,,RCAN2,RCAN2
STAU2,,STAU2,STAU2
ELAVL4,,ELAVL4,ELAVL4
NLGN4X,,NLGN4X,NLGN4X
MAN1A2,,MAN1A2,MAN1A2
NLK,,NLK,NLK
GRIN3A,,GRIN3A,GRIN3A
FAR1,,FAR1,FAR1
REEP2,,REEP2,REEP2
TSPOAP1,,TSPOAP1,TSPOAP1
CNOT4,,CNOT4,CNOT4
PTPN4,,PTPN4,PTPN4
FAM200B,,FAM200B,FAM200B
MYO9A,,MYO9A,MYO9A
FRMD6,,FRMD6,FRMD6
CAMTA1,,CAMTA1,CAMTA1
ZFP30,,ZFP30,ZFP30
CA10,,CA10,CA10
ZNF718,,ZNF718,ZNF718
STARD4,,STARD4,STARD4
RASA2,,RASA2,RASA2
PTMS,,PTMS,PTMS
SPRED2,,SPRED2,SPRED2
FSD1L,,FSD1L,FSD1L
MEIS3,,MEIS3,MEIS3
ZNF160,,ZNF160,ZNF160
GALNT13,,GALNT13,GALNT13
CEP112,,CEP112,CEP112
ZNF343,,ZNF343,ZNF343
BASP1,,BASP1,BASP1
MIR137HG,,MIR137HG,MIR137HG
PTPRK,,PTPRK,PTPRK
BDNF,,BDNF,BDNF
NEURL1B,,NEURL1B,NEURL1B
RORB-AS1,,RORB-AS1,RORB-AS1
ARHGAP39,,ARHGAP39,ARHGAP39
FAM153A,,FAM153A,FAM153A
AHI1,,AHI1,AHI1
ABI2,,ABI2,ABI2
NPTX2,,NPTX2,NPTX2
PTPRG,,PTPRG,PTPRG
NRG1,,NRG1,NRG1
RUFY3,,RUFY3,RUFY3
ZNF148,,ZNF148,ZNF148
ABLIM3,,ABLIM3,ABLIM3
PTPN5,,PTPN5,PTPN5
MAGI3,,MAGI3,MAGI3
CEP126,,CEP126,CEP126
CDS1,,CDS1,CDS1
ZNF804A,,ZNF804A,ZNF804A
GRM1,,GRM1,GRM1
ROBO2,,ROBO2,ROBO2
SLF1,,SLF1,SLF1
MPDZ,,MPDZ,MPDZ
SLC16A7,,SLC16A7,SLC16A7
PKN2-AS1,,PKN2-AS1,PKN2-AS1
SNTG1,,SNTG1,SNTG1
CADPS,,CADPS,CADPS
CALD1,,CALD1,CALD1
SERGEF,,SERGEF,SERGEF
DAPK1,,DAPK1,DAPK1
SF3B1,,SF3B1,SF3B1
POGZ,,POGZ,POGZ
CDK14,,CDK14,CDK14
