_BACKGROUND,5p,10p,15p
ZNF619,ZNF619,ZNF619,ZNF619
MAK,MAK,MAK,MAK
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
GRM4,GRM4,GRM4,GRM4
RARG,RARG,RARG,RARG
OLFM3,OLFM3,OLFM3,OLFM3
PRKCQ,PRKCQ,PRKCQ,PRKCQ
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
ZNF804A,ZNF804A,ZNF804A,ZNF804A
RNF152,RNF152,RNF152,RNF152
FAM13A,FAM13A,FAM13A,FAM13A
MEF2C,MEF2C,MEF2C,MEF2C
GAS1RR,GAS1RR,GAS1RR,GAS1RR
BCL11A,BCL11A,BCL11A,BCL11A
EPHB2,EPHB2,EPHB2,EPHB2
ZFAT,ZFAT,ZFAT,ZFAT
FEZF2,FEZF2,FEZF2,FEZF2
AP1S2,AP1S2,AP1S2,AP1S2
LINC00354,LINC00354,LINC00354,LINC00354
XPR1,XPR1,XPR1,XPR1
SNED1,SNED1,SNED1,SNED1
SERGEF,SERGEF,SERGEF,SERGEF
KCNIP4,KCNIP4,KCNIP4,KCNIP4
ZFP30,ZFP30,ZFP30,ZFP30
DMD,DMD,DMD,DMD
TEF,TEF,TEF,TEF
ZNF197,ZNF197,ZNF197,ZNF197
TANC1,TANC1,TANC1,TANC1
ESRRG,ESRRG,ESRRG,ESRRG
PHF21A,PHF21A,PHF21A,PHF21A
OPCML,OPCML,OPCML,OPCML
PRKAG2,PRKAG2,PRKAG2,PRKAG2
CBLN2,CBLN2,CBLN2,CBLN2
USP3-AS1,USP3-AS1,USP3-AS1,USP3-AS1
PKNOX2,PKNOX2,PKNOX2,PKNOX2
CCDC150,CCDC150,CCDC150,CCDC150
MIR4500HG,MIR4500HG,MIR4500HG,MIR4500HG
PBX1,PBX1,PBX1,PBX1
ZNF652,ZNF652,ZNF652,ZNF652
OPN3,OPN3,OPN3,OPN3
RAB2A,RAB2A,RAB2A,RAB2A
SOX5,SOX5,SOX5,SOX5
ZBTB20,ZBTB20,ZBTB20,ZBTB20
MYO5B,MYO5B,MYO5B,MYO5B
PTPRD,PTPRD,PTPRD,PTPRD
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
SNCAIP,SNCAIP,SNCAIP,SNCAIP
ZNF596,ZNF596,ZNF596,ZNF596
CDH6,CDH6,CDH6,CDH6
MYO1B,MYO1B,MYO1B,MYO1B
NWD2,NWD2,NWD2,NWD2
SIN3A,SIN3A,SIN3A,SIN3A
RAB7A,RAB7A,RAB7A,RAB7A
FOXO3,FOXO3,FOXO3,FOXO3
KLF12,KLF12,KLF12,KLF12
EPB41L2,EPB41L2,EPB41L2,EPB41L2
ZNF883,ZNF883,ZNF883,ZNF883
OPRK1,OPRK1,OPRK1,OPRK1
RORA,RORA,RORA,RORA
GPR176,GPR176,GPR176,GPR176
TENM2,TENM2,TENM2,TENM2
FGF14,FGF14,FGF14,FGF14
GMDS,GMDS,GMDS,GMDS
ELAVL2,ELAVL2,ELAVL2,ELAVL2
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
ARID5B,ARID5B,ARID5B,ARID5B
ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28
NLGN1,NLGN1,NLGN1,NLGN1
ZNF367,ZNF367,ZNF367,ZNF367
TPK1,TPK1,TPK1,TPK1
CHAMP1,CHAMP1,CHAMP1,CHAMP1
GHR,GHR,GHR,GHR
EFNA5,EFNA5,EFNA5,EFNA5
KCNQ3,KCNQ3,KCNQ3,KCNQ3
NLGN4X,NLGN4X,NLGN4X,NLGN4X
PDE4D,PDE4D,PDE4D,PDE4D
MMP16,MMP16,MMP16,MMP16
HIVEP3,HIVEP3,HIVEP3,HIVEP3
SEMA6D,SEMA6D,SEMA6D,SEMA6D
SATB1,SATB1,SATB1,SATB1
NR2F1-AS1,NR2F1-AS1,NR2F1-AS1,NR2F1-AS1
TCF12,TCF12,TCF12,TCF12
CUX1,CUX1,CUX1,CUX1
CRACR2A,CRACR2A,CRACR2A,CRACR2A
ZNF48,ZNF48,ZNF48,ZNF48
SLC9A9,SLC9A9,SLC9A9,SLC9A9
ZNF821,ZNF821,ZNF821,ZNF821
CHSY3,CHSY3,CHSY3,CHSY3
NOS1AP,NOS1AP,NOS1AP,NOS1AP
ZNF398,ZNF398,ZNF398,ZNF398
PARP8,PARP8,PARP8,PARP8
MAGI3,MAGI3,MAGI3,MAGI3
NCOA2,NCOA2,NCOA2,NCOA2
EP300,EP300,EP300,EP300
ZNF215,ZNF215,ZNF215,ZNF215
GAS2,GAS2,GAS2,GAS2
ZNF511,ZNF511,ZNF511,ZNF511
CEP112,CEP112,CEP112,CEP112
NR3C2,NR3C2,NR3C2,NR3C2
TMEM117,TMEM117,TMEM117,TMEM117
KANK1,KANK1,KANK1,KANK1
FEZ1,FEZ1,FEZ1,FEZ1
ZNF148,ZNF148,ZNF148,ZNF148
CDK6,CDK6,CDK6,CDK6
CNTN4,CNTN4,CNTN4,CNTN4
ZNF438,ZNF438,ZNF438,ZNF438
KCND2,KCND2,KCND2,KCND2
NFYC,NFYC,NFYC,NFYC
DGKI,DGKI,DGKI,DGKI
HMBOX1,HMBOX1,HMBOX1,HMBOX1
KCNS3,KCNS3,KCNS3,KCNS3
POU2F1,POU2F1,POU2F1,POU2F1
ZFPM2,ZFPM2,ZFPM2,ZFPM2
WIPF1,WIPF1,WIPF1,WIPF1
MBNL1,MBNL1,MBNL1,MBNL1
APP,APP,APP,APP
FARP1,FARP1,FARP1,FARP1
MEIS2,MEIS2,MEIS2,MEIS2
KDM4C,KDM4C,KDM4C,KDM4C
DENND1B,DENND1B,DENND1B,DENND1B
KCTD8,,KCTD8,KCTD8
MLLT10,,MLLT10,MLLT10
PPM1L,,PPM1L,PPM1L
RASSF8,,RASSF8,RASSF8
RUFY3,,RUFY3,RUFY3
CTNNB1,,CTNNB1,CTNNB1
ETS1,,ETS1,ETS1
TRPC4,,TRPC4,TRPC4
ZNF385D,,ZNF385D,ZNF385D
NFX1,,NFX1,NFX1
FOXN3,,FOXN3,FOXN3
RAB3IP,,RAB3IP,RAB3IP
BBX,,BBX,BBX
KMT2A,,KMT2A,KMT2A
HDAC9,,HDAC9,HDAC9
SETBP1,,SETBP1,SETBP1
AMOTL1,,AMOTL1,AMOTL1
HSF2,,HSF2,HSF2
KANSL1,,KANSL1,KANSL1
CCDC25,,CCDC25,CCDC25
DNAJC21,,DNAJC21,DNAJC21
PRDM5,,PRDM5,PRDM5
LRRK1,,LRRK1,LRRK1
PDGFC,,PDGFC,PDGFC
LCOR,,LCOR,LCOR
MBNL2,,MBNL2,MBNL2
BCLAF1,,BCLAF1,BCLAF1
NRIP1,,NRIP1,NRIP1
ADGRL3,,ADGRL3,ADGRL3
ZEB1,,ZEB1,ZEB1
NRF1,,NRF1,NRF1
GPBP1L1,,GPBP1L1,GPBP1L1
TRAF3IP2-AS1,,TRAF3IP2-AS1,TRAF3IP2-AS1
ELF2,,ELF2,ELF2
PRKAA2,,PRKAA2,PRKAA2
TFDP1,,TFDP1,TFDP1
PRKACB,,PRKACB,PRKACB
GIT2,,GIT2,GIT2
ZNF644,,ZNF644,ZNF644
LIFR,,LIFR,LIFR
STAU2,,STAU2,STAU2
ZNF704,,ZNF704,ZNF704
FLRT3,,FLRT3,FLRT3
FOXP1,,FOXP1,FOXP1
OSBPL3,,OSBPL3,OSBPL3
INPP4B,,INPP4B,INPP4B
CLOCK,,CLOCK,CLOCK
QRFPR,,QRFPR,QRFPR
JAZF1,,JAZF1,JAZF1
ATG10,,ATG10,ATG10
LRP12,,LRP12,LRP12
ETNK1,,ETNK1,ETNK1
CADM1,,CADM1,CADM1
CACNA1D,,CACNA1D,CACNA1D
GTF2I,,GTF2I,GTF2I
PDS5A,,PDS5A,PDS5A
MYEF2,,MYEF2,MYEF2
GAP43,,GAP43,GAP43
ONECUT2,,ONECUT2,ONECUT2
ABL1,,ABL1,ABL1
TBL1XR1,,TBL1XR1,TBL1XR1
PALLD,,PALLD,PALLD
FOXJ2,,FOXJ2,FOXJ2
EDIL3,,EDIL3,EDIL3
CCDC3,,CCDC3,CCDC3
CNTN5,,CNTN5,CNTN5
SMAD2,,SMAD2,SMAD2
C1QL1,,C1QL1,C1QL1
SGMS1,,SGMS1,SGMS1
ZNF518A,,ZNF518A,ZNF518A
KCNC2,,KCNC2,KCNC2
RNF138,,RNF138,RNF138
POLR3A,,POLR3A,POLR3A
SNTG1,,SNTG1,SNTG1
NR1D2,,NR1D2,NR1D2
ASAP2,,ASAP2,ASAP2
ZEB2,,ZEB2,ZEB2
FOXJ3,,FOXJ3,FOXJ3
ZNF595,,ZNF595,ZNF595
RIMS1,,RIMS1,RIMS1
CTSL,,CTSL,CTSL
LINC00886,,LINC00886,LINC00886
NR6A1,,NR6A1,NR6A1
IRF2,,IRF2,IRF2
RUNX1T1,,RUNX1T1,RUNX1T1
NFYB,,NFYB,NFYB
AHCTF1,,AHCTF1,AHCTF1
RTN1,,RTN1,RTN1
HP1BP3,,HP1BP3,HP1BP3
ZNF124,,ZNF124,ZNF124
NAP1L1,,NAP1L1,NAP1L1
ZNF280D,,ZNF280D,ZNF280D
FGD4,,FGD4,FGD4
CCDC160,,CCDC160,CCDC160
HNRNPLL,,HNRNPLL,HNRNPLL
FOXP2,,FOXP2,FOXP2
ZHX1,,ZHX1,ZHX1
ZNF445,,ZNF445,ZNF445
RBFOX2,,RBFOX2,RBFOX2
ADD3-AS1,,ADD3-AS1,ADD3-AS1
ZFP64,,ZFP64,ZFP64
MEF2A,,MEF2A,MEF2A
SESN3,,SESN3,SESN3
PLPPR1,,PLPPR1,PLPPR1
MIOS,,MIOS,MIOS
TGFBR3,,TGFBR3,TGFBR3
NCOR1,,NCOR1,NCOR1
KIAA0319,,KIAA0319,KIAA0319
WWOX,,WWOX,WWOX
PDZRN3,,PDZRN3,PDZRN3
RGS17,,RGS17,RGS17
GALNT13,,GALNT13,GALNT13
ROBO2,,ROBO2,ROBO2
SLC7A14,,SLC7A14,SLC7A14
CNOT4,,CNOT4,CNOT4
KCNA2,,KCNA2,KCNA2
PPM1E,,PPM1E,PPM1E
KIAA1549,,KIAA1549,KIAA1549
RBMS1,,RBMS1,RBMS1
HNRNPH3,,HNRNPH3,HNRNPH3
PAUPAR,,PAUPAR,PAUPAR
GLRB,,,GLRB
NFE2L2,,,NFE2L2
ELK4,,,ELK4
CCSER1,,,CCSER1
FAM110B,,,FAM110B
ZNF462,,,ZNF462
GAD1,,,GAD1
ZMAT4,,,ZMAT4
STS,,,STS
KLHL13,,,KLHL13
VWC2,,,VWC2
STXBP6,,,STXBP6
ZNF800,,,ZNF800
HECW1,,,HECW1
NFIB,,,NFIB
AHDC1,,,AHDC1
SCN9A,,,SCN9A
GALNTL6,,,GALNTL6
CNTNAP3,,,CNTNAP3
NXPH2,,,NXPH2
THSD7A,,,THSD7A
MPP5,,,MPP5
KITLG,,,KITLG
ARHGAP42,,,ARHGAP42
DIAPH2,,,DIAPH2
MAP2,,,MAP2
ADRA1A,,,ADRA1A
SNAP25-AS1,,,SNAP25-AS1
NFKB1,,,NFKB1
NR3C1,,,NR3C1
ZFY,,,ZFY
TMTC4,,,TMTC4
ANO6,,,ANO6
LCORL,,,LCORL
CASC2,,,CASC2
SLC26A4,,,SLC26A4
TFDP2,,,TFDP2
SPATS2L,,,SPATS2L
TTTY14,,,TTTY14
SHANK2,,,SHANK2
ZNF384,,,ZNF384
ATP8B1,,,ATP8B1
PPP5C,,,PPP5C
GNAI1,,,GNAI1
PLCXD2,,,PLCXD2
JPH1,,,JPH1
IRS1,,,IRS1
ZIM2,,,ZIM2
RIMBP2,,,RIMBP2
HIVEP1,,,HIVEP1
PURA,,,PURA
ST3GAL6,,,ST3GAL6
CNTN1,,,CNTN1
HDAC2,,,HDAC2
UGP2,,,UGP2
FXYD6,,,FXYD6
RSPO2,,,RSPO2
SALL3,,,SALL3
SCMH1,,,SCMH1
ELOVL6,,,ELOVL6
NUTM2A-AS1,,,NUTM2A-AS1
EPHA6,,,EPHA6
GAB2,,,GAB2
ALCAM,,,ALCAM
GNB4,,,GNB4
POU3F3,,,POU3F3
LIN28B-AS1,,,LIN28B-AS1
ZNF260,,,ZNF260
RCAN1,,,RCAN1
PRR16,,,PRR16
SLC35F3,,,SLC35F3
ATP2C1,,,ATP2C1
CEMIP,,,CEMIP
IGSF11,,,IGSF11
ST6GALNAC5,,,ST6GALNAC5
UBE2E2,,,UBE2E2
PLEKHA1,,,PLEKHA1
ZBTB24,,,ZBTB24
ZNF281,,,ZNF281
SAMD5,,,SAMD5
FOXK1,,,FOXK1
FANK1,,,FANK1
RASSF3,,,RASSF3
PLCL1,,,PLCL1
KLHL8,,,KLHL8
SLIT2,,,SLIT2
ZNF385B,,,ZNF385B
CDC14B,,,CDC14B
SMAD5,,,SMAD5
AFF4,,,AFF4
TOX2,,,TOX2
BACH2,,,BACH2
C14orf132,,,C14orf132
BCL11B,,,BCL11B
SATB2,,,SATB2
NECTIN3,,,NECTIN3
FIGN,,,FIGN
ACVR1,,,ACVR1
GRM8,,,GRM8
PTCHD1,,,PTCHD1
STXBP5-AS1,,,STXBP5-AS1
NTN4,,,NTN4
TMEM45A,,,TMEM45A
ADNP2,,,ADNP2
DPH6,,,DPH6
EZH2,,,EZH2
CHD1,,,CHD1
GOLGA8B,,,GOLGA8B
AFF1,,,AFF1
SOX11,,,SOX11
ETV5,,,ETV5
AK5,,,AK5
STAMBPL1,,,STAMBPL1
CAST,,,CAST
OIP5-AS1,,,OIP5-AS1
ARHGEF11,,,ARHGEF11
ZBTB44,,,ZBTB44
CREB1,,,CREB1
EPS8,,,EPS8
PDE8A,,,PDE8A
IQGAP2,,,IQGAP2
NR2C2,,,
TBC1D4,,,
CDH11,,,
NEK7,,,
SLC12A8,,,
PRKD1,,,
DUSP16,,,
ZFX,,,
C3orf67-AS1,,,
ATF2,,,
GRIN2A,,,
GULP1,,,
CCNG2,,,
NEDD4L,,,
CDH20,,,
SSBP2,,,
ZNF639,,,
SMAD9,,,
HNRNPA0,,,
TMEM170B,,,
RPS6KA6,,,
LANCL1,,,
CALB2,,,
IGF1R,,,
MARK1,,,
NF1,,,
CREG2,,,
GRB10,,,
RALA,,,
LTBP1,,,
ZNF84,,,
IKZF2,,,
BACH1,,,
RFX3,,,
SATB1-AS1,,,
CTBP2,,,
SPATS2,,,
MIR9-3HG,,,
MTM1,,,
RAB6B,,,
SLC38A2,,,
CXXC4,,,
HS6ST3,,,
RBM17,,,
TMEM164,,,
LIPA,,,
CUEDC1,,,
ATXN1,,,
CIC,,,
AMPH,,,
SPRY2,,,
GLIS1,,,
ULK3,,,
PTCH1,,,
EPB41,,,
RAI1,,,
