_BACKGROUND,5p,10p,15p
PDE4B,PDE4B,PDE4B,PDE4B
THSD7A,THSD7A,THSD7A,THSD7A
HTR2A,HTR2A,HTR2A,HTR2A
POU3F2,POU3F2,POU3F2,POU3F2
SOX4,SOX4,SOX4,SOX4
S100B,S100B,S100B,S100B
ACOT12,ACOT12,ACOT12,ACOT12
CELSR2,CELSR2,CELSR2,CELSR2
SALL2,SALL2,SALL2,SALL2
NFE2L1,NFE2L1,NFE2L1,NFE2L1
SOX11,SOX11,SOX11,SOX11
TMEM33,TMEM33,TMEM33,TMEM33
ONECUT3,ONECUT3,ONECUT3,ONECUT3
RAN,RAN,RAN,RAN
SPARCL1,SPARCL1,SPARCL1,SPARCL1
CPLX2,CPLX2,CPLX2,CPLX2
BHLHE41,BHLHE41,BHLHE41,BHLHE41
FOXG1,FOXG1,FOXG1,FOXG1
TMEM255A,TMEM255A,TMEM255A,TMEM255A
C12orf42,C12orf42,C12orf42,C12orf42
ALDOC,ALDOC,ALDOC,ALDOC
SCN1B,SCN1B,SCN1B,SCN1B
EEF2,EEF2,EEF2,EEF2
MAP1LC3B,MAP1LC3B,MAP1LC3B,MAP1LC3B
PTMA,PTMA,PTMA,PTMA
PAX8,PAX8,PAX8,PAX8
CCK,CCK,CCK,CCK
IDS,IDS,IDS,IDS
ATP1B1,ATP1B1,ATP1B1,ATP1B1
FAM47E,FAM47E,FAM47E,FAM47E
CPLX1,CPLX1,CPLX1,CPLX1
DYNLL1,DYNLL1,DYNLL1,DYNLL1
SPRED2,SPRED2,SPRED2,SPRED2
ELF4,ELF4,ELF4,ELF4
ZNF529,ZNF529,ZNF529,ZNF529
HES6,HES6,HES6,HES6
TRPC3,TRPC3,TRPC3,TRPC3
GAD1,GAD1,GAD1,GAD1
ATP6V0C,ATP6V0C,ATP6V0C,ATP6V0C
CALY,CALY,CALY,CALY
GAD2,GAD2,GAD2,GAD2
GPAT3,GPAT3,GPAT3,GPAT3
VAMP2,VAMP2,VAMP2,VAMP2
CANX,CANX,CANX,CANX
GABARAP,GABARAP,GABARAP,GABARAP
TUBB3,TUBB3,TUBB3,TUBB3
ESRRA,ESRRA,ESRRA,ESRRA
UTP18,UTP18,UTP18,UTP18
SNTG2,SNTG2,SNTG2,SNTG2
ARHGDIG,ARHGDIG,ARHGDIG,ARHGDIG
VCAN,VCAN,VCAN,VCAN
THY1,THY1,THY1,THY1
GTF3A,GTF3A,GTF3A,GTF3A
TMSB4X,TMSB4X,TMSB4X,TMSB4X
P4HB,P4HB,P4HB,P4HB
CCDC85B,CCDC85B,CCDC85B,CCDC85B
RPL39,RPL39,RPL39,RPL39
LAMP5-AS1,LAMP5-AS1,LAMP5-AS1,LAMP5-AS1
BLCAP,BLCAP,BLCAP,BLCAP
DIRAS2,DIRAS2,DIRAS2,DIRAS2
CALM2,CALM2,CALM2,CALM2
GAPDH,GAPDH,GAPDH,GAPDH
ATP1A3,ATP1A3,ATP1A3,ATP1A3
TBK1,TBK1,TBK1,TBK1
C5orf66,C5orf66,C5orf66,C5orf66
EDIL3,EDIL3,EDIL3,EDIL3
CDK19,CDK19,CDK19,CDK19
ZNF853,ZNF853,ZNF853,ZNF853
SET,SET,SET,SET
AGGF1,AGGF1,AGGF1,AGGF1
AQP4-AS1,AQP4-AS1,AQP4-AS1,AQP4-AS1
DCTN3,DCTN3,DCTN3,DCTN3
OAZ1,OAZ1,OAZ1,OAZ1
ZNF385D-AS2,ZNF385D-AS2,ZNF385D-AS2,ZNF385D-AS2
TPRG1L,TPRG1L,TPRG1L,TPRG1L
CFL1,CFL1,CFL1,CFL1
NUDT3,NUDT3,NUDT3,NUDT3
SLC16A10,SLC16A10,SLC16A10,SLC16A10
NAP1L5,NAP1L5,NAP1L5,NAP1L5
FANK1,FANK1,FANK1,FANK1
RBM43,RBM43,RBM43,RBM43
FAM9B,FAM9B,FAM9B,FAM9B
EIF3I,EIF3I,EIF3I,EIF3I
JUND,JUND,JUND,JUND
RPL32,RPL32,RPL32,RPL32
HMGB3,HMGB3,HMGB3,HMGB3
IKZF4,IKZF4,IKZF4,IKZF4
SCRT1,SCRT1,SCRT1,SCRT1
RPS5,RPS5,RPS5,RPS5
DIRAS1,DIRAS1,DIRAS1,DIRAS1
EIF4G2,EIF4G2,EIF4G2,EIF4G2
PCDH7,PCDH7,PCDH7,PCDH7
AGAP2,AGAP2,AGAP2,AGAP2
CNKSR3,CNKSR3,CNKSR3,CNKSR3
ARL4C,ARL4C,ARL4C,ARL4C
LY6H,LY6H,LY6H,LY6H
CTBP2,CTBP2,CTBP2,CTBP2
CNTN5,CNTN5,CNTN5,CNTN5
PSMA7,PSMA7,PSMA7,PSMA7
SF1,SF1,SF1,SF1
AR,AR,AR,AR
SP3,SP3,SP3,SP3
GAS2L3,GAS2L3,GAS2L3,GAS2L3
ECEL1,ECEL1,ECEL1,ECEL1
ALCAM,ALCAM,ALCAM,ALCAM
RPL41,RPL41,RPL41,RPL41
ZNF385A,,ZNF385A,ZNF385A
ITM2C,,ITM2C,ITM2C
TMEM176B,,TMEM176B,TMEM176B
CAMK2N1,,CAMK2N1,CAMK2N1
TOB2,,TOB2,TOB2
COPS9,,COPS9,COPS9
ZNF24,,ZNF24,ZNF24
RPS4X,,RPS4X,RPS4X
DLEU1,,DLEU1,DLEU1
PRDM15,,PRDM15,PRDM15
EZH2,,EZH2,EZH2
MAML2,,MAML2,MAML2
LINC00601,,LINC00601,LINC00601
RAC1,,RAC1,RAC1
CEP57L1,,CEP57L1,CEP57L1
DPF1,,DPF1,DPF1
KLF6,,KLF6,KLF6
ATMIN,,ATMIN,ATMIN
RPL27,,RPL27,RPL27
NNMT,,NNMT,NNMT
STMN1,,STMN1,STMN1
MN1,,MN1,MN1
ZNF701,,ZNF701,ZNF701
SH3BP4,,SH3BP4,SH3BP4
RBM42,,RBM42,RBM42
ZFYVE16,,ZFYVE16,ZFYVE16
EIF1B,,EIF1B,EIF1B
ZNF467,,ZNF467,ZNF467
C5orf30,,C5orf30,C5orf30
PEG10,,PEG10,PEG10
CDADC1,,CDADC1,CDADC1
HOMEZ,,HOMEZ,HOMEZ
RNF217-AS1,,RNF217-AS1,RNF217-AS1
CELF6,,CELF6,CELF6
RPL35,,RPL35,RPL35
CHST15,,CHST15,CHST15
HSPA5,,HSPA5,HSPA5
ABCA1,,ABCA1,ABCA1
ARHGAP22,,ARHGAP22,ARHGAP22
RB1,,RB1,RB1
SPRYD3,,SPRYD3,SPRYD3
GSPT2,,GSPT2,GSPT2
BLOC1S5,,BLOC1S5,BLOC1S5
CHD7,,CHD7,CHD7
PRNP,,PRNP,PRNP
ZNF85,,ZNF85,ZNF85
ZNF398,,ZNF398,ZNF398
PEBP1,,PEBP1,PEBP1
INTS6L,,INTS6L,INTS6L
DDB2,,DDB2,DDB2
COBLL1,,COBLL1,COBLL1
PNMA2,,PNMA2,PNMA2
ZNF350,,ZNF350,ZNF350
HNF1B,,HNF1B,HNF1B
SFT2D1,,SFT2D1,SFT2D1
