_BACKGROUND,5p,10p,15p
RAPGEF4,RAPGEF4,RAPGEF4,RAPGEF4
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
PPFIBP1,PPFIBP1,PPFIBP1,PPFIBP1
CAMKK2,CAMKK2,CAMKK2,CAMKK2
PRDM5,PRDM5,PRDM5,PRDM5
LINC01509,LINC01509,LINC01509,LINC01509
PTCHD1-AS,PTCHD1-AS,PTCHD1-AS,PTCHD1-AS
SLC5A8,SLC5A8,SLC5A8,SLC5A8
PRKG1,PRKG1,PRKG1,PRKG1
MAGI2,MAGI2,MAGI2,MAGI2
SNCAIP,SNCAIP,SNCAIP,SNCAIP
LGI1,LGI1,LGI1,LGI1
PPARGC1A,PPARGC1A,PPARGC1A,PPARGC1A
TNFRSF19,TNFRSF19,TNFRSF19,TNFRSF19
ZNF385B,ZNF385B,ZNF385B,ZNF385B
ATP1A3,ATP1A3,ATP1A3,ATP1A3
TAC1,TAC1,TAC1,TAC1
CASKIN1,CASKIN1,CASKIN1,CASKIN1
FGF9,FGF9,FGF9,FGF9
KIF1A,KIF1A,KIF1A,KIF1A
RGS4,RGS4,RGS4,RGS4
SCRT2,SCRT2,SCRT2,SCRT2
GSTM3,GSTM3,GSTM3,GSTM3
SDR16C5,SDR16C5,SDR16C5,SDR16C5
NLGN1,NLGN1,NLGN1,NLGN1
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
GAD2,GAD2,GAD2,GAD2
SPARCL1,SPARCL1,SPARCL1,SPARCL1
KLHL29,KLHL29,KLHL29,KLHL29
DLG2,DLG2,DLG2,DLG2
PHF24,PHF24,PHF24,PHF24
SERPINI1,SERPINI1,SERPINI1,SERPINI1
LINC01551,LINC01551,LINC01551,LINC01551
CHN1,CHN1,CHN1,CHN1
CRIM1,CRIM1,CRIM1,CRIM1
MAPT,MAPT,MAPT,MAPT
SSX2IP,SSX2IP,SSX2IP,SSX2IP
ST6GAL2,ST6GAL2,ST6GAL2,ST6GAL2
NXPH1,NXPH1,NXPH1,NXPH1
SATB1,SATB1,SATB1,SATB1
NR2F1-AS1,NR2F1-AS1,NR2F1-AS1,NR2F1-AS1
CLDN12,CLDN12,CLDN12,CLDN12
ROBO2,ROBO2,ROBO2,ROBO2
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
SLCO4C1,SLCO4C1,SLCO4C1,SLCO4C1
PCDH11Y,PCDH11Y,PCDH11Y,PCDH11Y
MYT1L-AS1,MYT1L-AS1,MYT1L-AS1,MYT1L-AS1
PCDH9,PCDH9,PCDH9,PCDH9
ANKRD30BL,ANKRD30BL,ANKRD30BL,ANKRD30BL
ENOX1,ENOX1,ENOX1,ENOX1
ADCY2,ADCY2,ADCY2,ADCY2
GABRB3,GABRB3,GABRB3,GABRB3
SLC6A17,SLC6A17,SLC6A17,SLC6A17
RGS16,RGS16,RGS16,RGS16
CADPS,CADPS,CADPS,CADPS
ELOVL4,ELOVL4,ELOVL4,ELOVL4
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
VPS26B,VPS26B,VPS26B,VPS26B
PCDH7,PCDH7,PCDH7,PCDH7
AHI1,AHI1,AHI1,AHI1
BBS9,BBS9,BBS9,BBS9
MAGI2-AS3,MAGI2-AS3,MAGI2-AS3,MAGI2-AS3
NRGN,NRGN,NRGN,NRGN
MIR137HG,MIR137HG,MIR137HG,MIR137HG
MDGA2,MDGA2,MDGA2,MDGA2
IL1RAPL2,IL1RAPL2,IL1RAPL2,IL1RAPL2
CACNB2,CACNB2,CACNB2,CACNB2
CDH10,CDH10,CDH10,CDH10
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
PLD5,PLD5,PLD5,PLD5
PPM1H,PPM1H,PPM1H,PPM1H
RAB40B,RAB40B,RAB40B,RAB40B
CHL1,CHL1,CHL1,CHL1
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
ZXDA,ZXDA,ZXDA,ZXDA
CXXC5,CXXC5,CXXC5,CXXC5
FUT9,FUT9,FUT9,FUT9
DPY19L2,DPY19L2,DPY19L2,DPY19L2
MPPE1,MPPE1,MPPE1,MPPE1
SLC44A5,SLC44A5,SLC44A5,SLC44A5
PDZRN4,PDZRN4,PDZRN4,PDZRN4
NEUROD1,NEUROD1,NEUROD1,NEUROD1
DLX2,DLX2,DLX2,DLX2
RNF220,RNF220,RNF220,RNF220
PRUNE2,PRUNE2,PRUNE2,PRUNE2
CNTN5,CNTN5,CNTN5,CNTN5
FOXB1,FOXB1,FOXB1,FOXB1
KLF8,KLF8,KLF8,KLF8
GPC6,GPC6,GPC6,GPC6
UBE2M,UBE2M,UBE2M,UBE2M
FNIP2,FNIP2,FNIP2,FNIP2
MMP16,MMP16,MMP16,MMP16
MAP1B,MAP1B,MAP1B,MAP1B
ZNF143,ZNF143,ZNF143,ZNF143
ARSJ,ARSJ,ARSJ,ARSJ
ARRDC3-AS1,ARRDC3-AS1,ARRDC3-AS1,ARRDC3-AS1
LINC01607,LINC01607,LINC01607,LINC01607
ZNF521,ZNF521,ZNF521,ZNF521
TMEM141,TMEM141,TMEM141,TMEM141
EDIL3,EDIL3,EDIL3,EDIL3
C15orf41,C15orf41,C15orf41,C15orf41
LMO3,LMO3,LMO3,LMO3
MORF4L2,MORF4L2,MORF4L2,MORF4L2
RTN1,RTN1,RTN1,RTN1
UNC5D,UNC5D,UNC5D,UNC5D
KCNIP4,KCNIP4,KCNIP4,KCNIP4
ZNF175,ZNF175,ZNF175,ZNF175
TMEM179,TMEM179,TMEM179,TMEM179
BACH2,BACH2,BACH2,BACH2
GRIN2B,GRIN2B,GRIN2B,GRIN2B
ADD3,ADD3,ADD3,ADD3
ZNF580,ZNF580,ZNF580,ZNF580
FRAS1,FRAS1,FRAS1,FRAS1
RNF144A,RNF144A,RNF144A,RNF144A
FLRT2,FLRT2,FLRT2,FLRT2
JPH4,JPH4,JPH4,JPH4
SPON1,SPON1,SPON1,SPON1
ABHD17C,ABHD17C,ABHD17C,ABHD17C
IQGAP2,IQGAP2,IQGAP2,IQGAP2
ZNF594,ZNF594,ZNF594,ZNF594
SYCP2,SYCP2,SYCP2,SYCP2
DPY30,DPY30,DPY30,DPY30
GRM5,GRM5,GRM5,GRM5
PLXNA2,PLXNA2,PLXNA2,PLXNA2
LIN7A,LIN7A,LIN7A,LIN7A
PLD1,PLD1,PLD1,PLD1
CELF4,CELF4,CELF4,CELF4
GABRA1,GABRA1,GABRA1,GABRA1
ZFYVE28,ZFYVE28,ZFYVE28,ZFYVE28
CADM2,CADM2,CADM2,CADM2
SLC35F3,SLC35F3,SLC35F3,SLC35F3
PSD3,PSD3,PSD3,PSD3
NRXN3,NRXN3,NRXN3,NRXN3
PCSK2,PCSK2,PCSK2,PCSK2
TTLL7,TTLL7,TTLL7,TTLL7
RPH3AL,RPH3AL,RPH3AL,RPH3AL
DPF3,DPF3,DPF3,DPF3
GBE1,GBE1,GBE1,GBE1
KLF4,KLF4,KLF4,KLF4
ATRNL1,ATRNL1,ATRNL1,ATRNL1
SPTBN1,SPTBN1,SPTBN1,SPTBN1
TMEM196,TMEM196,TMEM196,TMEM196
MEIS3,MEIS3,MEIS3,MEIS3
AAMDC,AAMDC,AAMDC,AAMDC
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
DCLK1,DCLK1,DCLK1,DCLK1
ECEL1,ECEL1,ECEL1,ECEL1
RCAN2,RCAN2,RCAN2,RCAN2
NOS1AP,NOS1AP,NOS1AP,NOS1AP
CSMD1,CSMD1,CSMD1,CSMD1
MBNL2,MBNL2,MBNL2,MBNL2
HSP90AB1,HSP90AB1,HSP90AB1,HSP90AB1
STEAP2-AS1,STEAP2-AS1,STEAP2-AS1,STEAP2-AS1
RARB,RARB,RARB,RARB
HCN1,HCN1,HCN1,HCN1
FAM155A,FAM155A,FAM155A,FAM155A
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
ZBTB11,ZBTB11,ZBTB11,ZBTB11
CDKL1,CDKL1,CDKL1,CDKL1
SPAG1,SPAG1,SPAG1,SPAG1
CDH8,CDH8,CDH8,CDH8
CLCN4,CLCN4,CLCN4,CLCN4
CEP120,CEP120,CEP120,CEP120
PTPRN2,PTPRN2,PTPRN2,PTPRN2
BATF2,BATF2,BATF2,BATF2
ADGRB3,ADGRB3,ADGRB3,ADGRB3
ZNF532,ZNF532,ZNF532,ZNF532
KCNC2,KCNC2,KCNC2,KCNC2
GRIA3,GRIA3,GRIA3,GRIA3
GNS,GNS,GNS,GNS
BRINP3,BRINP3,BRINP3,BRINP3
ZNF366,ZNF366,ZNF366,ZNF366
SYT14,SYT14,SYT14,SYT14
ANKS1B,ANKS1B,ANKS1B,ANKS1B
EPHA4,EPHA4,EPHA4,EPHA4
IL4I1,IL4I1,IL4I1,IL4I1
ELMOD1,ELMOD1,ELMOD1,ELMOD1
LRRC4C,LRRC4C,LRRC4C,LRRC4C
DZANK1,DZANK1,DZANK1,DZANK1
PTPN20,PTPN20,PTPN20,PTPN20
SLIT2,SLIT2,SLIT2,SLIT2
JPH1,JPH1,JPH1,JPH1
WASF1,WASF1,WASF1,WASF1
PHYHIP,PHYHIP,PHYHIP,PHYHIP
ADGRL2,ADGRL2,ADGRL2,ADGRL2
GUCY1A2,GUCY1A2,GUCY1A2,GUCY1A2
NTM,NTM,NTM,NTM
NUDT4,NUDT4,NUDT4,NUDT4
BHLHE40,BHLHE40,BHLHE40,BHLHE40
LPGAT1,LPGAT1,LPGAT1,LPGAT1
RTN2,RTN2,RTN2,RTN2
KLF5,KLF5,KLF5,KLF5
NR2C1,NR2C1,NR2C1,NR2C1
LCOR,LCOR,LCOR,LCOR
TRIB1,TRIB1,TRIB1,TRIB1
FAT1,FAT1,FAT1,FAT1
STXBP1,STXBP1,STXBP1,STXBP1
GABRA2,GABRA2,GABRA2,GABRA2
PPP1R13B,PPP1R13B,PPP1R13B,PPP1R13B
BCL10,BCL10,BCL10,BCL10
MYL4,MYL4,MYL4,MYL4
COBLL1,COBLL1,COBLL1,COBLL1
LILRB5,LILRB5,LILRB5,LILRB5
SLC38A11,SLC38A11,SLC38A11,SLC38A11
CNTNAP1,CNTNAP1,CNTNAP1,CNTNAP1
AP4S1,AP4S1,AP4S1,AP4S1
C11orf87,C11orf87,C11orf87,C11orf87
