_BACKGROUND,5p,10p,15p
MXI1,MXI1,MXI1,MXI1
TMEM64,TMEM64,TMEM64,TMEM64
HMGB1,HMGB1,HMGB1,HMGB1
NCAM2,NCAM2,NCAM2,NCAM2
DPY19L3,DPY19L3,DPY19L3,DPY19L3
DNAJC21,DNAJC21,DNAJC21,DNAJC21
PLAG1,PLAG1,PLAG1,PLAG1
RNF144A,RNF144A,RNF144A,RNF144A
LRFN5,LRFN5,LRFN5,LRFN5
CRIM1,CRIM1,CRIM1,CRIM1
MAGI1,MAGI1,MAGI1,MAGI1
PBX3,PBX3,PBX3,PBX3
FOXP1,FOXP1,FOXP1,FOXP1
AHR,AHR,AHR,AHR
SP4,SP4,SP4,SP4
ZBTB26,ZBTB26,ZBTB26,ZBTB26
PTPRK,PTPRK,PTPRK,PTPRK
ZBTB44,ZBTB44,ZBTB44,ZBTB44
GPC6,GPC6,GPC6,GPC6
KCNIP4,KCNIP4,KCNIP4,KCNIP4
ATRNL1,ATRNL1,ATRNL1,ATRNL1
ZBTB1,ZBTB1,ZBTB1,ZBTB1
MIR137HG,MIR137HG,MIR137HG,MIR137HG
TFDP1,TFDP1,TFDP1,TFDP1
SNTG1,SNTG1,SNTG1,SNTG1
CDC14B,CDC14B,CDC14B,CDC14B
E2F5,E2F5,E2F5,E2F5
PTBP3,PTBP3,PTBP3,PTBP3
LRRC8C,LRRC8C,LRRC8C,LRRC8C
CHL1,CHL1,CHL1,CHL1
FIGN,FIGN,FIGN,FIGN
ZBTB25,ZBTB25,ZBTB25,ZBTB25
MFAP3L,MFAP3L,MFAP3L,MFAP3L
ZNF804A,ZNF804A,ZNF804A,ZNF804A
STAU2,STAU2,STAU2,STAU2
ASXL3,ASXL3,ASXL3,ASXL3
PDGFC,PDGFC,PDGFC,PDGFC
PLPPR1,PLPPR1,PLPPR1,PLPPR1
GALNT7,GALNT7,GALNT7,GALNT7
FAM110B,FAM110B,FAM110B,FAM110B
RBMS1,RBMS1,RBMS1,RBMS1
LHFPL2,LHFPL2,LHFPL2,LHFPL2
TMEM266,TMEM266,TMEM266,TMEM266
APBA1,APBA1,APBA1,APBA1
KLF3,KLF3,KLF3,KLF3
SLC2A13,SLC2A13,SLC2A13,SLC2A13
TEC,TEC,TEC,TEC
GALNT13,GALNT13,GALNT13,GALNT13
COL19A1,COL19A1,COL19A1,COL19A1
CDH11,CDH11,CDH11,CDH11
ROBO1,ROBO1,ROBO1,ROBO1
SLC26A4,SLC26A4,SLC26A4,SLC26A4
NLGN4X,NLGN4X,NLGN4X,NLGN4X
JADE3,JADE3,JADE3,JADE3
SCN9A,SCN9A,SCN9A,SCN9A
FAT4,FAT4,FAT4,FAT4
KLF3-AS1,KLF3-AS1,KLF3-AS1,KLF3-AS1
KMT2A,KMT2A,KMT2A,KMT2A
TTTY14,TTTY14,TTTY14,TTTY14
ADCYAP1,ADCYAP1,ADCYAP1,ADCYAP1
C14orf132,C14orf132,C14orf132,C14orf132
ZNF438,ZNF438,ZNF438,ZNF438
RAPH1,RAPH1,RAPH1,RAPH1
USP6NL,USP6NL,USP6NL,USP6NL
CALN1,CALN1,CALN1,CALN1
ADD3-AS1,ADD3-AS1,ADD3-AS1,ADD3-AS1
COCH,COCH,COCH,COCH
RORB,RORB,RORB,RORB
CA3,CA3,CA3,CA3
HDAC9,HDAC9,HDAC9,HDAC9
FAR2,FAR2,FAR2,FAR2
FAM78B,FAM78B,FAM78B,FAM78B
XKR6,XKR6,XKR6,XKR6
HTR4,HTR4,HTR4,HTR4
NECTIN3,NECTIN3,NECTIN3,NECTIN3
FOXN4,FOXN4,FOXN4,FOXN4
ADAMTS9-AS1,ADAMTS9-AS1,ADAMTS9-AS1,ADAMTS9-AS1
PPM1H,PPM1H,PPM1H,PPM1H
SH3RF1,SH3RF1,SH3RF1,SH3RF1
NRF1,NRF1,NRF1,NRF1
SLC16A10,SLC16A10,SLC16A10,SLC16A10
