_BACKGROUND,5p,10p,15p
RTN4,RTN4,RTN4,RTN4
SCN1A,SCN1A,SCN1A,SCN1A
ADTRP,ADTRP,ADTRP,ADTRP
DBF4,DBF4,DBF4,DBF4
HMOX1,HMOX1,HMOX1,HMOX1
CFAP77,CFAP77,CFAP77,CFAP77
DLX4,DLX4,DLX4,DLX4
CORO2B,CORO2B,CORO2B,CORO2B
SMARCC2,SMARCC2,SMARCC2,SMARCC2
MIAT,MIAT,MIAT,MIAT
USP43,USP43,USP43,USP43
CA10,CA10,CA10,CA10
EML6,EML6,EML6,EML6
ANKRD13B,ANKRD13B,ANKRD13B,ANKRD13B
NRG3,NRG3,NRG3,NRG3
CELF5,CELF5,CELF5,CELF5
ZHX3,ZHX3,ZHX3,ZHX3
CLEC2L,CLEC2L,CLEC2L,CLEC2L
MLXIPL,MLXIPL,MLXIPL,MLXIPL
CCL2,CCL2,CCL2,CCL2
STXBP5L,STXBP5L,STXBP5L,STXBP5L
CPNE4,CPNE4,CPNE4,CPNE4
ZNF430,ZNF430,ZNF430,ZNF430
TRERF1,TRERF1,TRERF1,TRERF1
GRB14,GRB14,GRB14,GRB14
SLC35F3,SLC35F3,SLC35F3,SLC35F3
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
CCNE2,CCNE2,CCNE2,CCNE2
PRKCB,PRKCB,PRKCB,PRKCB
CHST11,CHST11,CHST11,CHST11
PBX1,PBX1,PBX1,PBX1
OXTR,OXTR,OXTR,OXTR
SPATS2,SPATS2,SPATS2,SPATS2
LRRK1,LRRK1,LRRK1,LRRK1
HDAC8,HDAC8,HDAC8,HDAC8
PRDM10,PRDM10,PRDM10,PRDM10
LRRC4,LRRC4,LRRC4,LRRC4
MTUS2,MTUS2,MTUS2,MTUS2
ADCY8,ADCY8,ADCY8,ADCY8
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
CRHR2,CRHR2,CRHR2,CRHR2
CDH12,CDH12,CDH12,CDH12
BICDL1,BICDL1,BICDL1,BICDL1
KCNQ5,KCNQ5,KCNQ5,KCNQ5
KCNH5,KCNH5,KCNH5,KCNH5
PGAP1,PGAP1,PGAP1,PGAP1
ZFYVE28,ZFYVE28,ZFYVE28,ZFYVE28
OAZ1,OAZ1,OAZ1,OAZ1
GABRA5,GABRA5,GABRA5,GABRA5
FTCD,FTCD,FTCD,FTCD
GPM6A,GPM6A,GPM6A,GPM6A
DUS3L,DUS3L,DUS3L,DUS3L
CUX2,CUX2,CUX2,CUX2
FAM135B,FAM135B,FAM135B,FAM135B
PLXNA2,PLXNA2,PLXNA2,PLXNA2
NCOR2,NCOR2,NCOR2,NCOR2
RBAK,RBAK,RBAK,RBAK
TCERG1L,TCERG1L,TCERG1L,TCERG1L
CACNG4,CACNG4,CACNG4,CACNG4
RCAN3,RCAN3,RCAN3,RCAN3
HIST1H2AC,HIST1H2AC,HIST1H2AC,HIST1H2AC
RASGRF1,RASGRF1,RASGRF1,RASGRF1
KCNQ3,KCNQ3,KCNQ3,KCNQ3
CCDC170,CCDC170,CCDC170,CCDC170
MYT1L,MYT1L,MYT1L,MYT1L
CNKSR3,CNKSR3,CNKSR3,CNKSR3
WDR24,WDR24,WDR24,WDR24
FRMD4A,FRMD4A,FRMD4A,FRMD4A
FBN1,FBN1,FBN1,FBN1
RBFOX1,RBFOX1,RBFOX1,RBFOX1
S100A16,S100A16,S100A16,S100A16
GIPC2,GIPC2,GIPC2,GIPC2
TRHDE,TRHDE,TRHDE,TRHDE
FBN2,FBN2,FBN2,FBN2
DLG2,DLG2,DLG2,DLG2
MAPKAPK5-AS1,MAPKAPK5-AS1,MAPKAPK5-AS1,MAPKAPK5-AS1
DCLK1,DCLK1,DCLK1,DCLK1
PRUNE2,PRUNE2,PRUNE2,PRUNE2
PHF12,PHF12,PHF12,PHF12
E4F1,E4F1,E4F1,E4F1
SMIM1,SMIM1,SMIM1,SMIM1
ZNF546,ZNF546,ZNF546,ZNF546
DIXDC1,DIXDC1,DIXDC1,DIXDC1
SYNPR,SYNPR,SYNPR,SYNPR
CLDN7,CLDN7,CLDN7,CLDN7
ZFAT,ZFAT,ZFAT,ZFAT
TMEFF1,TMEFF1,TMEFF1,TMEFF1
CACNA1C,CACNA1C,CACNA1C,CACNA1C
C5orf34,C5orf34,C5orf34,C5orf34
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
DNMT3B,DNMT3B,DNMT3B,DNMT3B
KNDC1,KNDC1,KNDC1,KNDC1
CREM,CREM,CREM,CREM
DYNC1I1,DYNC1I1,DYNC1I1,DYNC1I1
GALNT13,GALNT13,GALNT13,GALNT13
MLF1,MLF1,MLF1,MLF1
AJAP1,AJAP1,AJAP1,AJAP1
HMBOX1,HMBOX1,HMBOX1,HMBOX1
HDX,HDX,HDX,HDX
CKAP2,CKAP2,CKAP2,CKAP2
SEMA5B,SEMA5B,SEMA5B,SEMA5B
LRRC9,LRRC9,LRRC9,LRRC9
CAMKV,CAMKV,CAMKV,CAMKV
OPRM1,OPRM1,OPRM1,OPRM1
BRINP2,BRINP2,BRINP2,BRINP2
CDH2,CDH2,CDH2,CDH2
SAMD3,SAMD3,SAMD3,SAMD3
SNRPN,SNRPN,SNRPN,SNRPN
NRXN1,NRXN1,NRXN1,NRXN1
TRIM9,TRIM9,TRIM9,TRIM9
GPR22,GPR22,GPR22,GPR22
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
SNX32,SNX32,SNX32,SNX32
PCED1B,PCED1B,PCED1B,PCED1B
KIT,KIT,KIT,KIT
ANKRD18B,ANKRD18B,ANKRD18B,ANKRD18B
FMN1,FMN1,FMN1,FMN1
KCNK12,KCNK12,KCNK12,KCNK12
MARCH4,MARCH4,MARCH4,MARCH4
NEK10,NEK10,NEK10,NEK10
AGRN,AGRN,AGRN,AGRN
CHL1,CHL1,CHL1,CHL1
RGS7,RGS7,RGS7,RGS7
MCF2L,MCF2L,MCF2L,MCF2L
GAS2,GAS2,GAS2,GAS2
PROSER2,PROSER2,PROSER2,PROSER2
LIN28B,LIN28B,LIN28B,LIN28B
CDYL2,CDYL2,CDYL2,CDYL2
PPM1E,PPM1E,PPM1E,PPM1E
GPR158,GPR158,GPR158,GPR158
SORBS2,SORBS2,SORBS2,SORBS2
TMEM64,TMEM64,TMEM64,TMEM64
SLC38A11,SLC38A11,SLC38A11,SLC38A11
FRY,FRY,FRY,FRY
