_BACKGROUND,5p,10p,15p
MBOAT7,MBOAT7,MBOAT7,MBOAT7
DTNA,DTNA,DTNA,DTNA
UBQLN2,UBQLN2,UBQLN2,UBQLN2
CADM1,CADM1,CADM1,CADM1
LGR5,LGR5,LGR5,LGR5
CAP2,CAP2,CAP2,CAP2
JPH1,JPH1,JPH1,JPH1
BMPR1B,BMPR1B,BMPR1B,BMPR1B
SAMD13,SAMD13,SAMD13,SAMD13
ZFP57,ZFP57,ZFP57,ZFP57
MGAT3,MGAT3,MGAT3,MGAT3
IQGAP2,IQGAP2,IQGAP2,IQGAP2
PROX1-AS1,PROX1-AS1,PROX1-AS1,PROX1-AS1
IRS2,IRS2,IRS2,IRS2
MIR124-2HG,MIR124-2HG,MIR124-2HG,MIR124-2HG
S100A6,S100A6,S100A6,S100A6
DLL4,DLL4,DLL4,DLL4
PIRT,PIRT,PIRT,PIRT
POF1B,POF1B,POF1B,POF1B
CELF3,CELF3,CELF3,CELF3
LINC01138,LINC01138,LINC01138,LINC01138
GREM1,GREM1,GREM1,GREM1
NFYB,NFYB,NFYB,NFYB
PAX6,PAX6,PAX6,PAX6
ZNF793-AS1,ZNF793-AS1,ZNF793-AS1,ZNF793-AS1
ZNF181,ZNF181,ZNF181,ZNF181
SGK1,SGK1,SGK1,SGK1
TNNC2,TNNC2,TNNC2,TNNC2
ZFP3,ZFP3,ZFP3,ZFP3
DST,DST,DST,DST
POLE3,POLE3,POLE3,POLE3
ST8SIA4,ST8SIA4,ST8SIA4,ST8SIA4
RALGDS,RALGDS,RALGDS,RALGDS
PIK3IP1-AS1,PIK3IP1-AS1,PIK3IP1-AS1,PIK3IP1-AS1
HLA-DQA1,HLA-DQA1,HLA-DQA1,HLA-DQA1
CTNNA2,CTNNA2,CTNNA2,CTNNA2
MACROD2,MACROD2,MACROD2,MACROD2
CD226,CD226,CD226,CD226
LINC00507,LINC00507,LINC00507,LINC00507
VAX2,VAX2,VAX2,VAX2
CDK19,CDK19,CDK19,CDK19
SHF,SHF,SHF,SHF
NEUROD6,NEUROD6,NEUROD6,NEUROD6
NACC1,NACC1,NACC1,NACC1
CCNB3,CCNB3,CCNB3,CCNB3
SOX2,SOX2,SOX2,SOX2
LRFN1,LRFN1,LRFN1,LRFN1
CD86,CD86,CD86,CD86
CBARP,CBARP,CBARP,CBARP
NOL4,NOL4,NOL4,NOL4
CLDN10,CLDN10,CLDN10,CLDN10
IQCD,IQCD,IQCD,IQCD
TNIK,TNIK,TNIK,TNIK
ZNF711,ZNF711,ZNF711,ZNF711
DUSP4,DUSP4,DUSP4,DUSP4
NPAS3,NPAS3,NPAS3,NPAS3
SOX13,SOX13,SOX13,SOX13
ZMYND8,ZMYND8,ZMYND8,ZMYND8
NSUN7,NSUN7,NSUN7,NSUN7
TNC,TNC,TNC,TNC
ITM2C,ITM2C,ITM2C,ITM2C
CHD7,CHD7,CHD7,CHD7
CARD18,CARD18,CARD18,CARD18
SAV1,SAV1,SAV1,SAV1
LINC00461,LINC00461,LINC00461,LINC00461
MAP3K5,MAP3K5,MAP3K5,MAP3K5
LHFPL6,LHFPL6,LHFPL6,LHFPL6
PLD5,PLD5,PLD5,PLD5
DISP1,DISP1,DISP1,DISP1
TMOD2,TMOD2,TMOD2,TMOD2
CNTNAP4,CNTNAP4,CNTNAP4,CNTNAP4
TMEM14A,TMEM14A,TMEM14A,TMEM14A
CACNB3,CACNB3,CACNB3,CACNB3
RNF187,RNF187,RNF187,RNF187
