_BACKGROUND,5p,10p,15p
FOXO4,FOXO4,FOXO4,FOXO4
KDELR2,KDELR2,KDELR2,KDELR2
ZNF25,ZNF25,ZNF25,ZNF25
RPL10A,RPL10A,RPL10A,RPL10A
C12orf29,C12orf29,C12orf29,C12orf29
MGAT4C,MGAT4C,MGAT4C,MGAT4C
ZNRF2,ZNRF2,ZNRF2,ZNRF2
PTCHD1-AS,PTCHD1-AS,PTCHD1-AS,PTCHD1-AS
SKAP2,SKAP2,SKAP2,SKAP2
ZNF79,ZNF79,ZNF79,ZNF79
DIO2,DIO2,DIO2,DIO2
SEC31B,SEC31B,SEC31B,SEC31B
TRPM2,TRPM2,TRPM2,TRPM2
MS4A6A,MS4A6A,MS4A6A,MS4A6A
SPDYE3,SPDYE3,SPDYE3,SPDYE3
WDCP,WDCP,WDCP,WDCP
FANCF,FANCF,FANCF,FANCF
MCPH1-AS1,MCPH1-AS1,MCPH1-AS1,MCPH1-AS1
PTPRG,PTPRG,PTPRG,PTPRG
ARFGEF2,ARFGEF2,ARFGEF2,ARFGEF2
ZNF124,ZNF124,ZNF124,ZNF124
NOXA1,NOXA1,NOXA1,NOXA1
BMPR1B,BMPR1B,BMPR1B,BMPR1B
RPL3,RPL3,RPL3,RPL3
GPI,GPI,GPI,GPI
NRCAM,NRCAM,NRCAM,NRCAM
BCAS3,BCAS3,BCAS3,BCAS3
ZNF136,ZNF136,ZNF136,ZNF136
ARMC6,ARMC6,ARMC6,ARMC6
HLF,HLF,HLF,HLF
PLP1,PLP1,PLP1,PLP1
COL4A1,COL4A1,COL4A1,COL4A1
MORC4,MORC4,MORC4,MORC4
PBX1,PBX1,PBX1,PBX1
CMTM5,CMTM5,CMTM5,CMTM5
SEC61A1,SEC61A1,SEC61A1,SEC61A1
RLF,RLF,RLF,RLF
SYTL3,SYTL3,SYTL3,SYTL3
ARHGEF26,ARHGEF26,ARHGEF26,ARHGEF26
SH3GLB1,SH3GLB1,SH3GLB1,SH3GLB1
LAS1L,LAS1L,LAS1L,LAS1L
RBM20,RBM20,RBM20,RBM20
ADAM10,ADAM10,ADAM10,ADAM10
RNF146,RNF146,RNF146,RNF146
TCTN3,TCTN3,TCTN3,TCTN3
CDKN1A,CDKN1A,CDKN1A,CDKN1A
SETD3,SETD3,SETD3,SETD3
ERCC6L2,ERCC6L2,ERCC6L2,ERCC6L2
CCDC170,CCDC170,CCDC170,CCDC170
AMPD2,AMPD2,AMPD2,AMPD2
ZNF335,ZNF335,ZNF335,ZNF335
USP49,USP49,USP49,USP49
SS18,SS18,SS18,SS18
SEL1L3,SEL1L3,SEL1L3,SEL1L3
RALBP1,RALBP1,RALBP1,RALBP1
RXRG,RXRG,RXRG,RXRG
FOS,FOS,FOS,FOS
PPP1R16B,PPP1R16B,PPP1R16B,PPP1R16B
LINC01019,LINC01019,LINC01019,LINC01019
TMEM178A,TMEM178A,TMEM178A,TMEM178A
RAB28,RAB28,RAB28,RAB28
NALCN-AS1,NALCN-AS1,NALCN-AS1,NALCN-AS1
ZNF587,ZNF587,ZNF587,ZNF587
CORO2B,CORO2B,CORO2B,CORO2B
ABI2,ABI2,ABI2,ABI2
DICER1,DICER1,DICER1,DICER1
SCIN,SCIN,SCIN,SCIN
ABHD4,ABHD4,ABHD4,ABHD4
TNS3,TNS3,TNS3,TNS3
ZNF789,ZNF789,ZNF789,ZNF789
ZNF613,ZNF613,ZNF613,ZNF613
CCDC91,CCDC91,CCDC91,CCDC91
HDAC8,HDAC8,HDAC8,HDAC8
MAP2K4,MAP2K4,MAP2K4,MAP2K4
GRK6,GRK6,GRK6,GRK6
KLHL9,KLHL9,KLHL9,KLHL9
WWOX,WWOX,WWOX,WWOX
DAP,DAP,DAP,DAP
ARL2BP,ARL2BP,ARL2BP,ARL2BP
CEP128,CEP128,CEP128,CEP128
AP1M1,AP1M1,AP1M1,AP1M1
C2orf81,C2orf81,C2orf81,C2orf81
WDR49,WDR49,WDR49,WDR49
RASD1,RASD1,RASD1,RASD1
ZNF284,ZNF284,ZNF284,ZNF284
TTC27,TTC27,TTC27,TTC27
