_BACKGROUND,5p,10p,15p
LNPEP,LNPEP,LNPEP,LNPEP
LINS1,LINS1,LINS1,LINS1
ERCC6L2,ERCC6L2,ERCC6L2,ERCC6L2
CHST8,CHST8,CHST8,CHST8
DLG2,DLG2,DLG2,DLG2
CXXC5,CXXC5,CXXC5,CXXC5
FSTL5,FSTL5,FSTL5,FSTL5
FAM13A,FAM13A,FAM13A,FAM13A
FOXP1,FOXP1,FOXP1,FOXP1
GTF3C5,GTF3C5,GTF3C5,GTF3C5
CKAP2,CKAP2,CKAP2,CKAP2
MANEA,MANEA,MANEA,MANEA
C20orf194,C20orf194,C20orf194,C20orf194
IER3,IER3,IER3,IER3
RXRA,RXRA,RXRA,RXRA
KLF3,KLF3,KLF3,KLF3
RUNDC3B,RUNDC3B,RUNDC3B,RUNDC3B
CNOT4,CNOT4,CNOT4,CNOT4
TMEM59,TMEM59,TMEM59,TMEM59
ZBTB7A,ZBTB7A,ZBTB7A,ZBTB7A
MLXIP,MLXIP,MLXIP,MLXIP
EPHA6,EPHA6,EPHA6,EPHA6
VIM-AS1,VIM-AS1,VIM-AS1,VIM-AS1
VEGFA,VEGFA,VEGFA,VEGFA
ZNF397,ZNF397,ZNF397,ZNF397
YWHAB,YWHAB,YWHAB,YWHAB
AFAP1L2,AFAP1L2,AFAP1L2,AFAP1L2
NUP107,NUP107,NUP107,NUP107
PHF21A,PHF21A,PHF21A,PHF21A
CEP57L1,CEP57L1,CEP57L1,CEP57L1
ADAMTS9-AS2,ADAMTS9-AS2,ADAMTS9-AS2,ADAMTS9-AS2
ZNF273,ZNF273,ZNF273,ZNF273
ERC1,ERC1,ERC1,ERC1
CDC14B,CDC14B,CDC14B,CDC14B
KIAA1324L,KIAA1324L,KIAA1324L,KIAA1324L
PRKG2,PRKG2,PRKG2,PRKG2
TPO,TPO,TPO,TPO
KALRN,KALRN,KALRN,KALRN
PFDN5,PFDN5,PFDN5,PFDN5
CELF2,CELF2,CELF2,CELF2
PBX1,PBX1,PBX1,PBX1
ESR2,ESR2,ESR2,ESR2
LINC01619,LINC01619,LINC01619,LINC01619
ZBTB43,ZBTB43,ZBTB43,ZBTB43
SMAD5,SMAD5,SMAD5,SMAD5
ETNK1,ETNK1,ETNK1,ETNK1
NPNT,NPNT,NPNT,NPNT
ZNF292,ZNF292,ZNF292,ZNF292
KSR1,KSR1,KSR1,KSR1
SNX12,SNX12,SNX12,SNX12
DOCK8,DOCK8,DOCK8,DOCK8
PTMS,PTMS,PTMS,PTMS
PRKACB,PRKACB,PRKACB,PRKACB
PANK1,PANK1,PANK1,PANK1
JARID2,JARID2,JARID2,JARID2
MKLN1,MKLN1,MKLN1,MKLN1
