_BACKGROUND,5p,10p,15p
CEP162,CEP162,CEP162,CEP162
C15orf41,C15orf41,C15orf41,C15orf41
ESRP2,ESRP2,ESRP2,ESRP2
ENPP2,ENPP2,ENPP2,ENPP2
CYB5R1,CYB5R1,CYB5R1,CYB5R1
BVES,BVES,BVES,BVES
LRRC4C,LRRC4C,LRRC4C,LRRC4C
ATAD2,ATAD2,ATAD2,ATAD2
MSI2,MSI2,MSI2,MSI2
EFHC2,EFHC2,EFHC2,EFHC2
GTF3A,GTF3A,GTF3A,GTF3A
ZNF595,ZNF595,ZNF595,ZNF595
RBFOX2,RBFOX2,RBFOX2,RBFOX2
COL24A1,COL24A1,COL24A1,COL24A1
CGNL1,CGNL1,CGNL1,CGNL1
DDX20,DDX20,DDX20,DDX20
SOX2-OT,SOX2-OT,SOX2-OT,SOX2-OT
SMAD3,SMAD3,SMAD3,SMAD3
SREBF2,SREBF2,SREBF2,SREBF2
METTL24,METTL24,METTL24,METTL24
ROBO2,ROBO2,ROBO2,ROBO2
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
ZNF639,ZNF639,ZNF639,ZNF639
CHD2,CHD2,CHD2,CHD2
ZNF275,ZNF275,ZNF275,ZNF275
RBBP9,RBBP9,RBBP9,RBBP9
LINC01586,LINC01586,LINC01586,LINC01586
ZNF468,ZNF468,ZNF468,ZNF468
SYT9,SYT9,SYT9,SYT9
ABCA1,ABCA1,ABCA1,ABCA1
CHSY1,CHSY1,CHSY1,CHSY1
PAPSS1,PAPSS1,PAPSS1,PAPSS1
ANOS1,ANOS1,ANOS1,ANOS1
XKR4,XKR4,XKR4,XKR4
ETV3,ETV3,ETV3,ETV3
CEBPD,CEBPD,CEBPD,CEBPD
HACD2,HACD2,HACD2,HACD2
ETV1,ETV1,ETV1,ETV1
CD83,CD83,CD83,CD83
MAP3K15,MAP3K15,MAP3K15,MAP3K15
MEIS2,MEIS2,MEIS2,MEIS2
BBOX1,BBOX1,BBOX1,BBOX1
NCOA7,NCOA7,NCOA7,NCOA7
INPP5F,INPP5F,INPP5F,INPP5F
BNC2,BNC2,BNC2,BNC2
NFATC1,NFATC1,NFATC1,NFATC1
C3orf70,C3orf70,C3orf70,C3orf70
SEZ6L,SEZ6L,SEZ6L,SEZ6L
STAT3,STAT3,STAT3,STAT3
DDX58,DDX58,DDX58,DDX58
IKZF2,IKZF2,IKZF2,IKZF2
ZNF423,ZNF423,ZNF423,ZNF423
ZNF804B,ZNF804B,ZNF804B,ZNF804B
FKBP7,FKBP7,FKBP7,FKBP7
TPD52,TPD52,TPD52,TPD52
PID1,PID1,PID1,PID1
PRR5L,PRR5L,PRR5L,PRR5L
ZNF160,ZNF160,ZNF160,ZNF160
ZFX-AS1,ZFX-AS1,ZFX-AS1,ZFX-AS1
POU3F2,POU3F2,POU3F2,POU3F2
