,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.5961090291009441,0.7202782227058064
1,astro,1,0.722442776314548,0.6008419712956288
2,astro,2,0.631240951112429,0.6194768493473797
3,astro,3,0.7235569335103349,0.7230621695278908
4,astro,4,0.7454424773363432,0.6593458531383435
5,endo,0,0.5493294146561504,0.6866922445414603
6,endo,1,0.4899854186879306,0.5574155203168395
7,endo,2,0.5566428468096567,0.4061406822699508
8,endo,3,0.6323151776068714,0.5336052579455444
9,endo,4,0.47320394431355267,0.44187300597265
10,excitatory,0,0.4885503768585638,0.47335667379957
11,excitatory,1,0.4990162086334196,0.5057805678898878
12,excitatory,2,0.5490421495423261,0.44336034380104156
13,excitatory,3,0.6143147672552856,0.35965694600410125
14,excitatory,4,0.6380078383677344,0.39476221357327534
15,micro,0,0.47652528313679543,0.4499502512305841
16,micro,1,0.47210573000429934,0.4115651503303298
17,micro,2,0.4988969496713171,0.5216842438464153
18,micro,3,0.48815086759354465,0.3541539853664603
19,micro,4,0.5411840943231339,0.3885366019042434
20,oligo,0,0.4223531878000298,0.39499705419030096
21,oligo,1,0.5742919547840106,0.5121203982977095
22,oligo,2,0.4697573713050503,0.3078469548109079
23,oligo,3,0.3947223395605706,0.4190782087289327
24,oligo,4,0.3825479281765266,0.4066505337805795
25,opc,0,0.29644119539876573,0.24102542541026695
26,opc,1,0.38434408636622897,0.5569840149327625
27,opc,2,0.48028225530208923,0.3902429207790683
28,opc,3,0.43259477813683606,0.5362125989487889
29,opc,4,0.5050365333677491,0.3922132518212902
30,vlmc,0,0.3242644520286573,0.22925739052223992
31,vlmc,1,0.3966406083472842,0.5104848740605629
32,vlmc,2,0.4313830226948949,0.33936410627003777
33,vlmc,3,0.5239526348674131,0.2757213319752252
34,vlmc,4,0.3830199245784319,0.3111230494726085
