_BACKGROUND,5p,10p,15p
TEAD1,TEAD1,TEAD1,TEAD1
ASAP2,ASAP2,ASAP2,ASAP2
CREM,CREM,CREM,CREM
TCF12,TCF12,TCF12,TCF12
SPRED1,SPRED1,SPRED1,SPRED1
PTPRK,PTPRK,PTPRK,PTPRK
OSBPL8,OSBPL8,OSBPL8,OSBPL8
EFNA5,EFNA5,EFNA5,EFNA5
SLC35F1,SLC35F1,SLC35F1,SLC35F1
NRIP1,NRIP1,NRIP1,NRIP1
KLF12,KLF12,KLF12,KLF12
ZNRF2,ZNRF2,ZNRF2,ZNRF2
COL19A1,COL19A1,COL19A1,COL19A1
FIGN,FIGN,FIGN,FIGN
ESAM,ESAM,ESAM,ESAM
FGF12,FGF12,FGF12,FGF12
DRD2,DRD2,DRD2,DRD2
PLCL2,PLCL2,PLCL2,PLCL2
SPRED2,SPRED2,SPRED2,SPRED2
FMN1,FMN1,FMN1,FMN1
RAPH1,RAPH1,RAPH1,RAPH1
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
SNX25,SNX25,SNX25,SNX25
DPP10,DPP10,DPP10,DPP10
PLXNA2,PLXNA2,PLXNA2,PLXNA2
RPH3A,RPH3A,RPH3A,RPH3A
TCF4,TCF4,TCF4,TCF4
CERS6,CERS6,CERS6,CERS6
CRIM1,CRIM1,CRIM1,CRIM1
PLEKHA1,PLEKHA1,PLEKHA1,PLEKHA1
RORB,RORB,RORB,RORB
RMDN2,RMDN2,RMDN2,RMDN2
IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1
CADM2,CADM2,CADM2,CADM2
RTN1,RTN1,RTN1,RTN1
ELAVL2,ELAVL2,ELAVL2,ELAVL2
ANO3,ANO3,ANO3,ANO3
GAREM1,GAREM1,GAREM1,GAREM1
PLCB1,PLCB1,PLCB1,PLCB1
NCALD,NCALD,NCALD,NCALD
ELAVL4,ELAVL4,ELAVL4,ELAVL4
STAMBPL1,STAMBPL1,STAMBPL1,STAMBPL1
RARB,RARB,RARB,RARB
SGMS1,SGMS1,SGMS1,SGMS1
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
PRKD1,PRKD1,PRKD1,PRKD1
ZNF385B,ZNF385B,ZNF385B,ZNF385B
MGA,MGA,MGA,MGA
SOX5,SOX5,SOX5,SOX5
PKIA,PKIA,PKIA,PKIA
NUAK1,NUAK1,NUAK1,NUAK1
NPAS2,NPAS2,NPAS2,NPAS2
NFKB1,NFKB1,NFKB1,NFKB1
NTRK2,NTRK2,NTRK2,NTRK2
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
ATRNL1,ATRNL1,ATRNL1,ATRNL1
MIR137HG,MIR137HG,MIR137HG,MIR137HG
PDE4D,PDE4D,PDE4D,PDE4D
CADPS2,CADPS2,CADPS2,CADPS2
RIMS1,RIMS1,RIMS1,RIMS1
NR6A1,NR6A1,NR6A1,NR6A1
HECW1,HECW1,HECW1,HECW1
CDH8,CDH8,CDH8,CDH8
HCN1,HCN1,HCN1,HCN1
GATAD2A,GATAD2A,GATAD2A,GATAD2A
PPM1L,PPM1L,PPM1L,PPM1L
TOX,TOX,TOX,TOX
POU6F2,POU6F2,POU6F2,POU6F2
KCNC2,KCNC2,KCNC2,KCNC2
SATB1,SATB1,SATB1,SATB1
CACNB2,CACNB2,CACNB2,CACNB2
SP9,SP9,SP9,SP9
SERPINI1,SERPINI1,SERPINI1,SERPINI1
PIK3R1,PIK3R1,PIK3R1,PIK3R1
PTPRT,PTPRT,PTPRT,PTPRT
LIN28B,LIN28B,LIN28B,LIN28B
PTK2,PTK2,PTK2,PTK2
TMEM117,TMEM117,TMEM117,TMEM117
EPHA4,EPHA4,EPHA4,EPHA4
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
NCOA3,NCOA3,NCOA3,NCOA3
GTF3A,GTF3A,GTF3A,GTF3A
NCOR1,NCOR1,NCOR1,NCOR1
ZNF304,ZNF304,ZNF304,ZNF304
ZNF804A,ZNF804A,ZNF804A,ZNF804A
TRHDE-AS1,TRHDE-AS1,TRHDE-AS1,TRHDE-AS1
PPP5C,PPP5C,PPP5C,PPP5C
RARA,RARA,RARA,RARA
CDK19,CDK19,CDK19,CDK19
NFIB,NFIB,NFIB,NFIB
KLF8,KLF8,KLF8,KLF8
CTNND2,CTNND2,CTNND2,CTNND2
