_BACKGROUND,5p,10p,15p
MEF2C,MEF2C,MEF2C,MEF2C
PPP4R4,PPP4R4,PPP4R4,PPP4R4
STEAP2,STEAP2,STEAP2,STEAP2
SLC12A8,SLC12A8,SLC12A8,SLC12A8
PAM,PAM,PAM,PAM
NOS1AP,NOS1AP,NOS1AP,NOS1AP
RIMS1,RIMS1,RIMS1,RIMS1
ADARB1,ADARB1,ADARB1,ADARB1
ARNT2,ARNT2,ARNT2,ARNT2
PAG1,PAG1,PAG1,PAG1
PRKCE,PRKCE,PRKCE,PRKCE
GRIN2A,GRIN2A,GRIN2A,GRIN2A
FLRT2,FLRT2,FLRT2,FLRT2
BCL11A,BCL11A,BCL11A,BCL11A
ZNF202,ZNF202,ZNF202,ZNF202
PCSK5,PCSK5,PCSK5,PCSK5
GALNT11,GALNT11,GALNT11,GALNT11
HACD1,HACD1,HACD1,HACD1
MAN1A1,MAN1A1,MAN1A1,MAN1A1
SOX5,SOX5,SOX5,SOX5
HMG20A,HMG20A,HMG20A,HMG20A
PLPP1,PLPP1,PLPP1,PLPP1
SPOCK3,SPOCK3,SPOCK3,SPOCK3
KCTD8,KCTD8,KCTD8,KCTD8
ATF1,ATF1,ATF1,ATF1
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
PPARGC1A,PPARGC1A,PPARGC1A,PPARGC1A
CNTN4,CNTN4,CNTN4,CNTN4
EFNA5,EFNA5,EFNA5,EFNA5
ACO1,ACO1,ACO1,ACO1
TCF4,TCF4,TCF4,TCF4
CELF4,CELF4,CELF4,CELF4
ZFP37,ZFP37,ZFP37,ZFP37
SLC12A5,SLC12A5,SLC12A5,SLC12A5
KCTD1,KCTD1,KCTD1,KCTD1
RFX7,RFX7,RFX7,RFX7
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
ZNF518A,ZNF518A,ZNF518A,ZNF518A
FHL2,FHL2,FHL2,FHL2
CDH9,CDH9,CDH9,CDH9
ZNF280D,ZNF280D,ZNF280D,ZNF280D
NFX1,NFX1,NFX1,NFX1
TENM4,TENM4,TENM4,TENM4
MYEF2,MYEF2,MYEF2,MYEF2
TCF12,TCF12,TCF12,TCF12
GPC6,GPC6,GPC6,GPC6
MTA3,MTA3,MTA3,MTA3
ZNF641,ZNF641,ZNF641,ZNF641
PHF12,PHF12,PHF12,PHF12
PLS1,PLS1,PLS1,PLS1
FSTL5,FSTL5,FSTL5,FSTL5
ZNF592,ZNF592,ZNF592,ZNF592
NR2F1,NR2F1,NR2F1,NR2F1
SP4,SP4,SP4,SP4
ZBTB43,ZBTB43,ZBTB43,ZBTB43
CREM,CREM,CREM,CREM
ARNTL,ARNTL,ARNTL,ARNTL
SRGAP1,SRGAP1,SRGAP1,SRGAP1
SPATS2,SPATS2,SPATS2,SPATS2
PEAK1,PEAK1,PEAK1,PEAK1
CTCF,CTCF,CTCF,CTCF
BCL11B,BCL11B,BCL11B,BCL11B
ZNF423,ZNF423,ZNF423,ZNF423
BRF1,BRF1,BRF1,BRF1
UNC5D,UNC5D,UNC5D,UNC5D
MARCH3,MARCH3,MARCH3,MARCH3
SLC44A5,SLC44A5,SLC44A5,SLC44A5
ZEB1,ZEB1,ZEB1,ZEB1
FAM78B,FAM78B,FAM78B,FAM78B
NETO2,NETO2,NETO2,NETO2
DCX,DCX,DCX,DCX
LZTS1,LZTS1,LZTS1,LZTS1
CERS6,CERS6,CERS6,CERS6
SOX11,SOX11,SOX11,SOX11
RBFOX2,RBFOX2,RBFOX2,RBFOX2
MYLK,MYLK,MYLK,MYLK
MEX3C,MEX3C,MEX3C,MEX3C
SPRED2,SPRED2,SPRED2,SPRED2
NTNG1,NTNG1,NTNG1,NTNG1
MSANTD3,MSANTD3,MSANTD3,MSANTD3
NFAT5,NFAT5,NFAT5,NFAT5
HLCS,HLCS,HLCS,HLCS
NRG1,NRG1,NRG1,NRG1
RNF138,RNF138,RNF138,RNF138
POU3F3,POU3F3,POU3F3,POU3F3
DGKI,DGKI,DGKI,DGKI
RUFY3,RUFY3,RUFY3,RUFY3
CDH8,CDH8,CDH8,CDH8
ITPR1,ITPR1,ITPR1,ITPR1
KCNJ2,KCNJ2,KCNJ2,KCNJ2
PLXNA2,PLXNA2,PLXNA2,PLXNA2
GABPA,GABPA,GABPA,GABPA
CHSY3,CHSY3,CHSY3,CHSY3
JAZF1-AS1,JAZF1-AS1,JAZF1-AS1,JAZF1-AS1
SNCAIP,SNCAIP,SNCAIP,SNCAIP
ARPP21,ARPP21,ARPP21,ARPP21
FOXK1,FOXK1,FOXK1,FOXK1
KCNJ6,KCNJ6,KCNJ6,KCNJ6
DPP10,DPP10,DPP10,DPP10
ARNTL2,ARNTL2,ARNTL2,ARNTL2
ARID5B,ARID5B,ARID5B,ARID5B
CBLN2,CBLN2,CBLN2,CBLN2
ZNF398,ZNF398,ZNF398,ZNF398
PGBD5,PGBD5,PGBD5,PGBD5
CASC15,CASC15,CASC15,CASC15
CSMD2,CSMD2,CSMD2,CSMD2
PRKCA,PRKCA,PRKCA,PRKCA
