_BACKGROUND,5p,10p,15p
RXRG,RXRG,RXRG,RXRG
KCNMB2-AS1,KCNMB2-AS1,KCNMB2-AS1,KCNMB2-AS1
DUXA,DUXA,DUXA,DUXA
SOX13,SOX13,SOX13,SOX13
BRINP2,BRINP2,BRINP2,BRINP2
STAC2,STAC2,STAC2,STAC2
ANKRD34A,ANKRD34A,ANKRD34A,ANKRD34A
XIAP,XIAP,XIAP,XIAP
RIMS1,RIMS1,RIMS1,RIMS1
HUWE1,HUWE1,HUWE1,HUWE1
LURAP1L,LURAP1L,LURAP1L,LURAP1L
LINC01412,LINC01412,LINC01412,LINC01412
SYNDIG1,SYNDIG1,SYNDIG1,SYNDIG1
FAM222A,FAM222A,FAM222A,FAM222A
OTX2,OTX2,OTX2,OTX2
NTRK2,NTRK2,NTRK2,NTRK2
GABRA4,GABRA4,GABRA4,GABRA4
IGF2R,IGF2R,IGF2R,IGF2R
SOX1,SOX1,SOX1,SOX1
TENM3,TENM3,TENM3,TENM3
PRKAG2,PRKAG2,PRKAG2,PRKAG2
IPMK,IPMK,IPMK,IPMK
NDST3,NDST3,NDST3,NDST3
MAST1,MAST1,MAST1,MAST1
LINC01505,LINC01505,LINC01505,LINC01505
PGK1,PGK1,PGK1,PGK1
NELL1,NELL1,NELL1,NELL1
TP53BP1,TP53BP1,TP53BP1,TP53BP1
PHLDA2,PHLDA2,PHLDA2,PHLDA2
SLC1A3,SLC1A3,SLC1A3,SLC1A3
EFCAB5,EFCAB5,EFCAB5,EFCAB5
GLT1D1,GLT1D1,GLT1D1,GLT1D1
MEIS1,MEIS1,MEIS1,MEIS1
ZC3H11A,ZC3H11A,ZC3H11A,ZC3H11A
CYSLTR1,CYSLTR1,CYSLTR1,CYSLTR1
PTGER4,PTGER4,PTGER4,PTGER4
COL9A2,COL9A2,COL9A2,COL9A2
SLC35F4,SLC35F4,SLC35F4,SLC35F4
CDH1,CDH1,CDH1,CDH1
FUT9,FUT9,FUT9,FUT9
GPR149,GPR149,GPR149,GPR149
SLC35F3,SLC35F3,SLC35F3,SLC35F3
SLC4A7,SLC4A7,SLC4A7,SLC4A7
STX12,STX12,STX12,STX12
NPY1R,NPY1R,NPY1R,NPY1R
C3orf67-AS1,C3orf67-AS1,C3orf67-AS1,C3orf67-AS1
ZNF579,ZNF579,ZNF579,ZNF579
ATP10B,ATP10B,ATP10B,ATP10B
EDC3,EDC3,EDC3,EDC3
COL3A1,COL3A1,COL3A1,COL3A1
SNX19,SNX19,SNX19,SNX19
ZNF468,ZNF468,ZNF468,ZNF468
TEF,TEF,TEF,TEF
TEX10,TEX10,TEX10,TEX10
ZNF860,ZNF860,ZNF860,ZNF860
NGEF,NGEF,NGEF,NGEF
EFEMP1,EFEMP1,EFEMP1,EFEMP1
TCEA3,TCEA3,TCEA3,TCEA3
GALNT14,GALNT14,GALNT14,GALNT14
PLSCR2,PLSCR2,PLSCR2,PLSCR2
GRIK1,GRIK1,GRIK1,GRIK1
OVAAL,OVAAL,OVAAL,OVAAL
BTBD11,BTBD11,BTBD11,BTBD11
RCAN3,RCAN3,RCAN3,RCAN3
RAB27A,RAB27A,RAB27A,RAB27A
DIRAS2,DIRAS2,DIRAS2,DIRAS2
SCAMP4,SCAMP4,SCAMP4,SCAMP4
CARMIL2,CARMIL2,CARMIL2,CARMIL2
MCF2,MCF2,MCF2,MCF2
SYNPR,SYNPR,SYNPR,SYNPR
CSRNP1,CSRNP1,CSRNP1,CSRNP1
ZNF701,ZNF701,ZNF701,ZNF701
NDRG4,NDRG4,NDRG4,NDRG4
SVIL,SVIL,SVIL,SVIL
ELF5,ELF5,ELF5,ELF5
KCNQ5,KCNQ5,KCNQ5,KCNQ5
SCN1A,SCN1A,SCN1A,SCN1A
CRYM,CRYM,CRYM,CRYM
LHX2,LHX2,LHX2,LHX2
AQP4-AS1,AQP4-AS1,AQP4-AS1,AQP4-AS1
BTNL8,BTNL8,BTNL8,BTNL8
SLC44A5,SLC44A5,SLC44A5,SLC44A5
SCN1B,SCN1B,SCN1B,SCN1B
KCNH7,KCNH7,KCNH7,KCNH7
ADD3-AS1,ADD3-AS1,ADD3-AS1,ADD3-AS1
KCNA4,KCNA4,KCNA4,KCNA4
EPHA4,EPHA4,EPHA4,EPHA4
C2orf88,C2orf88,C2orf88,C2orf88
PROX1,PROX1,PROX1,PROX1
STPG2,STPG2,STPG2,STPG2
BRCA2,BRCA2,BRCA2,BRCA2
MIR4435-2HG,MIR4435-2HG,MIR4435-2HG,MIR4435-2HG
TRPM6,TRPM6,TRPM6,TRPM6
VWC2,VWC2,VWC2,VWC2
DYNLL1,DYNLL1,DYNLL1,DYNLL1
SORCS2,SORCS2,SORCS2,SORCS2
CCT6B,CCT6B,CCT6B,CCT6B
THUMPD1,THUMPD1,THUMPD1,THUMPD1
SLC35G1,SLC35G1,SLC35G1,SLC35G1
RAB3C,RAB3C,RAB3C,RAB3C
ACER2,ACER2,ACER2,ACER2
CACNA1A,CACNA1A,CACNA1A,CACNA1A
NMNAT2,NMNAT2,NMNAT2,NMNAT2
LAMC3,LAMC3,LAMC3,LAMC3
ADAMTS17,ADAMTS17,ADAMTS17,ADAMTS17
PCAT19,PCAT19,PCAT19,PCAT19
RORB,RORB,RORB,RORB
CSMD2,CSMD2,CSMD2,CSMD2
TDRD6,TDRD6,TDRD6,TDRD6
PPP1R26-AS1,PPP1R26-AS1,PPP1R26-AS1,PPP1R26-AS1
AP4B1-AS1,AP4B1-AS1,AP4B1-AS1,AP4B1-AS1
LINC01622,LINC01622,LINC01622,LINC01622
EPHA2,EPHA2,EPHA2,EPHA2
LINC01397,LINC01397,LINC01397,LINC01397
LRIG3,LRIG3,LRIG3,LRIG3
SCN2A,SCN2A,SCN2A,SCN2A
FOXS1,FOXS1,FOXS1,FOXS1
CDON,CDON,CDON,CDON
NEUROD1,NEUROD1,NEUROD1,NEUROD1
ZNF674,ZNF674,ZNF674,ZNF674
RPLP2,RPLP2,RPLP2,RPLP2
HORMAD2-AS1,HORMAD2-AS1,HORMAD2-AS1,HORMAD2-AS1
EOGT,EOGT,EOGT,EOGT
GALK2,GALK2,GALK2,GALK2
SLC9A3,SLC9A3,SLC9A3,SLC9A3
TLR5,TLR5,TLR5,TLR5
PRKAA1,PRKAA1,PRKAA1,PRKAA1
LRRC3B,LRRC3B,LRRC3B,LRRC3B
NCOA4,NCOA4,NCOA4,NCOA4
GRAMD1B,GRAMD1B,GRAMD1B,GRAMD1B
TCF15,TCF15,TCF15,TCF15
SOX21,SOX21,SOX21,SOX21
CTSH,CTSH,CTSH,CTSH
TRHDE,TRHDE,TRHDE,TRHDE
TSPEAR,TSPEAR,TSPEAR,TSPEAR
POC1A,POC1A,POC1A,POC1A
KCTD20,KCTD20,KCTD20,KCTD20
FZD5,FZD5,FZD5,FZD5
AGBL3,AGBL3,AGBL3,AGBL3
WDR35,WDR35,WDR35,WDR35
SLC4A10,SLC4A10,SLC4A10,SLC4A10
HSF5,HSF5,HSF5,HSF5
TCF7L1,TCF7L1,TCF7L1,TCF7L1
NTRK1,NTRK1,NTRK1,NTRK1
CNTN5,CNTN5,CNTN5,CNTN5
ARRDC3-AS1,ARRDC3-AS1,ARRDC3-AS1,ARRDC3-AS1
COX10-AS1,COX10-AS1,COX10-AS1,COX10-AS1
NPAS3,NPAS3,NPAS3,NPAS3
SIX1,SIX1,SIX1,SIX1
SOCS2,SOCS2,SOCS2,SOCS2
CCL5,CCL5,CCL5,CCL5
S100A11,S100A11,S100A11,S100A11
RPL7,RPL7,RPL7,RPL7
CCDC26,CCDC26,CCDC26,CCDC26
REL,REL,REL,REL
ZNF195,ZNF195,ZNF195,ZNF195
ZNF564,ZNF564,ZNF564,ZNF564
SLC22A3,SLC22A3,SLC22A3,SLC22A3
ALK,ALK,ALK,ALK
SHANK1,SHANK1,SHANK1,SHANK1
SYT5,SYT5,SYT5,SYT5
ACKR1,ACKR1,ACKR1,ACKR1
PCDH10,PCDH10,PCDH10,PCDH10
VAX2,VAX2,VAX2,VAX2
VOPP1,VOPP1,VOPP1,VOPP1
BEND6,BEND6,BEND6,BEND6
BAZ1A,BAZ1A,BAZ1A,BAZ1A
APLN,APLN,APLN,APLN
NR2E1,NR2E1,NR2E1,NR2E1
COL11A1,COL11A1,COL11A1,COL11A1
FSTL5,FSTL5,FSTL5,FSTL5
PCDHB7,PCDHB7,PCDHB7,PCDHB7
ZNF385D,ZNF385D,ZNF385D,ZNF385D
ZDHHC15,ZDHHC15,ZDHHC15,ZDHHC15
ACSL4,ACSL4,ACSL4,ACSL4
CA3,CA3,CA3,CA3
BLOC1S3,BLOC1S3,BLOC1S3,BLOC1S3
PTCH1,PTCH1,PTCH1,PTCH1
CLDN5,CLDN5,CLDN5,CLDN5
ZNF749,ZNF749,ZNF749,ZNF749
ZNF610,ZNF610,ZNF610,ZNF610
C9orf40,C9orf40,C9orf40,C9orf40
DCLK1,DCLK1,DCLK1,DCLK1
NCKAP5,NCKAP5,NCKAP5,NCKAP5
FREM2,FREM2,FREM2,FREM2
LVRN,LVRN,LVRN,LVRN
SKOR1,SKOR1,SKOR1,SKOR1
PPP2R2B,PPP2R2B,PPP2R2B,PPP2R2B
SNRPA,SNRPA,SNRPA,SNRPA
ZNF329,ZNF329,ZNF329,ZNF329
RSPH3,RSPH3,RSPH3,RSPH3
ZNF483,ZNF483,ZNF483,ZNF483
FBXL5,FBXL5,FBXL5,FBXL5
ERCC6L2,ERCC6L2,ERCC6L2,ERCC6L2
LINS1,LINS1,LINS1,LINS1
MX2,MX2,MX2,MX2
ACSL3,ACSL3,ACSL3,ACSL3
SLC17A7,SLC17A7,SLC17A7,SLC17A7
LAYN,LAYN,LAYN,LAYN
DTD2,DTD2,DTD2,DTD2
CELA2B,CELA2B,CELA2B,CELA2B
RNF157,RNF157,RNF157,RNF157
IL34,IL34,IL34,IL34
TF,TF,TF,TF
LRRTM2,LRRTM2,LRRTM2,LRRTM2
PEX6,PEX6,PEX6,PEX6
SLC28A2,SLC28A2,SLC28A2,SLC28A2
NHSL2,NHSL2,NHSL2,NHSL2
ZNF668,ZNF668,ZNF668,ZNF668
DNAJC10,DNAJC10,DNAJC10,DNAJC10
CASP4,CASP4,CASP4,CASP4
SPATA9,SPATA9,SPATA9,SPATA9
NCS1,NCS1,NCS1,NCS1
ZNF606,ZNF606,ZNF606,ZNF606
TMEM170B,TMEM170B,TMEM170B,TMEM170B
LNPEP,LNPEP,LNPEP,LNPEP
KHDRBS3,KHDRBS3,KHDRBS3,KHDRBS3
ATCAY,ATCAY,ATCAY,ATCAY
NANOG,NANOG,NANOG,NANOG
CXXC5,CXXC5,CXXC5,CXXC5
TSHZ2,TSHZ2,TSHZ2,TSHZ2
LZTS3,LZTS3,LZTS3,LZTS3
FOSB,FOSB,FOSB,FOSB
NR4A3,NR4A3,NR4A3,NR4A3
ENC1,ENC1,ENC1,ENC1
CAMK2A,CAMK2A,CAMK2A,CAMK2A
HTR4,HTR4,HTR4,HTR4
FOXO6,FOXO6,FOXO6,FOXO6
STRBP,STRBP,STRBP,STRBP
UPRT,UPRT,UPRT,UPRT
GDNF-AS1,GDNF-AS1,GDNF-AS1,GDNF-AS1
TMEM100,TMEM100,TMEM100,TMEM100
SPAG16,SPAG16,SPAG16,SPAG16
MED23,MED23,MED23,MED23
POLR2J2,POLR2J2,POLR2J2,POLR2J2
SLC1A7,,SLC1A7,SLC1A7
MFGE8,,MFGE8,MFGE8
ZBTB49,,ZBTB49,ZBTB49
ARHGAP29,,ARHGAP29,ARHGAP29
EPHA5,,EPHA5,EPHA5
WWC3,,WWC3,WWC3
RAB20,,RAB20,RAB20
NRROS,,NRROS,NRROS
MAFB,,MAFB,MAFB
VSTM2B,,VSTM2B,VSTM2B
CYP4Z1,,CYP4Z1,CYP4Z1
KCNB2,,KCNB2,KCNB2
USF1,,USF1,USF1
CACNA1D,,CACNA1D,CACNA1D
MAP3K9,,MAP3K9,MAP3K9
GRIK5,,GRIK5,GRIK5
LINC01118,,LINC01118,LINC01118
LINC00466,,LINC00466,LINC00466
ZNF732,,ZNF732,ZNF732
ZBTB7A,,ZBTB7A,ZBTB7A
CPEB1,,CPEB1,CPEB1
LINC01166,,LINC01166,LINC01166
C20orf194,,C20orf194,C20orf194
LINC01119,,LINC01119,LINC01119
IPCEF1,,IPCEF1,IPCEF1
FSIP2,,FSIP2,FSIP2
PDE10A,,PDE10A,PDE10A
ADCY5,,ADCY5,ADCY5
PDZD2,,PDZD2,PDZD2
CCNA2,,CCNA2,CCNA2
MIR137HG,,MIR137HG,MIR137HG
FMO2,,FMO2,FMO2
ZNF461,,ZNF461,ZNF461
ZNF398,,ZNF398,ZNF398
SEC24D,,SEC24D,SEC24D
RFX8,,RFX8,RFX8
UGT8,,UGT8,UGT8
TMEM132B,,TMEM132B,TMEM132B
ZNF417,,ZNF417,ZNF417
KMT2B,,KMT2B,KMT2B
GRIN2A,,GRIN2A,GRIN2A
CA10,,CA10,CA10
MYO16,,MYO16,MYO16
CNTN6,,CNTN6,CNTN6
VEGFA,,VEGFA,VEGFA
PLPP3,,PLPP3,PLPP3
KSR1,,KSR1,KSR1
PRKG2,,PRKG2,PRKG2
SDCBP2-AS1,,SDCBP2-AS1,SDCBP2-AS1
APMAP,,APMAP,APMAP
SNAP25,,SNAP25,SNAP25
MCOLN1,,MCOLN1,MCOLN1
SSH2,,SSH2,SSH2
KCNMA1,,KCNMA1,KCNMA1
LNP1,,LNP1,LNP1
ENTPD1,,ENTPD1,ENTPD1
BEND4,,BEND4,BEND4
ALDH8A1,,ALDH8A1,ALDH8A1
MIER3,,MIER3,MIER3
CDH8,,CDH8,CDH8
CFAP161,,CFAP161,CFAP161
RBAK,,RBAK,RBAK
MLXIP,,MLXIP,MLXIP
TAF1B,,TAF1B,TAF1B
ADAMTS3,,ADAMTS3,ADAMTS3
FEZ1,,FEZ1,FEZ1
TBPL2,,TBPL2,TBPL2
C3orf67,,C3orf67,C3orf67
MLST8,,MLST8,MLST8
CEP135,,CEP135,CEP135
ZBTB38,,ZBTB38,ZBTB38
ZNF44,,ZNF44,ZNF44
ADCYAP1,,ADCYAP1,ADCYAP1
TNFRSF10D,,TNFRSF10D,TNFRSF10D
CACNA1E,,CACNA1E,CACNA1E
SLC18A2,,SLC18A2,SLC18A2
TMEM39A,,TMEM39A,TMEM39A
P2RY14,,P2RY14,P2RY14
STX17-AS1,,STX17-AS1,STX17-AS1
SRD5A1,,SRD5A1,SRD5A1
JPH3,,JPH3,JPH3
NRG2,,NRG2,NRG2
IL16,,IL16,IL16
THSD7A,,THSD7A,THSD7A
SLC6A15,,SLC6A15,SLC6A15
TUBB6,,TUBB6,TUBB6
MID2,,MID2,MID2
PTPRO,,PTPRO,PTPRO
DNAJC18,,DNAJC18,DNAJC18
ZBTB43,,ZBTB43,ZBTB43
CENPQ,,CENPQ,CENPQ
CEP57L1,,CEP57L1,CEP57L1
STS,,STS,STS
EPB41L4B,,EPB41L4B,EPB41L4B
CHST8,,CHST8,CHST8
PRX,,PRX,PRX
CSNK1A1,,CSNK1A1,CSNK1A1
EDNRB,,EDNRB,EDNRB
NPR1,,NPR1,NPR1
PDE1A,,PDE1A,PDE1A
MCM3AP-AS1,,MCM3AP-AS1,MCM3AP-AS1
LRRN3,,LRRN3,LRRN3
CYP2J2,,CYP2J2,CYP2J2
ANO6,,ANO6,ANO6
SNX2,,SNX2,SNX2
TMEM163,,TMEM163,TMEM163
CLVS1,,CLVS1,CLVS1
PKNOX1,,PKNOX1,PKNOX1
CSMD3,,CSMD3,CSMD3
ZNF407,,ZNF407,ZNF407
CDH7,,CDH7,CDH7
ZNF692,,ZNF692,ZNF692
GNG11,,GNG11,GNG11
CCDC85C,,CCDC85C,CCDC85C
TMLHE-AS1,,TMLHE-AS1,TMLHE-AS1
SLFNL1-AS1,,SLFNL1-AS1,SLFNL1-AS1
TRAF3,,TRAF3,TRAF3
MPPED1,,MPPED1,MPPED1
GAD1,,GAD1,GAD1
PALD1,,PALD1,PALD1
C15orf41,,C15orf41,C15orf41
UTY,,UTY,UTY
ARHGAP22,,ARHGAP22,ARHGAP22
CALCRL,,CALCRL,CALCRL
PLEKHO1,,PLEKHO1,PLEKHO1
MYO1F,,MYO1F,MYO1F
DOK5,,DOK5,DOK5
ELAVL2,,ELAVL2,ELAVL2
GRIN2D,,GRIN2D,GRIN2D
NLGN4X,,NLGN4X,NLGN4X
KANK1,,KANK1,KANK1
LIN52,,LIN52,LIN52
ERC1,,ERC1,ERC1
ATF7IP,,ATF7IP,ATF7IP
OSMR,,OSMR,OSMR
SEMA6A,,SEMA6A,SEMA6A
DLG2,,DLG2,DLG2
ZNF157,,ZNF157,ZNF157
ZC3H12B,,ZC3H12B,ZC3H12B
FOXP1,,FOXP1,FOXP1
