_BACKGROUND,5p,10p,15p
DOCK10,DOCK10,DOCK10,DOCK10
GPR158,GPR158,GPR158,GPR158
TMOD1,TMOD1,TMOD1,TMOD1
RND3,RND3,RND3,RND3
NR3C2,NR3C2,NR3C2,NR3C2
KLF13,KLF13,KLF13,KLF13
LIN7A,LIN7A,LIN7A,LIN7A
CXXC5,CXXC5,CXXC5,CXXC5
PTPRK,PTPRK,PTPRK,PTPRK
NR2C2,NR2C2,NR2C2,NR2C2
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
HIF1A,HIF1A,HIF1A,HIF1A
CDH20,CDH20,CDH20,CDH20
LRRC8B,LRRC8B,LRRC8B,LRRC8B
ZEB2,ZEB2,ZEB2,ZEB2
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
PLD5,PLD5,PLD5,PLD5
KCNC2,KCNC2,KCNC2,KCNC2
NXPH2,NXPH2,NXPH2,NXPH2
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
TRPS1,TRPS1,TRPS1,TRPS1
RBMS1,RBMS1,RBMS1,RBMS1
DPY19L1,DPY19L1,DPY19L1,DPY19L1
RORA,RORA,RORA,RORA
PLEKHA6,PLEKHA6,PLEKHA6,PLEKHA6
AHDC1,AHDC1,AHDC1,AHDC1
HP1BP3,HP1BP3,HP1BP3,HP1BP3
GRM5,GRM5,GRM5,GRM5
FAM110B,FAM110B,FAM110B,FAM110B
ZNF804A,ZNF804A,ZNF804A,ZNF804A
APP,APP,APP,APP
SNTG1,SNTG1,SNTG1,SNTG1
TFDP2,TFDP2,TFDP2,TFDP2
CNTN1,CNTN1,CNTN1,CNTN1
MXD1,MXD1,MXD1,MXD1
AHR,AHR,AHR,AHR
SNAP25,SNAP25,SNAP25,SNAP25
LPIN2,LPIN2,LPIN2,LPIN2
HS6ST3,HS6ST3,HS6ST3,HS6ST3
HDAC2,HDAC2,HDAC2,HDAC2
YWHAZ,YWHAZ,YWHAZ,YWHAZ
ADGRL2,ADGRL2,ADGRL2,ADGRL2
PDS5A,PDS5A,PDS5A,PDS5A
LINC00894,LINC00894,LINC00894,LINC00894
AHCTF1,AHCTF1,AHCTF1,AHCTF1
CACNA1C,CACNA1C,CACNA1C,CACNA1C
HDAC9,HDAC9,HDAC9,HDAC9
FAM117B,FAM117B,FAM117B,FAM117B
KDM4C,KDM4C,KDM4C,KDM4C
ERC2,ERC2,ERC2,ERC2
