_BACKGROUND,5p,10p,15p
CNTNAP5,CNTNAP5,CNTNAP5,CNTNAP5
ZNF592,ZNF592,ZNF592,ZNF592
BDNF,BDNF,BDNF,BDNF
ZNF226,ZNF226,ZNF226,ZNF226
TCF24,TCF24,TCF24,TCF24
BPTF,BPTF,BPTF,BPTF
ZNF585A,ZNF585A,ZNF585A,ZNF585A
SLC22A15,SLC22A15,SLC22A15,SLC22A15
MTF1,MTF1,MTF1,MTF1
GSN,GSN,GSN,GSN
ZNF197,ZNF197,ZNF197,ZNF197
SPATS2,SPATS2,SPATS2,SPATS2
STK39,STK39,STK39,STK39
TLE4,TLE4,TLE4,TLE4
STK10,STK10,STK10,STK10
NXN,NXN,NXN,NXN
AGGF1,AGGF1,AGGF1,AGGF1
STK40,STK40,STK40,STK40
MLXIP,MLXIP,MLXIP,MLXIP
AHDC1,AHDC1,AHDC1,AHDC1
SLC26A8,SLC26A8,SLC26A8,SLC26A8
ZBTB6,ZBTB6,ZBTB6,ZBTB6
ZNF420,ZNF420,ZNF420,ZNF420
HDAC1,HDAC1,HDAC1,HDAC1
ZNF667,ZNF667,ZNF667,ZNF667
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
ZNF525,ZNF525,ZNF525,ZNF525
SFPQ,SFPQ,SFPQ,SFPQ
TRPC3,TRPC3,TRPC3,TRPC3
DAZAP1,DAZAP1,DAZAP1,DAZAP1
ZNF391,ZNF391,ZNF391,ZNF391
ASPA,ASPA,ASPA,ASPA
ZFHX4-AS1,ZFHX4-AS1,ZFHX4-AS1,ZFHX4-AS1
EPHB6,EPHB6,EPHB6,EPHB6
USF1,USF1,USF1,USF1
RFX1,RFX1,RFX1,RFX1
ARHGAP8,ARHGAP8,ARHGAP8,ARHGAP8
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
JADE3,JADE3,JADE3,JADE3
TENM4,TENM4,TENM4,TENM4
SLC30A10,SLC30A10,SLC30A10,SLC30A10
DKK2,DKK2,DKK2,DKK2
TPK1,TPK1,TPK1,TPK1
FAM81A,FAM81A,FAM81A,FAM81A
LINC01411,LINC01411,LINC01411,LINC01411
ULK4,ULK4,ULK4,ULK4
TSNAX,TSNAX,TSNAX,TSNAX
CDK8,CDK8,CDK8,CDK8
ARHGAP42,ARHGAP42,ARHGAP42,ARHGAP42
PTPRB,PTPRB,PTPRB,PTPRB
LINC00271,LINC00271,LINC00271,LINC00271
ZNF75A,ZNF75A,ZNF75A,ZNF75A
SLC26A4,SLC26A4,SLC26A4,SLC26A4
GLIS3,GLIS3,GLIS3,GLIS3
PODN,PODN,PODN,PODN
CREM,CREM,CREM,CREM
DIAPH2,DIAPH2,DIAPH2,DIAPH2
EFNB2,EFNB2,EFNB2,EFNB2
SOX2-OT,SOX2-OT,SOX2-OT,SOX2-OT
ZNRF3,ZNRF3,ZNRF3,ZNRF3
ADRA1A,ADRA1A,ADRA1A,ADRA1A
KCNK12,KCNK12,KCNK12,KCNK12
MXD1,MXD1,MXD1,MXD1
SLCO5A1,SLCO5A1,SLCO5A1,SLCO5A1
ANKRD44,ANKRD44,ANKRD44,ANKRD44
SDK1,SDK1,SDK1,SDK1
TBC1D16,TBC1D16,TBC1D16,TBC1D16
MT4,MT4,MT4,MT4
TEX15,TEX15,TEX15,TEX15
LCLAT1,LCLAT1,LCLAT1,LCLAT1
SEMA3C,,SEMA3C,SEMA3C
MEGF11,,MEGF11,MEGF11
MAN1A1,,MAN1A1,MAN1A1
SLC1A2,,SLC1A2,SLC1A2
LMO3,,LMO3,LMO3
AFF2,,AFF2,AFF2
PGBD5,,PGBD5,PGBD5
FSIP1,,FSIP1,FSIP1
PTBP3,,PTBP3,PTBP3
SHC3,,SHC3,SHC3
BRINP1,,BRINP1,BRINP1
SMUG1,,SMUG1,SMUG1
CDYL,,CDYL,CDYL
NAV3,,NAV3,NAV3
SLC24A3,,SLC24A3,SLC24A3
ADAMTSL1,,ADAMTSL1,ADAMTSL1
HEY2,,HEY2,HEY2
GRIP1,,GRIP1,GRIP1
C1orf61,,C1orf61,C1orf61
PEAK1,,PEAK1,PEAK1
ADAMTS16,,ADAMTS16,ADAMTS16
BMPER,,BMPER,BMPER
DLGAP1-AS5,,DLGAP1-AS5,DLGAP1-AS5
SMCO4,,SMCO4,SMCO4
PIP5K1B,,PIP5K1B,PIP5K1B
KREMEN1,,KREMEN1,KREMEN1
CHRM5,,CHRM5,CHRM5
FAM189A1,,FAM189A1,FAM189A1
BRF1,,BRF1,BRF1
SLC35F1,,SLC35F1,SLC35F1
ARHGEF26,,ARHGEF26,ARHGEF26
