_BACKGROUND,5p,10p,15p
TRPC3,TRPC3,TRPC3,TRPC3
CCNT2,CCNT2,CCNT2,CCNT2
PDLIM3,PDLIM3,PDLIM3,PDLIM3
CEMIP,CEMIP,CEMIP,CEMIP
ZNF600,ZNF600,ZNF600,ZNF600
SLC38A11,SLC38A11,SLC38A11,SLC38A11
DNAH8,DNAH8,DNAH8,DNAH8
SHANK2,SHANK2,SHANK2,SHANK2
ERBIN,ERBIN,ERBIN,ERBIN
TENM4,TENM4,TENM4,TENM4
GRIK2,GRIK2,GRIK2,GRIK2
FSTL5,FSTL5,FSTL5,FSTL5
PTPN21,PTPN21,PTPN21,PTPN21
BICC1,BICC1,BICC1,BICC1
SEMA6A,SEMA6A,SEMA6A,SEMA6A
GRIN2A,GRIN2A,GRIN2A,GRIN2A
LRRC37A3,LRRC37A3,LRRC37A3,LRRC37A3
SLC5A3,SLC5A3,SLC5A3,SLC5A3
TRAF3,TRAF3,TRAF3,TRAF3
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
CHSY3,CHSY3,CHSY3,CHSY3
RAVER2,RAVER2,RAVER2,RAVER2
CENPI,CENPI,CENPI,CENPI
ATP1B3,ATP1B3,ATP1B3,ATP1B3
FAM135B,FAM135B,FAM135B,FAM135B
KPNA3,KPNA3,KPNA3,KPNA3
TMCC1,TMCC1,TMCC1,TMCC1
FTCDNL1,FTCDNL1,FTCDNL1,FTCDNL1
PDE7A,PDE7A,PDE7A,PDE7A
ATP8B1,ATP8B1,ATP8B1,ATP8B1
ARID5B,ARID5B,ARID5B,ARID5B
MED12L,MED12L,MED12L,MED12L
SUSD6,SUSD6,SUSD6,SUSD6
SEMA5A,SEMA5A,SEMA5A,SEMA5A
C3orf67,C3orf67,C3orf67,C3orf67
MIOS,MIOS,MIOS,MIOS
RNF217-AS1,RNF217-AS1,RNF217-AS1,RNF217-AS1
TPK1,TPK1,TPK1,TPK1
UXS1,UXS1,UXS1,UXS1
SLC2A13,SLC2A13,SLC2A13,SLC2A13
RAB7A,RAB7A,RAB7A,RAB7A
PGBD5,PGBD5,PGBD5,PGBD5
ELOVL6,ELOVL6,ELOVL6,ELOVL6
HECA,HECA,HECA,HECA
ARSG,ARSG,ARSG,ARSG
NETO2,NETO2,NETO2,NETO2
ZNF81,ZNF81,ZNF81,ZNF81
RNF24,RNF24,RNF24,RNF24
SP3,SP3,SP3,SP3
TTC7A,TTC7A,TTC7A,TTC7A
SNX25,SNX25,SNX25,SNX25
LRRC4C,LRRC4C,LRRC4C,LRRC4C
SH3GL2,SH3GL2,SH3GL2,SH3GL2
LINC01184,LINC01184,LINC01184,LINC01184
HLCS,HLCS,HLCS,HLCS
ASAP2,ASAP2,ASAP2,ASAP2
R3HDM1,R3HDM1,R3HDM1,R3HDM1
BCL11A,BCL11A,BCL11A,BCL11A
ARNT2,ARNT2,ARNT2,ARNT2
SP4,SP4,SP4,SP4
KCNIP4,KCNIP4,KCNIP4,KCNIP4
STK39,STK39,STK39,STK39
RASA2,RASA2,RASA2,RASA2
SEMA5B,SEMA5B,SEMA5B,SEMA5B
CUEDC1,CUEDC1,CUEDC1,CUEDC1
SLC8A3,SLC8A3,SLC8A3,SLC8A3
NFE2L2,NFE2L2,NFE2L2,NFE2L2
USP53,USP53,USP53,USP53
EML4,EML4,EML4,EML4
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1
PIP4K2A,PIP4K2A,PIP4K2A,PIP4K2A
TOX,TOX,TOX,TOX
NFAT5,NFAT5,NFAT5,NFAT5
CACNA1C,,CACNA1C,CACNA1C
FRMD5,,FRMD5,FRMD5
THSD7A,,THSD7A,THSD7A
CDH6,,CDH6,CDH6
LRRC3B,,LRRC3B,LRRC3B
PACRG,,PACRG,PACRG
LIN54,,LIN54,LIN54
C2orf88,,C2orf88,C2orf88
RBBP8,,RBBP8,RBBP8
MYO3A,,MYO3A,MYO3A
CHST11,,CHST11,CHST11
UMODL1,,UMODL1,UMODL1
DCAF6,,DCAF6,DCAF6
PRDM5,,PRDM5,PRDM5
MPP7,,MPP7,MPP7
UBE2E1,,UBE2E1,UBE2E1
KIF13B,,KIF13B,KIF13B
ADAMTS16,,ADAMTS16,ADAMTS16
DPY19L3,,DPY19L3,DPY19L3
PCSK2,,PCSK2,PCSK2
RGS17,,RGS17,RGS17
DCHS2,,DCHS2,DCHS2
INPP4B,,INPP4B,INPP4B
INTS6,,INTS6,INTS6
SETBP1,,SETBP1,SETBP1
ANKRD28,,ANKRD28,ANKRD28
CAST,,CAST,CAST
CDYL,,CDYL,CDYL
PDE8B,,PDE8B,PDE8B
RTKN2,,RTKN2,RTKN2
