_BACKGROUND,5p,10p,15p
ARNT,ARNT,ARNT,ARNT
ZNF736,ZNF736,ZNF736,ZNF736
ZNF708,ZNF708,ZNF708,ZNF708
SFPQ,SFPQ,SFPQ,SFPQ
ATF6,ATF6,ATF6,ATF6
NOS1AP,NOS1AP,NOS1AP,NOS1AP
CBFA2T2,CBFA2T2,CBFA2T2,CBFA2T2
TNIK,TNIK,TNIK,TNIK
ZFP90,ZFP90,ZFP90,ZFP90
DPP10,DPP10,DPP10,DPP10
TCF4,TCF4,TCF4,TCF4
TIA1,TIA1,TIA1,TIA1
SMARCC1,SMARCC1,SMARCC1,SMARCC1
CDH2,CDH2,CDH2,CDH2
NCALD,NCALD,NCALD,NCALD
RAPGEF4,RAPGEF4,RAPGEF4,RAPGEF4
FHL2,FHL2,FHL2,FHL2
PDGFC,PDGFC,PDGFC,PDGFC
NCK2,NCK2,NCK2,NCK2
MYEF2,MYEF2,MYEF2,MYEF2
NYAP2,NYAP2,NYAP2,NYAP2
ZNF197,ZNF197,ZNF197,ZNF197
ZNF592,ZNF592,ZNF592,ZNF592
CREBZF,CREBZF,CREBZF,CREBZF
RFX7,RFX7,RFX7,RFX7
SETBP1,SETBP1,SETBP1,SETBP1
KIAA0319,KIAA0319,KIAA0319,KIAA0319
BRINP3,BRINP3,BRINP3,BRINP3
BCL11A,BCL11A,BCL11A,BCL11A
CHSY3,CHSY3,CHSY3,CHSY3
CADPS2,CADPS2,CADPS2,CADPS2
KCNB2,KCNB2,KCNB2,KCNB2
PLCL2,PLCL2,PLCL2,PLCL2
MXD1,MXD1,MXD1,MXD1
TTC39C,TTC39C,TTC39C,TTC39C
GRM1,GRM1,GRM1,GRM1
PTBP3,PTBP3,PTBP3,PTBP3
CNTN4,CNTN4,CNTN4,CNTN4
STAMBPL1,STAMBPL1,STAMBPL1,STAMBPL1
HS6ST3,HS6ST3,HS6ST3,HS6ST3
KCNC2,KCNC2,KCNC2,KCNC2
SNTG1,SNTG1,SNTG1,SNTG1
ZNF697,ZNF697,ZNF697,ZNF697
RAB7A,RAB7A,RAB7A,RAB7A
TMEM150C,TMEM150C,TMEM150C,TMEM150C
NR3C2,NR3C2,NR3C2,NR3C2
SP4,SP4,SP4,SP4
NFAT5,NFAT5,NFAT5,NFAT5
GRM3,GRM3,GRM3,GRM3
PAK1,PAK1,PAK1,PAK1
KLHL2,KLHL2,KLHL2,KLHL2
ZNF280D,ZNF280D,ZNF280D,ZNF280D
PARP8,PARP8,PARP8,PARP8
EFNA5,EFNA5,EFNA5,EFNA5
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
GRB10,GRB10,GRB10,GRB10
GALNT7,GALNT7,GALNT7,GALNT7
SATB2,SATB2,SATB2,SATB2
PGBD5,PGBD5,PGBD5,PGBD5
MBD2,MBD2,MBD2,MBD2
ZNF385B,ZNF385B,ZNF385B,ZNF385B
ZNF235,ZNF235,ZNF235,ZNF235
FOXO3,FOXO3,FOXO3,FOXO3
CRIM1,CRIM1,CRIM1,CRIM1
ZBTB8A,ZBTB8A,ZBTB8A,ZBTB8A
HNRNPLL,HNRNPLL,HNRNPLL,HNRNPLL
KCNT2,KCNT2,KCNT2,KCNT2
ZNF398,ZNF398,ZNF398,ZNF398
PTPRG,PTPRG,PTPRG,PTPRG
AHCTF1,AHCTF1,AHCTF1,AHCTF1
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
FBXL2,FBXL2,FBXL2,FBXL2
FAR2,FAR2,FAR2,FAR2
KDM2A,KDM2A,KDM2A,KDM2A
ZNF800,ZNF800,ZNF800,ZNF800
HLCS,HLCS,HLCS,HLCS
CAMK1D,CAMK1D,CAMK1D,CAMK1D
PAG1,PAG1,PAG1,PAG1
HTR1E,HTR1E,HTR1E,HTR1E
GMDS,GMDS,GMDS,GMDS
MIR137HG,MIR137HG,MIR137HG,MIR137HG
NCAM2,NCAM2,NCAM2,NCAM2
ZNF654,ZNF654,ZNF654,ZNF654
GRIN2B,GRIN2B,GRIN2B,GRIN2B
DIDO1,DIDO1,DIDO1,DIDO1
LMO3,LMO3,LMO3,LMO3
SMARCA5,SMARCA5,SMARCA5,SMARCA5
ZNF138,ZNF138,ZNF138,ZNF138
TFDP2,TFDP2,TFDP2,TFDP2
CDH11,CDH11,CDH11,CDH11
ZBTB40,ZBTB40,ZBTB40,ZBTB40
HSF2,HSF2,HSF2,HSF2
CREB1,CREB1,CREB1,CREB1
ZBTB26,ZBTB26,ZBTB26,ZBTB26
EWSR1,EWSR1,EWSR1,EWSR1
UBP1,UBP1,UBP1,UBP1
HMG20A,HMG20A,HMG20A,HMG20A
L3MBTL3,L3MBTL3,L3MBTL3,L3MBTL3
ELK4,ELK4,ELK4,ELK4
HNRNPC,HNRNPC,HNRNPC,HNRNPC
NPAS2,NPAS2,NPAS2,NPAS2
DTNA,DTNA,DTNA,DTNA
ADGRL2,ADGRL2,ADGRL2,ADGRL2
ABL1,ABL1,ABL1,ABL1
NOL4,NOL4,NOL4,NOL4
NFE2L2,NFE2L2,NFE2L2,NFE2L2
BMT2,BMT2,BMT2,BMT2
MAN2A1,MAN2A1,MAN2A1,MAN2A1
KLF11,KLF11,KLF11,KLF11
ZBED5,ZBED5,ZBED5,ZBED5
HIVEP3,HIVEP3,HIVEP3,HIVEP3
CARF,CARF,CARF,CARF
OLFM3,OLFM3,OLFM3,OLFM3
NWD2,NWD2,NWD2,NWD2
SMAP2,SMAP2,SMAP2,SMAP2
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
GPC6,GPC6,GPC6,GPC6
SNCAIP,SNCAIP,SNCAIP,SNCAIP
TPK1,TPK1,TPK1,TPK1
ZEB1,ZEB1,ZEB1,ZEB1
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
ZNF507,ZNF507,ZNF507,ZNF507
ANO10,ANO10,ANO10,ANO10
TRAF5,TRAF5,TRAF5,TRAF5
ZNF326,ZNF326,ZNF326,ZNF326
PKNOX1,PKNOX1,PKNOX1,PKNOX1
NTM,NTM,NTM,NTM
ATXN1,ATXN1,ATXN1,ATXN1
NLK,NLK,NLK,NLK
MEIS1,MEIS1,MEIS1,MEIS1
ZBTB41,ZBTB41,ZBTB41,ZBTB41
FOXP1,FOXP1,FOXP1,FOXP1
RCAN2,,RCAN2,RCAN2
DLEU2,,DLEU2,DLEU2
IL1RAPL1,,IL1RAPL1,IL1RAPL1
SLIT2,,SLIT2,SLIT2
PTPN14,,PTPN14,PTPN14
CDH18,,CDH18,CDH18
FIGN,,FIGN,FIGN
PKNOX2,,PKNOX2,PKNOX2
AFF1,,AFF1,AFF1
NFYC,,NFYC,NFYC
UBE2E1,,UBE2E1,UBE2E1
RASGRF2,,RASGRF2,RASGRF2
EFNB2,,EFNB2,EFNB2
GLIS1,,GLIS1,GLIS1
TET1,,TET1,TET1
APBB2,,APBB2,APBB2
FMNL2,,FMNL2,FMNL2
STS,,STS,STS
ZSWIM6,,ZSWIM6,ZSWIM6
LAMC1,,LAMC1,LAMC1
LUZP1,,LUZP1,LUZP1
PBX1,,PBX1,PBX1
TFDP1,,TFDP1,TFDP1
TAF1A,,TAF1A,TAF1A
LRRTM3,,LRRTM3,LRRTM3
CADPS,,CADPS,CADPS
ZNF285,,ZNF285,ZNF285
JAZF1,,JAZF1,JAZF1
CACNA2D1,,CACNA2D1,CACNA2D1
GPR63,,GPR63,GPR63
EML6,,EML6,EML6
ZNF84,,ZNF84,ZNF84
PTPRK,,PTPRK,PTPRK
RBMS1,,RBMS1,RBMS1
DNAJC21,,DNAJC21,DNAJC21
SESN3,,SESN3,SESN3
ZNF607,,ZNF607,ZNF607
THRB,,THRB,THRB
ELOVL6,,ELOVL6,ELOVL6
HIVEP1,,HIVEP1,HIVEP1
HDAC4,,HDAC4,HDAC4
MAK,,MAK,MAK
KAZN,,KAZN,KAZN
KLF3,,KLF3,KLF3
