_BACKGROUND,5p,10p,15p
LINC01184,LINC01184,LINC01184,LINC01184
LUC7L2,LUC7L2,LUC7L2,LUC7L2
ZNF280D,ZNF280D,ZNF280D,ZNF280D
FAM49B,FAM49B,FAM49B,FAM49B
AUTS2,AUTS2,AUTS2,AUTS2
RNF217,RNF217,RNF217,RNF217
EML4,EML4,EML4,EML4
B3GALNT2,B3GALNT2,B3GALNT2,B3GALNT2
FSTL4,FSTL4,FSTL4,FSTL4
SSBP2,SSBP2,SSBP2,SSBP2
CRIM1,CRIM1,CRIM1,CRIM1
BEND6,BEND6,BEND6,BEND6
ZBTB44,ZBTB44,ZBTB44,ZBTB44
APP,APP,APP,APP
ATG10,ATG10,ATG10,ATG10
FANK1,FANK1,FANK1,FANK1
PTPRK,PTPRK,PTPRK,PTPRK
ZNF639,ZNF639,ZNF639,ZNF639
MGA,MGA,MGA,MGA
LRRC8C,LRRC8C,LRRC8C,LRRC8C
MBNL1,MBNL1,MBNL1,MBNL1
ZNF706,ZNF706,ZNF706,ZNF706
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
LINC01006,LINC01006,LINC01006,LINC01006
RAPH1,RAPH1,RAPH1,RAPH1
PHF21A,PHF21A,PHF21A,PHF21A
SYBU,SYBU,SYBU,SYBU
TGFBR1,TGFBR1,TGFBR1,TGFBR1
ZNF607,ZNF607,ZNF607,ZNF607
INPP1,INPP1,INPP1,INPP1
MEF2A,MEF2A,MEF2A,MEF2A
ANO10,ANO10,ANO10,ANO10
EPB41L5,EPB41L5,EPB41L5,EPB41L5
NFKB1,NFKB1,NFKB1,NFKB1
CDK19,CDK19,CDK19,CDK19
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
AHR,AHR,AHR,AHR
OSBPL3,OSBPL3,OSBPL3,OSBPL3
SLC38A9,SLC38A9,SLC38A9,SLC38A9
GSAP,GSAP,GSAP,GSAP
CTNNB1,CTNNB1,CTNNB1,CTNNB1
