_BACKGROUND,5p,10p,15p
SNAP25-AS1,SNAP25-AS1,SNAP25-AS1,SNAP25-AS1
TCF4,TCF4,TCF4,TCF4
ARL6,ARL6,ARL6,ARL6
CASC15,CASC15,CASC15,CASC15
ZNRF2,ZNRF2,ZNRF2,ZNRF2
HMBOX1,HMBOX1,HMBOX1,HMBOX1
GABRA2,GABRA2,GABRA2,GABRA2
PRKCQ,PRKCQ,PRKCQ,PRKCQ
PRKD3,PRKD3,PRKD3,PRKD3
SLC35F4,SLC35F4,SLC35F4,SLC35F4
TIFA,TIFA,TIFA,TIFA
ZNF891,ZNF891,ZNF891,ZNF891
FAR2,FAR2,FAR2,FAR2
KCNMB4,KCNMB4,KCNMB4,KCNMB4
FRAS1,FRAS1,FRAS1,FRAS1
NR1D2,NR1D2,NR1D2,NR1D2
TMEM266,TMEM266,TMEM266,TMEM266
FAM169A,FAM169A,FAM169A,FAM169A
PAK1,PAK1,PAK1,PAK1
KCNC2,KCNC2,KCNC2,KCNC2
EPHA5,EPHA5,EPHA5,EPHA5
ASB7,ASB7,ASB7,ASB7
ROBO1,ROBO1,ROBO1,ROBO1
SNCAIP,SNCAIP,SNCAIP,SNCAIP
ANKRD50,ANKRD50,ANKRD50,ANKRD50
HBP1,HBP1,HBP1,HBP1
C2orf88,C2orf88,C2orf88,C2orf88
GAS2,GAS2,GAS2,GAS2
INPP4B,INPP4B,INPP4B,INPP4B
ERC2,ERC2,ERC2,ERC2
RPL28,RPL28,RPL28,RPL28
TRHDE,TRHDE,TRHDE,TRHDE
CNOT4,CNOT4,CNOT4,CNOT4
RNF144A,RNF144A,RNF144A,RNF144A
MOB3B,MOB3B,MOB3B,MOB3B
SLF1,SLF1,SLF1,SLF1
EPHB2,EPHB2,EPHB2,EPHB2
SATB1,SATB1,SATB1,SATB1
PKIA,PKIA,PKIA,PKIA
SPON1,SPON1,SPON1,SPON1
TOX3,TOX3,TOX3,TOX3
TOPORS,TOPORS,TOPORS,TOPORS
GRIK2,GRIK2,GRIK2,GRIK2
TBC1D8,TBC1D8,TBC1D8,TBC1D8
XKR6,XKR6,XKR6,XKR6
FBXO34,FBXO34,FBXO34,FBXO34
SPATS2L,SPATS2L,SPATS2L,SPATS2L
SMAD5,SMAD5,SMAD5,SMAD5
FRMD6,FRMD6,FRMD6,FRMD6
ZNF225,ZNF225,ZNF225,ZNF225
THOC2,THOC2,THOC2,THOC2
CNKSR2,CNKSR2,CNKSR2,CNKSR2
RFX3,RFX3,RFX3,RFX3
MGA,MGA,MGA,MGA
SCN5A,SCN5A,SCN5A,SCN5A
EPB41L4A,EPB41L4A,EPB41L4A,EPB41L4A
FLT3,FLT3,FLT3,FLT3
LINC01006,LINC01006,LINC01006,LINC01006
CADPS2,CADPS2,CADPS2,CADPS2
THRB,THRB,THRB,THRB
ZNF148,ZNF148,ZNF148,ZNF148
MLLT10,MLLT10,MLLT10,MLLT10
AIG1,AIG1,AIG1,AIG1
TLK1,TLK1,TLK1,TLK1
CGGBP1,CGGBP1,CGGBP1,CGGBP1
GCM2,GCM2,GCM2,GCM2
TASP1,TASP1,TASP1,TASP1
ZNF138,ZNF138,ZNF138,ZNF138
CACNA1D,CACNA1D,CACNA1D,CACNA1D
ABCF2,ABCF2,ABCF2,ABCF2
C1GALT1,C1GALT1,C1GALT1,C1GALT1
CREB1,CREB1,CREB1,CREB1
DSN1,DSN1,DSN1,DSN1
ADCY2,ADCY2,ADCY2,ADCY2
CCDC93,CCDC93,CCDC93,CCDC93
GNB4,GNB4,GNB4,GNB4
SSRP1,SSRP1,SSRP1,SSRP1
PLPPR1,PLPPR1,PLPPR1,PLPPR1
ZCCHC7,ZCCHC7,ZCCHC7,ZCCHC7
PRDM15,PRDM15,PRDM15,PRDM15
ASXL3,ASXL3,ASXL3,ASXL3
PRDM5,PRDM5,PRDM5,PRDM5
DPP10,DPP10,DPP10,DPP10
ZNF28,ZNF28,ZNF28,ZNF28
TRIP10,TRIP10,TRIP10,TRIP10
HFM1,HFM1,HFM1,HFM1
GTDC1,GTDC1,GTDC1,GTDC1
PEX5L,PEX5L,PEX5L,PEX5L
FIGN,FIGN,FIGN,FIGN
FNBP1L,FNBP1L,FNBP1L,FNBP1L
PLD5,PLD5,PLD5,PLD5
FOXN2,FOXN2,FOXN2,FOXN2
NR3C2,NR3C2,NR3C2,NR3C2
NR0B1,NR0B1,NR0B1,NR0B1
LCOR,LCOR,LCOR,LCOR
