_BACKGROUND,5p,10p,15p
NWD2,NWD2,NWD2,NWD2
SLC39A10,SLC39A10,SLC39A10,SLC39A10
SLC9A7,SLC9A7,SLC9A7,SLC9A7
MAN1A2,MAN1A2,MAN1A2,MAN1A2
PTCHD1,PTCHD1,PTCHD1,PTCHD1
PTPRO,PTPRO,PTPRO,PTPRO
ARPP21,ARPP21,ARPP21,ARPP21
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
GRM5,GRM5,GRM5,GRM5
TMEM150C,TMEM150C,TMEM150C,TMEM150C
JPH3,JPH3,JPH3,JPH3
KCNMA1,KCNMA1,KCNMA1,KCNMA1
PLCB1,PLCB1,PLCB1,PLCB1
VPS13A,VPS13A,VPS13A,VPS13A
NRCAM,NRCAM,NRCAM,NRCAM
GABBR2,GABBR2,GABBR2,GABBR2
FAM153A,FAM153A,FAM153A,FAM153A
PTPRS,PTPRS,PTPRS,PTPRS
FLRT2,FLRT2,FLRT2,FLRT2
LINGO2,LINGO2,LINGO2,LINGO2
LINC00839,LINC00839,LINC00839,LINC00839
PRKY,PRKY,PRKY,PRKY
SLC16A10,SLC16A10,SLC16A10,SLC16A10
BTBD9,BTBD9,BTBD9,BTBD9
MIR137HG,MIR137HG,MIR137HG,MIR137HG
ASXL3,ASXL3,ASXL3,ASXL3
RAPH1,RAPH1,RAPH1,RAPH1
TFDP1,TFDP1,TFDP1,TFDP1
LAMC1,LAMC1,LAMC1,LAMC1
GPR176,GPR176,GPR176,GPR176
PKNOX1,PKNOX1,PKNOX1,PKNOX1
C3orf70,C3orf70,C3orf70,C3orf70
EHBP1,EHBP1,EHBP1,EHBP1
TMEM178A,TMEM178A,TMEM178A,TMEM178A
NAP1L1,NAP1L1,NAP1L1,NAP1L1
MDGA2,MDGA2,MDGA2,MDGA2
RALA,RALA,RALA,RALA
NPTN,NPTN,NPTN,NPTN
EPB41L4B,EPB41L4B,EPB41L4B,EPB41L4B
GABRG3,GABRG3,GABRG3,GABRG3
NECTIN3,NECTIN3,NECTIN3,NECTIN3
ULK4,ULK4,ULK4,ULK4
CYP4X1,CYP4X1,CYP4X1,CYP4X1
P2RY6,P2RY6,P2RY6,P2RY6
MIPOL1,MIPOL1,MIPOL1,MIPOL1
WDR17,WDR17,WDR17,WDR17
KCNJ6,KCNJ6,KCNJ6,KCNJ6
MAGI1,MAGI1,MAGI1,MAGI1
GALNT7,GALNT7,GALNT7,GALNT7
SSX2IP,SSX2IP,SSX2IP,SSX2IP
GOLGA8B,GOLGA8B,GOLGA8B,GOLGA8B
CA10,CA10,CA10,CA10
WASF3,WASF3,WASF3,WASF3
CDH10,CDH10,CDH10,CDH10
RORB,RORB,RORB,RORB
SV2B,SV2B,SV2B,SV2B
PURG,PURG,PURG,PURG
GPR158,GPR158,GPR158,GPR158
RAB2A,RAB2A,RAB2A,RAB2A
FRAS1,FRAS1,FRAS1,FRAS1
SMPD3,SMPD3,SMPD3,SMPD3
FSTL4,FSTL4,FSTL4,FSTL4
UTRN,UTRN,UTRN,UTRN
CD47,CD47,CD47,CD47
ARSG,ARSG,ARSG,ARSG
SCN8A,SCN8A,SCN8A,SCN8A
KCNIP4,KCNIP4,KCNIP4,KCNIP4
