_BACKGROUND,5p,10p,15p
RORA,RORA,RORA,RORA
TENM2,TENM2,TENM2,TENM2
MEF2C,MEF2C,MEF2C,MEF2C
KLF12,KLF12,KLF12,KLF12
LCOR,LCOR,LCOR,LCOR
KMT2A,KMT2A,KMT2A,KMT2A
ONECUT2,ONECUT2,ONECUT2,ONECUT2
KDM4C,KDM4C,KDM4C,KDM4C
PKNOX2,PKNOX2,PKNOX2,PKNOX2
EFNA5,EFNA5,EFNA5,EFNA5
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
PAM,PAM,PAM,PAM
SATB1,SATB1,SATB1,SATB1
ADGRL3,ADGRL3,ADGRL3,ADGRL3
CCDC25,CCDC25,CCDC25,CCDC25
RIMKLB,RIMKLB,RIMKLB,RIMKLB
ADARB1,ADARB1,ADARB1,ADARB1
NCOR1,NCOR1,NCOR1,NCOR1
HIVEP2,HIVEP2,HIVEP2,HIVEP2
GAP43,GAP43,GAP43,GAP43
SLC12A8,SLC12A8,SLC12A8,SLC12A8
DOK6,DOK6,DOK6,DOK6
ZMAT4,ZMAT4,ZMAT4,ZMAT4
UNC5D,UNC5D,UNC5D,UNC5D
CDH9,CDH9,CDH9,CDH9
SLC7A14,SLC7A14,SLC7A14,SLC7A14
C1orf21,C1orf21,C1orf21,C1orf21
NAP1L1,NAP1L1,NAP1L1,NAP1L1
PLS3,PLS3,PLS3,PLS3
PDE4D,PDE4D,PDE4D,PDE4D
NFIB,NFIB,NFIB,NFIB
RASSF3,RASSF3,RASSF3,RASSF3
SATB2,SATB2,SATB2,SATB2
JAZF1,JAZF1,JAZF1,JAZF1
STAU2,STAU2,STAU2,STAU2
RBFOX1,RBFOX1,RBFOX1,RBFOX1
SGPP2,SGPP2,SGPP2,SGPP2
NR3C1,NR3C1,NR3C1,NR3C1
SNAP25-AS1,SNAP25-AS1,SNAP25-AS1,SNAP25-AS1
SEC14L5,SEC14L5,SEC14L5,SEC14L5
C3orf67-AS1,C3orf67-AS1,C3orf67-AS1,C3orf67-AS1
NR6A1,NR6A1,NR6A1,NR6A1
ZNF804A,ZNF804A,ZNF804A,ZNF804A
THUMPD3-AS1,THUMPD3-AS1,THUMPD3-AS1,THUMPD3-AS1
LINC-PINT,LINC-PINT,LINC-PINT,LINC-PINT
CNNM1,CNNM1,CNNM1,CNNM1
SNCAIP,SNCAIP,SNCAIP,SNCAIP
RSPO3,RSPO3,RSPO3,RSPO3
GALNT11,GALNT11,GALNT11,GALNT11
RUNX2,RUNX2,RUNX2,RUNX2
ELOVL6,ELOVL6,ELOVL6,ELOVL6
PPP5C,PPP5C,PPP5C,PPP5C
SUPT3H,SUPT3H,SUPT3H,SUPT3H
ZNF821,ZNF821,ZNF821,ZNF821
GRID2,GRID2,GRID2,GRID2
POLR3A,POLR3A,POLR3A,POLR3A
EPB41L3,EPB41L3,EPB41L3,EPB41L3
C2orf88,C2orf88,C2orf88,C2orf88
NOS1AP,NOS1AP,NOS1AP,NOS1AP
NEURL1,NEURL1,NEURL1,NEURL1
NFIA,NFIA,NFIA,NFIA
FAM102B,FAM102B,FAM102B,FAM102B
EPHX4,EPHX4,EPHX4,EPHX4
MAPK4,MAPK4,MAPK4,MAPK4
RBMS1,RBMS1,RBMS1,RBMS1
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
FANCL,FANCL,FANCL,FANCL
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
NCOA2,NCOA2,NCOA2,NCOA2
EPHA4,EPHA4,EPHA4,EPHA4
NLGN4Y,NLGN4Y,NLGN4Y,NLGN4Y
CHSY3,CHSY3,CHSY3,CHSY3
ZNRF1,ZNRF1,ZNRF1,ZNRF1
LRRK2,LRRK2,LRRK2,LRRK2
PPARGC1A,PPARGC1A,PPARGC1A,PPARGC1A
HERC3,HERC3,HERC3,HERC3
GRIN3A,GRIN3A,GRIN3A,GRIN3A
