_BACKGROUND,5p,10p,15p
GNAL,GNAL,GNAL,GNAL
MAPKAPK3,MAPKAPK3,MAPKAPK3,MAPKAPK3
MFSD2A,MFSD2A,MFSD2A,MFSD2A
C3orf52,C3orf52,C3orf52,C3orf52
RS1,RS1,RS1,RS1
NTSR1,NTSR1,NTSR1,NTSR1
PHF21B,PHF21B,PHF21B,PHF21B
LINC00366,LINC00366,LINC00366,LINC00366
CCDC158,CCDC158,CCDC158,CCDC158
C2-AS1,C2-AS1,C2-AS1,C2-AS1
ADGRF2,ADGRF2,ADGRF2,ADGRF2
CRYAB,CRYAB,CRYAB,CRYAB
ACTR3C,ACTR3C,ACTR3C,ACTR3C
ARL5C,ARL5C,ARL5C,ARL5C
DHDH,DHDH,DHDH,DHDH
NXN,NXN,NXN,NXN
INPP5A,INPP5A,INPP5A,INPP5A
TANC1,TANC1,TANC1,TANC1
PRTG,PRTG,PRTG,PRTG
RASAL1,RASAL1,RASAL1,RASAL1
TEAD3,TEAD3,TEAD3,TEAD3
POU3F2,POU3F2,POU3F2,POU3F2
TPPP,TPPP,TPPP,TPPP
LINC00963,LINC00963,LINC00963,LINC00963
NFIX,NFIX,NFIX,NFIX
GRIN2B,GRIN2B,GRIN2B,GRIN2B
NTNG1,NTNG1,NTNG1,NTNG1
CBFA2T3,CBFA2T3,CBFA2T3,CBFA2T3
IL6R,IL6R,IL6R,IL6R
FGFR1,FGFR1,FGFR1,FGFR1
MAP3K5,MAP3K5,MAP3K5,MAP3K5
SNED1,SNED1,SNED1,SNED1
CPLX1,CPLX1,CPLX1,CPLX1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
NFKB1,NFKB1,NFKB1,NFKB1
AFF3,AFF3,AFF3,AFF3
NR3C2,NR3C2,NR3C2,NR3C2
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
GALNT9,GALNT9,GALNT9,GALNT9
NRF1,NRF1,NRF1,NRF1
PLCB1,PLCB1,PLCB1,PLCB1
TEAD1,TEAD1,TEAD1,TEAD1
DGKI,DGKI,DGKI,DGKI
PHF21A,PHF21A,PHF21A,PHF21A
ADNP,ADNP,ADNP,ADNP
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
NCOA2,NCOA2,NCOA2,NCOA2
NR3C1,NR3C1,NR3C1,NR3C1
SETBP1,SETBP1,SETBP1,SETBP1
BCLAF1,BCLAF1,BCLAF1,BCLAF1
FOXP2,FOXP2,FOXP2,FOXP2
R3HDM1,R3HDM1,R3HDM1,R3HDM1
FLRT2,FLRT2,FLRT2,FLRT2
RFX3,RFX3,RFX3,RFX3
KDM4C,KDM4C,KDM4C,KDM4C
SATB1,SATB1,SATB1,SATB1
CEP85L,CEP85L,CEP85L,CEP85L
RNF217,RNF217,RNF217,RNF217
SMAD1,SMAD1,SMAD1,SMAD1
SOX5,SOX5,SOX5,SOX5
