_BACKGROUND,5p,10p,15p
LIN7A,LIN7A,LIN7A,LIN7A
MFAP3L,MFAP3L,MFAP3L,MFAP3L
AQP3,AQP3,AQP3,AQP3
ZNF781,ZNF781,ZNF781,ZNF781
KLHL13,KLHL13,KLHL13,KLHL13
ZNF160,ZNF160,ZNF160,ZNF160
ZNF518A,ZNF518A,ZNF518A,ZNF518A
ETV4,ETV4,ETV4,ETV4
FANK1,FANK1,FANK1,FANK1
MIR137HG,MIR137HG,MIR137HG,MIR137HG
DGKI,DGKI,DGKI,DGKI
LEPR,LEPR,LEPR,LEPR
RELN,RELN,RELN,RELN
VEZF1,VEZF1,VEZF1,VEZF1
RXRA,RXRA,RXRA,RXRA
CREM,CREM,CREM,CREM
NOS1AP,NOS1AP,NOS1AP,NOS1AP
GRM3,GRM3,GRM3,GRM3
ZNF516,ZNF516,ZNF516,ZNF516
SP4,SP4,SP4,SP4
NKAIN3,NKAIN3,NKAIN3,NKAIN3
JARID2,JARID2,JARID2,JARID2
SNAPC4,SNAPC4,SNAPC4,SNAPC4
HTR2C,HTR2C,HTR2C,HTR2C
PDS5B,PDS5B,PDS5B,PDS5B
ZBTB1,ZBTB1,ZBTB1,ZBTB1
PLAG1,PLAG1,PLAG1,PLAG1
TCF7L2,TCF7L2,TCF7L2,TCF7L2
LAMC1,LAMC1,LAMC1,LAMC1
LINC00884,LINC00884,LINC00884,LINC00884
RNF138,RNF138,RNF138,RNF138
RSPO3,RSPO3,RSPO3,RSPO3
GABPB1,GABPB1,GABPB1,GABPB1
NRP1,NRP1,NRP1,NRP1
ZNF84,ZNF84,ZNF84,ZNF84
PABPC5-AS1,PABPC5-AS1,PABPC5-AS1,PABPC5-AS1
ZNF800,ZNF800,ZNF800,ZNF800
SYN2,SYN2,SYN2,SYN2
ZBTB44,ZBTB44,ZBTB44,ZBTB44
KCNJ6,KCNJ6,KCNJ6,KCNJ6
MRAP2,MRAP2,MRAP2,MRAP2
ZNF577,ZNF577,ZNF577,ZNF577
CNTN1,CNTN1,CNTN1,CNTN1
KDM2A,KDM2A,KDM2A,KDM2A
GRIN3A,GRIN3A,GRIN3A,GRIN3A
STK3,STK3,STK3,STK3
PPP3CA,PPP3CA,PPP3CA,PPP3CA
C1GALT1,C1GALT1,C1GALT1,C1GALT1
RBM17,RBM17,RBM17,RBM17
MGA,MGA,MGA,MGA
GTDC1,GTDC1,GTDC1,GTDC1
KIAA1549,KIAA1549,KIAA1549,KIAA1549
STAU2,STAU2,STAU2,STAU2
YY1,YY1,YY1,YY1
SAMD4A,SAMD4A,SAMD4A,SAMD4A
LINC01563,LINC01563,LINC01563,LINC01563
THOC2,THOC2,THOC2,THOC2
SDC2,SDC2,SDC2,SDC2
DPP10-AS1,DPP10-AS1,DPP10-AS1,DPP10-AS1
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
PTPRK,PTPRK,PTPRK,PTPRK
FAM78B,FAM78B,FAM78B,FAM78B
ZNF532,ZNF532,ZNF532,ZNF532
TCF4,TCF4,TCF4,TCF4
LINC01117,LINC01117,LINC01117,LINC01117
ZNF280D,ZNF280D,ZNF280D,ZNF280D
NCOA3,NCOA3,NCOA3,NCOA3
TET2,TET2,TET2,TET2
FOXP2,FOXP2,FOXP2,FOXP2
PCDH19,PCDH19,PCDH19,PCDH19
ZBTB26,ZBTB26,ZBTB26,ZBTB26
KCNK12,KCNK12,KCNK12,KCNK12
GRM8,GRM8,GRM8,GRM8
PHLDB2,PHLDB2,PHLDB2,PHLDB2
RNF114,RNF114,RNF114,RNF114
ZNF445,ZNF445,ZNF445,ZNF445
LRFN5,LRFN5,LRFN5,LRFN5
MEX3C,MEX3C,MEX3C,MEX3C
MACROD2,MACROD2,MACROD2,MACROD2
KCTD8,KCTD8,KCTD8,KCTD8
PKNOX1,PKNOX1,PKNOX1,PKNOX1
EPHA4,EPHA4,EPHA4,EPHA4
NAPEPLD,NAPEPLD,NAPEPLD,NAPEPLD
TET1,TET1,TET1,TET1
RBFOX2,RBFOX2,RBFOX2,RBFOX2
PKIA,PKIA,PKIA,PKIA
PTPRR,PTPRR,PTPRR,PTPRR
NFKB1,NFKB1,NFKB1,NFKB1
LRRC3B,LRRC3B,LRRC3B,LRRC3B
ZFY,ZFY,ZFY,ZFY
AHR,AHR,AHR,AHR
CACNA1C,CACNA1C,CACNA1C,CACNA1C
BRF1,BRF1,BRF1,BRF1
TBXA2R,TBXA2R,TBXA2R,TBXA2R
BBX,BBX,BBX,BBX
AGAP1,AGAP1,AGAP1,AGAP1
L3MBTL4,L3MBTL4,L3MBTL4,L3MBTL4
MMP16,MMP16,MMP16,MMP16
NFAT5,NFAT5,NFAT5,NFAT5
RPS6KA3,RPS6KA3,RPS6KA3,RPS6KA3
ABCA12,ABCA12,ABCA12,ABCA12
PDS5A,PDS5A,PDS5A,PDS5A
NTNG1,NTNG1,NTNG1,NTNG1
OLFML3,OLFML3,OLFML3,OLFML3
FSIP1,FSIP1,FSIP1,FSIP1
HS3ST1,HS3ST1,HS3ST1,HS3ST1
EEF2,EEF2,EEF2,EEF2
PCSK2,PCSK2,PCSK2,PCSK2
CARD11,CARD11,CARD11,CARD11
HMGXB3,HMGXB3,HMGXB3,HMGXB3
ZNF706,ZNF706,ZNF706,ZNF706
TICAM2,TICAM2,TICAM2,TICAM2
PLAGL1,PLAGL1,PLAGL1,PLAGL1
ZFP64,ZFP64,ZFP64,ZFP64
ADGRL3,ADGRL3,ADGRL3,ADGRL3
VEGFC,VEGFC,VEGFC,VEGFC
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
CBX2,CBX2,CBX2,CBX2
TRIM28,TRIM28,TRIM28,TRIM28
SORBS2,SORBS2,SORBS2,SORBS2
ENPP2,ENPP2,ENPP2,ENPP2
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
ZFP30,ZFP30,ZFP30,ZFP30
OTUD4,OTUD4,OTUD4,OTUD4
NFIA-AS2,NFIA-AS2,NFIA-AS2,NFIA-AS2
FBXL7,FBXL7,FBXL7,FBXL7
ELK4,ELK4,ELK4,ELK4
E2F5,E2F5,E2F5,E2F5
NR1D2,NR1D2,NR1D2,NR1D2
R3HDM1,R3HDM1,R3HDM1,R3HDM1
ING3,ING3,ING3,ING3
TFDP1,TFDP1,TFDP1,TFDP1
STAT3,STAT3,STAT3,STAT3
ZNF592,ZNF592,ZNF592,ZNF592
HCN1,HCN1,HCN1,HCN1
MOB3B,MOB3B,MOB3B,MOB3B
MB21D2,MB21D2,MB21D2,MB21D2
PURA,PURA,PURA,PURA
LCOR,LCOR,LCOR,LCOR
SAMD13,SAMD13,SAMD13,SAMD13
ZBTB2,ZBTB2,ZBTB2,ZBTB2
UBE2E3,UBE2E3,UBE2E3,UBE2E3
GDNF-AS1,GDNF-AS1,GDNF-AS1,GDNF-AS1
SH3KBP1,SH3KBP1,SH3KBP1,SH3KBP1
ZNF236,ZNF236,ZNF236,ZNF236
FLT3,FLT3,FLT3,FLT3
TGFBR3,TGFBR3,TGFBR3,TGFBR3
RTN4,RTN4,RTN4,RTN4
LRRC8B,LRRC8B,LRRC8B,LRRC8B
ZNF699,ZNF699,ZNF699,ZNF699
EIF4G2,EIF4G2,EIF4G2,EIF4G2
ARHGAP42,ARHGAP42,ARHGAP42,ARHGAP42
ZNF891,ZNF891,ZNF891,ZNF891
ZNF219,ZNF219,ZNF219,ZNF219
TMEFF2,TMEFF2,TMEFF2,TMEFF2
LIMA1,LIMA1,LIMA1,LIMA1
KLF16,KLF16,KLF16,KLF16
CXXC4,CXXC4,CXXC4,CXXC4
LSM6,LSM6,LSM6,LSM6
RASGRF2,RASGRF2,RASGRF2,RASGRF2
SAMD3,SAMD3,SAMD3,SAMD3
PRKAA1,PRKAA1,PRKAA1,PRKAA1
SOCS4,SOCS4,SOCS4,SOCS4
IL1RAP,IL1RAP,IL1RAP,IL1RAP
GRASP,GRASP,GRASP,GRASP
ITPR2,ITPR2,ITPR2,ITPR2
SRRM4,SRRM4,SRRM4,SRRM4
NXN,NXN,NXN,NXN
IGF1R,IGF1R,IGF1R,IGF1R
VPS72,VPS72,VPS72,VPS72
GALNTL6,GALNTL6,GALNTL6,GALNTL6
ZEB2,ZEB2,ZEB2,ZEB2
ISM1,ISM1,ISM1,ISM1
TRAM2,TRAM2,TRAM2,TRAM2
CA3,CA3,CA3,CA3
SLC12A2,SLC12A2,SLC12A2,SLC12A2
TBC1D9,TBC1D9,TBC1D9,TBC1D9
DNAJC12,DNAJC12,DNAJC12,DNAJC12
PKIB,PKIB,PKIB,PKIB
PHF12,PHF12,PHF12,PHF12
PDE4D,PDE4D,PDE4D,PDE4D
LRGUK,LRGUK,LRGUK,LRGUK
AMPH,AMPH,AMPH,AMPH
ARG1,ARG1,ARG1,ARG1
DSE,DSE,DSE,DSE
CYP51A1,CYP51A1,CYP51A1,CYP51A1
RPS6KA5,RPS6KA5,RPS6KA5,RPS6KA5
HLCS,HLCS,HLCS,HLCS
MARCH4,MARCH4,MARCH4,MARCH4
CRIM1,CRIM1,CRIM1,CRIM1
ZNF639,ZNF639,ZNF639,ZNF639
CAMKK2,CAMKK2,CAMKK2,CAMKK2
SNUPN,SNUPN,SNUPN,SNUPN
PPM1E,PPM1E,PPM1E,PPM1E
HBP1,HBP1,HBP1,HBP1
MLXIPL,MLXIPL,MLXIPL,MLXIPL
ZNF467,ZNF467,ZNF467,ZNF467
ZNF677,ZNF677,ZNF677,ZNF677
COL5A3,COL5A3,COL5A3,COL5A3
NPAS3,NPAS3,NPAS3,NPAS3
ITGA9,ITGA9,ITGA9,ITGA9
ADGRL2,ADGRL2,ADGRL2,ADGRL2
TLL1,TLL1,TLL1,TLL1
COL19A1,COL19A1,COL19A1,COL19A1
UNC5C,UNC5C,UNC5C,UNC5C
FOXN3,FOXN3,FOXN3,FOXN3
PEX5L,PEX5L,PEX5L,PEX5L
SYCP2,SYCP2,SYCP2,SYCP2
SYNGR3,SYNGR3,SYNGR3,SYNGR3
RHBDD1,RHBDD1,RHBDD1,RHBDD1
TMEM64,TMEM64,TMEM64,TMEM64
RIOK2,RIOK2,RIOK2,RIOK2
ARHGEF10,ARHGEF10,ARHGEF10,ARHGEF10
ZBTB38,ZBTB38,ZBTB38,ZBTB38
ADCY8,ADCY8,ADCY8,ADCY8
ZNF827,ZNF827,ZNF827,ZNF827
ZNRF2,ZNRF2,ZNRF2,ZNRF2
CPEB1,CPEB1,CPEB1,CPEB1
UBE2K,UBE2K,UBE2K,UBE2K
DOCK9,DOCK9,DOCK9,DOCK9
LINC00326,LINC00326,LINC00326,LINC00326
RMDN2,RMDN2,RMDN2,RMDN2
LINC00578,LINC00578,LINC00578,LINC00578
CERKL,CERKL,CERKL,CERKL
VSTM2A,VSTM2A,VSTM2A,VSTM2A
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
MIR2052HG,MIR2052HG,MIR2052HG,MIR2052HG
HAS2-AS1,HAS2-AS1,HAS2-AS1,HAS2-AS1
