_BACKGROUND,5p,10p,15p
TLE1,TLE1,TLE1,TLE1
AMPH,AMPH,AMPH,AMPH
PTPN13,PTPN13,PTPN13,PTPN13
LHFPL2,LHFPL2,LHFPL2,LHFPL2
PRKCQ,PRKCQ,PRKCQ,PRKCQ
NXN,NXN,NXN,NXN
TET1,TET1,TET1,TET1
ADAM23,ADAM23,ADAM23,ADAM23
LMO7-AS1,LMO7-AS1,LMO7-AS1,LMO7-AS1
ZNF519,ZNF519,ZNF519,ZNF519
TMEM267,TMEM267,TMEM267,TMEM267
NRIP1,NRIP1,NRIP1,NRIP1
MITF,MITF,MITF,MITF
FNDC3A,FNDC3A,FNDC3A,FNDC3A
MIR99AHG,MIR99AHG,MIR99AHG,MIR99AHG
EPS8,EPS8,EPS8,EPS8
BCLAF1,BCLAF1,BCLAF1,BCLAF1
STXBP6,STXBP6,STXBP6,STXBP6
SATB1,SATB1,SATB1,SATB1
CLOCK,CLOCK,CLOCK,CLOCK
INTS6,INTS6,INTS6,INTS6
THOC2,THOC2,THOC2,THOC2
SMAD5,SMAD5,SMAD5,SMAD5
TSC22D2,TSC22D2,TSC22D2,TSC22D2
PDE7B,PDE7B,PDE7B,PDE7B
FBXL7,FBXL7,FBXL7,FBXL7
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
SLITRK4,SLITRK4,SLITRK4,SLITRK4
LARP1B,LARP1B,LARP1B,LARP1B
SLC39A10,SLC39A10,SLC39A10,SLC39A10
RMDN2,RMDN2,RMDN2,RMDN2
ATG10,ATG10,ATG10,ATG10
LINC01135,LINC01135,LINC01135,LINC01135
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
ITPKB,ITPKB,ITPKB,ITPKB
HMBOX1,HMBOX1,HMBOX1,HMBOX1
GRM8,GRM8,GRM8,GRM8
WNT5A,WNT5A,WNT5A,WNT5A
CPE,CPE,CPE,CPE
SLC8A1,SLC8A1,SLC8A1,SLC8A1
SGCD,SGCD,SGCD,SGCD
DLGAP1,DLGAP1,DLGAP1,DLGAP1
ERN1,ERN1,ERN1,ERN1
FARP2,FARP2,FARP2,FARP2
CCDC93,CCDC93,CCDC93,CCDC93
CACNB2,CACNB2,CACNB2,CACNB2
TBL1X,TBL1X,TBL1X,TBL1X
LDLRAD4,LDLRAD4,LDLRAD4,LDLRAD4
VEGFC,VEGFC,VEGFC,VEGFC
DNAJC3,DNAJC3,DNAJC3,DNAJC3
VRK2,VRK2,VRK2,VRK2
TCF4,TCF4,TCF4,TCF4
AFF4,AFF4,AFF4,AFF4
ADD3-AS1,ADD3-AS1,ADD3-AS1,ADD3-AS1
MAMLD1,MAMLD1,MAMLD1,MAMLD1
NR4A2,NR4A2,NR4A2,NR4A2
IKZF2,IKZF2,IKZF2,IKZF2
SERTAD4,SERTAD4,SERTAD4,SERTAD4
TSN,TSN,TSN,TSN
NFIL3,NFIL3,NFIL3,NFIL3
ZEB1,ZEB1,ZEB1,ZEB1
NR6A1,NR6A1,NR6A1,NR6A1
ARID5B,ARID5B,ARID5B,ARID5B
PALD1,PALD1,PALD1,PALD1
GALR1,GALR1,GALR1,GALR1
ATP8B4,ATP8B4,ATP8B4,ATP8B4
FIP1L1,FIP1L1,FIP1L1,FIP1L1
PLB1,PLB1,PLB1,PLB1
SFI1,SFI1,SFI1,SFI1
FAM189A2,FAM189A2,FAM189A2,FAM189A2
KIT,KIT,KIT,KIT
KCNK2,KCNK2,KCNK2,KCNK2
TG,TG,TG,TG
ARHGAP5-AS1,ARHGAP5-AS1,ARHGAP5-AS1,ARHGAP5-AS1
ZFP30,ZFP30,ZFP30,ZFP30
ZFY,ZFY,ZFY,ZFY
SMAD4,SMAD4,SMAD4,SMAD4
TRHDE,TRHDE,TRHDE,TRHDE
SHANK2,SHANK2,SHANK2,SHANK2
IL18,IL18,IL18,IL18
GABRB3,GABRB3,GABRB3,GABRB3
RALYL,RALYL,RALYL,RALYL
GDNF,GDNF,GDNF,GDNF
MTUS1,MTUS1,MTUS1,MTUS1
COLEC12,COLEC12,COLEC12,COLEC12
RALA,RALA,RALA,RALA
TMEM117,TMEM117,TMEM117,TMEM117
MIR4500HG,MIR4500HG,MIR4500HG,MIR4500HG
CCND2,CCND2,CCND2,CCND2
ZNF891,ZNF891,ZNF891,ZNF891
FNDC3B,FNDC3B,FNDC3B,FNDC3B
LINC01006,LINC01006,LINC01006,LINC01006
UGP2,UGP2,UGP2,UGP2
ADAMTS3,ADAMTS3,ADAMTS3,ADAMTS3
PKIA,PKIA,PKIA,PKIA
LINC01091,LINC01091,LINC01091,LINC01091
