_BACKGROUND,5p,10p,15p
ALCAM,ALCAM,ALCAM,ALCAM
OVCH1-AS1,OVCH1-AS1,OVCH1-AS1,OVCH1-AS1
ALDH1A2,ALDH1A2,ALDH1A2,ALDH1A2
DUSP10,DUSP10,DUSP10,DUSP10
ADAMTSL3,ADAMTSL3,ADAMTSL3,ADAMTSL3
MARCH11,MARCH11,MARCH11,MARCH11
BRINP1,BRINP1,BRINP1,BRINP1
CDR2,CDR2,CDR2,CDR2
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
PDE1A,PDE1A,PDE1A,PDE1A
GRIN2B,GRIN2B,GRIN2B,GRIN2B
MID1,MID1,MID1,MID1
PDE5A,PDE5A,PDE5A,PDE5A
KIAA1549L,KIAA1549L,KIAA1549L,KIAA1549L
GRIN3A,GRIN3A,GRIN3A,GRIN3A
SLC12A2,SLC12A2,SLC12A2,SLC12A2
PTPRG,PTPRG,PTPRG,PTPRG
SMURF1,SMURF1,SMURF1,SMURF1
AHDC1,AHDC1,AHDC1,AHDC1
TRPC6,TRPC6,TRPC6,TRPC6
FAM189A1,FAM189A1,FAM189A1,FAM189A1
AFF3,AFF3,AFF3,AFF3
HBP1,HBP1,HBP1,HBP1
CNTN4,CNTN4,CNTN4,CNTN4
ESRRG,ESRRG,ESRRG,ESRRG
LRFN5,LRFN5,LRFN5,LRFN5
FOXJ3,FOXJ3,FOXJ3,FOXJ3
ATF2,ATF2,ATF2,ATF2
ARHGAP20,ARHGAP20,ARHGAP20,ARHGAP20
FAM81A,FAM81A,FAM81A,FAM81A
WLS,WLS,WLS,WLS
TBC1D1,TBC1D1,TBC1D1,TBC1D1
KHDRBS2,KHDRBS2,KHDRBS2,KHDRBS2
PLOD2,PLOD2,PLOD2,PLOD2
CCND2-AS1,CCND2-AS1,CCND2-AS1,CCND2-AS1
LINC00939,LINC00939,LINC00939,LINC00939
USP45,USP45,USP45,USP45
PTCHD1,PTCHD1,PTCHD1,PTCHD1
GPBP1L1,GPBP1L1,GPBP1L1,GPBP1L1
PRKG1,PRKG1,PRKG1,PRKG1
ANO10,ANO10,ANO10,ANO10
EPHA6,EPHA6,EPHA6,EPHA6
RALGAPA2,RALGAPA2,RALGAPA2,RALGAPA2
ZNF385B,ZNF385B,ZNF385B,ZNF385B
PRKAA2,PRKAA2,PRKAA2,PRKAA2
TENM4,TENM4,TENM4,TENM4
THSD7B,THSD7B,THSD7B,THSD7B
KCNIP4,KCNIP4,KCNIP4,KCNIP4
CASK,CASK,CASK,CASK
NR2F2-AS1,NR2F2-AS1,NR2F2-AS1,NR2F2-AS1
SLC35F1,SLC35F1,SLC35F1,SLC35F1
STAU2,STAU2,STAU2,STAU2
