_BACKGROUND,5p,10p,15p
PDE4B,PDE4B,PDE4B,PDE4B
CDH20,CDH20,CDH20,CDH20
TMEFF2,TMEFF2,TMEFF2,TMEFF2
GREB1L,GREB1L,GREB1L,GREB1L
MOB3B,MOB3B,MOB3B,MOB3B
HEY2,HEY2,HEY2,HEY2
PLEKHG1,PLEKHG1,PLEKHG1,PLEKHG1
VEZF1,VEZF1,VEZF1,VEZF1
PEX5L,PEX5L,PEX5L,PEX5L
FOXO1,FOXO1,FOXO1,FOXO1
RAD21,RAD21,RAD21,RAD21
ZNF644,ZNF644,ZNF644,ZNF644
EPS8,EPS8,EPS8,EPS8
PRKACB,PRKACB,PRKACB,PRKACB
ELF2,ELF2,ELF2,ELF2
MAPRE2,MAPRE2,MAPRE2,MAPRE2
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
HBP1,HBP1,HBP1,HBP1
BBX,BBX,BBX,BBX
RBPJ,RBPJ,RBPJ,RBPJ
PKP4,PKP4,PKP4,PKP4
NR2C2,NR2C2,NR2C2,NR2C2
CNOT4,CNOT4,CNOT4,CNOT4
IGF1R,IGF1R,IGF1R,IGF1R
FNBP1L,FNBP1L,FNBP1L,FNBP1L
ZNF704,ZNF704,ZNF704,ZNF704
ZNF462,ZNF462,ZNF462,ZNF462
SMAD4,SMAD4,SMAD4,SMAD4
KCTD8,KCTD8,KCTD8,KCTD8
HFM1,HFM1,HFM1,HFM1
PTPN13,PTPN13,PTPN13,PTPN13
FIGN,FIGN,FIGN,FIGN
KDM4C,KDM4C,KDM4C,KDM4C
PLS3-AS1,PLS3-AS1,PLS3-AS1,PLS3-AS1
HP1BP3,HP1BP3,HP1BP3,HP1BP3
NFYC,NFYC,NFYC,NFYC
SMAD5,SMAD5,SMAD5,SMAD5
FOXN2,FOXN2,FOXN2,FOXN2
NCOR1,NCOR1,NCOR1,NCOR1
ZNF438,ZNF438,ZNF438,ZNF438
MBNL1,MBNL1,MBNL1,MBNL1
LPL,LPL,LPL,LPL
IRF2,IRF2,IRF2,IRF2
ZNF652,ZNF652,ZNF652,ZNF652
NFE2L2,NFE2L2,NFE2L2,NFE2L2
MAGI2,MAGI2,MAGI2,MAGI2
SNCA,SNCA,SNCA,SNCA
UGP2,UGP2,UGP2,UGP2
ZBTB20,ZBTB20,ZBTB20,ZBTB20
DPYSL5,DPYSL5,DPYSL5,DPYSL5
NFIA,NFIA,NFIA,NFIA
KLF3,KLF3,KLF3,KLF3
EPB41L2,EPB41L2,EPB41L2,EPB41L2
EZH2,EZH2,EZH2,EZH2
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
GTF2I,GTF2I,GTF2I,GTF2I
APP,APP,APP,APP
GRM3,GRM3,GRM3,GRM3
NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1,NUTM2B-AS1
BMT2,BMT2,BMT2,BMT2
NCOA2,NCOA2,NCOA2,NCOA2
NFKB1,NFKB1,NFKB1,NFKB1
RPS6KA3,RPS6KA3,RPS6KA3,RPS6KA3
KANSL1,KANSL1,KANSL1,KANSL1
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
ZNF592,ZNF592,ZNF592,ZNF592
RASSF8,RASSF8,RASSF8,RASSF8
