_BACKGROUND,5p,10p,15p
SRP68,SRP68,SRP68,SRP68
VSTM5,VSTM5,VSTM5,VSTM5
ITSN1,ITSN1,ITSN1,ITSN1
ZNF518A,ZNF518A,ZNF518A,ZNF518A
ZBTB32,ZBTB32,ZBTB32,ZBTB32
SPNS2,SPNS2,SPNS2,SPNS2
BEGAIN,BEGAIN,BEGAIN,BEGAIN
GPR137B,GPR137B,GPR137B,GPR137B
ZNF135,ZNF135,ZNF135,ZNF135
ZNF280D,ZNF280D,ZNF280D,ZNF280D
ZNF626,ZNF626,ZNF626,ZNF626
SP1,SP1,SP1,SP1
ANXA11,ANXA11,ANXA11,ANXA11
SPTB,SPTB,SPTB,SPTB
SWAP70,SWAP70,SWAP70,SWAP70
HNRNPLL,HNRNPLL,HNRNPLL,HNRNPLL
ZNF326,ZNF326,ZNF326,ZNF326
INSM1,INSM1,INSM1,INSM1
PRDM10,PRDM10,PRDM10,PRDM10
NFYC,NFYC,NFYC,NFYC
RIMBP2,RIMBP2,RIMBP2,RIMBP2
EP300,EP300,EP300,EP300
TGFBR3,TGFBR3,TGFBR3,TGFBR3
KCNK3,KCNK3,KCNK3,KCNK3
MDM2,MDM2,MDM2,MDM2
ZNF592,ZNF592,ZNF592,ZNF592
NF1,NF1,NF1,NF1
SMAD3,SMAD3,SMAD3,SMAD3
TRPC5,TRPC5,TRPC5,TRPC5
KIRREL3,KIRREL3,KIRREL3,KIRREL3
E2F3,E2F3,E2F3,E2F3
CEBPB,CEBPB,CEBPB,CEBPB
ATF2,ATF2,ATF2,ATF2
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
RTN1,RTN1,RTN1,RTN1
ZNF727,ZNF727,ZNF727,ZNF727
ZNF789,ZNF789,ZNF789,ZNF789
ZNF33A,ZNF33A,ZNF33A,ZNF33A
CTSC,CTSC,CTSC,CTSC
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
CLVS2,CLVS2,CLVS2,CLVS2
NICN1,NICN1,NICN1,NICN1
CCNJL,CCNJL,CCNJL,CCNJL
HMG20A,HMG20A,HMG20A,HMG20A
MLXIP,MLXIP,MLXIP,MLXIP
DKK2,DKK2,DKK2,DKK2
C21orf62-AS1,C21orf62-AS1,C21orf62-AS1,C21orf62-AS1
CEBPG,CEBPG,CEBPG,CEBPG
MFHAS1,MFHAS1,MFHAS1,MFHAS1
FOXG1,FOXG1,FOXG1,FOXG1
PDS5A,PDS5A,PDS5A,PDS5A
MAX,MAX,MAX,MAX
CA4,CA4,CA4,CA4
FSTL4,FSTL4,FSTL4,FSTL4
NTNG1,NTNG1,NTNG1,NTNG1
BMP6,BMP6,BMP6,BMP6
ASAP1,ASAP1,ASAP1,ASAP1
CNOT6,CNOT6,CNOT6,CNOT6
LASP1,LASP1,LASP1,LASP1
ASB2,ASB2,ASB2,ASB2
NHS,NHS,NHS,NHS
CORO6,CORO6,CORO6,CORO6
TUBB2B,TUBB2B,TUBB2B,TUBB2B
FAM53B,FAM53B,FAM53B,FAM53B
RNF146,RNF146,RNF146,RNF146
FMN2,FMN2,FMN2,FMN2
HLCS,HLCS,HLCS,HLCS
CUL4A,CUL4A,CUL4A,CUL4A
ZNF207,ZNF207,ZNF207,ZNF207
PIK3C3,PIK3C3,PIK3C3,PIK3C3
MIR29B2CHG,MIR29B2CHG,MIR29B2CHG,MIR29B2CHG
ARNT,ARNT,ARNT,ARNT
ABCA2,ABCA2,ABCA2,ABCA2
UBE2E3,UBE2E3,UBE2E3,UBE2E3
ZNF107,ZNF107,ZNF107,ZNF107
ZNF680,ZNF680,ZNF680,ZNF680
SNED1,SNED1,SNED1,SNED1
STARD3NL,STARD3NL,STARD3NL,STARD3NL
ZNF286A,ZNF286A,ZNF286A,ZNF286A
LRRTM4,LRRTM4,LRRTM4,LRRTM4
PAPOLA,PAPOLA,PAPOLA,PAPOLA
SNX24,SNX24,SNX24,SNX24
NEDD4L,NEDD4L,NEDD4L,NEDD4L
ZNF736,ZNF736,ZNF736,ZNF736
NELFB,NELFB,NELFB,NELFB
TDRD7,TDRD7,TDRD7,TDRD7
SUN2,SUN2,SUN2,SUN2
ZBTB44,ZBTB44,ZBTB44,ZBTB44
TCF4,TCF4,TCF4,TCF4
FBN1,FBN1,FBN1,FBN1
PBX3,PBX3,PBX3,PBX3
NOS1AP,NOS1AP,NOS1AP,NOS1AP
RNF43,RNF43,RNF43,RNF43
DAAM2,DAAM2,DAAM2,DAAM2
RAI1,RAI1,RAI1,RAI1
FRMD5,FRMD5,FRMD5,FRMD5
PPP1R16B,PPP1R16B,PPP1R16B,PPP1R16B
ZNF385A,ZNF385A,ZNF385A,ZNF385A
ADAMTS19,ADAMTS19,ADAMTS19,ADAMTS19
DYSF,DYSF,DYSF,DYSF
CLCN6,CLCN6,CLCN6,CLCN6
MED27,MED27,MED27,MED27
NFE2L2,NFE2L2,NFE2L2,NFE2L2
HTR4,HTR4,HTR4,HTR4
R3HDM2,R3HDM2,R3HDM2,R3HDM2
OSBP2,OSBP2,OSBP2,OSBP2
ZNF774,ZNF774,ZNF774,ZNF774
AFAP1,AFAP1,AFAP1,AFAP1
HMGB2,HMGB2,HMGB2,HMGB2
UPP1,UPP1,UPP1,UPP1
RUFY3,RUFY3,RUFY3,RUFY3
MIR9-3HG,MIR9-3HG,MIR9-3HG,MIR9-3HG
ACVR1,ACVR1,ACVR1,ACVR1
MLC1,MLC1,MLC1,MLC1
ZNF382,ZNF382,ZNF382,ZNF382
CREBZF,CREBZF,CREBZF,CREBZF
OSBPL6,OSBPL6,OSBPL6,OSBPL6
PLPP3,PLPP3,PLPP3,PLPP3
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
CTDSPL,CTDSPL,CTDSPL,CTDSPL
SERPINI1,SERPINI1,SERPINI1,SERPINI1
KCNH8,KCNH8,KCNH8,KCNH8
MXD1,MXD1,MXD1,MXD1
COTL1,COTL1,COTL1,COTL1
STT3B,STT3B,STT3B,STT3B
TCAF1,TCAF1,TCAF1,TCAF1
PDIA5,PDIA5,PDIA5,PDIA5
NEK4,NEK4,NEK4,NEK4
SPON2,SPON2,SPON2,SPON2
RFX5,RFX5,RFX5,RFX5
LHX2,LHX2,LHX2,LHX2
FSHR,FSHR,FSHR,FSHR
GADL1,GADL1,GADL1,GADL1
SMAP1,SMAP1,SMAP1,SMAP1
MYO1B,MYO1B,MYO1B,MYO1B
