_BACKGROUND,5p,10p,15p
ARNT,ARNT,ARNT,ARNT
TRIP11,TRIP11,TRIP11,TRIP11
HLF,HLF,HLF,HLF
OLIG2,OLIG2,OLIG2,OLIG2
PPP2R5C,PPP2R5C,PPP2R5C,PPP2R5C
ZNF91,ZNF91,ZNF91,ZNF91
NSD1,NSD1,NSD1,NSD1
FAM133B,FAM133B,FAM133B,FAM133B
CCDC144A,CCDC144A,CCDC144A,CCDC144A
SBK1,SBK1,SBK1,SBK1
AACS,AACS,AACS,AACS
EMP3,EMP3,EMP3,EMP3
LAMA4,LAMA4,LAMA4,LAMA4
MIA3,MIA3,MIA3,MIA3
MXD4,MXD4,MXD4,MXD4
MYO10,MYO10,MYO10,MYO10
RGS5,RGS5,RGS5,RGS5
PDGFD,PDGFD,PDGFD,PDGFD
TLL2,TLL2,TLL2,TLL2
RRAS2,RRAS2,RRAS2,RRAS2
PNISR,PNISR,PNISR,PNISR
ZNF736,ZNF736,ZNF736,ZNF736
IKZF2,IKZF2,IKZF2,IKZF2
DNAJC1,DNAJC1,DNAJC1,DNAJC1
PPARA,PPARA,PPARA,PPARA
B3GLCT,B3GLCT,B3GLCT,B3GLCT
BMPER,BMPER,BMPER,BMPER
PRKCE,PRKCE,PRKCE,PRKCE
TDG,TDG,TDG,TDG
MAN1C1,MAN1C1,MAN1C1,MAN1C1
ZNF774,ZNF774,ZNF774,ZNF774
PRKCQ,PRKCQ,PRKCQ,PRKCQ
PDIA2,PDIA2,PDIA2,PDIA2
TAF1,TAF1,TAF1,TAF1
OTUD7A,OTUD7A,OTUD7A,OTUD7A
INHBA-AS1,INHBA-AS1,INHBA-AS1,INHBA-AS1
NIPAL2,NIPAL2,NIPAL2,NIPAL2
ASPHD2,ASPHD2,ASPHD2,ASPHD2
VAV3,VAV3,VAV3,VAV3
FRMD4A,FRMD4A,FRMD4A,FRMD4A
KLHL29,KLHL29,KLHL29,KLHL29
CALB1,CALB1,CALB1,CALB1
POLR2J3,POLR2J3,POLR2J3,POLR2J3
ETV6,ETV6,ETV6,ETV6
BLZF1,BLZF1,BLZF1,BLZF1
PCF11,PCF11,PCF11,PCF11
FBXL7,FBXL7,FBXL7,FBXL7
GABRG3,GABRG3,GABRG3,GABRG3
