_BACKGROUND,5p,10p,15p
CTNNA2,CTNNA2,CTNNA2,CTNNA2
SOX5,SOX5,SOX5,SOX5
RORA,RORA,RORA,RORA
ADGRL3,ADGRL3,ADGRL3,ADGRL3
CADM2,CADM2,CADM2,CADM2
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
EFNA5,EFNA5,EFNA5,EFNA5
KLF12,KLF12,KLF12,KLF12
ZFPM2,ZFPM2,ZFPM2,ZFPM2
FBXL7,FBXL7,FBXL7,FBXL7
CPE,CPE,CPE,CPE
PTPN4,PTPN4,PTPN4,PTPN4
ERBB4,ERBB4,ERBB4,ERBB4
EPHA6,EPHA6,EPHA6,EPHA6
KLHL32,KLHL32,KLHL32,KLHL32
FUT9,FUT9,FUT9,FUT9
NRXN1,NRXN1,NRXN1,NRXN1
ADGRB3,ADGRB3,ADGRB3,ADGRB3
FREM2,FREM2,FREM2,FREM2
PRKG1,PRKG1,PRKG1,PRKG1
CNTN1,CNTN1,CNTN1,CNTN1
EFCAB2,EFCAB2,EFCAB2,EFCAB2
SH3RF1,SH3RF1,SH3RF1,SH3RF1
CDH20,CDH20,CDH20,CDH20
ATP8A1,ATP8A1,ATP8A1,ATP8A1
PTPRK,PTPRK,PTPRK,PTPRK
NFIA,NFIA,NFIA,NFIA
MLLT3,MLLT3,MLLT3,MLLT3
WDR17,WDR17,WDR17,WDR17
CDH2,CDH2,CDH2,CDH2
PPM1L,PPM1L,PPM1L,PPM1L
PDE4D,PDE4D,PDE4D,PDE4D
KCTD8,KCTD8,KCTD8,KCTD8
RNF182,RNF182,RNF182,RNF182
ZC3H12C,ZC3H12C,ZC3H12C,ZC3H12C
ITM2B,ITM2B,ITM2B,ITM2B
ADCY2,ADCY2,ADCY2,ADCY2
EPS8,EPS8,EPS8,EPS8
ATG10,ATG10,ATG10,ATG10
RASSF8,RASSF8,RASSF8,RASSF8
ADNP,ADNP,ADNP,ADNP
DNM3,DNM3,DNM3,DNM3
FOXN3,FOXN3,FOXN3,FOXN3
GRM3,GRM3,GRM3,GRM3
RHOBTB3,RHOBTB3,RHOBTB3,RHOBTB3
ANKS1B,ANKS1B,ANKS1B,ANKS1B
