_BACKGROUND,5p,10p,15p
THRB,THRB,THRB,THRB
SPIN1,SPIN1,SPIN1,SPIN1
HIVEP2,HIVEP2,HIVEP2,HIVEP2
NRIP1,NRIP1,NRIP1,NRIP1
HIVEP1,HIVEP1,HIVEP1,HIVEP1
MAP7,MAP7,MAP7,MAP7
CHL1,CHL1,CHL1,CHL1
NR3C1,NR3C1,NR3C1,NR3C1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
FGF14,FGF14,FGF14,FGF14
CDH2,CDH2,CDH2,CDH2
AFF4,AFF4,AFF4,AFF4
GSAP,GSAP,GSAP,GSAP
HBP1,HBP1,HBP1,HBP1
RTN1,RTN1,RTN1,RTN1
ADGRL3,ADGRL3,ADGRL3,ADGRL3
EPB41L3,EPB41L3,EPB41L3,EPB41L3
HTR1E,HTR1E,HTR1E,HTR1E
UBE2E2,UBE2E2,UBE2E2,UBE2E2
ATRNL1,ATRNL1,ATRNL1,ATRNL1
MLLT10,MLLT10,MLLT10,MLLT10
SOX5,SOX5,SOX5,SOX5
LCOR,LCOR,LCOR,LCOR
GRIA2,GRIA2,GRIA2,GRIA2
CREB1,CREB1,CREB1,CREB1
SNCA,SNCA,SNCA,SNCA
CLOCK,CLOCK,CLOCK,CLOCK
NR3C2,NR3C2,NR3C2,NR3C2
DNM3,DNM3,DNM3,DNM3
GTF2I,GTF2I,GTF2I,GTF2I
TRIM13,TRIM13,TRIM13,TRIM13
NFIB,NFIB,NFIB,NFIB
PIK3R1,PIK3R1,PIK3R1,PIK3R1
TMEFF2,TMEFF2,TMEFF2,TMEFF2
IRS2,IRS2,IRS2,IRS2
CNR1,CNR1,CNR1,CNR1
CHN1,CHN1,CHN1,CHN1
JAZF1,JAZF1,JAZF1,JAZF1
SEMA5A,SEMA5A,SEMA5A,SEMA5A
ATF2,ATF2,ATF2,ATF2
PDE4D,PDE4D,PDE4D,PDE4D
FOXP2,FOXP2,FOXP2,FOXP2
GRM3,GRM3,GRM3,GRM3
MGAT4A,MGAT4A,MGAT4A,MGAT4A
NCOA7,NCOA7,NCOA7,NCOA7
BASP1,BASP1,BASP1,BASP1
TTBK2,TTBK2,TTBK2,TTBK2
POU2F1,POU2F1,POU2F1,POU2F1
