_BACKGROUND,5p,10p,15p
YWHAB,YWHAB,YWHAB,YWHAB
EIF1AX,EIF1AX,EIF1AX,EIF1AX
ATXN7L3B,ATXN7L3B,ATXN7L3B,ATXN7L3B
NAPB,NAPB,NAPB,NAPB
ATP6V1B2,ATP6V1B2,ATP6V1B2,ATP6V1B2
ARL6IP5,ARL6IP5,ARL6IP5,ARL6IP5
CPLX2,CPLX2,CPLX2,CPLX2
PFN2,PFN2,PFN2,PFN2
TBR1,TBR1,TBR1,TBR1
NAP1L2,NAP1L2,NAP1L2,NAP1L2
ZBTB45,ZBTB45,ZBTB45,ZBTB45
PGRMC1,PGRMC1,PGRMC1,PGRMC1
ENO2,ENO2,ENO2,ENO2
YWHAH,YWHAH,YWHAH,YWHAH
SPRYD3,SPRYD3,SPRYD3,SPRYD3
NCBP2,NCBP2,NCBP2,NCBP2
ATP1B1,ATP1B1,ATP1B1,ATP1B1
EIF5A2,EIF5A2,EIF5A2,EIF5A2
FIZ1,FIZ1,FIZ1,FIZ1
RPS19,RPS19,RPS19,RPS19
CCNI,CCNI,CCNI,CCNI
GTF2A2,GTF2A2,GTF2A2,GTF2A2
NONO,NONO,NONO,NONO
ZBTB33,ZBTB33,ZBTB33,ZBTB33
TUBA4A,TUBA4A,TUBA4A,TUBA4A
TOLLIP,TOLLIP,TOLLIP,TOLLIP
OLFM1,OLFM1,OLFM1,OLFM1
ZNF503,ZNF503,ZNF503,ZNF503
EIF4A2,EIF4A2,EIF4A2,EIF4A2
MAZ,MAZ,MAZ,MAZ
TAF7,TAF7,TAF7,TAF7
UBTF,UBTF,UBTF,UBTF
AP2M1,AP2M1,AP2M1,AP2M1
LYNX1,LYNX1,LYNX1,LYNX1
SV2A,SV2A,SV2A,SV2A
PSAP,PSAP,PSAP,PSAP
HSPB8,HSPB8,HSPB8,HSPB8
RXRB,RXRB,RXRB,RXRB
RPL3,RPL3,RPL3,RPL3
TUBB,TUBB,TUBB,TUBB
NHLH1,NHLH1,NHLH1,NHLH1
GNAS,GNAS,GNAS,GNAS
VSNL1,VSNL1,VSNL1,VSNL1
MT3,MT3,MT3,MT3
GABRA1,GABRA1,GABRA1,GABRA1
STMN1,STMN1,STMN1,STMN1
NORAD,NORAD,NORAD,NORAD
HNF1B,HNF1B,HNF1B,HNF1B
BEX5,BEX5,BEX5,BEX5
NTNG1,NTNG1,NTNG1,NTNG1
PURA,PURA,PURA,PURA
ATP1A1,ATP1A1,ATP1A1,ATP1A1
MARCKS,MARCKS,MARCKS,MARCKS
ZNF358,ZNF358,ZNF358,ZNF358
ARHGDIA,ARHGDIA,ARHGDIA,ARHGDIA
CPLX1,CPLX1,CPLX1,CPLX1
CDKN1C,CDKN1C,CDKN1C,CDKN1C
ARPP19,ARPP19,ARPP19,ARPP19
NR1D1,NR1D1,NR1D1,NR1D1
MLF2,MLF2,MLF2,MLF2
DYNLT3,DYNLT3,DYNLT3,DYNLT3
CLU,CLU,CLU,CLU
SLC22A17,SLC22A17,SLC22A17,SLC22A17
TRIM28,TRIM28,TRIM28,TRIM28
ATP6V1G1,ATP6V1G1,ATP6V1G1,ATP6V1G1
ZBTB22,ZBTB22,ZBTB22,ZBTB22
CA8,CA8,CA8,CA8
CBX7,CBX7,CBX7,CBX7
CALM1,CALM1,CALM1,CALM1
THY1,THY1,THY1,THY1
NSG1,NSG1,NSG1,NSG1
CBLN4,CBLN4,CBLN4,CBLN4
MPPED1,MPPED1,MPPED1,MPPED1
HMCN1,HMCN1,HMCN1,HMCN1
NFKBIA,NFKBIA,NFKBIA,NFKBIA
ARFGAP1,ARFGAP1,ARFGAP1,ARFGAP1
UCHL1,UCHL1,UCHL1,UCHL1
BEX3,BEX3,BEX3,BEX3
CXXC5,CXXC5,CXXC5,CXXC5
CAPNS1,CAPNS1,CAPNS1,CAPNS1
TMEM160,TMEM160,TMEM160,TMEM160
DUSP26,DUSP26,DUSP26,DUSP26
PRDM12,PRDM12,PRDM12,PRDM12
NXPH1,NXPH1,NXPH1,NXPH1
SULF1,SULF1,SULF1,SULF1
DYNLL2,DYNLL2,DYNLL2,DYNLL2
IGFBP7,IGFBP7,IGFBP7,IGFBP7
SOX8,SOX8,SOX8,SOX8
E2F4,E2F4,E2F4,E2F4
THAP5,THAP5,THAP5,THAP5
E2F1,E2F1,E2F1,E2F1
RPRM,RPRM,RPRM,RPRM
CACNG4,CACNG4,CACNG4,CACNG4
TANC1,TANC1,TANC1,TANC1
GAD2,GAD2,GAD2,GAD2
THRA,THRA,THRA,THRA
TENM4,,TENM4,TENM4
TGFA,,TGFA,TGFA
ALDH1A3,,ALDH1A3,ALDH1A3
NAP1L5,,NAP1L5,NAP1L5
YY2,,YY2,YY2
BHLHE40,,BHLHE40,BHLHE40
NEFH,,NEFH,NEFH
ZBTB7A,,ZBTB7A,ZBTB7A
