_BACKGROUND,5p,10p,15p
SCHLAP1,SCHLAP1,SCHLAP1,SCHLAP1
BPTF,BPTF,BPTF,BPTF
SOX8,SOX8,SOX8,SOX8
RHOJ,RHOJ,RHOJ,RHOJ
TRIP10,TRIP10,TRIP10,TRIP10
MID1,MID1,MID1,MID1
LINC01435,LINC01435,LINC01435,LINC01435
NCKAP5,NCKAP5,NCKAP5,NCKAP5
NDP,NDP,NDP,NDP
MEGF10,MEGF10,MEGF10,MEGF10
FOXO1,FOXO1,FOXO1,FOXO1
NANOG,NANOG,NANOG,NANOG
FBXL7,FBXL7,FBXL7,FBXL7
FOXK1,FOXK1,FOXK1,FOXK1
COL16A1,COL16A1,COL16A1,COL16A1
COL27A1,COL27A1,COL27A1,COL27A1
MAL,MAL,MAL,MAL
MCHR2-AS1,MCHR2-AS1,MCHR2-AS1,MCHR2-AS1
LINC00558,LINC00558,LINC00558,LINC00558
BAIAP2,BAIAP2,BAIAP2,BAIAP2
COL11A1,COL11A1,COL11A1,COL11A1
DMRT3,DMRT3,DMRT3,DMRT3
NECAB1,NECAB1,NECAB1,NECAB1
NKAIN3,NKAIN3,NKAIN3,NKAIN3
TMEM163,TMEM163,TMEM163,TMEM163
CHST1,CHST1,CHST1,CHST1
UBE2E2-AS1,UBE2E2-AS1,UBE2E2-AS1,UBE2E2-AS1
TMEM200A,TMEM200A,TMEM200A,TMEM200A
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
PLEKHB1,PLEKHB1,PLEKHB1,PLEKHB1
RGS12,RGS12,RGS12,RGS12
CNDP1,CNDP1,CNDP1,CNDP1
SEMA5B,SEMA5B,SEMA5B,SEMA5B
ATP1A2,ATP1A2,ATP1A2,ATP1A2
PDGFRA,PDGFRA,PDGFRA,PDGFRA
EPHA2,EPHA2,EPHA2,EPHA2
TNS3,TNS3,TNS3,TNS3
PRUNE2,PRUNE2,PRUNE2,PRUNE2
EMX1,EMX1,EMX1,EMX1
DPYS,DPYS,DPYS,DPYS
NTNG1,NTNG1,NTNG1,NTNG1
CLDN11,CLDN11,CLDN11,CLDN11
VRK1,VRK1,VRK1,VRK1
DOCK1,DOCK1,DOCK1,DOCK1
DIRC3,DIRC3,DIRC3,DIRC3
PARD3B,PARD3B,PARD3B,PARD3B
ARID3A,ARID3A,ARID3A,ARID3A
TNFRSF14,TNFRSF14,TNFRSF14,TNFRSF14
ZNF135,ZNF135,ZNF135,ZNF135
ZFHX4,ZFHX4,ZFHX4,ZFHX4
SDK2,SDK2,SDK2,SDK2
TSHZ2,TSHZ2,TSHZ2,TSHZ2
LAMA4,LAMA4,LAMA4,LAMA4
DIRAS2,DIRAS2,DIRAS2,DIRAS2
COL6A1,COL6A1,COL6A1,COL6A1
HAS2-AS1,HAS2-AS1,HAS2-AS1,HAS2-AS1
SYT10,SYT10,SYT10,SYT10
KIAA0930,KIAA0930,KIAA0930,KIAA0930
FAM189A2,FAM189A2,FAM189A2,FAM189A2
REEP3,REEP3,REEP3,REEP3
MDGA2,MDGA2,MDGA2,MDGA2
THRB,THRB,THRB,THRB
MXD4,MXD4,MXD4,MXD4
ZNF768,ZNF768,ZNF768,ZNF768
CUBN,CUBN,CUBN,CUBN
ZNF530,ZNF530,ZNF530,ZNF530
POU3F1,POU3F1,POU3F1,POU3F1
SAMD3,SAMD3,SAMD3,SAMD3
GPR158,GPR158,GPR158,GPR158
ZFP36L2,ZFP36L2,ZFP36L2,ZFP36L2
EGFR,EGFR,EGFR,EGFR
DRGX,DRGX,DRGX,DRGX
LDLRAD3,LDLRAD3,LDLRAD3,LDLRAD3
RPS15A,RPS15A,RPS15A,RPS15A
MARCH1,MARCH1,MARCH1,MARCH1
RPS24,RPS24,RPS24,RPS24
SRRM4,SRRM4,SRRM4,SRRM4
NRXN1,NRXN1,NRXN1,NRXN1
ITGB8,ITGB8,ITGB8,ITGB8
TLX2,TLX2,TLX2,TLX2
PCSK6,PCSK6,PCSK6,PCSK6
POU4F3,POU4F3,POU4F3,POU4F3
SRF,SRF,SRF,SRF
ZNF641,ZNF641,ZNF641,ZNF641
NR2F1,NR2F1,NR2F1,NR2F1
CELF5,CELF5,CELF5,CELF5
TCF7L2,TCF7L2,TCF7L2,TCF7L2
ADCY7,ADCY7,ADCY7,ADCY7
DIAPH2,DIAPH2,DIAPH2,DIAPH2
CENPBD1,CENPBD1,CENPBD1,CENPBD1
ZNF358,ZNF358,ZNF358,ZNF358
SV2B,SV2B,SV2B,SV2B
TESPA1,TESPA1,TESPA1,TESPA1
LIN28B,,LIN28B,LIN28B
PKNOX1,,PKNOX1,PKNOX1
ERF,,ERF,ERF
TF,,TF,TF
KCNQ5,,KCNQ5,KCNQ5
GRAMD1C,,GRAMD1C,GRAMD1C
ARRDC3-AS1,,ARRDC3-AS1,ARRDC3-AS1
FST,,FST,FST
MPPED2,,MPPED2,MPPED2
PTCH1,,PTCH1,PTCH1
ZNF398,,ZNF398,ZNF398
CACNG4,,CACNG4,CACNG4
ZNF783,,ZNF783,ZNF783
SDC2,,SDC2,SDC2
MFSD4A,,MFSD4A,MFSD4A
SLCO1C1,,SLCO1C1,SLCO1C1
HPSE2,,HPSE2,HPSE2
CDK14,,CDK14,CDK14
SULF1,,SULF1,SULF1
SPATA13,,SPATA13,SPATA13
SOX9-AS1,,SOX9-AS1,SOX9-AS1
MKX-AS1,,MKX-AS1,MKX-AS1
RBMS1,,RBMS1,RBMS1
LINC01237,,LINC01237,LINC01237
EP300,,EP300,EP300
FIGN,,FIGN,FIGN
CCNG2,,CCNG2,CCNG2
MAP3K5,,MAP3K5,MAP3K5
ZNF618,,ZNF618,ZNF618
TBL1X,,TBL1X,TBL1X
RPS21,,RPS21,RPS21
POSTN,,POSTN,POSTN
MEF2D,,MEF2D,MEF2D
OLIG1,,OLIG1,OLIG1
NEDD4,,NEDD4,NEDD4
LUZP2,,LUZP2,LUZP2
NGF,,NGF,NGF
ISL1,,ISL1,ISL1
SNCA,,SNCA,SNCA
MCTP2,,MCTP2,MCTP2
ITGA1,,ITGA1,ITGA1
LINC01060,,LINC01060,LINC01060
FSTL5,,FSTL5,FSTL5
PHLPP1,,PHLPP1,PHLPP1
ZNRF3,,ZNRF3,ZNRF3
SMAD1,,SMAD1,SMAD1
SLC1A2,,SLC1A2,SLC1A2
NR2E1,,NR2E1,NR2E1
HES1,,HES1,HES1
AEBP1,,AEBP1,AEBP1
GABRG3,,GABRG3,GABRG3
PCDH17,,PCDH17,PCDH17
GPM6A,,GPM6A,GPM6A
C2,,C2,C2
FGFR3,,FGFR3,FGFR3
RAB3B,,RAB3B,RAB3B
LINC00839,,LINC00839,LINC00839
TRPV6,,TRPV6,TRPV6
PCDH10,,PCDH10,PCDH10
CACHD1,,CACHD1,CACHD1
FKBP5,,FKBP5,FKBP5
AKAP13,,AKAP13,AKAP13
SYNPR,,SYNPR,SYNPR
COL15A1,,COL15A1,COL15A1
C22orf34,,C22orf34,C22orf34
RUNX2,,RUNX2,RUNX2
LINC01197,,LINC01197,LINC01197
DPF3,,DPF3,DPF3
RAB3A,,RAB3A,RAB3A
KCNJ2,,KCNJ2,KCNJ2
GALNT13,,GALNT13,GALNT13
GAS2L3,,GAS2L3,GAS2L3
TTTY14,,TTTY14,TTTY14
NFIA-AS2,,NFIA-AS2,NFIA-AS2
RFX6,,RFX6,RFX6
ZNF592,,ZNF592,ZNF592
GABRA2,,GABRA2,GABRA2
ZNF667,,ZNF667,ZNF667
HPCAL1,,HPCAL1,HPCAL1
TMEM241,,TMEM241,TMEM241
KLHL29,,KLHL29,KLHL29
SPATS2L,,SPATS2L,SPATS2L
RPL38,,RPL38,RPL38
REL,,REL,REL
MAN2A1,,MAN2A1,MAN2A1
SOX1,,SOX1,SOX1
RHBDD1,,RHBDD1,RHBDD1
RORA,,RORA,RORA
AHCTF1,,AHCTF1,AHCTF1
