_BACKGROUND,5p,10p,15p
MIR124-2HG,MIR124-2HG,MIR124-2HG,MIR124-2HG
SATB2,SATB2,SATB2,SATB2
GRIN2B,GRIN2B,GRIN2B,GRIN2B
HECW1,HECW1,HECW1,HECW1
PBX1,PBX1,PBX1,PBX1
CDH18,CDH18,CDH18,CDH18
UBE2E3,UBE2E3,UBE2E3,UBE2E3
NLGN1,NLGN1,NLGN1,NLGN1
DSCAM,DSCAM,DSCAM,DSCAM
AEBP2,AEBP2,AEBP2,AEBP2
ZBTB46,ZBTB46,ZBTB46,ZBTB46
MEF2C,MEF2C,MEF2C,MEF2C
MIR137HG,MIR137HG,MIR137HG,MIR137HG
ZFP90,ZFP90,ZFP90,ZFP90
CELF4,CELF4,CELF4,CELF4
ZNF385D,ZNF385D,ZNF385D,ZNF385D
ZNF697,ZNF697,ZNF697,ZNF697
HIVEP1,HIVEP1,HIVEP1,HIVEP1
CRYM,CRYM,CRYM,CRYM
RSPO2,RSPO2,RSPO2,RSPO2
TMEM196,TMEM196,TMEM196,TMEM196
PTPRR,PTPRR,PTPRR,PTPRR
MYEF2,MYEF2,MYEF2,MYEF2
JAZF1,JAZF1,JAZF1,JAZF1
SLC12A2,SLC12A2,SLC12A2,SLC12A2
MAGI2,MAGI2,MAGI2,MAGI2
TSHZ1,TSHZ1,TSHZ1,TSHZ1
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
KCNB2,KCNB2,KCNB2,KCNB2
C3orf67-AS1,C3orf67-AS1,C3orf67-AS1,C3orf67-AS1
KCNMB2,KCNMB2,KCNMB2,KCNMB2
ZNF721,ZNF721,ZNF721,ZNF721
ZNF772,ZNF772,ZNF772,ZNF772
CEP112,CEP112,CEP112,CEP112
GTF2A1,GTF2A1,GTF2A1,GTF2A1
CNTN3,CNTN3,CNTN3,CNTN3
ZNF519,ZNF519,ZNF519,ZNF519
BBOX1-AS1,BBOX1-AS1,BBOX1-AS1,BBOX1-AS1
ELK4,ELK4,ELK4,ELK4
SMPD3,SMPD3,SMPD3,SMPD3
EPB41,EPB41,EPB41,EPB41
LARGE1,LARGE1,LARGE1,LARGE1
FGF5,FGF5,FGF5,FGF5
ME1,ME1,ME1,ME1
PPM1L,PPM1L,PPM1L,PPM1L
CADPS2,CADPS2,CADPS2,CADPS2
ZNF644,ZNF644,ZNF644,ZNF644
PLS1,PLS1,PLS1,PLS1
LZTS1,LZTS1,LZTS1,LZTS1
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
WASL,WASL,WASL,WASL
LANCL3,LANCL3,LANCL3,LANCL3
MBNL2,MBNL2,MBNL2,MBNL2
SORL1,SORL1,SORL1,SORL1
PRAG1,PRAG1,PRAG1,PRAG1
DYSF,DYSF,DYSF,DYSF
MAPK4,MAPK4,MAPK4,MAPK4
HDAC8,HDAC8,HDAC8,HDAC8
ZNF704,ZNF704,ZNF704,ZNF704
GRB14,GRB14,GRB14,GRB14
STRIP2,STRIP2,STRIP2,STRIP2
TDRD5,TDRD5,TDRD5,TDRD5
TCERG1L,TCERG1L,TCERG1L,TCERG1L
UBE2V1,UBE2V1,UBE2V1,UBE2V1
PAG1,PAG1,PAG1,PAG1
ZBBX,ZBBX,ZBBX,ZBBX
ZNF547,ZNF547,ZNF547,ZNF547
ELOVL6,ELOVL6,ELOVL6,ELOVL6
RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
FOXP1,FOXP1,FOXP1,FOXP1
NFYB,NFYB,NFYB,NFYB
HDAC3,HDAC3,HDAC3,HDAC3
CA4,CA4,CA4,CA4
CCDC144NL,CCDC144NL,CCDC144NL,CCDC144NL
STS,STS,STS,STS
NFIX,NFIX,NFIX,NFIX
