_BACKGROUND,5p,10p,15p
DRD2,DRD2,DRD2,DRD2
ESAM,ESAM,ESAM,ESAM
EEF1A1,EEF1A1,EEF1A1,EEF1A1
NCOR1,NCOR1,NCOR1,NCOR1
PLXNA2,PLXNA2,PLXNA2,PLXNA2
RUNX1T1,RUNX1T1,RUNX1T1,RUNX1T1
PRDM5,PRDM5,PRDM5,PRDM5
HMG20A,HMG20A,HMG20A,HMG20A
APOE,APOE,APOE,APOE
ADNP,ADNP,ADNP,ADNP
TMEM117,TMEM117,TMEM117,TMEM117
SPATS2,SPATS2,SPATS2,SPATS2
CHI3L1,CHI3L1,CHI3L1,CHI3L1
KCNB2,KCNB2,KCNB2,KCNB2
RORA,RORA,RORA,RORA
KCNC2,KCNC2,KCNC2,KCNC2
BCLAF1,BCLAF1,BCLAF1,BCLAF1
FMN1,FMN1,FMN1,FMN1
RPH3A,RPH3A,RPH3A,RPH3A
SP4,SP4,SP4,SP4
CNKSR2,CNKSR2,CNKSR2,CNKSR2
AFF4,AFF4,AFF4,AFF4
ZNF280D,ZNF280D,ZNF280D,ZNF280D
PARM1,PARM1,PARM1,PARM1
SLC6A1,SLC6A1,SLC6A1,SLC6A1
FUT8,FUT8,FUT8,FUT8
ATXN1,ATXN1,ATXN1,ATXN1
FOXJ3,FOXJ3,FOXJ3,FOXJ3
ZNF71,ZNF71,ZNF71,ZNF71
CNTN3,CNTN3,CNTN3,CNTN3
NR2C2,NR2C2,NR2C2,NR2C2
IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1,IQCJ-SCHIP1
EPHA5,EPHA5,EPHA5,EPHA5
MED12L,MED12L,MED12L,MED12L
ZNF519,ZNF519,ZNF519,ZNF519
BDNF,BDNF,BDNF,BDNF
PLCB1,PLCB1,PLCB1,PLCB1
ANO3,ANO3,ANO3,ANO3
ARNT2,ARNT2,ARNT2,ARNT2
CERS6,CERS6,CERS6,CERS6
OPTN,OPTN,OPTN,OPTN
ZBTB43,ZBTB43,ZBTB43,ZBTB43
VIPR2,VIPR2,VIPR2,VIPR2
ZBBX,ZBBX,ZBBX,ZBBX
FAT3,FAT3,FAT3,FAT3
CNOT4,CNOT4,CNOT4,CNOT4
MAGI2,MAGI2,MAGI2,MAGI2
RNF138,RNF138,RNF138,RNF138
SERPINI1,SERPINI1,SERPINI1,SERPINI1
CADPS2,CADPS2,CADPS2,CADPS2
L3MBTL3,L3MBTL3,L3MBTL3,L3MBTL3
RPS15,RPS15,RPS15,RPS15
NRIP1,NRIP1,NRIP1,NRIP1
GNG3,GNG3,GNG3,GNG3
LRRFIP1,LRRFIP1,LRRFIP1,LRRFIP1
RBPJ,RBPJ,RBPJ,RBPJ
ZNF667,ZNF667,ZNF667,ZNF667
PAG1,PAG1,PAG1,PAG1
POU6F2,POU6F2,POU6F2,POU6F2
UNC5D,UNC5D,UNC5D,UNC5D
ZNF214,ZNF214,ZNF214,ZNF214
PTPRT,PTPRT,PTPRT,PTPRT
NECTIN3,NECTIN3,NECTIN3,NECTIN3
C3orf67,C3orf67,C3orf67,C3orf67
NWD2,NWD2,NWD2,NWD2
LINC02217,LINC02217,LINC02217,LINC02217
THRB,THRB,THRB,THRB
USP6NL,USP6NL,USP6NL,USP6NL
MXD1,MXD1,MXD1,MXD1
MPP7,MPP7,MPP7,MPP7
FRYL,FRYL,FRYL,FRYL
TBRG1,TBRG1,TBRG1,TBRG1
