_BACKGROUND,5p,10p,15p
LINC00326,LINC00326,LINC00326,LINC00326
IL12A-AS1,IL12A-AS1,IL12A-AS1,IL12A-AS1
ZFYVE28,ZFYVE28,ZFYVE28,ZFYVE28
MSH4,MSH4,MSH4,MSH4
ITGA11,ITGA11,ITGA11,ITGA11
CABLES1,CABLES1,CABLES1,CABLES1
EPHB2,EPHB2,EPHB2,EPHB2
RASSF3,RASSF3,RASSF3,RASSF3
DSCAML1,DSCAML1,DSCAML1,DSCAML1
MLXIP,MLXIP,MLXIP,MLXIP
ROS1,ROS1,ROS1,ROS1
LAMA4,LAMA4,LAMA4,LAMA4
CTNNA3,CTNNA3,CTNNA3,CTNNA3
ZSCAN5A,ZSCAN5A,ZSCAN5A,ZSCAN5A
PPARD,PPARD,PPARD,PPARD
FEM1C,FEM1C,FEM1C,FEM1C
MCTP2,MCTP2,MCTP2,MCTP2
MGAT5,MGAT5,MGAT5,MGAT5
MSI2,MSI2,MSI2,MSI2
DNMT3A,DNMT3A,DNMT3A,DNMT3A
MMD2,MMD2,MMD2,MMD2
ZNF586,ZNF586,ZNF586,ZNF586
TBC1D16,TBC1D16,TBC1D16,TBC1D16
NHSL2,NHSL2,NHSL2,NHSL2
ZNF76,ZNF76,ZNF76,ZNF76
MAST4,MAST4,MAST4,MAST4
ZNF684,ZNF684,ZNF684,ZNF684
VAV3,VAV3,VAV3,VAV3
LINC01118,LINC01118,LINC01118,LINC01118
VWC2,VWC2,VWC2,VWC2
LINC01588,LINC01588,LINC01588,LINC01588
LRRK1,LRRK1,LRRK1,LRRK1
PLA2R1,PLA2R1,PLA2R1,PLA2R1
RGMA,RGMA,RGMA,RGMA
XXYLT1,XXYLT1,XXYLT1,XXYLT1
MN1,MN1,MN1,MN1
ZNF630,ZNF630,ZNF630,ZNF630
JDP2,JDP2,JDP2,JDP2
ARID3A,ARID3A,ARID3A,ARID3A
FOXK1,FOXK1,FOXK1,FOXK1
ZXDC,ZXDC,ZXDC,ZXDC
ZNF736,ZNF736,ZNF736,ZNF736
RRAS2,RRAS2,RRAS2,RRAS2
FILIP1L,FILIP1L,FILIP1L,FILIP1L
RSPO3,RSPO3,RSPO3,RSPO3
ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1,ZMIZ1-AS1
LINC01721,LINC01721,LINC01721,LINC01721
TDO2,TDO2,TDO2,TDO2
ZNF549,ZNF549,ZNF549,ZNF549
DPF2,DPF2,DPF2,DPF2
MB21D2,MB21D2,MB21D2,MB21D2
ZFY,ZFY,ZFY,ZFY
TCF4,TCF4,TCF4,TCF4
MAML3,MAML3,MAML3,MAML3
NHS,NHS,NHS,NHS
KLHL13,KLHL13,KLHL13,KLHL13
KDM5D,KDM5D,KDM5D,KDM5D
RIN2,RIN2,RIN2,RIN2
SREBF1,SREBF1,SREBF1,SREBF1
SP2,SP2,SP2,SP2
ACSM6,ACSM6,ACSM6,ACSM6
TAF1,TAF1,TAF1,TAF1
STYK1,STYK1,STYK1,STYK1
HINFP,HINFP,HINFP,HINFP
ZNF883,ZNF883,ZNF883,ZNF883
BHLHA15,BHLHA15,BHLHA15,BHLHA15
CLIC5,CLIC5,CLIC5,CLIC5
BCAR3,BCAR3,BCAR3,BCAR3
TMEM196,TMEM196,TMEM196,TMEM196
KMT2B,KMT2B,KMT2B,KMT2B
NR2C1,NR2C1,NR2C1,NR2C1
THBS4,THBS4,THBS4,THBS4
SNUPN,SNUPN,SNUPN,SNUPN
PRKCH,PRKCH,PRKCH,PRKCH
ARSB,ARSB,ARSB,ARSB
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
DTWD2,DTWD2,DTWD2,DTWD2
ZBTB8A,ZBTB8A,ZBTB8A,ZBTB8A
UPP2,UPP2,UPP2,UPP2
FBXL18,FBXL18,FBXL18,FBXL18
RAB27A,RAB27A,RAB27A,RAB27A
NTNG2,NTNG2,NTNG2,NTNG2
ZNF444,ZNF444,ZNF444,ZNF444
TGFA,TGFA,TGFA,TGFA
ZNF273,ZNF273,ZNF273,ZNF273
IGSF22,IGSF22,IGSF22,IGSF22
EXO5,EXO5,EXO5,EXO5
CSMD2,CSMD2,CSMD2,CSMD2
VWA3A,VWA3A,VWA3A,VWA3A
CNTN5,CNTN5,CNTN5,CNTN5
FMNL3,FMNL3,FMNL3,FMNL3
FOXK2,FOXK2,FOXK2,FOXK2
ZFP62,ZFP62,ZFP62,ZFP62
MBNL1-AS1,MBNL1-AS1,MBNL1-AS1,MBNL1-AS1
ZNF37A,ZNF37A,ZNF37A,ZNF37A
ARNT2,ARNT2,ARNT2,ARNT2
DGCR8,DGCR8,DGCR8,DGCR8
MYB,MYB,MYB,MYB
ZNF431,ZNF431,ZNF431,ZNF431
BRF1,BRF1,BRF1,BRF1
KITLG,KITLG,KITLG,KITLG
THRA,THRA,THRA,THRA
TNFRSF21,TNFRSF21,TNFRSF21,TNFRSF21
CARNMT1,CARNMT1,CARNMT1,CARNMT1
DPP4,DPP4,DPP4,DPP4
LINC01708,LINC01708,LINC01708,LINC01708
ZNF30,ZNF30,ZNF30,ZNF30
ZNF343,ZNF343,ZNF343,ZNF343
ARMC9,ARMC9,ARMC9,ARMC9
HNRNPLL,HNRNPLL,HNRNPLL,HNRNPLL
ME1,ME1,ME1,ME1
EPS8,EPS8,EPS8,EPS8
ANKRD44,ANKRD44,ANKRD44,ANKRD44
SNCAIP,SNCAIP,SNCAIP,SNCAIP
CDH9,CDH9,CDH9,CDH9
IRF2,IRF2,IRF2,IRF2
GTF3C2,GTF3C2,GTF3C2,GTF3C2
B3GALT5,B3GALT5,B3GALT5,B3GALT5
LHX8,LHX8,LHX8,LHX8
HFM1,HFM1,HFM1,HFM1
ZNF267,ZNF267,ZNF267,ZNF267
SLCO5A1,SLCO5A1,SLCO5A1,SLCO5A1
ZBTB46,ZBTB46,ZBTB46,ZBTB46
ZNF740,ZNF740,ZNF740,ZNF740
PGAP1,,PGAP1,PGAP1
CARF,,CARF,CARF
KLB,,KLB,KLB
CNTNAP5,,CNTNAP5,CNTNAP5
SMAD7,,SMAD7,SMAD7
ZNF714,,ZNF714,ZNF714
PBX3,,PBX3,PBX3
ADK,,ADK,ADK
FOXJ2,,FOXJ2,FOXJ2
ZNF280C,,ZNF280C,ZNF280C
ZNF239,,ZNF239,ZNF239
BPTF,,BPTF,BPTF
KIF6,,KIF6,KIF6
EDA,,EDA,EDA
FUT9,,FUT9,FUT9
PCSK5,,PCSK5,PCSK5
TMEM192,,TMEM192,TMEM192
M1AP,,M1AP,M1AP
SORCS2,,SORCS2,SORCS2
RAB2A,,RAB2A,RAB2A
DIDO1,,DIDO1,DIDO1
EML1,,EML1,EML1
SGCZ,,SGCZ,SGCZ
SHISA9,,SHISA9,SHISA9
SLC16A1,,SLC16A1,SLC16A1
ERF,,ERF,ERF
DMD,,DMD,DMD
PPP2R2C,,PPP2R2C,PPP2R2C
LRRN2,,LRRN2,LRRN2
FNBP1L,,FNBP1L,FNBP1L
