_BACKGROUND,5p,10p,15p
MECP2,MECP2,MECP2,MECP2
ECE2,ECE2,ECE2,ECE2
GPR161,GPR161,GPR161,GPR161
RNF217,RNF217,RNF217,RNF217
ZNF674,ZNF674,ZNF674,ZNF674
RMST,RMST,RMST,RMST
UGT8,UGT8,UGT8,UGT8
DAPK1,DAPK1,DAPK1,DAPK1
CACNA1E,CACNA1E,CACNA1E,CACNA1E
CFAP206,CFAP206,CFAP206,CFAP206
DDX3X,DDX3X,DDX3X,DDX3X
LRRC36,LRRC36,LRRC36,LRRC36
FOXO1,FOXO1,FOXO1,FOXO1
CHD2,CHD2,CHD2,CHD2
PGR,PGR,PGR,PGR
FEZF2,FEZF2,FEZF2,FEZF2
PBX1,PBX1,PBX1,PBX1
RELN,RELN,RELN,RELN
FGF1,FGF1,FGF1,FGF1
DPT,DPT,DPT,DPT
DCX,DCX,DCX,DCX
PDCL2,PDCL2,PDCL2,PDCL2
ZNF398,ZNF398,ZNF398,ZNF398
PIK3CD,PIK3CD,PIK3CD,PIK3CD
GXYLT2,GXYLT2,GXYLT2,GXYLT2
HSD17B2,HSD17B2,HSD17B2,HSD17B2
XIRP2,XIRP2,XIRP2,XIRP2
TMEM132B,TMEM132B,TMEM132B,TMEM132B
RND3,RND3,RND3,RND3
NEDD4,NEDD4,NEDD4,NEDD4
EVC2,EVC2,EVC2,EVC2
CABLES1,CABLES1,CABLES1,CABLES1
CPEB1,CPEB1,CPEB1,CPEB1
FLRT3,FLRT3,FLRT3,FLRT3
PPFIBP2,PPFIBP2,PPFIBP2,PPFIBP2
ZFP14,ZFP14,ZFP14,ZFP14
TGFBR1,TGFBR1,TGFBR1,TGFBR1
RASGEF1B,RASGEF1B,RASGEF1B,RASGEF1B
FAM133A,FAM133A,FAM133A,FAM133A
KIAA1211L,KIAA1211L,KIAA1211L,KIAA1211L
FAM135B,FAM135B,FAM135B,FAM135B
ZNF891,ZNF891,ZNF891,ZNF891
SP8,SP8,SP8,SP8
AHDC1,AHDC1,AHDC1,AHDC1
GPRIN3,GPRIN3,GPRIN3,GPRIN3
GRM8,GRM8,GRM8,GRM8
MET,MET,MET,MET
IMPG2,IMPG2,IMPG2,IMPG2
RTN4RL1,RTN4RL1,RTN4RL1,RTN4RL1
GAS2L3,GAS2L3,GAS2L3,GAS2L3
LINC01197,LINC01197,LINC01197,LINC01197
CEBPD,CEBPD,CEBPD,CEBPD
ZHX1,ZHX1,ZHX1,ZHX1
PBX3,PBX3,PBX3,PBX3
ENPP1,ENPP1,ENPP1,ENPP1
APOC1,APOC1,APOC1,APOC1
TRPC7,TRPC7,TRPC7,TRPC7
ZNF567,ZNF567,ZNF567,ZNF567
CADPS,CADPS,CADPS,CADPS
PHYHIPL,PHYHIPL,PHYHIPL,PHYHIPL
ZNF451,ZNF451,ZNF451,ZNF451
C10orf90,C10orf90,C10orf90,C10orf90
TOX,TOX,TOX,TOX
STAT1,STAT1,STAT1,STAT1
BACH1,BACH1,BACH1,BACH1
WWTR1,WWTR1,WWTR1,WWTR1
TOX2,TOX2,TOX2,TOX2
SLC26A2,SLC26A2,SLC26A2,SLC26A2
PITPNC1,PITPNC1,PITPNC1,PITPNC1
COL6A1,COL6A1,COL6A1,COL6A1
MEI4,MEI4,MEI4,MEI4
RASGRP3,RASGRP3,RASGRP3,RASGRP3
IL6ST,IL6ST,IL6ST,IL6ST
RNF217-AS1,RNF217-AS1,RNF217-AS1,RNF217-AS1
NETO2,NETO2,NETO2,NETO2
LPAR1,LPAR1,LPAR1,LPAR1
PPP2R1B,PPP2R1B,PPP2R1B,PPP2R1B
NSUN7,NSUN7,NSUN7,NSUN7
MYCN,MYCN,MYCN,MYCN
ZNF45,ZNF45,ZNF45,ZNF45
COLGALT2,COLGALT2,COLGALT2,COLGALT2
NMU,NMU,NMU,NMU
HSPA8,HSPA8,HSPA8,HSPA8
TTC34,TTC34,TTC34,TTC34
ISM1,ISM1,ISM1,ISM1
GRIK3,GRIK3,GRIK3,GRIK3
TMEM179,TMEM179,TMEM179,TMEM179
CD36,CD36,CD36,CD36
CHRM5,CHRM5,CHRM5,CHRM5
ITGB5,ITGB5,ITGB5,ITGB5
MAN1A1,MAN1A1,MAN1A1,MAN1A1
NKAIN3,NKAIN3,NKAIN3,NKAIN3
SALL4,,SALL4,SALL4
UNC5D,,UNC5D,UNC5D
CCNJL,,CCNJL,CCNJL
LINC02133,,LINC02133,LINC02133
IFITM3,,IFITM3,IFITM3
ADAMTS6,,ADAMTS6,ADAMTS6
CLMP,,CLMP,CLMP
LINC00354,,LINC00354,LINC00354
AFF1,,AFF1,AFF1
AHR,,AHR,AHR
RPL35A,,RPL35A,RPL35A
BDKRB2,,BDKRB2,BDKRB2
ERMN,,ERMN,ERMN
LIN7A,,LIN7A,LIN7A
SEL1L2,,SEL1L2,SEL1L2
MIR137HG,,MIR137HG,MIR137HG
CREM,,CREM,CREM
PIK3C3,,PIK3C3,PIK3C3
TPRG1,,TPRG1,TPRG1
RFX2,,RFX2,RFX2
SOX11,,SOX11,SOX11
PRDM15,,PRDM15,PRDM15
OLFML2B,,OLFML2B,OLFML2B
E2F7,,E2F7,E2F7
NHSL2,,NHSL2,NHSL2
COLEC12,,COLEC12,COLEC12
PROSER2,,PROSER2,PROSER2
OLFM4,,OLFM4,OLFM4
CGNL1,,CGNL1,CGNL1
CELF5,,CELF5,CELF5
LMCD1-AS1,,LMCD1-AS1,LMCD1-AS1
SOX6,,SOX6,SOX6
CANX,,CANX,CANX
NR2F2-AS1,,NR2F2-AS1,NR2F2-AS1
CDH7,,CDH7,CDH7
NCOA3,,NCOA3,NCOA3
AVEN,,AVEN,AVEN
MGP,,MGP,MGP
ZNF487,,ZNF487,ZNF487
CSMD1,,CSMD1,CSMD1
NME1,,NME1,NME1
COL11A1,,COL11A1,COL11A1
HDAC3,,HDAC3,HDAC3
PDGFC,,PDGFC,PDGFC
TRPC3,,TRPC3,TRPC3
TSC22D4,,TSC22D4,TSC22D4
USP53,,USP53,USP53
IRF2,,IRF2,IRF2
HTR2A,,HTR2A,HTR2A
KLF6,,KLF6,KLF6
CD9,,CD9,CD9
CD163L1,,CD163L1,CD163L1
ITGA9,,ITGA9,ITGA9
NREP,,NREP,NREP
PCOLCE2,,PCOLCE2,PCOLCE2
DACH1,,DACH1,DACH1
APBB1IP,,APBB1IP,APBB1IP
ZNF438,,ZNF438,ZNF438
KRTAP5-11,,KRTAP5-11,KRTAP5-11
RSPO3,,RSPO3,RSPO3
PAQR5,,PAQR5,PAQR5
HIC1,,HIC1,HIC1
CDH6,,CDH6,CDH6
NEDD9,,NEDD9,NEDD9
ZNF618,,ZNF618,ZNF618
ATF3,,ATF3,ATF3
NDST3,,NDST3,NDST3
ST18,,ST18,ST18
FZD7,,FZD7,FZD7
GRIN2A,,GRIN2A,GRIN2A
FAM189A2,,FAM189A2,FAM189A2
NLGN1,,NLGN1,NLGN1
PCSK1,,PCSK1,PCSK1
VGF,,VGF,VGF
GJA1,,GJA1,GJA1
CNR1,,CNR1,CNR1
NXPH2,,NXPH2,NXPH2
AHCTF1,,AHCTF1,AHCTF1
LRRN1,,LRRN1,LRRN1
ELFN1,,ELFN1,ELFN1
LINC01280,,LINC01280,LINC01280
CARMN,,CARMN,CARMN
SMARCA2,,SMARCA2,SMARCA2
ARFGEF3,,ARFGEF3,ARFGEF3
