_BACKGROUND,5p,10p,15p
ZNF589,ZNF589,ZNF589,ZNF589
DMD,DMD,DMD,DMD
CTTNBP2,CTTNBP2,CTTNBP2,CTTNBP2
RNF144A,RNF144A,RNF144A,RNF144A
ZNF516,ZNF516,ZNF516,ZNF516
THRB,THRB,THRB,THRB
CUX2,CUX2,CUX2,CUX2
LRRK2,LRRK2,LRRK2,LRRK2
HIF3A,HIF3A,HIF3A,HIF3A
ARNTL2,ARNTL2,ARNTL2,ARNTL2
GTF2A2,GTF2A2,GTF2A2,GTF2A2
RARG,RARG,RARG,RARG
FOXN3,FOXN3,FOXN3,FOXN3
LCORL,LCORL,LCORL,LCORL
TNFRSF21,TNFRSF21,TNFRSF21,TNFRSF21
JMJD1C,JMJD1C,JMJD1C,JMJD1C
ZNF248,ZNF248,ZNF248,ZNF248
ZFP37,ZFP37,ZFP37,ZFP37
ZNF774,ZNF774,ZNF774,ZNF774
ZNF253,ZNF253,ZNF253,ZNF253
CDK19,CDK19,CDK19,CDK19
RAP1GDS1,RAP1GDS1,RAP1GDS1,RAP1GDS1
XPO1,XPO1,XPO1,XPO1
PDE4D,PDE4D,PDE4D,PDE4D
OSBPL3,OSBPL3,OSBPL3,OSBPL3
KLF3-AS1,KLF3-AS1,KLF3-AS1,KLF3-AS1
ZNF692,ZNF692,ZNF692,ZNF692
ZNF324,ZNF324,ZNF324,ZNF324
CDH18,CDH18,CDH18,CDH18
MBNL3,MBNL3,MBNL3,MBNL3
CAMK2D,CAMK2D,CAMK2D,CAMK2D
DGCR8,DGCR8,DGCR8,DGCR8
SALL3,SALL3,SALL3,SALL3
FOXP1,FOXP1,FOXP1,FOXP1
SPATS2L,SPATS2L,SPATS2L,SPATS2L
TICAM2,TICAM2,TICAM2,TICAM2
LY96,LY96,LY96,LY96
CYP2C19,CYP2C19,CYP2C19,CYP2C19
ZFP64,ZFP64,ZFP64,ZFP64
NALCN,NALCN,NALCN,NALCN
HOMEZ,HOMEZ,HOMEZ,HOMEZ
PHF12,PHF12,PHF12,PHF12
PLPPR5,PLPPR5,PLPPR5,PLPPR5
EFNA5,EFNA5,EFNA5,EFNA5
TEF,TEF,TEF,TEF
PALLD,PALLD,PALLD,PALLD
HDX,HDX,HDX,HDX
ZNF33A,ZNF33A,ZNF33A,ZNF33A
FRMD5,FRMD5,FRMD5,FRMD5
HERC4,HERC4,HERC4,HERC4
ZNF180,ZNF180,ZNF180,ZNF180
RAP2C-AS1,RAP2C-AS1,RAP2C-AS1,RAP2C-AS1
PRH1,PRH1,PRH1,PRH1
DNM3,DNM3,DNM3,DNM3
ZBTB21,ZBTB21,ZBTB21,ZBTB21
BRINP3,BRINP3,BRINP3,BRINP3
ZNF585A,ZNF585A,ZNF585A,ZNF585A
RAB27B,RAB27B,RAB27B,RAB27B
GNAI1,GNAI1,GNAI1,GNAI1
PRKD1,PRKD1,PRKD1,PRKD1
RGMB,RGMB,RGMB,RGMB
ATF2,ATF2,ATF2,ATF2
SORCS3,SORCS3,SORCS3,SORCS3
CSRP2,CSRP2,CSRP2,CSRP2
SNAP91,SNAP91,SNAP91,SNAP91
ZNF607,ZNF607,ZNF607,ZNF607
CUEDC1,CUEDC1,CUEDC1,CUEDC1
PIP4K2A,PIP4K2A,PIP4K2A,PIP4K2A
FTX,FTX,FTX,FTX
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
SSH2,SSH2,SSH2,SSH2
FSIP2,FSIP2,FSIP2,FSIP2
RAP1A,RAP1A,RAP1A,RAP1A
CDYL2,CDYL2,CDYL2,CDYL2
ADGRL3,ADGRL3,ADGRL3,ADGRL3
ACER3,ACER3,ACER3,ACER3
EZR,EZR,EZR,EZR
POU6F1,POU6F1,POU6F1,POU6F1
ZNF675,ZNF675,ZNF675,ZNF675
CNTN1,CNTN1,CNTN1,CNTN1
ICAM2,ICAM2,ICAM2,ICAM2
ZNF85,ZNF85,ZNF85,ZNF85
LINC01435,LINC01435,LINC01435,LINC01435
XYLT1,XYLT1,XYLT1,XYLT1
C3orf67-AS1,C3orf67-AS1,C3orf67-AS1,C3orf67-AS1
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
SV2B,SV2B,SV2B,SV2B
CUX1,CUX1,CUX1,CUX1
MAX,MAX,MAX,MAX
ZFP62,ZFP62,ZFP62,ZFP62
ZNF160,ZNF160,ZNF160,ZNF160
MEIS2,MEIS2,MEIS2,MEIS2
TMEM132D,TMEM132D,TMEM132D,TMEM132D
ZNF281,ZNF281,ZNF281,ZNF281
ESRRG,ESRRG,ESRRG,ESRRG
ARHGEF4,ARHGEF4,ARHGEF4,ARHGEF4
ZBTB18,ZBTB18,ZBTB18,ZBTB18
ZNF730,ZNF730,ZNF730,ZNF730
FANCC,FANCC,FANCC,FANCC
ZNF100,ZNF100,ZNF100,ZNF100
BRF1,BRF1,BRF1,BRF1
RBPJ,RBPJ,RBPJ,RBPJ
ZNF493,ZNF493,ZNF493,ZNF493
ZNF717,ZNF717,ZNF717,ZNF717
ZKSCAN7,ZKSCAN7,ZKSCAN7,ZKSCAN7
SGMS1,SGMS1,SGMS1,SGMS1
KDM4C,KDM4C,KDM4C,KDM4C
FOXJ3,FOXJ3,FOXJ3,FOXJ3
NR1D2,NR1D2,NR1D2,NR1D2
PBX1,PBX1,PBX1,PBX1
TET1,TET1,TET1,TET1
SLIT3,SLIT3,SLIT3,SLIT3
DSCAM,DSCAM,DSCAM,DSCAM
TPCN1,TPCN1,TPCN1,TPCN1
NCOA2,NCOA2,NCOA2,NCOA2
GTDC1,GTDC1,GTDC1,GTDC1
ZNF551,ZNF551,ZNF551,ZNF551
ZNF333,ZNF333,ZNF333,ZNF333
RFFL,RFFL,RFFL,RFFL
TCF4,TCF4,TCF4,TCF4
FAM163A,FAM163A,FAM163A,FAM163A
CELF5,CELF5,CELF5,CELF5
CRTC2,CRTC2,CRTC2,CRTC2
ZNF596,ZNF596,ZNF596,ZNF596
RFX2,RFX2,RFX2,RFX2
FANK1,FANK1,FANK1,FANK1
BCLAF1,BCLAF1,BCLAF1,BCLAF1
CTNNB1,CTNNB1,CTNNB1,CTNNB1
POU3F3,POU3F3,POU3F3,POU3F3
FIP1L1,FIP1L1,FIP1L1,FIP1L1
BTBD3,BTBD3,BTBD3,BTBD3
ILDR2,ILDR2,ILDR2,ILDR2
GIT2,GIT2,GIT2,GIT2
MBNL2,MBNL2,MBNL2,MBNL2
PRDM15,PRDM15,PRDM15,PRDM15
PDE4B,PDE4B,PDE4B,PDE4B
GXYLT2,GXYLT2,GXYLT2,GXYLT2
NPAS2,NPAS2,NPAS2,NPAS2
MAN2A1,MAN2A1,MAN2A1,MAN2A1
ZNF195,ZNF195,ZNF195,ZNF195
PLAGL1,PLAGL1,PLAGL1,PLAGL1
PRKAA1,PRKAA1,PRKAA1,PRKAA1
CBLN2,CBLN2,CBLN2,CBLN2
NR3C1,NR3C1,NR3C1,NR3C1
ZNF680,ZNF680,ZNF680,ZNF680
GULP1,GULP1,GULP1,GULP1
ZNF426,ZNF426,ZNF426,ZNF426
HIVEP1,HIVEP1,HIVEP1,HIVEP1
IL6ST,IL6ST,IL6ST,IL6ST
SLC2A13,SLC2A13,SLC2A13,SLC2A13
ZFHX2,ZFHX2,ZFHX2,ZFHX2
AK5,AK5,AK5,AK5
ZNF3,ZNF3,ZNF3,ZNF3
POU2F1,POU2F1,POU2F1,POU2F1
TPD52,TPD52,TPD52,TPD52
PTPRK,PTPRK,PTPRK,PTPRK
MAP2,MAP2,MAP2,MAP2
UBE2K,UBE2K,UBE2K,UBE2K
WASF1,WASF1,WASF1,WASF1
KCTD8,KCTD8,KCTD8,KCTD8
ZXDC,ZXDC,ZXDC,ZXDC
PDLIM5,PDLIM5,PDLIM5,PDLIM5
RERG,RERG,RERG,RERG
DLC1,DLC1,DLC1,DLC1
ZNF138,ZNF138,ZNF138,ZNF138
ZNF317,ZNF317,ZNF317,ZNF317
OTUD4,OTUD4,OTUD4,OTUD4
SMAD1,SMAD1,SMAD1,SMAD1
TFCP2,TFCP2,TFCP2,TFCP2
BCAR3,BCAR3,BCAR3,BCAR3
NEB,NEB,NEB,NEB
DLEU2,DLEU2,DLEU2,DLEU2
DSEL,DSEL,DSEL,DSEL
CADM2,CADM2,CADM2,CADM2
ZNF285,ZNF285,ZNF285,ZNF285
KIF13A,KIF13A,KIF13A,KIF13A
CHST11,CHST11,CHST11,CHST11
LRRC8D,LRRC8D,LRRC8D,LRRC8D
DR1,DR1,DR1,DR1
FSIP1,FSIP1,FSIP1,FSIP1
PHLPP1,PHLPP1,PHLPP1,PHLPP1
ANKH,ANKH,ANKH,ANKH
FRYL,FRYL,FRYL,FRYL
PARP1,PARP1,PARP1,PARP1
PACRG,PACRG,PACRG,PACRG
PLD1,PLD1,PLD1,PLD1
USP54,USP54,USP54,USP54
ZNF709,ZNF709,ZNF709,ZNF709
KCNH7,KCNH7,KCNH7,KCNH7
ZNF823,ZNF823,ZNF823,ZNF823
APBB2,APBB2,APBB2,APBB2
JADE3,,JADE3,JADE3
KIF13B,,KIF13B,KIF13B
PKN2-AS1,,PKN2-AS1,PKN2-AS1
GATAD1,,GATAD1,GATAD1
AZIN2,,AZIN2,AZIN2
SMAD2,,SMAD2,SMAD2
TNPO1,,TNPO1,TNPO1
KLF3,,KLF3,KLF3
TCF12,,TCF12,TCF12
NFIB,,NFIB,NFIB
NR2C2,,NR2C2,NR2C2
TRIM36,,TRIM36,TRIM36
ZFP30,,ZFP30,ZFP30
GLI3,,GLI3,GLI3
EDIL3,,EDIL3,EDIL3
PURG,,PURG,PURG
BBX,,BBX,BBX
RAB3IP,,RAB3IP,RAB3IP
SOX2-OT,,SOX2-OT,SOX2-OT
PRDM5,,PRDM5,PRDM5
CREBZF,,CREBZF,CREBZF
NFE2L2,,NFE2L2,NFE2L2
TOM1L1,,TOM1L1,TOM1L1
ZSCAN21,,ZSCAN21,ZSCAN21
SDK2,,SDK2,SDK2
CLEC2L,,CLEC2L,CLEC2L
PPM1H,,PPM1H,PPM1H
FAM13C,,FAM13C,FAM13C
ZNF202,,ZNF202,ZNF202
ZBTB17,,ZBTB17,ZBTB17
FAM49B,,FAM49B,FAM49B
DEAF1,,DEAF1,DEAF1
PTMS,,PTMS,PTMS
JAM3,,JAM3,JAM3
SLC22A15,,SLC22A15,SLC22A15
INHBA-AS1,,INHBA-AS1,INHBA-AS1
ZBTB20,,ZBTB20,ZBTB20
DNAJC21,,DNAJC21,DNAJC21
LDLRAD4,,LDLRAD4,LDLRAD4
EXOC6,,EXOC6,EXOC6
ANKS1B,,ANKS1B,ANKS1B
FOXO1,,FOXO1,FOXO1
GNG12-AS1,,GNG12-AS1,GNG12-AS1
MIR137HG,,MIR137HG,MIR137HG
TDRD5,,TDRD5,TDRD5
ZDHHC5,,ZDHHC5,ZDHHC5
TRMO,,TRMO,TRMO
NFKB1,,NFKB1,NFKB1
LNX1,,LNX1,LNX1
