,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.2689626216375691,0.16082004309744036
1,astro,1,0.6217174615588481,0.08416995578572875
2,astro,2,0.38268573136180695,0.531351938848258
3,astro,3,0.18949431368574537,0.14659374662856617
4,astro,4,0.2732635481757511,0.1966138890537656
5,endo,0,0.4738972917018132,0.4597557581573656
6,endo,1,0.4548897062169982,0.3993725419459277
7,endo,2,0.40504384588355274,0.3594222720351842
8,endo,3,0.4750329841598875,0.3242318317225421
9,endo,4,0.44388865191029,0.3699250742667973
10,excitatory,0,0.5387416422658201,0.3382622273926622
11,excitatory,1,0.615804881666777,0.40802900802900804
12,excitatory,2,0.6689349799251634,0.33664469667759145
13,excitatory,3,0.4982978773327951,0.24976721873273597
14,excitatory,4,0.4990601949311516,0.5633681535855448
15,inhibitory,0,0.6197714711738321,0.4610378022492252
16,inhibitory,1,0.6302203675266868,0.2875474431406635
17,inhibitory,2,0.5138590434653375,0.32707614584942474
18,inhibitory,3,0.7452973354580068,0.26492432551754586
19,inhibitory,4,0.68145324572272,0.1333261419727585
20,micro,0,0.6045182422932145,0.34767039932806576
21,micro,1,0.41887033840973054,0.27656388676962684
22,micro,2,0.630632171602385,0.2696193446596651
23,micro,3,0.43791827606074984,0.3293952007032321
24,micro,4,0.2293577876027503,0.340349056737781
25,oligo,0,0.22334739380388038,0.23004641008941867
26,oligo,1,0.21967523586778692,0.07342243348952483
27,oligo,2,0.3949567225406835,0.13328346565253676
28,oligo,3,0.2411105158871054,0.18487370954259885
29,oligo,4,0.2654613657756452,0.21087004227150719
30,opc,0,0.4912728186304053,0.3637540962777545
31,opc,1,0.6802286935021562,0.3218144084523395
32,opc,2,0.47641323883516207,0.29635460000420644
33,opc,3,0.47848951423702324,0.27770082492304715
34,opc,4,0.47182492838452783,0.34930683872946616
35,vlmc,0,0.22114633390557242,0.2645207670189914
36,vlmc,1,0.415979023446414,0.1543064751049835
37,vlmc,2,0.4791667416845215,0.28372477586027023
38,vlmc,3,0.4389932571379206,0.1384951088230333
39,vlmc,4,0.43931626586064754,0.19572332517962893
