_BACKGROUND,5p,10p,15p
BDNF,BDNF,BDNF,BDNF
EFHC2,EFHC2,EFHC2,EFHC2
SEL1L3,SEL1L3,SEL1L3,SEL1L3
ZNF615,ZNF615,ZNF615,ZNF615
ZNF34,ZNF34,ZNF34,ZNF34
FIZ1,FIZ1,FIZ1,FIZ1
POU3F2,POU3F2,POU3F2,POU3F2
CLIC4,CLIC4,CLIC4,CLIC4
NFAT5,NFAT5,NFAT5,NFAT5
UST,UST,UST,UST
NTNG1,NTNG1,NTNG1,NTNG1
GAD1,GAD1,GAD1,GAD1
SLC39A8,SLC39A8,SLC39A8,SLC39A8
KALRN,KALRN,KALRN,KALRN
PELI2,PELI2,PELI2,PELI2
GAD2,GAD2,GAD2,GAD2
BHLHE40,BHLHE40,BHLHE40,BHLHE40
TNFRSF13C,TNFRSF13C,TNFRSF13C,TNFRSF13C
BCAS2,BCAS2,BCAS2,BCAS2
CTPS2,CTPS2,CTPS2,CTPS2
UBE2V1,UBE2V1,UBE2V1,UBE2V1
NRGN,NRGN,NRGN,NRGN
ADCY2,ADCY2,ADCY2,ADCY2
PROP1,PROP1,PROP1,PROP1
RFX5,RFX5,RFX5,RFX5
SCRG1,SCRG1,SCRG1,SCRG1
ZNF385B,ZNF385B,ZNF385B,ZNF385B
LRP2,LRP2,LRP2,LRP2
TWIST2,TWIST2,TWIST2,TWIST2
RORB-AS1,RORB-AS1,RORB-AS1,RORB-AS1
HSD11B1,HSD11B1,HSD11B1,HSD11B1
DAAM2,DAAM2,DAAM2,DAAM2
RPS6KA2,RPS6KA2,RPS6KA2,RPS6KA2
VCAN,VCAN,VCAN,VCAN
ZNF580,ZNF580,ZNF580,ZNF580
GRM3,GRM3,GRM3,GRM3
CYP3A43,CYP3A43,CYP3A43,CYP3A43
MN1,MN1,MN1,MN1
PDGFRA,PDGFRA,PDGFRA,PDGFRA
PAX5,PAX5,PAX5,PAX5
ZSCAN12,ZSCAN12,ZSCAN12,ZSCAN12
ZNF592,ZNF592,ZNF592,ZNF592
FAM124A,FAM124A,FAM124A,FAM124A
FAM102B,FAM102B,FAM102B,FAM102B
BAG3,BAG3,BAG3,BAG3
SLC24A4,SLC24A4,SLC24A4,SLC24A4
LINC01629,LINC01629,LINC01629,LINC01629
NEDD4L,NEDD4L,NEDD4L,NEDD4L
PPP1R10,PPP1R10,PPP1R10,PPP1R10
HBP1,HBP1,HBP1,HBP1
PCDH10,PCDH10,PCDH10,PCDH10
C1QTNF1-AS1,C1QTNF1-AS1,C1QTNF1-AS1,C1QTNF1-AS1
TEAD4,TEAD4,TEAD4,TEAD4
SYPL2,SYPL2,SYPL2,SYPL2
BAALC,BAALC,BAALC,BAALC
PKHD1L1,PKHD1L1,PKHD1L1,PKHD1L1
C16orf97,C16orf97,C16orf97,C16orf97
CST3,CST3,CST3,CST3
EGR4,EGR4,EGR4,EGR4
BRINP1,BRINP1,BRINP1,BRINP1
IGFBP2,IGFBP2,IGFBP2,IGFBP2
PDZRN4,PDZRN4,PDZRN4,PDZRN4
ZBTB18,ZBTB18,ZBTB18,ZBTB18
SHROOM3,SHROOM3,SHROOM3,SHROOM3
ARNT2,ARNT2,ARNT2,ARNT2
TCF15,TCF15,TCF15,TCF15
SAMD7,SAMD7,SAMD7,SAMD7
LINC01237,LINC01237,LINC01237,LINC01237
MAN2A1,MAN2A1,MAN2A1,MAN2A1
RAB27B,RAB27B,RAB27B,RAB27B
CALD1,CALD1,CALD1,CALD1
SH3RF1,SH3RF1,SH3RF1,SH3RF1
ALDH1A2,ALDH1A2,ALDH1A2,ALDH1A2
PCDH7,PCDH7,PCDH7,PCDH7
GABPB1,GABPB1,GABPB1,GABPB1
HIVEP1,HIVEP1,HIVEP1,HIVEP1
GNG12,GNG12,GNG12,GNG12
RAB3B,RAB3B,RAB3B,RAB3B
NPAS3,NPAS3,NPAS3,NPAS3
IKZF2,IKZF2,IKZF2,IKZF2
LRP1B,LRP1B,LRP1B,LRP1B
FST,FST,FST,FST
CORT,CORT,CORT,CORT
ZNF347,ZNF347,ZNF347,ZNF347
LUZP2,LUZP2,LUZP2,LUZP2
CDK2AP1,CDK2AP1,CDK2AP1,CDK2AP1
DAB1,,DAB1,DAB1
MITF,,MITF,MITF
VIPR2,,VIPR2,VIPR2
PTPRZ1,,PTPRZ1,PTPRZ1
ATRNL1,,ATRNL1,ATRNL1
IRX4,,IRX4,IRX4
GPRIN3,,GPRIN3,GPRIN3
FSTL5,,FSTL5,FSTL5
FRMD6,,FRMD6,FRMD6
LINC01500,,LINC01500,LINC01500
SNU13,,SNU13,SNU13
VAV3,,VAV3,VAV3
BCL6,,BCL6,BCL6
NREP,,NREP,NREP
CPNE8,,CPNE8,CPNE8
TRHDE-AS1,,TRHDE-AS1,TRHDE-AS1
EML6,,EML6,EML6
PDE10A,,PDE10A,PDE10A
EPHA4,,EPHA4,EPHA4
GUCY2F,,GUCY2F,GUCY2F
THSD7A,,THSD7A,THSD7A
PBX3,,PBX3,PBX3
HMX3,,HMX3,HMX3
SPAG6,,SPAG6,SPAG6
ANO4,,ANO4,ANO4
GSTM5,,GSTM5,GSTM5
MIR99AHG,,MIR99AHG,MIR99AHG
ESRP1,,ESRP1,ESRP1
SWAP70,,SWAP70,SWAP70
ZBBX,,ZBBX,ZBBX
GABRA3,,GABRA3,GABRA3
PBX4,,PBX4,PBX4
SMTNL1,,SMTNL1,SMTNL1
SPRED2,,SPRED2,SPRED2
NPC1L1,,NPC1L1,NPC1L1
CSMD2,,CSMD2,CSMD2
SSTR3,,SSTR3,SSTR3
SEC14L3,,SEC14L3,SEC14L3
TMEM132D,,TMEM132D,TMEM132D
DOCK10,,DOCK10,DOCK10
PTPRR,,PTPRR,PTPRR
POU3F1,,POU3F1,POU3F1
PCDH17,,PCDH17,PCDH17
MET,,MET,MET
SULT4A1,,SULT4A1,SULT4A1
PBX1,,PBX1,PBX1
CMSS1,,CMSS1,CMSS1
TRHDE,,TRHDE,TRHDE
KCNK2,,KCNK2,KCNK2
ZBTB16,,ZBTB16,ZBTB16
MCTP1,,MCTP1,MCTP1
GINS4,,GINS4,GINS4
ZBTB37,,ZBTB37,ZBTB37
ALDH1L1-AS2,,ALDH1L1-AS2,ALDH1L1-AS2
PIEZO2,,PIEZO2,PIEZO2
FOXP4,,FOXP4,FOXP4
TBX2,,TBX2,TBX2
GFRA2,,GFRA2,GFRA2
KLHL14,,KLHL14,KLHL14
NFKB2,,NFKB2,NFKB2
DACH1,,DACH1,DACH1
TMTC1,,TMTC1,TMTC1
NTN1,,NTN1,NTN1
BRINP3,,BRINP3,BRINP3
DLEU1,,DLEU1,DLEU1
HOXA13,,HOXA13,HOXA13
KCNB2,,KCNB2,KCNB2
PVT1,,PVT1,PVT1
NFIB,,NFIB,NFIB
ARHGAP31,,ARHGAP31,ARHGAP31
HTR1F,,HTR1F,HTR1F
CALN1,,CALN1,CALN1
MAP3K5,,MAP3K5,MAP3K5
MYO3A,,MYO3A,MYO3A
CDH12,,CDH12,CDH12
NDRG2,,NDRG2,NDRG2
LINC00484,,LINC00484,LINC00484
GMEB1,,GMEB1,GMEB1
GEN1,,GEN1,GEN1
ZSCAN10,,ZSCAN10,ZSCAN10
LINC01412,,LINC01412,LINC01412
DGKH,,DGKH,DGKH
PRDM10,,PRDM10,PRDM10
GRIK2,,GRIK2,GRIK2
DOCK2,,DOCK2,DOCK2
PHF8,,PHF8,PHF8
HRH1,,,HRH1
KCNJ5,,,KCNJ5
PAX8,,,PAX8
NPY1R,,,NPY1R
NLGN4Y,,,NLGN4Y
GLIS3,,,GLIS3
KCNV1,,,KCNV1
MAK,,,MAK
ZNF556,,,ZNF556
CDH2,,,CDH2
PARD3B,,,PARD3B
TET1,,,TET1
ZNF32,,,ZNF32
FRMPD4,,,FRMPD4
MIR31HG,,,MIR31HG
GGT5,,,GGT5
ZBTB21,,,ZBTB21
ZNF510,,,ZNF510
ZBTB22,,,ZBTB22
GNG2,,,GNG2
FOXE3,,,FOXE3
PLEKHA2,,,PLEKHA2
TIGD6,,,TIGD6
CDYL2,,,CDYL2
FAM167A,,,FAM167A
ZNF239,,,ZNF239
SYT2,,,SYT2
PCDH11Y,,,PCDH11Y
CREM,,,CREM
TEAD2,,,TEAD2
CERS2,,,CERS2
OPCML,,,OPCML
DUSP26,,,DUSP26
TNFAIP8,,,TNFAIP8
LRRC9,,,LRRC9
CDC14A,,,CDC14A
TMTC4,,,TMTC4
TMTC2,,,TMTC2
UBP1,,,UBP1
ZBTB26,,,ZBTB26
GTF2A2,,,GTF2A2
TFEB,,,TFEB
LYNX1,,,LYNX1
SEMA6D,,,SEMA6D
VSTM2A,,,VSTM2A
GSX2,,,GSX2
RYR2,,,RYR2
TDRD9,,,TDRD9
AHR,,,AHR
CCND2-AS1,,,CCND2-AS1
DPP10-AS1,,,DPP10-AS1
CTCF,,,CTCF
HTT-AS,,,HTT-AS
KCNE4,,,KCNE4
TMEM196,,,TMEM196
MAMLD1,,,MAMLD1
MEF2C,,,MEF2C
GLIS1,,,GLIS1
SLC9C2,,,SLC9C2
APEX2,,,APEX2
LHX4,,,LHX4
FIGN,,,FIGN
SLC12A7,,,SLC12A7
SNCA,,,SNCA
FLRT2,,,FLRT2
SMAD3,,,SMAD3
MEGF10,,,MEGF10
EPB41L4A,,,EPB41L4A
ZNF30,,,ZNF30
KLHL29,,,KLHL29
ZNF107,,,ZNF107
DCBLD2,,,DCBLD2
CNGA1,,,CNGA1
CNR1,,,CNR1
IVNS1ABP,,,IVNS1ABP
BATF3,,,BATF3
CACNA1E,,,CACNA1E
PRICKLE1,,,PRICKLE1
CAPN8,,,CAPN8
MMP1,,,MMP1
ASTN2-AS1,,,ASTN2-AS1
LINC00624,,,LINC00624
GNG4,,,GNG4
PTN,,,PTN
CCL4L2,,,CCL4L2
NFYB,,,NFYB
DLGAP1-AS3,,,
ZBTB3,,,
SOCS4,,,
NDNF,,,
DBX2,,,
SLC9A9,,,
ZNF70,,,
LINC01586,,,
GALNT13,,,
PIK3R1,,,
APOLD1,,,
GAS2L3,,,
USP26,,,
SRL,,,
OLFM3,,,
GABRA5,,,
ZNF230,,,
CHD7,,,
THSD7B,,,
AHDC1,,,
LPAR1,,,
ZNF524,,,
TTN-AS1,,,
NTM,,,
GABRA1,,,
ZNF827,,,
C5orf58,,,
MARCH1,,,
GPC6,,,
PRKAG2,,,
CYP4F3,,,
STARD4-AS1,,,
MKX,,,
SGCZ,,,
PTPN22,,,
UGT8,,,
DAPK2,,,
RBFOX2,,,
FEZF2,,,
TRIM71,,,
ANKRD30B,,,
MSC,,,
BACE2,,,
GREM1,,,
DACH2,,,
SLC16A12,,,
ZNF697,,,
IL15,,,
ZNF273,,,
VEGFC,,,
FAM153B,,,
ANXA2,,,
KIF6,,,
LRIG1,,,
ZNF672,,,
CAPN6,,,
SEL1L2,,,
ONECUT3,,,
ZNF800,,,
ZNF891,,,
PTPN20,,,
SEMA4A,,,
GPBP1L1,,,
GPR143,,,
CKS2,,,
CBLB,,,
ID4,,,
ITPR1,,,
TFCP2L1,,,
ZC3H12C,,,
RGS20,,,
PLD5,,,
COL5A3,,,
MPPED2,,,
ZNF214,,,
MRGPRF,,,
ZNF596,,,
FUT10,,,
EBF2,,,
RCAN1,,,
DMRTA2,,,
MXD4,,,
NR2C2,,,
GPR161,,,
E2F6,,,
KMT2A,,,
TBX21,,,
HSPA1B,,,
B3GAT2,,,
SP6,,,
OR2T6,,,
TSPAN2,,,
FLT3,,,
SEMA6A,,,
TBL1X,,,
RUFY3,,,
ADGRL2,,,
GBX1,,,
MIPOL1,,,
GTF2F1,,,
SALL3,,,
TUBA4B,,,
ZNF438,,,
FANK1,,,
SMPD3,,,
USP3-AS1,,,
NFIA,,,
NETO1,,,
EPB41L4B,,,
EBF1,,,
BACH1,,,
ALCAM,,,
SH3PXD2B,,,
ADNP,,,
PTPRK,,,
ZNF496,,,
RARB,,,
PTMA,,,
LINC01006,,,
ELOVL7,,,
FAM107B,,,
WWOX,,,
DISC1FP1,,,
DIRAS1,,,
ESR2,,,
LINC00886,,,
GOLT1A,,,
MEIS2,,,
MDGA1,,,
ZBTB5,,,
KLF6,,,
CGNL1,,,
ANOS1,,,
ELF4,,,
ZNF462,,,
NR4A1,,,
COL6A1,,,
SLC7A13,,,
ARHGDIG,,,
PCSK2,,,
TRIM28,,,
ADAMTS19-AS1,,,
CACNB2,,,
RBPJL,,,
MDGA2,,,
TXNRD3,,,
TMEM150C,,,
ZNF614,,,
FOXG1,,,
ZNF92,,,
RNF152,,,
