_BACKGROUND,5p,10p,15p
LCOR,LCOR,LCOR,LCOR
SPIN1,SPIN1,SPIN1,SPIN1
HIVEP2,HIVEP2,HIVEP2,HIVEP2
NR3C1,NR3C1,NR3C1,NR3C1
AFF4,AFF4,AFF4,AFF4
HIVEP1,HIVEP1,HIVEP1,HIVEP1
GTF2I,GTF2I,GTF2I,GTF2I
CNR1,CNR1,CNR1,CNR1
THRB,THRB,THRB,THRB
MLLT10,MLLT10,MLLT10,MLLT10
TTBK2,TTBK2,TTBK2,TTBK2
IRS2,IRS2,IRS2,IRS2
CDH2,CDH2,CDH2,CDH2
CHL1,CHL1,CHL1,CHL1
KMT2A,KMT2A,KMT2A,KMT2A
HBP1,HBP1,HBP1,HBP1
ADGRL3,ADGRL3,ADGRL3,ADGRL3
FGF14,FGF14,FGF14,FGF14
NRIP1,NRIP1,NRIP1,NRIP1
SOX5,SOX5,SOX5,SOX5
MAP7,MAP7,MAP7,MAP7
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
NFIB,NFIB,NFIB,NFIB
AMD1,AMD1,AMD1,AMD1
BASP1,BASP1,BASP1,BASP1
RTN1,RTN1,RTN1,RTN1
PDE4D,PDE4D,PDE4D,PDE4D
CREB1,CREB1,CREB1,CREB1
MGAT4A,MGAT4A,MGAT4A,MGAT4A
TFDP2,TFDP2,TFDP2,TFDP2
KDM4C,KDM4C,KDM4C,KDM4C
CNOT4,CNOT4,CNOT4,CNOT4
SNCA,SNCA,SNCA,SNCA
ATRNL1,ATRNL1,ATRNL1,ATRNL1
DLEU2,DLEU2,DLEU2,DLEU2
EFNA5,EFNA5,EFNA5,EFNA5
RFX3,RFX3,RFX3,RFX3
GRIA2,GRIA2,GRIA2,GRIA2
NCOA7,NCOA7,NCOA7,NCOA7
GSAP,GSAP,GSAP,GSAP
EPB41L3,EPB41L3,EPB41L3,EPB41L3
NR3C2,NR3C2,NR3C2,NR3C2
CLOCK,CLOCK,CLOCK,CLOCK
NRF1,NRF1,NRF1,NRF1
TOX,TOX,TOX,TOX
TMEFF2,TMEFF2,TMEFF2,TMEFF2
PIK3R1,PIK3R1,PIK3R1,PIK3R1
ZNF644,ZNF644,ZNF644,ZNF644
UBE2E2,UBE2E2,UBE2E2,UBE2E2
NR2C2,NR2C2,NR2C2,NR2C2
CHN1,CHN1,CHN1,CHN1
IGF1R,IGF1R,IGF1R,IGF1R
ADAM10,ADAM10,ADAM10,ADAM10
JAZF1,JAZF1,JAZF1,JAZF1
SEMA5A,SEMA5A,SEMA5A,SEMA5A
TMEM267,TMEM267,TMEM267,TMEM267
CNTN1,CNTN1,CNTN1,CNTN1
BCLAF1,BCLAF1,BCLAF1,BCLAF1
CACNA2D1,CACNA2D1,CACNA2D1,CACNA2D1
DAPK1,DAPK1,DAPK1,DAPK1
DNM3,DNM3,DNM3,DNM3
HTR1E,HTR1E,HTR1E,HTR1E
PPP3CA,PPP3CA,PPP3CA,PPP3CA
PRKAA2,PRKAA2,PRKAA2,PRKAA2
MLLT3,MLLT3,MLLT3,MLLT3
YWHAZ,YWHAZ,YWHAZ,YWHAZ
UAP1,UAP1,UAP1,UAP1
REL,REL,REL,REL
LINC-PINT,LINC-PINT,LINC-PINT,LINC-PINT
PPM1A,PPM1A,PPM1A,PPM1A
PRKACB,PRKACB,PRKACB,PRKACB
SYT1,SYT1,SYT1,SYT1
AGFG1,AGFG1,AGFG1,AGFG1
UGP2,UGP2,UGP2,UGP2
ATXN1,ATXN1,ATXN1,ATXN1
FOXP2,FOXP2,FOXP2,FOXP2
SLITRK5,SLITRK5,SLITRK5,SLITRK5
SNAP25,SNAP25,SNAP25,SNAP25
PAK1,PAK1,PAK1,PAK1
PKIA,PKIA,PKIA,PKIA
NPTN,NPTN,NPTN,NPTN
POU2F1,POU2F1,POU2F1,POU2F1
FZD3,FZD3,FZD3,FZD3
ATF2,ATF2,ATF2,ATF2
SLC16A7,SLC16A7,SLC16A7,SLC16A7
NCOR1,NCOR1,NCOR1,NCOR1
XPO1,XPO1,XPO1,XPO1
HNRNPH3,HNRNPH3,HNRNPH3,HNRNPH3
GRM3,GRM3,GRM3,GRM3
NAP1L1,NAP1L1,NAP1L1,NAP1L1
