_BACKGROUND,5p,10p,15p
SSTR1,SSTR1,SSTR1,SSTR1
PCDH10,PCDH10,PCDH10,PCDH10
RTKN,RTKN,RTKN,RTKN
ARHGAP8,ARHGAP8,ARHGAP8,ARHGAP8
ZIC4,ZIC4,ZIC4,ZIC4
CDK18,CDK18,CDK18,CDK18
RPH3AL,RPH3AL,RPH3AL,RPH3AL
RELN,RELN,RELN,RELN
TMEM123,TMEM123,TMEM123,TMEM123
RGCC,RGCC,RGCC,RGCC
IL13,IL13,IL13,IL13
TNRC6C-AS1,TNRC6C-AS1,TNRC6C-AS1,TNRC6C-AS1
NKX6-2,NKX6-2,NKX6-2,NKX6-2
GPR37,GPR37,GPR37,GPR37
FOLH1,FOLH1,FOLH1,FOLH1
EPHB6,EPHB6,EPHB6,EPHB6
POU3F2,POU3F2,POU3F2,POU3F2
HHIP,HHIP,HHIP,HHIP
NPAS3,NPAS3,NPAS3,NPAS3
SLCO1A2,SLCO1A2,SLCO1A2,SLCO1A2
PSG11,PSG11,PSG11,PSG11
CXADR,CXADR,CXADR,CXADR
LINC01197,LINC01197,LINC01197,LINC01197
CPLX2,CPLX2,CPLX2,CPLX2
SEMA5A,SEMA5A,SEMA5A,SEMA5A
FOXN2,FOXN2,FOXN2,FOXN2
OSTM1,OSTM1,OSTM1,OSTM1
FAT4,FAT4,FAT4,FAT4
GLRA2,GLRA2,GLRA2,GLRA2
SLC6A4,SLC6A4,SLC6A4,SLC6A4
SEMA3C,SEMA3C,SEMA3C,SEMA3C
SLC44A5,SLC44A5,SLC44A5,SLC44A5
NR2F2-AS1,NR2F2-AS1,NR2F2-AS1,NR2F2-AS1
IL1RAPL2,IL1RAPL2,IL1RAPL2,IL1RAPL2
RNF152,RNF152,RNF152,RNF152
KCNJ2,KCNJ2,KCNJ2,KCNJ2
NETO2,NETO2,NETO2,NETO2
ZNF175,ZNF175,ZNF175,ZNF175
THSD7B,THSD7B,THSD7B,THSD7B
LINC01443,LINC01443,LINC01443,LINC01443
ARL6IP5,ARL6IP5,ARL6IP5,ARL6IP5
ZNF787,ZNF787,ZNF787,ZNF787
MET,MET,MET,MET
TENM4,TENM4,TENM4,TENM4
UBXN1,UBXN1,UBXN1,UBXN1
RCAN3,RCAN3,RCAN3,RCAN3
L3MBTL4,L3MBTL4,L3MBTL4,L3MBTL4
IGFBP5,IGFBP5,IGFBP5,IGFBP5
SYNDIG1L,SYNDIG1L,SYNDIG1L,SYNDIG1L
FAM162B,FAM162B,FAM162B,FAM162B
COL5A2,COL5A2,COL5A2,COL5A2
ZFPM2,ZFPM2,ZFPM2,ZFPM2
TARID,TARID,TARID,TARID
YY2,YY2,YY2,YY2
