_BACKGROUND,5p,10p,15p
CRH,CRH,CRH,CRH
PDLIM1,PDLIM1,PDLIM1,PDLIM1
INSM2,INSM2,INSM2,INSM2
HLA-DPA1,HLA-DPA1,HLA-DPA1,HLA-DPA1
MAFB,MAFB,MAFB,MAFB
SPON1,SPON1,SPON1,SPON1
NXPH3,NXPH3,NXPH3,NXPH3
CPLX1,CPLX1,CPLX1,CPLX1
PCP4,PCP4,PCP4,PCP4
METRNL,METRNL,METRNL,METRNL
NECTIN2,NECTIN2,NECTIN2,NECTIN2
LINC00698,LINC00698,LINC00698,LINC00698
PKD2L1,PKD2L1,PKD2L1,PKD2L1
SMAD2,SMAD2,SMAD2,SMAD2
KLF2,KLF2,KLF2,KLF2
NAT16,NAT16,NAT16,NAT16
GRPR,GRPR,GRPR,GRPR
KANK1,KANK1,KANK1,KANK1
LDLR,LDLR,LDLR,LDLR
COL13A1,COL13A1,COL13A1,COL13A1
NFIA,NFIA,NFIA,NFIA
SLC44A1,SLC44A1,SLC44A1,SLC44A1
PPFIA2,PPFIA2,PPFIA2,PPFIA2
LRIG1,LRIG1,LRIG1,LRIG1
FUT8,FUT8,FUT8,FUT8
ADCY2,ADCY2,ADCY2,ADCY2
PCDH17,PCDH17,PCDH17,PCDH17
TMEFF2,TMEFF2,TMEFF2,TMEFF2
TAGLN3,TAGLN3,TAGLN3,TAGLN3
SFRP4,SFRP4,SFRP4,SFRP4
ATXN1,ATXN1,ATXN1,ATXN1
SLC12A2,SLC12A2,SLC12A2,SLC12A2
GAD2,GAD2,GAD2,GAD2
LINGO2,LINGO2,LINGO2,LINGO2
PROM1,PROM1,PROM1,PROM1
SAMD9,SAMD9,SAMD9,SAMD9
ADNP,ADNP,ADNP,ADNP
ZNF148,ZNF148,ZNF148,ZNF148
CDHR1,CDHR1,CDHR1,CDHR1
ENO1,ENO1,ENO1,ENO1
NCOA3,NCOA3,NCOA3,NCOA3
GNB4,GNB4,GNB4,GNB4
RCAN2,RCAN2,RCAN2,RCAN2
HS3ST1,HS3ST1,HS3ST1,HS3ST1
PEX5L,PEX5L,PEX5L,PEX5L
SST,SST,SST,SST
RMDN2,RMDN2,RMDN2,RMDN2
STXBP5,STXBP5,STXBP5,STXBP5
ARHGAP26,ARHGAP26,ARHGAP26,ARHGAP26
EPHA5,EPHA5,EPHA5,EPHA5
SERTAD2,SERTAD2,SERTAD2,SERTAD2
DGKH,DGKH,DGKH,DGKH
ZFHX3,ZFHX3,ZFHX3,ZFHX3
RAPGEF5,RAPGEF5,RAPGEF5,RAPGEF5
ZSWIM6,ZSWIM6,ZSWIM6,ZSWIM6
NR6A1,NR6A1,NR6A1,NR6A1
DOK6,DOK6,DOK6,DOK6
DCLK1,DCLK1,DCLK1,DCLK1
ALDOC,ALDOC,ALDOC,ALDOC
CARD11,CARD11,CARD11,CARD11
ACVR1,ACVR1,ACVR1,ACVR1
SPRED2,SPRED2,SPRED2,SPRED2
GABPB1,GABPB1,GABPB1,GABPB1
MARCH1,MARCH1,MARCH1,MARCH1
SPSB4,SPSB4,SPSB4,SPSB4
NETO1,NETO1,NETO1,NETO1
MOB3B,MOB3B,MOB3B,MOB3B
NCOR1,NCOR1,NCOR1,NCOR1
DAPK1,DAPK1,DAPK1,DAPK1
CLOCK,CLOCK,CLOCK,CLOCK
ELOVL6,ELOVL6,ELOVL6,ELOVL6
PLCB4,PLCB4,PLCB4,PLCB4
NPAS2,NPAS2,NPAS2,NPAS2
RYR2,RYR2,RYR2,RYR2
PRKD1,PRKD1,PRKD1,PRKD1
RASA1,RASA1,RASA1,RASA1
SYCP2,SYCP2,SYCP2,SYCP2
KCNT2,KCNT2,KCNT2,KCNT2
SMAD4,SMAD4,SMAD4,SMAD4
NR2F2,NR2F2,NR2F2,NR2F2
CPLX2,CPLX2,CPLX2,CPLX2
ITGA9,ITGA9,ITGA9,ITGA9
RFX7,RFX7,RFX7,RFX7
C2orf27A,C2orf27A,C2orf27A,C2orf27A
THOC2,THOC2,THOC2,THOC2
COL12A1,COL12A1,COL12A1,COL12A1
JAK2,JAK2,JAK2,JAK2
SETD7,SETD7,SETD7,SETD7
MAK,MAK,MAK,MAK
CNTNAP2,CNTNAP2,CNTNAP2,CNTNAP2
SMAD1,SMAD1,SMAD1,SMAD1
EFNA5,EFNA5,EFNA5,EFNA5
LINC00535,LINC00535,LINC00535,LINC00535
CTNNB1,CTNNB1,CTNNB1,CTNNB1
ZNF827,ZNF827,ZNF827,ZNF827
MYRIP,MYRIP,MYRIP,MYRIP
TCF12,TCF12,TCF12,TCF12
HIVEP2,HIVEP2,HIVEP2,HIVEP2
ESRRG,ESRRG,ESRRG,ESRRG
ARHGEF28,ARHGEF28,ARHGEF28,ARHGEF28
SPATS2,SPATS2,SPATS2,SPATS2
CEP112,CEP112,CEP112,CEP112
ETS2,ETS2,ETS2,ETS2
GRIK2,GRIK2,GRIK2,GRIK2
SIK2,SIK2,SIK2,SIK2
KLHL29,KLHL29,KLHL29,KLHL29
DPY19L1,DPY19L1,DPY19L1,DPY19L1
NPAS3,NPAS3,NPAS3,NPAS3
PRICKLE2,PRICKLE2,PRICKLE2,PRICKLE2
KCNB2,KCNB2,KCNB2,KCNB2
PRKG1,PRKG1,PRKG1,PRKG1
GTF2A2,GTF2A2,GTF2A2,GTF2A2
ANKRD30B,ANKRD30B,ANKRD30B,ANKRD30B
NR1D2,NR1D2,NR1D2,NR1D2
AHCTF1,AHCTF1,AHCTF1,AHCTF1
ELK4,ELK4,ELK4,ELK4
SSBP3,SSBP3,SSBP3,SSBP3
BHLHE40,BHLHE40,BHLHE40,BHLHE40
FAM53B,,FAM53B,FAM53B
CNOT4,,CNOT4,CNOT4
NR2F1-AS1,,NR2F1-AS1,NR2F1-AS1
MEF2D,,MEF2D,MEF2D
DTNA,,DTNA,DTNA
ELOVL7,,ELOVL7,ELOVL7
CALB1,,CALB1,CALB1
LRRK2,,LRRK2,LRRK2
ERC2,,ERC2,ERC2
AQP4-AS1,,AQP4-AS1,AQP4-AS1
RNF217,,RNF217,RNF217
CHD1,,CHD1,CHD1
GABRA1,,GABRA1,GABRA1
CRISPLD1,,CRISPLD1,CRISPLD1
FRAS1,,FRAS1,FRAS1
PUM3,,PUM3,PUM3
DACH1,,DACH1,DACH1
LRRC8B,,LRRC8B,LRRC8B
ZNF548,,ZNF548,ZNF548
WDR86,,WDR86,WDR86
INTS6,,INTS6,INTS6
HBP1,,HBP1,HBP1
OSBPL3,,OSBPL3,OSBPL3
GPM6B,,GPM6B,GPM6B
RGS17,,RGS17,RGS17
NUAK1,,NUAK1,NUAK1
NEDD4,,NEDD4,NEDD4
ADAMTS14,,ADAMTS14,ADAMTS14
PDE10A,,PDE10A,PDE10A
TET2,,TET2,TET2
FHL2,,FHL2,FHL2
HDAC2,,HDAC2,HDAC2
MEF2A,,MEF2A,MEF2A
ZBTB43,,ZBTB43,ZBTB43
TEAD1,,TEAD1,TEAD1
REL,,REL,REL
NR3C1,,NR3C1,NR3C1
TENM4,,TENM4,TENM4
SLIT3,,SLIT3,SLIT3
LONRF1,,LONRF1,LONRF1
MIR3976HG,,MIR3976HG,MIR3976HG
RHBDD1,,RHBDD1,RHBDD1
ARAP2,,ARAP2,ARAP2
NUP93,,NUP93,NUP93
SLC39A10,,SLC39A10,SLC39A10
CTNNA2,,CTNNA2,CTNNA2
KDM7A,,KDM7A,KDM7A
ESYT2,,ESYT2,ESYT2
CREB1,,CREB1,CREB1
MCTP1,,MCTP1,MCTP1
HMBOX1,,HMBOX1,HMBOX1
TLN2,,TLN2,TLN2
XKR6,,XKR6,XKR6
ITGB8,,ITGB8,ITGB8
