_BACKGROUND,5p,10p,15p
SHANK2,SHANK2,SHANK2,SHANK2
SP4,SP4,SP4,SP4
CAMK2D,CAMK2D,CAMK2D,CAMK2D
LRRC8B,LRRC8B,LRRC8B,LRRC8B
ROBO2,ROBO2,ROBO2,ROBO2
STK39,STK39,STK39,STK39
ADGRL3,ADGRL3,ADGRL3,ADGRL3
PCSK2,PCSK2,PCSK2,PCSK2
ITGA9,ITGA9,ITGA9,ITGA9
FAM81A,FAM81A,FAM81A,FAM81A
STXBP5-AS1,STXBP5-AS1,STXBP5-AS1,STXBP5-AS1
TMOD3,TMOD3,TMOD3,TMOD3
TLN2,TLN2,TLN2,TLN2
PTK2,PTK2,PTK2,PTK2
RIMS2,RIMS2,RIMS2,RIMS2
RHOBTB1,RHOBTB1,RHOBTB1,RHOBTB1
STMN2,STMN2,STMN2,STMN2
RCAN2,RCAN2,RCAN2,RCAN2
ARID5B,ARID5B,ARID5B,ARID5B
PPM1L,PPM1L,PPM1L,PPM1L
PDE10A,PDE10A,PDE10A,PDE10A
SPRED1,SPRED1,SPRED1,SPRED1
ZHX1,ZHX1,ZHX1,ZHX1
ARID2,ARID2,ARID2,ARID2
CHD1,CHD1,CHD1,CHD1
WASF3,WASF3,WASF3,WASF3
SPRED2,SPRED2,SPRED2,SPRED2
HDAC9,HDAC9,HDAC9,HDAC9
OSBPL8,OSBPL8,OSBPL8,OSBPL8
RMDN2,RMDN2,RMDN2,RMDN2
KCNB2,KCNB2,KCNB2,KCNB2
TMEM117,TMEM117,TMEM117,TMEM117
NLGN4X,NLGN4X,NLGN4X,NLGN4X
SEMA5A,SEMA5A,SEMA5A,SEMA5A
LINC00535,LINC00535,LINC00535,LINC00535
ENOX1,ENOX1,ENOX1,ENOX1
MAGI1,MAGI1,MAGI1,MAGI1
WWC3,WWC3,WWC3,WWC3
KCNIP4,KCNIP4,KCNIP4,KCNIP4
MPPED2,MPPED2,MPPED2,MPPED2
DNAJC13,DNAJC13,DNAJC13,DNAJC13
NFAT5,NFAT5,NFAT5,NFAT5
PLAGL1,PLAGL1,PLAGL1,PLAGL1
SATB1-AS1,SATB1-AS1,SATB1-AS1,SATB1-AS1
RNF144A,RNF144A,RNF144A,RNF144A
NFIB,NFIB,NFIB,NFIB
BCL11A,BCL11A,BCL11A,BCL11A
RPS6KA3,RPS6KA3,RPS6KA3,RPS6KA3
ANO10,ANO10,ANO10,ANO10
SYCP2,SYCP2,SYCP2,SYCP2
