_BACKGROUND,5p,10p,15p
VIPR2,VIPR2,VIPR2,VIPR2
ZNF444,ZNF444,ZNF444,ZNF444
RORA,RORA,RORA,RORA
ADGRL2,ADGRL2,ADGRL2,ADGRL2
CTNNA2,CTNNA2,CTNNA2,CTNNA2
HIVEP1,HIVEP1,HIVEP1,HIVEP1
PDE10A,PDE10A,PDE10A,PDE10A
XKR6,XKR6,XKR6,XKR6
SERPINI1,SERPINI1,SERPINI1,SERPINI1
ITGB1,ITGB1,ITGB1,ITGB1
PLAGL1,PLAGL1,PLAGL1,PLAGL1
PRKAA2,PRKAA2,PRKAA2,PRKAA2
PIP5K1B,PIP5K1B,PIP5K1B,PIP5K1B
MEF2A,MEF2A,MEF2A,MEF2A
RIMS2,RIMS2,RIMS2,RIMS2
NRG1,NRG1,NRG1,NRG1
MARK1,MARK1,MARK1,MARK1
GTDC1,GTDC1,GTDC1,GTDC1
GLCE,GLCE,GLCE,GLCE
PRICKLE1,PRICKLE1,PRICKLE1,PRICKLE1
PDS5B,PDS5B,PDS5B,PDS5B
SEMA6D,SEMA6D,SEMA6D,SEMA6D
GNB4,GNB4,GNB4,GNB4
NFIA,NFIA,NFIA,NFIA
OTUD4,OTUD4,OTUD4,OTUD4
VGLL4,VGLL4,VGLL4,VGLL4
SPATA6,SPATA6,SPATA6,SPATA6
ERBIN,ERBIN,ERBIN,ERBIN
KDM4C,KDM4C,KDM4C,KDM4C
MYB,MYB,MYB,MYB
HDAC9,HDAC9,HDAC9,HDAC9
JAZF1-AS1,JAZF1-AS1,JAZF1-AS1,JAZF1-AS1
SGMS1,SGMS1,SGMS1,SGMS1
DCLK1,DCLK1,DCLK1,DCLK1
CA2,CA2,CA2,CA2
FOXN3,FOXN3,FOXN3,FOXN3
PLEKHA2,PLEKHA2,PLEKHA2,PLEKHA2
SMAD5,SMAD5,SMAD5,SMAD5
RBMS1,RBMS1,RBMS1,RBMS1
DLX6-AS1,DLX6-AS1,DLX6-AS1,DLX6-AS1
ZBTB21,ZBTB21,ZBTB21,ZBTB21
SGCZ,SGCZ,SGCZ,SGCZ
CNOT6,CNOT6,CNOT6,CNOT6
SETBP1,SETBP1,SETBP1,SETBP1
BACH1,BACH1,BACH1,BACH1
MEF2C-AS1,MEF2C-AS1,MEF2C-AS1,MEF2C-AS1
PLCB4,PLCB4,PLCB4,PLCB4
STOX2,STOX2,STOX2,STOX2
ATRNL1,ATRNL1,ATRNL1,ATRNL1
NFE2L2,NFE2L2,NFE2L2,NFE2L2
PTPN14,PTPN14,PTPN14,PTPN14
SLITRK5,SLITRK5,SLITRK5,SLITRK5
ADCY2,ADCY2,ADCY2,ADCY2
RFX1,RFX1,RFX1,RFX1
MAML3,MAML3,MAML3,MAML3
RYR2,RYR2,RYR2,RYR2
EFCAB2,EFCAB2,EFCAB2,EFCAB2
ZNF639,ZNF639,ZNF639,ZNF639
ESRRG,ESRRG,ESRRG,ESRRG
